	0.0000-0.0006	0.0006-0.0057	0.0057-0.0080	0.0080-0.0084	0.0096-0.0110	0.0110-0.0115	0.0115-0.0118	0.0118-0.0118	0.0118-0.0119	0.0119-0.0119	0.0119-0.0120	0.0120-0.0121	0.0121-0.0124	0.0125-0.0125	0.0125-0.0128	0.0128-0.0128	0.0128-0.0129	0.0129-0.0139	0.0139-0.0378	0.0378-0.0686	0.0686-0.0690	0.0690-0.0692	0.0692-0.0786	0.0786-0.0791	0.0791-0.0795	0.0795-0.2285	0.2285-0.3362	0.4374-0.4374	0.4374-0.5750	0.5750-5.2337	5.2337-20.0000	Source	Target
Limosilactobacillus_reuteri_I49##D-Glucose-e0##Microbe##Thiamine	21.50000000023156	22.500000000221714	13.000000000091946	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49	D-Glucose-e0
Limosilactobacillus_reuteri_I49##D-Glucose-e0##Microbe##Riboflavin	14.500000000110655	14.500000000114417	7.000000000053192	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49	D-Glucose-e0
Limosilactobacillus_reuteri_I49##D-Glucose-e0##Microbe##PAN	-3840.5173564908077	-3936.5808820603447	-1488.215059466651	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49	D-Glucose-e0
Limosilactobacillus_reuteri_I49##Mn2+-e0##Microbe##PAN	-0.7060625359771128	-0.706062535976706	-0.7060625359785094	-0.7060625359734679	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.706062535970935	-0.7060625359750682	-0.7060625359723491	-0.7060625359859324	-0.7060625359827507	-0.7060625360071725	-0.7060625359793791	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49	Mn2+-e0
Limosilactobacillus_reuteri_I49##Zn2+-e0##Microbe##PAN	-0.7060625359841994	-0.7060625359899259	-0.7060625360042152	-0.7060625360090413	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.7060625359815147	-0.7060625359970762	-0.7060625360010101	-0.7060625359954383	-0.7060625360183008	-0.706062535991083	-0.706062536009504	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49	Zn2+-e0
Limosilactobacillus_reuteri_I49##L-Lysine-e0##Microbe##PAN	-36.359661934683324	-36.359661934651584	-36.35966193491152	-36.35966193470024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-36.359661934530905	-36.359661934723846	-36.35966193462044	-36.35966193532229	-36.35966193522241	-36.35966193640562	-36.359661934827756	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49	L-Lysine-e0
Limosilactobacillus_reuteri_I49##L-Aspartate-e0##Microbe##Spermidine-e0	0.9999999999461734	0.9999999999442639	0.0	0.0	0.999999999844511	-4.999999999987401	-0.9999999998582609	-2.9999999999623355	-2.999999999958712	-0.9999999998174707	-2.9999999998981166	-2.999999999948096	-4.99999999991879	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.6666666666838115	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49	L-Aspartate-e0
Limosilactobacillus_reuteri_I49##L-Aspartate-e0##Microbe##Melitose-e0	2.50000000004064	2.5000000000421663	0.0	0.0	4.000000000260796	-1.999999999915329	2.0000000004639897	-0.9999999997902033	-0.9999999997888129	2.0000000005324945	-0.9999999996806345	-0.999999999762829	-3.9999999997822675	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.166666666679593	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49	L-Aspartate-e0
Limosilactobacillus_reuteri_I49##L-Aspartate-e0##Microbe##Folate-e0	8.500000000118726	8.500000000121029	0.0	0.0	-1049.3664500573354	-184.00337608877066	-784.2459575215671	-484.12466679966946	-484.1246667983106	-752.9945576656033	-487.0912039902678	-487.09120398365104	-304.4656985570131	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.500000000041943	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49	L-Aspartate-e0
Limosilactobacillus_reuteri_I49##L-Aspartate-e0##Microbe##O2-e0	9.000000000017465	8.99999999997804	0.0	0.0	-9.999999998385487	17.000000000111335	-0.99999999994109	8.0000000002682	8.000000000261371	-1.0000000001931435	7.999999999945633	8.000000000193184	16.99999999991213	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0000000000036784	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49	L-Aspartate-e0
Limosilactobacillus_reuteri_I49##L-Aspartate-e0##Microbe##Urea-e0	1.5000000000238798	1.5000000000248528	0.0	0.0	0.0	3.000000000021335	1.0000000000398728	2.0000000000522267	2.0000000000482454	1.0000000000163396	2.0000000000164784	2.0000000000448854	3.000000000004103	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1666666666670085	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49	L-Aspartate-e0
Limosilactobacillus_reuteri_I49##L-Aspartate-e0##Microbe##Sucrose	2.000000000018256	2.000000000018426	0.0	0.0	2.0000000002227183	-0.9999999999422122	1.0000000003040799	-0.9999999998656383	-0.9999999998628776	1.0000000003482636	-0.9999999997918139	-0.9999999998470478	-2.9999999998588347	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.3333333333422335	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49	L-Aspartate-e0
Limosilactobacillus_reuteri_I49##L-Aspartate-e0##Microbe##Thiamine	10.500000000160165	10.500000000149607	1.0000000000121418	1.0000000000017188	-2100.7329001156863	-374.5067521776941	-1571.9919150437186	-973.2493335997531	-973.2493335970071	-1510.9891153318458	-979.1824079809404	-979.1824079677426	-616.9313971142304	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.16666666673956	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49	L-Aspartate-e0
Limosilactobacillus_reuteri_I49##L-Aspartate-e0##Microbe##Riboflavin	7.500000000076393	7.500000000077294	0.0	0.0	-3168.099350173488	-561.5101282666565	-2369.2378725663	-1465.3740003999433	-1465.3740003957992	-2275.483672998499	-1474.2736119718597	-1474.2736119519082	-925.8970956716591	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.166666666713308	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49	L-Aspartate-e0
Limosilactobacillus_reuteri_I49##L-Aspartate-e0##Microbe##PAN	-2640.0975755197805	-2640.097575518072	-191.7317529205116	-191.73175291928757	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49	L-Aspartate-e0
Limosilactobacillus_reuteri_I49##Sulfate-e0##Microbe##PAN	-0.7060625359793	-0.7060625359787291	-0.7060625359773234	-0.706062535972729	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.7060625359738847	-0.7060625359746112	-0.7060625359726107	-0.7060625359877929	-0.7060625359789219	-0.7060625360025581	-0.7060625359781506	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49	Sulfate-e0
Limosilactobacillus_reuteri_I49##L-Arginine-e0##Microbe##Spermidine-e0	0.9999999999993416	0.9999999999993442	0.9999999999994732	0.9999999999993666	0.9999999999974657	1.0000000000007916	1.000000000002855	1.0000000000011748	1.0000000000012923	1.000000000003831	1.0000000000032696	1.0000000000016385	1.0000000000040419	0.8633051423381968	1.1340535898893662	1.00000000000044	0.9999999999995028	0.9999999999999052	0.9999999999995683	0.9999999999995486	0.999999999999097	0.9999999999997361	1.0138129666853766	1.0000000000000526	1.0000000000000033	1.000000000000004	1.0000000000000029	0.9999999999999754	0.818181818182308	3.0000000000097735	3.0000000000097735	Limosilactobacillus_reuteri_I49	L-Arginine-e0
Limosilactobacillus_reuteri_I49##L-Arginine-e0##Microbe##PAN	-22.723747383715548	-22.723747383691983	-22.723747383901323	-22.723747383766295	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-22.72374738362101	-22.723747383784183	-22.723747383712134	-22.723747384130878	-22.7237473841375	-22.723747384863557	-22.72374738379326	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49	L-Arginine-e0
Limosilactobacillus_reuteri_I49##L-Histidine-e0##Microbe##PAN	-9.204977705002758	-9.204977704996889	-9.204977705025858	-9.204977704970469	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-9.204977704948039	-9.204977704984064	-9.204977704955612	-9.204977705127426	-9.20497770508185	-9.204977705359335	-9.204977705024689	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49	L-Histidine-e0
Limosilactobacillus_reuteri_I49##L-Proline-e0##Microbe##PAN	-18.087781190329718	-18.087781190318264	-18.08778119038546	-18.087781190278825	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-18.08778119023281	-18.08778119030305	-18.0877811902479	-18.08778119058366	-18.08778119050282	-18.08778119104887	-18.087781190375345	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49	L-Proline-e0
Limosilactobacillus_reuteri_I49##Co2+-e0##Microbe##PAN	-0.7060625359805527	-0.7060625359772055	-0.7060625359805204	-0.7060625359789199	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.7060625359740363	-0.7060625359770296	-0.706062535976143	-0.7060625359803786	-0.7060625359892279	-0.7060625359907754	-0.7060625359806023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49	Co2+-e0
Limosilactobacillus_reuteri_I49##L-Valine-e0##Microbe##PAN	-34.56469128227976	-34.56469128225788	-34.56469128237233	-34.56469128216585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-34.564691282086315	-34.56469128221634	-34.56469128211085	-34.56469128275302	-34.5646912825847	-34.56469128363396	-34.56469128235663	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49	L-Valine-e0
Limosilactobacillus_reuteri_I49##L-Threonine-e0##Microbe##O2-e0	4.00000000000114	0.0	0.0	0.0	0.0	0.0	0.0	-11.99999999974526	-11.99999999975121	0.0	0.0	0.0	0.0	3.5505020985158025	-2.3619892900856807	0.0	0.0	0.0	-2.0000000000463793	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49	L-Threonine-e0
Limosilactobacillus_reuteri_I49##L-Threonine-e0##Microbe##Thiamine	1.0000000000092355	0.0	0.0	0.0	-102.35500373949101	-102.35500374272364	-102.35500374443028	-900.6784456376436	-900.6784456351368	-183.6920700505267	-183.69207004978205	-183.69207004727795	-183.69207004972944	-2.761501632177344	-0.4479634860524966	0.0	0.0	0.0	24.000000000438707	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49	L-Threonine-e0
Limosilactobacillus_reuteri_I49##L-Threonine-e0##Microbe##PAN	-169.1477606149911	-73.08423504305128	-73.08423504322838	-73.08423504279244	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-131.16109551841785	-131.16109551875755	-131.16109551834757	-2446.1781231247533	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49	L-Threonine-e0
Limosilactobacillus_reuteri_I49##Spermidine-e0##Microbe##Spermidine-e0	-0.9999999999999999	-0.9999999999999993	-0.9999999999999999	-1.0000000000000002	-0.9999999999999983	-0.9999999999999997	-1.0000000000000004	-1.0000000000000013	-1.0000000000000007	-1.0000000000000009	-0.9999999999999987	-0.999999999999999	-0.9999999999999994	-0.9999999999999993	-0.999999999999999	-0.999999999999998	-0.9999999999999982	-0.9999999999999996	-0.9999999999999997	-1.0000000000000016	-0.9999999999999999	-0.9999999999999992	-0.9999999999999989	-0.9999999999999991	-1.0000000000000002	-0.9999999999999993	-1.0	-1.0000000000000009	-1.0000000000000007	-1.0000000000000004	-1.0000000000000004	Limosilactobacillus_reuteri_I49	Spermidine-e0
Limosilactobacillus_reuteri_I49##fe3-e0##Microbe##PAN	-0.7060625359774058	-0.7060625359769733	-0.7060625359781819	-0.7060625359740719	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.7060625359729924	-0.7060625359752628	-0.7060625359732602	-0.7060625359858428	-0.7060625359816393	-0.7060625360042798	-0.7060625359781162	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49	fe3-e0
Limosilactobacillus_reuteri_I49##H+-e0##Microbe##Spermidine-e0	-1.9999999999247766	-1.999999999925025	0.0	0.0	-1.9999999998952034	6.000000000025962	6.000000000089843	4.666666666690689	4.666666666692799	6.000000000114909	6.0000000000977485	6.000000000049944	6.000000000120176	-5.6611346338487465	9.909238930401136	25.00000000001027	2.1999999999782593	6.0	8.00000000003621	1.9999999999137943	-2.0000000004034675	6.000000000018138	5.2818154567971405	6.000000000000903	6.000000000001309	4.666666666670349	9.333333333355313	3.0000000000078066	4.727272727275836	4.000000000003442	4.000000000003442	Limosilactobacillus_reuteri_I49	H+-e0
Limosilactobacillus_reuteri_I49##H+-e0##Microbe##Melitose-e0	0.9999999999485254	0.9999999999481555	6.0000000000273355	5.999999999999009	-2.000000000166954	6.000000000225948	6.00000000028926	4.0000000001250084	4.000000000125879	6.000000000330807	6.000000000307053	6.000000000228574	6.000000000333781	-7.991701950789259	8.263243591287928	17.000000000013056	3.799999999988787	6.000000000001851	1.9999999999516247	14.000000000128695	30.000000001160167	-2.000000000017376	0.5136459012171752	-2.0000000000007256	-2.000000000002421	3.666666666665363	14.833333333347754	10.749999999994632	3.4090909090893677	2.6249999999997065	2.6249999999997065	Limosilactobacillus_reuteri_I49	H+-e0
Limosilactobacillus_reuteri_I49##H+-e0##Microbe##Folate-e0	-9.000000000144096	-9.000000000143498	8.000000000091106	8.000000000040586	663.0389231828376	-490.7785087992084	-490.7785088072755	-290.6976483264864	-290.69764832568757	-469.9442422362413	-469.9442422344006	-469.9442422280913	-469.94424223444673	-8.991701950779243	-6.937986017348628	-25.99999999999346	2.800000000019516	-2.0000000000036207	-20.000000000216918	31.000000000546805	77.00000000367605	-15.00000000008334	-6.740877753142531	-14.000000000003471	-14.000000000008132	0.9999999999998237	30.500000000049088	19.749999999995296	2.045454545453948	-0.12499999999776543	-0.12499999999776543	Limosilactobacillus_reuteri_I49	H+-e0
Limosilactobacillus_reuteri_I49##H+-e0##Microbe##O2-e0	-6.000000000023677	-1.999999999974041	15.999999999998403	16.00000000008041	35.99999999898061	0.0	0.0	6.0000000001600835	6.000000000156099	0.0	0.0	0.0	0.0	46.9751058523752	-11.933466208593282	-58.00000000002592	11.600000000064576	0.0	2.0000000000325606	-4.000000000084607	-10.000000000502398	2.000000000014445	0.9227231851930187	2.000000000001807	2.0000000000024674	0.0	-1.0000000000040925	-2.5000000000015716	0.09090909090870813	0.0	0.0	Limosilactobacillus_reuteri_I49	H+-e0
Limosilactobacillus_reuteri_I49##H+-e0##Microbe##Urea-e0	-1.0000000000303173	-1.000000000030688	2.000000000015573	2.000000000016904	1.9999999998605806	-1.999999999943001	-1.999999999975302	-1.3333333333023434	-1.333333333304672	-1.9999999999899938	-1.9999999999842004	-1.9999999999570819	-1.999999999993403	4.330567316929955	-4.468993008674499	-14.000000000002398	0.40000000001176594	-2.000000000000963	-4.000000000023874	2.0000000000566227	7.0000000003948495	-3.000000000008758	-2.1022693209939716	-3.000000000000237	-3.0000000000007856	-1.333333333333929	0.8333333333336408	0.7499999999980501	-1.4090909090914159	-1.5000000000001656	-1.5000000000001656	Limosilactobacillus_reuteri_I49	H+-e0
Limosilactobacillus_reuteri_I49##H+-e0##Microbe##Thiamine	-10.000000000185716	-9.00000000016855	10.000000000120137	10.000000000026953	1326.0778463663223	-975.557017598825	-975.5570176149133	-576.3952966532191	-576.3952966516018	-934.8884844728758	-934.8884844691897	-934.8884844566055	-934.8884844692096	-24.313971218483378	-1.2632435912870388	-10.000000000009168	3.2000000000128095	0.9999999999992727	-23.00000000029714	49.00000000074251	113.00000000507578	-17.000000000103363	-5.3295011729173005	-17.000000000006548	-17.000000000013273	4.666666666670328	48.8333333334209	31.750000000003784	7.136363636366673	3.7500000000068576	3.7500000000068576	Limosilactobacillus_reuteri_I49	H+-e0
Limosilactobacillus_reuteri_I49##H+-e0##Microbe##Riboflavin	-8.000000000086494	-8.000000000085523	7.000000000069653	7.000000000019611	2012.1167695494555	-1463.33552639853	-1463.3355264228262	-860.7596116466829	-860.7596116442461	-1400.8327267097732	-1400.832726704213	-1400.8327266851904	-1400.8327267042798	-18.81812024309883	3.205749417390376	4.000000000072024	2.7999999999648852	2.999999999983475	-12.000000000138074	24.000000000348706	59.00000000265166	-11.000000000047496	-4.715885246954902	-11.000000000003022	-11.000000000006558	0.6666666666691652	26.83333333338905	15.250000000002482	5.318181818183625	3.00000000000428	3.00000000000428	Limosilactobacillus_reuteri_I49	H+-e0
Limosilactobacillus_reuteri_I49##H+-e0##Microbe##PAN	3314.5857522661263	3218.522226692206	-1678.2094185095582	-1678.2094184986286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2558.0713105598215	-1309.8396633003447	-658.6075202362855	1656.4095073562373	-5682.1248619895805	-12104.620599305994	1181.4872580601623	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49	H+-e0
Limosilactobacillus_reuteri_I49##L-Alanine-e0##Microbe##Folate-e0	0.9999999999958361	0.9999999999957107	0.9999999999943401	4.500000000012333	0.0	0.0	0.0	0.0	0.0	0.0	-265.90335367234127	-36.087179427538	-36.087179428030886	-0.46500866460488793	-0.38401987200572457	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.36024869298179	1.000000000000457	0.9999999999996644	1.00000000000137	0.9999999999995078	0.999999999999245	0.9999999999999357	1.0000000000015061	1.0000000000015061	Limosilactobacillus_reuteri_I49	L-Alanine-e0
Limosilactobacillus_reuteri_I49##L-Alanine-e0##Microbe##Thiamine	0.999999999994709	0.9999999999949976	0.9999999999934844	7.500000000002536	0.0	0.0	0.0	0.0	0.0	0.0	-531.8067073449052	-73.17435885510962	-73.17435885608674	-2.085020217411619	-1.1760091080025663	-1.0000000000001061	-0.9999999999994185	-0.9999999999997511	-0.999999999991117	-0.9999999999918991	-0.9999999999784188	-0.9999999999954828	-1.509047066169794	-0.9999999999990743	-1.0000000000002223	-0.9999999999977576	-1.0000000000005502	-1.000000000000906	-0.9999999999999412	-0.9999999999974815	-0.9999999999974815	Limosilactobacillus_reuteri_I49	L-Alanine-e0
Limosilactobacillus_reuteri_I49##L-Alanine-e0##Microbe##PAN	84.27119748790103	84.27119748785947	84.27119748838227	-659.8363322406291	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-51.53444007306969	-51.534440073262445	-51.53444007317029	-51.53444007400176	-51.53444007391919	-51.5344400752777	-51.53444007353234	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49	L-Alanine-e0
