	0.0000-0.0006	0.0006-0.0057	0.0057-0.0080	0.0080-0.0084	0.0096-0.0110	0.0110-0.0115	0.0115-0.0118	0.0118-0.0118	0.0118-0.0119	0.0119-0.0119	0.0119-0.0120	0.0120-0.0121	0.0121-0.0124	0.0125-0.0125	0.0125-0.0128	0.0128-0.0128	0.0128-0.0129	0.0129-0.0139	0.0139-0.0378	0.0378-0.0686	0.0686-0.0690	0.0690-0.0692	0.0692-0.0786	0.0786-0.0791	0.0791-0.0795	0.0795-0.2285	0.2285-0.3362	0.4374-0.4374	0.4374-0.5750	0.5750-5.2337	5.2337-20.0000	Source	Target
Limosilactobacillus_reuteri_I49##L-Malate-e0##Microbe##Folate-e0	0.0	0.0	0.0	0.0	0.0	338.1968755327437	638.318166253255	338.1968755334527	338.1968755324969	607.0667663957328	341.16341272095826	341.1634127163173	158.53790728770224	-1.8803821307884139	-1.761882559763383	-5.9999999999952935	-1.1999999999985997	-2.5714285714274445	0.0	0.0	46.00000000201398	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49	L-Malate-e0
Limosilactobacillus_reuteri_I49##L-Malate-e0##Microbe##O2-e0	0.0	0.0	0.0	0.0	0.0	-8.000000000205764	0.9999999999521295	-8.000000000188098	-8.00000000018327	1.0000000001560427	-7.999999999962005	-8.000000000135545	-16.999999999953193	5.641146392368116	2.242117147237756	-7.999999999998244	3.6000000000038685	0.28571428571476004	0.0	0.0	-6.000000000275562	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49	L-Malate-e0
Limosilactobacillus_reuteri_I49##L-Malate-e0##Microbe##Urea-e0	0.0	0.0	0.0	0.0	0.0	-2.000000000039691	-1.0000000000324958	-2.000000000036592	-2.0000000000337805	-1.000000000013202	-2.0000000000115774	-2.0000000000314895	-3.0000000000020197	0.6267940435964022	0.11905872011814715	-1.9999999999989826	0.4000000000006786	-0.28571428571409196	0.0	0.0	5.000000000216451	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49	L-Malate-e0
Limosilactobacillus_reuteri_I49##L-Malate-e0##Microbe##Thiamine	0.0	0.0	0.0	0.0	0.0	682.3937510657713	1281.1363325069858	682.3937510671955	682.3937510652636	1220.1335327919826	688.3268254422003	688.3268254329433	326.0758145755106	-3.3875583051727474	-2.057529506557709	-3.9999999999995564	-1.799999999998488	-2.428571428570769	1.0000000000396232	1.0000000000293279	65.00000000277986	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49	L-Malate-e0
Limosilactobacillus_reuteri_I49##L-Malate-e0##Microbe##Riboflavin	0.0	0.0	0.0	0.0	0.0	1027.590626598863	1931.4544987610677	1027.590626601015	1027.5906265980993	1837.7002991885627	1036.4902381636186	1036.4902381496245	488.11372186343596	-3.4473672397790827	-2.176588226676102	-1.9999999999839846	-2.2000000000017064	-2.1428571428537624	0.0	0.0	35.00000000145186	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49	L-Malate-e0
Limosilactobacillus_reuteri_I49##L-Asparagine-e0##Microbe##D-Glucose-e0	0.0	0.0	0.0	0.0	0.0	1.0000000000204956	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49	L-Asparagine-e0
Limosilactobacillus_reuteri_I49##L-Asparagine-e0##Microbe##Spermidine-e0	0.0	0.0	0.0	0.0	0.0	2.0000000000130878	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49	L-Asparagine-e0
Limosilactobacillus_reuteri_I49##L-Asparagine-e0##Microbe##Pyruvate-e0	0.0	0.0	0.0	0.0	0.0	0.500000000006739	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49	L-Asparagine-e0
Limosilactobacillus_reuteri_I49##L-Asparagine-e0##Microbe##D-Mannose-e0	0.0	0.0	0.0	0.0	0.0	0.5000000000044076	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49	L-Asparagine-e0
Limosilactobacillus_reuteri_I49##L-Asparagine-e0##Microbe##Melitose-e0	0.0	0.0	0.0	0.0	0.0	2.000000000138613	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49	L-Asparagine-e0
Limosilactobacillus_reuteri_I49##L-Asparagine-e0##Microbe##O2-e0	0.0	0.0	0.0	0.0	0.0	-8.99999999981795	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49	L-Asparagine-e0
Limosilactobacillus_reuteri_I49##L-Asparagine-e0##Microbe##Urea-e0	0.0	0.0	0.0	0.0	0.0	-0.9999999999646877	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49	L-Asparagine-e0
Limosilactobacillus_reuteri_I49##L-Asparagine-e0##Microbe##Sucrose	0.0	0.0	0.0	0.0	0.0	1.0000000000952625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49	L-Asparagine-e0
Limosilactobacillus_reuteri_I49##CO2-e0##Microbe##Urea-e0	0.0	0.0	0.0	0.0	0.0	0.9999999999695486	0.9999999999867772	0.6666666666494501	0.6666666666507594	0.9999999999945515	0.9999999999914757	0.9999999999769119	0.999999999996295	-0.07752321015145566	2.782532768705845	6.000000000001075	1.199999999996004	0.8571428571435671	2.0000000000113123	0.0	-5.000000000262737	0.0	1.080129349943424	0.0	0.0	0.8333333333336153	-1.3333333333336808	0.0	0.9090909090909973	0.0	0.0	Limosilactobacillus_reuteri_I49	CO2-e0
Limosilactobacillus_reuteri_I49##L-Aspartate-e0##Microbe##L-Asparagine-e0	0.0	0.0	0.0	0.0	0.0	0.0	2.000000000044765	1.0000000000028466	1.0000000000015172	2.0000000000757536	1.0000000000410496	1.0000000000121068	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.166666666671459	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49	L-Aspartate-e0
Limosilactobacillus_reuteri_I49##L-Malate-e0##Microbe##Pyruvate-e0	0.0	0.0	0.0	0.0	0.0	0.0	-0.5000000000327024	0.0	0.0	-0.500000000043456	0.0	0.0	0.4999999999883236	-0.31339702179822937	-0.17658822667651458	0.0	-0.20000000000026205	-0.14285714285684326	0.0	0.0	3.000000000111323	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49	L-Malate-e0
Limosilactobacillus_reuteri_I49##L-Malate-e0##Microbe##L-Asparagine-e0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0000000000365352	0.0	0.0	-1.0000000000612157	0.0	0.0	0.9999999999840278	0.3732059564035087	0.5297646800295231	0.0	0.6000000000002599	0.42857142857130875	1.0000000000072813	1.0000000000055667	11.000000000461526	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49	L-Malate-e0
Limosilactobacillus_reuteri_I49##L-Malate-e0##Microbe##D-Mannose-e0	0.0	0.0	0.0	0.0	0.0	0.0	-0.5000000000284719	0.0	0.0	-0.5000000000363118	0.0	0.0	0.4999999999897403	-0.3133970217982129	-0.1765882266764818	0.0	-0.20000000000018556	-0.1428571428569329	0.0	0.0	2.000000000088124	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49	L-Malate-e0
Limosilactobacillus_reuteri_I49##L-Malate-e0##Microbe##Melitose-e0	0.0	0.0	0.0	0.0	0.0	0.0	-2.000000000378199	0.9999999998531496	0.9999999998521582	-2.000000000430046	0.9999999997757898	0.9999999998334047	3.9999999998856026	-1.8803821307891069	-0.9424704934413356	1.0000000000011495	-1.2000000000005235	-0.5714285714281785	0.0	0.0	16.000000000635676	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49	L-Malate-e0
Limosilactobacillus_reuteri_I49##L-Malate-e0##Microbe##Sucrose	0.0	0.0	0.0	0.0	0.0	0.0	-1.000000000247851	0.9999999999060079	0.9999999999040527	-1.0000000002812508	0.999999999853879	0.999999999892598	2.999999999925941	-1.2535880871927974	-0.5892940400884286	1.0000000000011438	-0.8000000000005264	-0.28571428571395324	0.0	0.0	9.00000000034638	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49	L-Malate-e0
Limosilactobacillus_reuteri_I49##L-Asparagine-e0##Microbe##L-Asparagine-e0	0.0	0.0	0.0	0.0	0.0	0.0	-1.000000000000001	-0.9999999999999989	-1.0000000000000007	-1.0	-0.9999999999999996	-1.0	-0.999999999999999	-1.0000000000000002	-1.0000000000000004	-0.9999999999999996	-1.0000000000000002	-0.9999999999999993	-0.9999999999999984	-0.9999999999999996	-0.9999999999999981	-1.0	-1.0	-1.000000000000001	-0.9999999999999976	-1.0000000000000007	-0.9999999999999996	-0.9999999999999993	-1.000000000000001	-0.9999999999999996	-0.9999999999999996	Limosilactobacillus_reuteri_I49	L-Asparagine-e0
Limosilactobacillus_reuteri_I49##L-Threonine-e0##Microbe##D-Glucose-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3333333333688677	1.3333333333710131	0.0	0.0	0.0	0.0	-0.3945002331684503	0.2850676729413777	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49	L-Threonine-e0
Limosilactobacillus_reuteri_I49##L-Threonine-e0##Microbe##Spermidine-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.6666666666963876	2.66666666669959	0.0	0.0	0.0	0.0	-0.7890004663362973	0.7737551122687147	0.0	0.0	0.0	-2.000000000048458	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49	L-Threonine-e0
Limosilactobacillus_reuteri_I49##L-Threonine-e0##Microbe##Pyruvate-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6666666666767633	0.6666666666775949	0.0	0.0	0.0	0.0	-0.19725011658419206	0.04072395327736198	0.0	0.0	0.0	1.0000000000132008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49	L-Threonine-e0
Limosilactobacillus_reuteri_I49##L-Threonine-e0##Microbe##L-Asparagine-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3333333333355073	1.3333333333342647	0.0	0.0	0.0	0.0	-0.3945002331685194	-0.12217185983209954	0.0	0.0	0.0	4.000000000079783	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49	L-Threonine-e0
Limosilactobacillus_reuteri_I49##L-Threonine-e0##Microbe##D-Mannose-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.666666666672104	0.6666666666717599	0.0	0.0	0.0	0.0	-0.19725011658415825	0.04072395327737287	0.0	0.0	0.0	1.0000000000150802	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49	L-Threonine-e0
Limosilactobacillus_reuteri_I49##L-Threonine-e0##Microbe##Melitose-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.00000000019387	4.000000000194874	0.0	0.0	0.0	0.0	-1.1835006995053332	0.44796348605068353	0.0	0.0	0.0	4.000000000074055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49	L-Threonine-e0
Limosilactobacillus_reuteri_I49##L-Threonine-e0##Microbe##Urea-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.3333333332838135	-1.3333333332873876	0.0	0.0	0.0	0.0	0.3945002331684107	-0.48868743932803266	0.0	0.0	0.0	2.0000000000344915	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49	L-Threonine-e0
Limosilactobacillus_reuteri_I49##L-Threonine-e0##Microbe##Sucrose	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.666666666791122	2.666666666793412	0.0	0.0	0.0	0.0	-0.7890004663368814	0.36651557949608704	0.0	0.0	0.0	2.0000000000341274	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49	L-Threonine-e0
Limosilactobacillus_reuteri_I49##H+-e0##Microbe##L-Asparagine-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.6666666666651412	-0.6666666666659357	0.0	0.0	0.0	0.0	-3.330567316930914	-0.6172482521686731	-3.000000000004101	0.6000000000046479	0.0	-4.000000000055196	8.000000000138131	18.00000000084175	-4.000000000017044	-2.02499250618695	-4.000000000002044	-4.000000000003226	-0.3333333333337209	3.833333333338773	4.249999999999599	-0.5000000000001568	-0.6249999999999143	-0.6249999999999143	Limosilactobacillus_reuteri_I49	H+-e0
Limosilactobacillus_reuteri_I49##L-Serine-e0##Microbe##D-Glucose-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.6666666666808279	-0.666666666681679	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49	L-Serine-e0
Limosilactobacillus_reuteri_I49##L-Serine-e0##Microbe##Spermidine-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.3333333333450117	-1.3333333333462827	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49	L-Serine-e0
Limosilactobacillus_reuteri_I49##L-Serine-e0##Microbe##Pyruvate-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.33333333333732407	-0.33333333333765625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49	L-Serine-e0
Limosilactobacillus_reuteri_I49##L-Serine-e0##Microbe##L-Asparagine-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.6666666666674625	-0.6666666666669685	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49	L-Serine-e0
Limosilactobacillus_reuteri_I49##L-Serine-e0##Microbe##D-Mannose-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.33333333333545384	-0.33333333333531745	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49	L-Serine-e0
Limosilactobacillus_reuteri_I49##L-Serine-e0##Microbe##Melitose-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.000000000077229	-2.000000000077624	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49	L-Serine-e0
Limosilactobacillus_reuteri_I49##L-Serine-e0##Microbe##O2-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.999999999898032	5.999999999900394	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49	L-Serine-e0
Limosilactobacillus_reuteri_I49##L-Serine-e0##Microbe##Urea-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.666666666646908	0.6666666666483249	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49	L-Serine-e0
Limosilactobacillus_reuteri_I49##L-Serine-e0##Microbe##Sucrose	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.3333333333829172	-1.3333333333838262	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49	L-Serine-e0
Limosilactobacillus_reuteri_I49##NH3-e0##Microbe##L-Asparagine-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33333333333008375	0.3333333333316969	0.0	0.0	0.0	0.0	2.9300951196372043	1.321601739155531	0.0	0.5999999999972173	0.8571428571424656	2.0000000000058398	2.000000000003388	2.0000000000107874	2.00000000000301	1.7219390200574713	2.000000000000878	2.00000000000104	0.16666666666710112	0.16666666666625077	-0.749999999999886	0.0	-1.5000000000040161	-1.5000000000040161	Limosilactobacillus_reuteri_I49	NH3-e0
Limosilactobacillus_reuteri_I49##Acetate-e0##Microbe##L-Asparagine-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.3333333333338864	-0.3333333333336155	0.0	0.0	0.0	1.0000000000168963	0.24843541123950877	-0.0611250802929394	1.0000000000009657	-0.20000000000052473	-0.285714285714457	-2.000000000040563	-2.000000000028793	-2.0000000000850666	-2.000000000017772	0.06493863479882393	-2.000000000002164	-2.000000000002957	1.666666666666168	-2.5000000000045888	3.499999999999991	0.9999999999999929	0.4999999999990737	0.4999999999990737	Limosilactobacillus_reuteri_I49	Acetate-e0
Limosilactobacillus_reuteri_I49##D-Lactate-e0##Microbe##L-Asparagine-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0000000000005926	-1.0000000000002862	0.0	-1.0000000000091187	0.0	-1.0000000000056009	-0.7331929092204766	-0.08899834199294261	-4.000000000005073	0.20000000000107893	0.28571428571468466	-2.000000000030593	10.000000000154461	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49	D-Lactate-e0
Limosilactobacillus_reuteri_I49##CO2-e0##Microbe##L-Asparagine-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3333333333323879	0.3333333333328208	0.0	0.0	0.0	0.0	1.0775232101516872	0.19563319217652655	1.0000000000015004	-0.20000000000150536	-0.28571428571474394	2.000000000026343	-2.000000000039764	-12.000000000560107	-1.000000000019954	1.3762845698756754	-1.0000000000019251	-1.0000000000025162	0.8333333333337357	-3.333333333338283	-0.9999999999997953	1.0000000000000686	-0.25000000000300093	-0.25000000000300093	Limosilactobacillus_reuteri_I49	CO2-e0
Limosilactobacillus_reuteri_I49##L-Alanine-e0##Microbe##L-Asparagine-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.000000000022288	0.0	0.0	-0.15500288820192976	-0.0480024840007941	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.08614642658273765	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49	L-Alanine-e0
Limosilactobacillus_reuteri_I49##L-Alanine-e0##Microbe##Urea-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.9999999999907269	0.0	0.0	0.15500288820182953	-0.19200993600299746	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.03915746662849062	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49	L-Alanine-e0
Limosilactobacillus_reuteri_I49##L-Glutamate-e0##Microbe##D-Glucose-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0000000000178784	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33333333333297677	-1.333333333335897	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49	L-Glutamate-e0
Limosilactobacillus_reuteri_I49##L-Glutamate-e0##Microbe##Spermidine-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.0000000000170233	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.6666666666645478	-5.333333333346673	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49	L-Glutamate-e0
Limosilactobacillus_reuteri_I49##L-Glutamate-e0##Microbe##Pyruvate-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.5000000000060434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4999999999995657	-1.0000000000014966	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49	L-Glutamate-e0
Limosilactobacillus_reuteri_I49##L-Glutamate-e0##Microbe##L-Asparagine-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0000000000044607	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8333333333321828	-2.333333333337774	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49	L-Glutamate-e0
Limosilactobacillus_reuteri_I49##L-Glutamate-e0##Microbe##D-Mannose-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.5000000000040862	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3333333333328216	-1.3333333333349857	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49	L-Glutamate-e0
Limosilactobacillus_reuteri_I49##L-Glutamate-e0##Microbe##Melitose-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-3.000000000088734	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.8333333333299455	-8.3333333333456	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49	L-Glutamate-e0
Limosilactobacillus_reuteri_I49##L-Glutamate-e0##Microbe##O2-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.999999999927878	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.9999999999999017	0.0	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49	L-Glutamate-e0
Limosilactobacillus_reuteri_I49##L-Glutamate-e0##Microbe##Urea-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999832015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8333333333322563	-1.3333333333339492	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49	L-Glutamate-e0
Limosilactobacillus_reuteri_I49##L-Glutamate-e0##Microbe##Sucrose	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.000000000057365	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6666666666645003	-5.666666666675066	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49	L-Glutamate-e0
Limosilactobacillus_reuteri_I49##L-Glutamine-e0##Microbe##D-Glucose-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000225358	1.000000000039424	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49	L-Glutamine-e0
Limosilactobacillus_reuteri_I49##L-Glutamine-e0##Microbe##Spermidine-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0000000000217844	2.0000000000560374	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49	L-Glutamine-e0
Limosilactobacillus_reuteri_I49##L-Glutamine-e0##Microbe##Pyruvate-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5000000000076467	0.5000000000165442	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49	L-Glutamine-e0
Limosilactobacillus_reuteri_I49##L-Glutamine-e0##Microbe##L-Asparagine-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000056366	1.000000000022383	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49	L-Glutamine-e0
Limosilactobacillus_reuteri_I49##L-Glutamine-e0##Microbe##D-Mannose-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5000000000051978	0.5000000000144369	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49	L-Glutamine-e0
Limosilactobacillus_reuteri_I49##L-Glutamine-e0##Microbe##Melitose-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0000000001120832	3.0000000001634364	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49	L-Glutamine-e0
