	0.0000-0.0000	0.0000-0.0805	0.0805-0.0872	0.0872-0.0992	0.0992-0.1103	0.1103-0.2235	0.2235-0.2314	0.2315-0.2318	0.2318-0.2327	0.2327-0.2327	0.2330-0.3291	0.3291-0.3615	0.3663-0.3705	0.3705-0.4851	0.4866-0.4866	0.4866-6.1042	6.1042-6.1784	6.1784-6.8178	6.8178-6.9191	7.0891-7.2286	7.2291-19.1458	19.1458-19.3982	19.3982-20.0000	Source	Target
Neu5Ac-e0##L-Aspartate-e0##Muribaculum_intestinale_YL27	0.8075601374641078	3.000000000027508	0.0	0.0	0.0	0.0	0.0	4.999999999996335	13.118481697051838	0.0	2.499999999999867	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Neu5Ac-e0	L-Aspartate-e0
Sucrose##L-Aspartate-e0##Muribaculum_intestinale_YL27	0.1546391752582224	1.0000000000068774	-3.9999999999966356	-3.389963581781275	0.0	0.0	0.0	7.9999999999950635	20.989570715283364	0.0	3.9999999999991913	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Sucrose	L-Aspartate-e0
Folate##L-Aspartate-e0##Muribaculum_intestinale_YL27	4.2554410080229745	5.00000000001333	5.999999999998711	5.237454477226229	1.0000000000146054	1.000000000013001	1.0000000000128975	-0.33333333332489323	-8.993047143524967	-21.039150042298186	-18.435851287844322	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Folate	L-Aspartate-e0
Riboflavin##L-Aspartate-e0##Muribaculum_intestinale_YL27	1.8843069874003509	0.9999999999933646	4.999999999997393	4.237454477226219	-1078.315737481061	-1078.3157374763089	-1078.3157374773975	-743.9038398804844	8.99652357176042	2.000000000000572	3.3333333333335404	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin	L-Aspartate-e0
PAN##L-Aspartate-e0##Muribaculum_intestinale_YL27	-1657.8124352925024	-1774.9224647761246	194.04688408147484	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	L-Aspartate-e0
PAN##L-Cysteine-e0##Muribaculum_intestinale_YL27	-13.013505963566706	-13.0135059635822	-13.013505963723977	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	L-Cysteine-e0
PAN##L-Histidine-e0##Muribaculum_intestinale_YL27	-11.393282031287972	-11.393282031293527	-11.393282031140949	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	L-Histidine-e0
PAN##L-Arginine-e0##Muribaculum_intestinale_YL27	-36.57235834212351	-36.57235834213889	-36.57235834172131	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	L-Arginine-e0
PAN##L-Lysine-e0##Muribaculum_intestinale_YL27	-41.268999357765196	-41.26899935778936	-41.2689993573414	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	L-Lysine-e0
Folate##Inosine-e0##Muribaculum_intestinale_YL27	1.0000000000001525	1.0000000000004143	1.0000000000006388	1.2361150217565622	1.0000000000008815	1.0000000000007938	1.0000000000007767	1.0000000000008524	0.30491911821702705	-0.293450610623856	-0.29345061062391	-0.29345061062452765	-0.29345061062494127	-0.29345061062447986	1.0000000000011593	1.0000000000004068	1.0000000000004068	1.0000000000004068	1.0000000000004068	1.0000000000004068	1.0000000000004068	1.0000000000004068	1.0000000000005203	Folate	Inosine-e0
Riboflavin##Inosine-e0##Muribaculum_intestinale_YL27	0.9999999999999988	0.9999999999998068	1.0000000000010114	1.2361150217565122	-59.08478561459289	-59.08478561437429	-59.08478561441968	-59.08478561442593	1.3475404408914124	1.000000000000017	0.9999999999999815	1.0000000000000848	1.000000000000149	1.0000000000000682	-59.08478561427642	-59.08478561444547	-59.08478561444547	-59.08478561444547	-59.08478561444547	-59.08478561444547	-59.08478561444547	-59.08478561444547	-70.14305136266258	Riboflavin	Inosine-e0
PAN##Inosine-e0##Muribaculum_intestinale_YL27	-60.08478561438861	-60.084785614417434	-60.08478561381829	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	Inosine-e0
Neu5Ac-e0##NH3-e0##Muribaculum_intestinale_YL27	-2.0000000000060987	-2.0000000000221836	0.9999999999986716	0.9999999999998443	1.0000000000018439	1.0000000000050815	1.0000000000034803	1.0000000000039833	-7.100836514747303	0.9999999999998367	-1.4999999999996096	-3.9999999999995306	1.000000000000349	-4.000000000000384	-1.4999999999792168	1.0000000000016775	1.0000000000016775	1.0000000000016775	1.0000000000016775	1.0000000000016775	1.0000000000016775	1.0000000000016775	1.0000000000035827	Neu5Ac-e0	NH3-e0
Sucrose##NH3-e0##Muribaculum_intestinale_YL27	-1.0000000000003513	-1.00000000000548	3.999999999988194	2.3482095655070356	0.0	0.0	0.0	0.0	-12.96133842359595	0.0	-3.9999999999990767	-7.999999999998232	0.0	-7.99999999999987	-2.4999999999559495	3.0000000000027396	3.0000000000027396	3.0000000000027396	3.0000000000027396	3.0000000000027396	3.0000000000027396	3.0000000000027396	3.000000000007154	Sucrose	NH3-e0
Folate##NH3-e0##Muribaculum_intestinale_YL27	-6.000000000003787	-6.000000000010609	-6.999999999994361	-4.935261956883901	-2.0000000000103433	-2.000000000009238	-2.0000000000091456	-2.000000000010042	6.640892282398839	14.079520660004173	11.941015237803201	30.376866525648982	-8.633509012022705	30.376866525659352	-2.666666666684433	-4.666666666670021	-4.666666666670021	-4.666666666670021	-4.666666666670021	-4.666666666670021	-4.666666666670021	-4.666666666670021	-4.666666666671719	Folate	NH3-e0
Riboflavin##NH3-e0##Muribaculum_intestinale_YL27	-3.000000000000312	-2.9999999999946607	-6.999999999990501	-4.935261956883734	744.9435196880698	744.9435196849597	744.9435196856822	744.9435196857423	-6.320446141198094	-2.000000000000195	-3.3333333333331594	-6.666666666666874	0.0	-6.666666666668163	1100.4777118989384	721.6007612636951	721.6007612636951	721.6007612636951	721.6007612636951	721.6007612636951	721.6007612636951	721.6007612636951	884.7293308821261	Riboflavin	NH3-e0
PAN##NH3-e0##Muribaculum_intestinale_YL27	1443.55024698297	1443.5502469837047	-525.4191018698855	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	NH3-e0
Neu5Ac-e0##Neu5Ac-e0##Muribaculum_intestinale_YL27	-1.0000000000000004	-0.9999999999999992	-0.9999999999999991	-0.9999999999999994	-1.0	-0.9999999999999978	-0.9999999999999998	-0.9999999999999999	-1.000000000000002	-0.9999999999999977	-0.9999999999999996	-0.9999999999999997	-1.0000000000000004	-1.0000000000000002	-1.0000000000000009	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0000000000000007	Neu5Ac-e0	Neu5Ac-e0
PAN##Ca2+-e0##Muribaculum_intestinale_YL27	-0.9241112603256154	-0.9241112603262897	-0.92411126031494	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	Ca2+-e0
PAN##Cu2+-e0##Muribaculum_intestinale_YL27	-0.9241112603262541	-0.924111260327421	-0.9241112603142564	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	Cu2+-e0
PAN##Fe2+-e0##Muribaculum_intestinale_YL27	-1.9241112603285004	-1.9241112603338504	-1.9241112603247035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	Fe2+-e0
PAN##Galactose-e0##Muribaculum_intestinale_YL27	-6.992697026146778	-6.992697026149552	-6.99269702599293	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	Galactose-e0
Neu5Ac-e0##D-Glucose-e0##Muribaculum_intestinale_YL27	0.95189003436825	1.500000000014822	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Neu5Ac-e0	D-Glucose-e0
Sucrose##D-Glucose-e0##Muribaculum_intestinale_YL27	2.2886597938147246	2.500000000003688	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Sucrose	D-Glucose-e0
Folate##D-Glucose-e0##Muribaculum_intestinale_YL27	-0.6861397479930723	-0.4999999999929584	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Folate	D-Glucose-e0
Riboflavin##D-Glucose-e0##Muribaculum_intestinale_YL27	-1.7789232531499155	-2.000000000003588	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin	D-Glucose-e0
PAN##D-Glucose-e0##Muribaculum_intestinale_YL27	-955.2071670584122	-984.4846744296171	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	D-Glucose-e0
PAN##Glycine-e0##Muribaculum_intestinale_YL27	-78.04945194283506	-78.04945194286911	-78.0494519423028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	Glycine-e0
PAN##K+-e0##Muribaculum_intestinale_YL27	-0.9241112603220244	-0.9241112603223128	-0.9241112603129596	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	K+-e0
Neu5Ac-e0##D-Mannose-e0##Muribaculum_intestinale_YL27	-0.09621993127003405	1.000000000006234	0.9999999999990549	0.9999999999999185	0.9999999999972072	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Neu5Ac-e0	D-Mannose-e0
Sucrose##D-Mannose-e0##Muribaculum_intestinale_YL27	-0.42268041237103837	0.0	0.0	-1.21439276496126	1.999999999998653	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Sucrose	D-Mannose-e0
Folate##D-Mannose-e0##Muribaculum_intestinale_YL27	2.2943871706768753	2.666666666669704	2.6666666666715604	4.184657622867614	0.16666666668029806	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Folate	D-Mannose-e0
Riboflavin##D-Mannose-e0##Muribaculum_intestinale_YL27	4.1088201603667285	3.6666666666651113	3.666666666674513	5.1846576228678005	-1021.3016346245558	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin	D-Mannose-e0
PAN##D-Mannose-e0##Muribaculum_intestinale_YL27	-327.7319757665182	-386.2869905080701	-386.28699050344153	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	D-Mannose-e0
PAN##L-Methionine-e0##Muribaculum_intestinale_YL27	-20.482435295202386	-20.482435295213893	-20.48243529495262	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	L-Methionine-e0
PAN##Sulfate-e0##Muribaculum_intestinale_YL27	-0.9241112603231592	-0.9241112603229966	-0.9241112603188603	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	Sulfate-e0
PAN##Cl--e0##Muribaculum_intestinale_YL27	-0.9241112603242618	-0.9241112603246302	-0.9241112603136851	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	Cl--e0
PAN##Mg-e0##Muribaculum_intestinale_YL27	-0.9241112603247265	-0.9241112603250549	-0.9241112603145986	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	Mg-e0
Sucrose##Sucrose##Muribaculum_intestinale_YL27	-0.9999999999999996	-1.0	-0.9999999999999993	-0.9999999999999998	-0.9999999999999998	-0.9999999999999983	-0.9999999999999994	-1.0000000000000004	-0.9999999999999983	-1.0000000000000004	-0.9999999999999993	-1.0000000000000022	-1.0000000000000002	-0.9999999999999998	-1.000000000000001	-0.9999999999999987	-0.9999999999999987	-0.9999999999999987	-0.9999999999999987	-0.9999999999999987	-0.9999999999999987	-0.9999999999999987	-0.9999999999999993	Sucrose	Sucrose
PAN##L-Phenylalanine##Muribaculum_intestinale_YL27	-22.280195972291114	-22.280195972301055	-22.280195972058088	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	L-Phenylalanine
PAN##L-Proline##Muribaculum_intestinale_YL27	-26.584324739666485	-26.584324739679325	-26.584324739382087	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	L-Proline
PAN##L-Serine##Muribaculum_intestinale_YL27	-41.36883445550367	-41.36883445552919	-41.36883445476106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	L-Serine
PAN##L-Threonine##Muribaculum_intestinale_YL27	-74.99313011411748	-74.99313011415464	-74.99313011332545	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	L-Threonine
PAN##L-Tyrosine##Muribaculum_intestinale_YL27	-17.08355495665558	-17.08355495666574	-17.083554956437705	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	L-Tyrosine
Folate##Folate##Muribaculum_intestinale_YL27	-0.9999999999999996	-0.9999999999999993	-1.0	-1.0	-1.0000000000000004	-1.0000000000000013	-1.000000000000001	-0.9999999999999986	-1.0000000000000002	-1.0000000000000004	-1.0000000000000009	-0.9999999999999984	-1.0	-0.999999999999999	-0.9999999999999994	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-1.0000000000000009	Folate	Folate
Riboflavin##Riboflavin##Muribaculum_intestinale_YL27	-0.9999999999999998	-1.0000000000000009	-0.9999999999999996	-0.9999999999999983	-0.9999999999998825	-1.000000000000023	-0.9999999999999892	-1.0000000000000235	-1.0000000000000007	-1.0000000000000007	-0.9999999999999998	-0.9999999999999997	-1.0000000000000002	-1.0000000000000002	-0.9999999999999102	-1.0000000000000049	-1.0000000000000049	-1.0000000000000049	-1.0000000000000049	-1.0000000000000049	-1.0000000000000049	-1.0000000000000049	-1.0000000000000473	Riboflavin	Riboflavin
PAN##PAN##Muribaculum_intestinale_YL27	-0.9999999999999836	-1.0000000000003462	-0.9999999999999869	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	PAN
PAN##Asparagine##Muribaculum_intestinale_YL27	-28.989573168496346	-28.989573168514074	-28.989573168244373	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	Asparagine
Neu5Ac-e0##Glutamine##Muribaculum_intestinale_YL27	1.096219931271975	0.0	0.0	0.0	0.0	0.0	0.0	-2.500000000001145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Neu5Ac-e0	Glutamine
Sucrose##Glutamine##Muribaculum_intestinale_YL27	0.4226804123711484	0.0	0.0	-0.2063616166622865	0.0	0.0	0.0	-4.000000000001644	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Sucrose	Glutamine
Folate##Glutamine##Muribaculum_intestinale_YL27	2.3722794959911737	2.000000000000551	2.0000000000008713	2.2579520208277892	2.000000000000814	2.0000000000007008	2.000000000000716	2.666666666670221	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Folate	Glutamine
Riboflavin##Glutamine##Muribaculum_intestinale_YL27	0.5578465063001068	0.9999999999997846	1.0000000000013813	1.2579520208278332	-64.64170189170223	-64.64170189136055	-64.64170189144255	-231.8476506899159	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin	Glutamine
PAN##Glutamine##Muribaculum_intestinale_YL27	-124.19671663288811	-65.64170189156185	-65.64170189077646	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	Glutamine
Putrescine-e0##H2O-e0##Bifidobacterium_animalis_YL2	-0.6666666666682952	-0.6666666666682952	-0.6666666666682952	-0.6666666666682952	-0.6666666666682952	-0.6666666666682952	-0.6666666666682952	-0.6666666666682952	-0.6666666666682952	-0.6666666666682952	-0.6666666666682952	-0.6666666666682952	-0.6666666666682952	-0.6666666666682952	-0.6666666666682952	-0.6666666666682952	-0.6666666666698216	-0.6666666666698849	0.0	0.0	0.0	0.0	0.0	Putrescine-e0	H2O-e0
Spermidine-e0##H2O-e0##Bifidobacterium_animalis_YL2	-1.666666666671272	-1.666666666671272	-1.666666666671272	-1.666666666671272	-1.666666666671272	-1.666666666671272	-1.666666666671272	-1.666666666671272	-1.666666666671272	-1.666666666671272	-1.666666666671272	-1.666666666671272	-1.666666666671272	-1.666666666671272	-1.666666666671272	-1.666666666671272	-1.6666666666457544	-1.6666666666450163	0.0	0.0	-1.9999999999759956	-1.9999999999759956	-1.9999999999759956	Spermidine-e0	H2O-e0
Thiamin-e0##H2O-e0##Bifidobacterium_animalis_YL2	-14.333333333357096	-14.333333333357096	-14.333333333357096	-14.333333333357096	-14.333333333357096	-14.333333333357096	-14.333333333357096	-14.333333333357096	-14.333333333357096	-14.333333333357096	-14.333333333357096	-14.333333333357096	-14.333333333357096	-14.333333333357096	-14.333333333357096	-14.333333333357096	-14.333333333219231	0.0	0.0	0.0	0.0	0.0	0.0	Thiamin-e0	H2O-e0
Melitose-e0##H2O-e0##Bifidobacterium_animalis_YL2	-2.000000000005444	-2.000000000005444	-2.000000000005444	-2.000000000005444	-2.000000000005444	-2.000000000005444	-2.000000000005444	-2.000000000005444	-2.000000000005444	-2.000000000005444	-2.000000000005444	-2.000000000005444	-2.000000000005444	-2.000000000005444	-2.000000000005444	-2.000000000005444	-1.9999999999766438	-1.999999999975769	0.0	0.0	-1.999999999973597	-1.999999999973597	-1.999999999973597	Melitose-e0	H2O-e0
Sucrose-e0##H2O-e0##Bifidobacterium_animalis_YL2	-1.0000000000053384	-1.0000000000053384	-1.0000000000053384	-1.0000000000053384	-1.0000000000053384	-1.0000000000053384	-1.0000000000053384	-1.0000000000053384	-1.0000000000053384	-1.0000000000053384	-1.0000000000053384	-1.0000000000053384	-1.0000000000053384	-1.0000000000053384	-1.0000000000053384	-1.0000000000053384	-0.9999999999781731	-0.9999999999771223	0.0	0.0	-0.9999999999752268	-0.9999999999752268	-0.9999999999752268	Sucrose-e0	H2O-e0
Folate##H2O-e0##Bifidobacterium_animalis_YL2	-12.000000000023054	-12.000000000023054	-12.000000000023054	-12.000000000023054	-12.000000000023054	-12.000000000023054	-12.000000000023054	-12.000000000023054	-12.000000000023054	-12.000000000023054	-12.000000000023054	-12.000000000023054	-12.000000000023054	-12.000000000023054	-12.000000000023054	-12.000000000023054	-11.999999999911715	-11.99999999990868	0.0	0.0	-14.4999999998906	-14.4999999998906	-14.4999999998906	Folate	H2O-e0
Riboflavin##H2O-e0##Bifidobacterium_animalis_YL2	1139.6634997105039	1139.6634997105039	1139.6634997105039	1139.6634997105039	1139.6634997105039	1139.6634997105039	1139.6634997105039	1139.6634997105039	1139.6634997105039	1139.6634997105039	1139.6634997105039	1139.6634997105039	1139.6634997105039	1139.6634997105039	1139.6634997105039	1139.6634997105039	1139.6634996853606	1132.4968330180336	0.0	0.0	1197.2483024880685	1197.2483024880685	1197.2483024880685	Riboflavin	H2O-e0
Riboflavin##Phosphate-e0##Bifidobacterium_animalis_YL2	-129.86418561972636	-129.86418561972636	-129.86418561972636	-129.86418561972636	-129.86418561972636	-129.86418561972636	-129.86418561972636	-129.86418561972636	-129.86418561972636	-129.86418561972636	-129.86418561972636	-129.86418561972636	-129.86418561972636	-129.86418561972636	-129.86418561972636	-129.86418561972636	-129.86418561704932	-129.86418561690354	-129.86418561796467	-129.8641856173092	-129.8641856167964	-129.8641856167964	-129.8641856167964	Riboflavin	Phosphate-e0
Putrescine-e0##L-Glutamate-e0##Bifidobacterium_animalis_YL2	2.000000000000204	2.000000000000204	2.000000000000204	2.000000000000204	2.000000000000204	2.000000000000204	2.000000000000204	2.000000000000204	2.000000000000204	2.000000000000204	2.000000000000204	2.000000000000204	2.000000000000204	2.000000000000204	2.000000000000204	2.000000000000204	2.0000000000003872	2.0000000000003806	2.0000000000010054	3.0000000000113998	0.0	0.0	0.0	Putrescine-e0	L-Glutamate-e0
Spermidine-e0##L-Glutamate-e0##Bifidobacterium_animalis_YL2	2.0000000000004756	2.0000000000004756	2.0000000000004756	2.0000000000004756	2.0000000000004756	2.0000000000004756	2.0000000000004756	2.0000000000004756	2.0000000000004756	2.0000000000004756	2.0000000000004756	2.0000000000004756	2.0000000000004756	2.0000000000004756	2.0000000000004756	2.0000000000004756	1.9999999999974385	1.9999999999974192	1.9999999999990183	4.99999999996142	0.9999999999986858	0.9999999999986858	0.9999999999986858	Spermidine-e0	L-Glutamate-e0
