	Avg_bc1008	Var_bc1008	Avg_bc1001	Var_bc1001	Avg_bc1009	Var_bc1009	Avg_InAmount	Var_InAmount	Avg_OutAmount	Var_OutAmount	Avg_AllAmount	Var_AllAmount	In	InAmount	Out	OutAmount	All	AllAmount
BIOT	0.0	0.0	0.0	0.0	0.0	0.0	2.9999998976971414	1.0465874526746094e-14	0.0	0.0	2.9999998976971414	1.0465874526746094e-14	bc1001.bc1008.bc1009	1		1	bc1001.bc1008.bc1009	1
CMP	0.0	0.0	0.0	0.0	0.0	0.0	2.9999998976971414	1.0465874526746094e-14	0.0	0.0	2.9999998976971414	1.0465874526746094e-14	bc1001.bc1008.bc1009	1		1	bc1001.bc1008.bc1009	1
CO2	0.0	0.0	0.0	0.0	0.0	0.0	2.9999998976971414	1.0465874526746094e-14	0.0	0.0	2.9999998976971414	1.0465874526746094e-14	bc1001.bc1008.bc1009	1		1	bc1001.bc1008.bc1009	1
Ca2+	0.0	0.0	0.0	0.0	0.0	0.0	2.9999998976971414	1.0465874526746094e-14	0.0	0.0	2.9999998976971414	1.0465874526746094e-14	bc1001.bc1008.bc1009	1		1	bc1001.bc1008.bc1009	1
Cbl	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Chitobiose	0.0	0.0	0.0	0.0	0.0	0.0	0.999999965899047	1.1628749524641879e-15	0.0	0.0	0.999999965899047	1.1628749524641879e-15	bc1008	1		1	bc1008	1
Chorismate	0.0	0.0	0.0	0.0	0.0	0.0	2.9999998976971414	1.0465874526746094e-14	0.0	0.0	2.9999998976971414	1.0465874526746094e-14	bc1001.bc1008.bc1009	1		1	bc1001.bc1008.bc1009	1
Citrate	0.0	0.0	0.0	0.0	0.0	0.0	0.999999965899047	1.1628749524641879e-15	0.0	0.0	0.999999965899047	1.1628749524641879e-15	bc1008	1		1	bc1008	1
Cl-	0.0	0.0	0.0	0.0	0.0	0.0	2.9999998976971414	1.0465874526746094e-14	0.0	0.0	2.9999998976971414	1.0465874526746094e-14	bc1001.bc1008.bc1009	1		1	bc1001.bc1008.bc1009	1
Co2+	0.0	0.0	0.0	0.0	0.0	0.0	2.9999998976971414	1.0465874526746094e-14	0.0	0.0	2.9999998976971414	1.0465874526746094e-14	bc1001.bc1008.bc1009	1		1	bc1001.bc1008.bc1009	1
CoA	0.0	0.0	0.0	0.0	0.0	0.0	2.9999998976971414	1.0465874526746094e-14	0.0	0.0	2.9999998976971414	1.0465874526746094e-14	bc1001.bc1008.bc1009	1		1	bc1001.bc1008.bc1009	1
Cu2+	0.0	0.0	0.0	0.0	0.0	0.0	2.9999998976971414	1.0465874526746094e-14	0.0	0.0	2.9999998976971414	1.0465874526746094e-14	bc1001.bc1008.bc1009	1		1	bc1001.bc1008.bc1009	1
Cytidine	0.0	0.0	0.0	0.0	0.0	0.0	0.999999965899047	1.1628749524641879e-15	0.0	0.0	0.999999965899047	1.1628749524641879e-15	bc1008	1		1	bc1008	1
Cytosine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
D-Alanine	0.0	0.0	0.0	0.0	0.0	0.0	0.999999965899047	1.1628749524641879e-15	0.0	0.0	0.999999965899047	1.1628749524641879e-15	bc1008	1		1	bc1008	1
D-Arabinose	0.0	0.0	0.0	0.0	0.0	0.0	2.9999998976971414	1.0465874526746094e-14	0.0	0.0	2.9999998976971414	1.0465874526746094e-14	bc1001.bc1008.bc1009	1		1	bc1001.bc1008.bc1009	1
D-Galacturonate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
D-Glucose	0.057453286159241126	3.838511017239743e-18	0.15546479428401863	0.01900072839203069	0.14107905749627608	0.0178669218641401	2.9999998976971414	1.0465874526746094e-14	2.119733712327008	0.9856559911371572	5.11973361002415	0.9856559911371825	bc1001.bc1008.bc1009	1	bc1008.bc1008.bc1009.bc1001.bc1008.bc1009	3	bc1008bc1001.bc1008.bc1009.bc1008.bc1009bc1001.bc1008.bc1009.bc1001.bc1008.bc1009bc1001.bc1008.bc1009	3
D-Serine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Deoxyadenosine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Deoxycytidine	0.0	0.0	0.0	0.0	0.0	0.0	2.9999998976971414	1.0465874526746094e-14	0.0	0.0	2.9999998976971414	1.0465874526746094e-14	bc1001.bc1008.bc1009	1		1	bc1001.bc1008.bc1009	1
Deoxyguanosine	0.0	0.0	0.0	0.0	0.0	0.0	1.999999931798094	4.6514998098567515e-15	0.0	0.0	1.999999931798094	4.6514998098567515e-15	bc1001.bc1009	1		1	bc1001.bc1009	1
Deoxyinosine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Deoxyuridine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Enterobactin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Fe-enterochlin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Folate	0.0	0.0	0.0	0.0	0.0	0.0	2.9999998976971414	1.0465874526746094e-14	0.0	0.0	2.9999998976971414	1.0465874526746094e-14	bc1001.bc1008.bc1009	1		1	bc1001.bc1008.bc1009	1
Formate	0.0	0.0	0.0	0.0	0.0	0.0	2.9999998976971414	1.0465874526746094e-14	0.0	0.0	2.9999998976971414	1.0465874526746094e-14	bc1001.bc1008.bc1009	1		1	bc1001.bc1008.bc1009	1
Fumarate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
GTP	0.0	0.0	0.0	0.0	0.0	0.0	2.9999998976971414	1.0465874526746094e-14	0.0	0.0	2.9999998976971414	1.0465874526746094e-14	bc1001.bc1008.bc1009	1		1	bc1001.bc1008.bc1009	1
Galactose	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Glucose-1-phosphate	0.0	0.0	0.0	0.0	0.0	0.0	0.999999965899047	1.1628749524641879e-15	0.0	0.0	0.999999965899047	1.1628749524641879e-15	bc1008	1		1	bc1008	1
Glucuronate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Glycerol	0.0	0.0	0.0	0.0	0.0	0.0	2.9999998976971414	1.0465874526746094e-14	0.0	0.0	2.9999998976971414	1.0465874526746094e-14	bc1001.bc1008.bc1009	1		1	bc1001.bc1008.bc1009	1
Glycine	0.0	0.0	0.0	0.0	0.0	0.0	2.9999998976971414	1.0465874526746094e-14	0.0	0.0	2.9999998976971414	1.0465874526746094e-14	bc1001.bc1008.bc1009	1		1	bc1001.bc1008.bc1009	1
H+	0.0	0.0	0.0	0.0	0.0	0.0	2.9999998976971414	1.0465874526746094e-14	0.0	0.0	2.9999998976971414	1.0465874526746094e-14	bc1001.bc1008.bc1009	1		1	bc1001.bc1008.bc1009	1
H2O	0.0	0.0	0.0	0.0	0.0	0.0	2.9999998976971414	1.0465874526746094e-14	0.0	0.0	2.9999998976971414	1.0465874526746094e-14	bc1001.bc1008.bc1009	1		1	bc1001.bc1008.bc1009	1
HYXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Heme	0.0	0.0	0.0	0.0	0.0	0.0	2.9999998976971414	1.0465874526746094e-14	0.0	0.0	2.9999998976971414	1.0465874526746094e-14	bc1001.bc1008.bc1009	1		1	bc1001.bc1008.bc1009	1
Inosine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
K+	0.0	0.0	0.0	0.0	0.0	0.0	2.9999998976971414	1.0465874526746094e-14	0.0	0.0	2.9999998976971414	1.0465874526746094e-14	bc1001.bc1008.bc1009	1		1	bc1001.bc1008.bc1009	1
L-Alanine	0.0	0.0	0.0	0.0	0.0	0.0	2.9999998976971414	1.0465874526746094e-14	0.0	0.0	2.9999998976971414	1.0465874526746094e-14	bc1001.bc1008.bc1009	1		1	bc1001.bc1008.bc1009	1
L-Arabinose	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
L-Arginine	0.0	0.0	0.0	0.0	0.0	0.0	2.9999998976971414	1.0465874526746094e-14	0.0	0.0	2.9999998976971414	1.0465874526746094e-14	bc1001.bc1008.bc1009	1		1	bc1001.bc1008.bc1009	1
L-Ascorbate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
L-Asparagine	0.0	0.0	0.0	0.0	0.0	0.0	2.9999998976971414	1.0465874526746094e-14	0.0	0.0	2.9999998976971414	1.0465874526746094e-14	bc1001.bc1008.bc1009	1		1	bc1001.bc1008.bc1009	1
L-Aspartate	0.0	0.0	0.0	0.0	0.0	0.0	2.9999998976971414	1.0465874526746094e-14	0.0	0.0	2.9999998976971414	1.0465874526746094e-14	bc1001.bc1008.bc1009	1		1	bc1001.bc1008.bc1009	1
L-Cysteine	0.0	0.0	0.0	0.0	0.0	0.0	2.9999998976971414	1.0465874526746094e-14	0.0	0.0	2.9999998976971414	1.0465874526746094e-14	bc1001.bc1008.bc1009	1		1	bc1001.bc1008.bc1009	1
L-Glutamate	0.0	0.0	0.0	0.0	0.0	0.0	2.9999998976971414	1.0465874526746094e-14	0.0	0.0	2.9999998976971414	1.0465874526746094e-14	bc1001.bc1008.bc1009	1		1	bc1001.bc1008.bc1009	1
L-Glutamine	0.0	0.0	0.0	0.0	0.0	0.0	2.9999998976971414	1.0465874526746094e-14	0.0	0.0	2.9999998976971414	1.0465874526746094e-14	bc1001.bc1008.bc1009	1		1	bc1001.bc1008.bc1009	1
L-Histidine	0.0	0.0	0.0	0.0	0.0	0.0	2.9999998976971414	1.0465874526746094e-14	0.0	0.0	2.9999998976971414	1.0465874526746094e-14	bc1001.bc1008.bc1009	1		1	bc1001.bc1008.bc1009	1
L-Inositol	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
L-Isoleucine	0.0	0.0	0.0	0.0	0.0	0.0	2.9999998976971414	1.0465874526746094e-14	0.0	0.0	2.9999998976971414	1.0465874526746094e-14	bc1001.bc1008.bc1009	1		1	bc1001.bc1008.bc1009	1
L-Lactate	0.0	0.0	0.0	0.0	0.0	0.0	0.999999965899047	1.1628749524641879e-15	0.0	0.0	0.999999965899047	1.1628749524641879e-15	bc1008	1		1	bc1008	1
L-Leucine	0.0	0.0	0.0	0.0	0.0	0.0	2.9999998976971414	1.0465874526746094e-14	0.0	0.0	2.9999998976971414	1.0465874526746094e-14	bc1001.bc1008.bc1009	1		1	bc1001.bc1008.bc1009	1
L-Lysine	0.0	0.0	0.0	0.0	0.0	0.0	2.9999998976971414	1.0465874526746094e-14	0.0	0.0	2.9999998976971414	1.0465874526746094e-14	bc1001.bc1008.bc1009	1		1	bc1001.bc1008.bc1009	1
L-Malate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
L-Methionine	0.0	0.0	0.0	0.0	0.0	0.0	2.9999998976971414	1.0465874526746094e-14	0.0	0.0	2.9999998976971414	1.0465874526746094e-14	bc1001.bc1008.bc1009	1		1	bc1001.bc1008.bc1009	1
L-Phenylalanine	0.0	0.0	0.0	0.0	0.0	0.0	2.9999998976971414	1.0465874526746094e-14	0.0	0.0	2.9999998976971414	1.0465874526746094e-14	bc1001.bc1008.bc1009	1		1	bc1001.bc1008.bc1009	1
L-Proline	0.0	0.0	0.0	0.0	0.0	0.0	2.9999998976971414	1.0465874526746094e-14	0.0	0.0	2.9999998976971414	1.0465874526746094e-14	bc1001.bc1008.bc1009	1		1	bc1001.bc1008.bc1009	1
L-Serine	0.0	0.0	0.0	0.0	0.0	0.0	2.9999998976971414	1.0465874526746094e-14	0.0	0.0	2.9999998976971414	1.0465874526746094e-14	bc1001.bc1008.bc1009	1		1	bc1001.bc1008.bc1009	1
L-Threonine	0.0	0.0	0.0	0.0	0.0	0.0	2.9999998976971414	1.0465874526746094e-14	0.0	0.0	2.9999998976971414	1.0465874526746094e-14	bc1001.bc1008.bc1009	1		1	bc1001.bc1008.bc1009	1
L-Tryptophan	0.0	0.0	0.0	0.0	0.0	0.0	2.9999998976971414	1.0465874526746094e-14	0.0	0.0	2.9999998976971414	1.0465874526746094e-14	bc1001.bc1008.bc1009	1		1	bc1001.bc1008.bc1009	1
L-Tyrosine	0.0	0.0	0.0	0.0	0.0	0.0	2.9999998976971414	1.0465874526746094e-14	0.0	0.0	2.9999998976971414	1.0465874526746094e-14	bc1001.bc1008.bc1009	1		1	bc1001.bc1008.bc1009	1
L-Valine	0.0	0.0	0.0	0.0	0.0	0.0	2.9999998976971414	1.0465874526746094e-14	0.0	0.0	2.9999998976971414	1.0465874526746094e-14	bc1001.bc1008.bc1009	1		1	bc1001.bc1008.bc1009	1
Methanol	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Mg	0.0	0.0	0.0	0.0	0.0	0.0	2.9999998976971414	1.0465874526746094e-14	0.0	0.0	2.9999998976971414	1.0465874526746094e-14	bc1001.bc1008.bc1009	1		1	bc1001.bc1008.bc1009	1
Mn2+	0.0	0.0	0.0	0.0	0.0	0.0	2.9999998976971414	1.0465874526746094e-14	0.0	0.0	2.9999998976971414	1.0465874526746094e-14	bc1001.bc1008.bc1009	1		1	bc1001.bc1008.bc1009	1
Myristic acid	0.0	0.0	0.0	0.0	0.0	0.0	2.9999998976971414	1.0465874526746094e-14	0.0	0.0	2.9999998976971414	1.0465874526746094e-14	bc1001.bc1008.bc1009	1		1	bc1001.bc1008.bc1009	1
N-Acetyl-D-glucosamine	0.0	0.0	0.0	0.0	0.0	0.0	1.999999931798094	4.6514998098567515e-15	0.0	0.0	1.999999931798094	4.6514998098567515e-15	bc1001.bc1009	1		1	bc1001.bc1009	1
NADP	0.0	0.0	0.0	0.0	0.0	0.0	2.9999998976971414	1.0465874526746094e-14	0.0	0.0	2.9999998976971414	1.0465874526746094e-14	bc1001.bc1008.bc1009	1		1	bc1001.bc1008.bc1009	1
NH3	0.0	0.0	0.0	0.0	0.0	0.0	1.999999931798094	4.6514998098567515e-15	0.0	0.0	1.999999931798094	4.6514998098567515e-15	bc1008.bc1009	1		1	bc1008.bc1009	1
Na+	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Niacin	0.0	0.0	0.0	0.0	0.0	0.0	2.9999998976971414	1.0465874526746094e-14	0.0	0.0	2.9999998976971414	1.0465874526746094e-14	bc1001.bc1008.bc1009	1		1	bc1001.bc1008.bc1009	1
Nicotinamide ribonucleotide	0.0	0.0	0.0	0.0	0.0	0.0	0.999999965899047	1.1628749524641879e-15	0.0	0.0	0.999999965899047	1.1628749524641879e-15	bc1001	1		1	bc1001	1
Nitrate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Nitrite	0.0	0.0	0.0	0.0	0.0	0.0	0.999999965899047	1.1628749524641879e-15	0.0	0.0	0.999999965899047	1.1628749524641879e-15	bc1001	1		1	bc1001	1
O2	0.0	0.0	0.06705987399112956	0.005720307282688757	0.06700715529166786	0.006495293494860179	2.9999998976971414	1.0465874526746094e-14	0.880532957806324	0.9854686230268007	3.8805328555034655	0.9854686230268173	bc1001.bc1008.bc1009	1	bc1001.bc1009.bc1009.	3	bc1001.bc1009bc1001.bc1008.bc1009.bc1009bc1001.bc1008.bc1009.bc1001.bc1008.bc1009	3
Oxidized glutathione	0.0	0.0	0.0	0.0	0.0	0.0	2.9999998976971414	1.0465874526746094e-14	0.0	0.0	2.9999998976971414	1.0465874526746094e-14	bc1001.bc1008.bc1009	1		1	bc1001.bc1008.bc1009	1
PAN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
PPi	0.0	0.0	0.0	0.0	0.0	0.0	0.999999965899047	1.1628749524641879e-15	0.0	0.0	0.999999965899047	1.1628749524641879e-15	bc1009	1		1	bc1009	1
Pimelate	0.0	0.0	0.0	0.0	0.0	0.0	0.999999965899047	1.1628749524641879e-15	0.0	0.0	0.999999965899047	1.1628749524641879e-15	bc1008	1		1	bc1008	1
Putrescine	0.0	0.0	0.0	0.0	0.0	0.0	2.9999998976971414	1.0465874526746094e-14	0.0	0.0	2.9999998976971414	1.0465874526746094e-14	bc1001.bc1008.bc1009	1		1	bc1001.bc1008.bc1009	1
Pyridoxal	0.0	0.0	0.0	0.0	0.0	0.0	2.9999998976971414	1.0465874526746094e-14	0.0	0.0	2.9999998976971414	1.0465874526746094e-14	bc1001.bc1008.bc1009	1		1	bc1001.bc1008.bc1009	1
Riboflavin	0.0	0.0	0.0	0.0	0.0	0.0	2.9999998976971414	1.0465874526746094e-14	0.0	0.0	2.9999998976971414	1.0465874526746094e-14	bc1001.bc1008.bc1009	1		1	bc1001.bc1008.bc1009	1
S-Adenosyl-L-methionine	0.0	0.0	0.0	0.0	0.0	0.0	2.9999998976971414	1.0465874526746094e-14	0.0	0.0	2.9999998976971414	1.0465874526746094e-14	bc1001.bc1008.bc1009	1		1	bc1001.bc1008.bc1009	1
Spermidine	0.0	0.0	0.0	0.0	0.0	0.0	2.9999998976971414	1.0465874526746094e-14	0.0	0.0	2.9999998976971414	1.0465874526746094e-14	bc1001.bc1008.bc1009	1		1	bc1001.bc1008.bc1009	1
Succinate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Sulfate	0.0	0.0	0.0	0.0	0.0	0.0	2.9999998976971414	1.0465874526746094e-14	0.0	0.0	2.9999998976971414	1.0465874526746094e-14	bc1001.bc1008.bc1009	1		1	bc1001.bc1008.bc1009	1
TRHL	0.0	0.0	0.0	0.0	0.0	0.0	2.9999998976971414	1.0465874526746094e-14	0.0	0.0	2.9999998976971414	1.0465874526746094e-14	bc1001.bc1008.bc1009	1		1	bc1001.bc1008.bc1009	1
TTP	0.0	0.0	0.0	0.0	0.0	0.0	2.9999998976971414	1.0465874526746094e-14	0.0	0.0	2.9999998976971414	1.0465874526746094e-14	bc1001.bc1008.bc1009	1		1	bc1001.bc1008.bc1009	1
Thiamin	0.0	0.0	0.0	0.0	0.0	0.0	2.9999998976971414	1.0465874526746094e-14	0.0	0.0	2.9999998976971414	1.0465874526746094e-14	bc1001.bc1008.bc1009	1		1	bc1001.bc1008.bc1009	1
Thymidine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
UMP	0.0	0.0	0.0	0.0	0.0	0.0	1.999999931798094	4.6514998098567515e-15	0.0	0.0	1.999999931798094	4.6514998098567515e-15	bc1001.bc1009	1		1	bc1001.bc1009	1
Uracil	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Uridine	0.0	0.0	0.0	0.0	0.0	0.0	0.999999965899047	1.1628749524641879e-15	0.0	0.0	0.999999965899047	1.1628749524641879e-15	bc1008	1		1	bc1008	1
Xylose	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Zn2+	0.0	0.0	0.0	0.0	0.0	0.0	2.9999998976971414	1.0465874526746094e-14	0.0	0.0	2.9999998976971414	1.0465874526746094e-14	bc1001.bc1008.bc1009	1		1	bc1001.bc1008.bc1009	1
chromate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
dATP	0.0	0.0	0.0	0.0	0.0	0.0	2.9999998976971414	1.0465874526746094e-14	0.0	0.0	2.9999998976971414	1.0465874526746094e-14	bc1001.bc1008.bc1009	1		1	bc1001.bc1008.bc1009	1
dGTP	0.0	0.0	0.0	0.0	0.0	0.0	2.9999998976971414	1.0465874526746094e-14	0.0	0.0	2.9999998976971414	1.0465874526746094e-14	bc1001.bc1008.bc1009	1		1	bc1001.bc1008.bc1009	1
ddca	0.0	0.0	0.0	0.0	0.0	0.0	2.9999998976971414	1.0465874526746094e-14	0.0	0.0	2.9999998976971414	1.0465874526746094e-14	bc1001.bc1008.bc1009	1		1	bc1001.bc1008.bc1009	1
fe3	0.0	0.0	0.0	0.0	0.0	0.0	2.9999998976971414	1.0465874526746094e-14	0.0	0.0	2.9999998976971414	1.0465874526746094e-14	bc1001.bc1008.bc1009	1		1	bc1001.bc1008.bc1009	1
hexadecenoate	0.0	0.0	0.0	0.0	0.0	0.0	0.999999965899047	1.1628749524641879e-15	0.0	0.0	0.999999965899047	1.1628749524641879e-15	bc1008	1		1	bc1008	1
meso-2,6-Diaminopimelate	0.0	0.0	0.0	0.0	0.0	0.0	2.9999998976971414	1.0465874526746094e-14	0.0	0.0	2.9999998976971414	1.0465874526746094e-14	bc1001.bc1008.bc1009	1		1	bc1001.bc1008.bc1009	1
