	0.0000-0.0000	0.0000-0.0007	0.0007-0.0009	0.0009-0.0009	0.0009-0.0010	0.0010-0.0012	0.0018-0.0031	0.0031-0.0043	0.0043-0.0069	0.0069-0.0070	0.0070-0.0110	0.0110-0.0111	0.0111-0.0111	0.0111-0.0415	0.0415-0.0417	0.0417-0.0417	0.0417-0.0779	0.0933-0.1544	0.1544-0.1550	0.1550-0.1612	0.1612-0.1630	0.1984-0.1984	0.1984-0.1996	0.1996-0.1997	0.1997-0.2010	0.2010-0.2018	0.2018-0.2035	0.2039-0.2039	0.2039-0.2058	0.2068-0.2069	0.2069-0.2229	0.2229-0.2446	0.2446-0.2459	0.2460-0.2461	0.2461-0.2541	0.2541-0.2548	0.2548-0.2550	0.2550-0.2625	0.2625-7.9004	7.9004-20.0000	Source	Target
PAN##Zn2+-e0##Clostridium_innocuum_I46	-0.9241112603127367	-0.9241112603127367	-0.9241112603127367	-0.9241112603127367	-0.9241112603287924	-0.9241112603198313	-0.9241112603268985	-0.924111260321007	-0.9241112603213022	-0.9241112603213022	-0.9241112603209232	-0.9241112603209444	-0.9241112603208735	-0.9241112603208735	-0.9241112603208735	-0.9241112603208735	-0.9241112603208735	-0.9241112603228157	-0.9241112603179702	-0.9241112603162652	-0.9241112603120396	-0.9241112603334414	-0.9241112603307546	-0.9241112603298948	-0.9241112603243499	-0.9241112603207217	-0.9241112603237608	-0.9241112603229753	-0.9241112603230454	-0.9241112603229709	-0.9241112603225227	-0.9241112603229612	-0.9241112603188025	-0.9241112603206252	-0.9241112603206371	-0.9241112603188052	-0.9241112603148729	-0.9241112603198653	-0.92411126031937	-0.92411126031937	PAN	Zn2+-e0
L-Aspartate-e0##L-Aspartate-e0##Clostridium_innocuum_I46	-0.9999999999999989	-0.9999999999999989	-0.9999999999999989	-0.9999999999999989	-1.0000000000000002	-1.0000000000000009	-0.9999999999999994	-1.0000000000000004	-0.9999999999999989	-0.9999999999999989	-0.999999999999999	-1.0000000000000009	-0.9999999999999997	-0.9999999999999997	-0.9999999999999997	-0.9999999999999997	-0.9999999999999997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	L-Aspartate-e0	L-Aspartate-e0
PAN##Sulfate-e0##Clostridium_innocuum_I46	-0.9241112603078692	-0.9241112603078692	-0.9241112603078692	-0.9241112603078692	-0.9241112603165401	-0.9241112603214948	-0.9241112603190683	-0.9241112603204091	-0.9241112603209272	-0.9241112603209272	-0.9241112603204993	-0.9241112603205204	-0.9241112603204369	-0.9241112603204369	-0.9241112603204369	-0.9241112603204369	-0.9241112603204369	-0.9241112603227208	-0.9241112603175806	-0.9241112603176045	-0.9241112603098045	-0.9241112603315152	-0.9241112603290749	-0.9241112603283388	-0.9241112603235778	-0.9241112603204469	-0.924111260323069	-0.9241112603224705	-0.9241112603225031	-0.9241112603228123	-0.9241112603219263	-0.9241112603227549	-0.924111260317599	-0.924111260319552	-0.9241112603195483	-0.9241112603174363	-0.9241112603144904	-0.9241112603190467	-0.9241112603185712	-0.9241112603185712	PAN	Sulfate-e0
PAN##L-Arginine-e0##Clostridium_innocuum_I46	-35.57235834172135	-35.57235834172135	-35.57235834172135	-35.57235834172135	-35.57235834240325	-35.57235834213272	-35.572358342199706	-35.572358341953375	-35.57235834195791	-35.57235834195791	-35.57235834194543	-35.57235834194747	-35.57235834194447	-35.57235834194447	-35.57235834194447	-35.57235834194447	-35.57235834194447	-35.572358342018944	-35.57235834184036	-35.572358341790924	-35.572358341583445	-35.57235834243459	-35.57235834233116	-35.572358342300916	-35.57235834208009	-35.57235834194008	-35.57235834205728	-35.57235834203264	-35.572358342032956	-35.572358342025964	-35.572358342001394	-35.57235834202862	-35.57235834187506	-35.57235834193677	-35.57235834193659	-35.572358341860976	-35.57235834169939	-35.572358341907226	-35.572358341884424	-35.572358341884424	PAN	L-Arginine-e0
Spermidine-e0##L-Glutamine-e0##Clostridium_innocuum_I46	1.5000000000003484	1.5000000000003484	1.5000000000003484	1.5000000000003484	1.000000000001986	1.5000000000001639	2.8749999999905826	0.0	0.0	0.0	3.4999999999989595	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Spermidine-e0	L-Glutamine-e0
Thiamin-e0##L-Glutamine-e0##Clostridium_innocuum_I46	-1.0000000000028224	-1.0000000000028224	-1.0000000000028224	-1.0000000000028224	10.200000000095084	-0.9999999999990113	18.000000000004192	1.9999999999985432	1.9999999999985463	1.9999999999985463	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Thiamin-e0	L-Glutamine-e0
N-Acetyl-D-glucosamine-e0##L-Glutamine-e0##Clostridium_innocuum_I46	-1.0000000000006353	-1.0000000000006353	-1.0000000000006353	-1.0000000000006353	2.6000000000449006	-0.9999999999994148	3.5000000000299365	1.000000000000123	1.0000000000001035	1.0000000000001035	-0.9999999999997037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	N-Acetyl-D-glucosamine-e0	L-Glutamine-e0
Folate-e0##L-Glutamine-e0##Clostridium_innocuum_I46	-0.5000000000015403	-0.5000000000015403	-0.5000000000015403	-0.5000000000015403	11.800000000178757	-0.49999999999746797	11.87500000016009	1.0000000000008888	1.0000000000009044	1.0000000000009044	-3.4999999999977893	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Folate-e0	L-Glutamine-e0
Riboflavin##L-Glutamine-e0##Clostridium_innocuum_I46	-2.500000000003703	-2.500000000003703	-2.500000000003703	-2.500000000003703	8.800000000067117	-2.4999999999997535	13.624999999987736	0.0	0.0	0.0	-4.499999999999634	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin	L-Glutamine-e0
PAN##L-Glutamine-e0##Clostridium_innocuum_I46	-104.55147981765705	-104.55147981765705	-104.55147981765705	-104.55147981765705	-4578.0517529314375	-94.03442982682736	-5807.990928606481	-60.87254369197386	-60.8725436919752	-60.8725436919752	25.82712416096369	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	L-Glutamine-e0
PAN##L-Leucine-e0##Clostridium_innocuum_I46	-64.72644010465413	-64.72644010465413	-64.72644010465413	-64.72644010465413	-64.72644010587275	-64.72644010543965	-64.72644010551653	-64.72644010507874	-64.72644010508662	-64.72644010508662	-64.72644010506393	-64.72644010506744	-64.72644010506222	-64.72644010506222	-64.72644010506222	-64.72644010506222	-64.72644010506222	-64.7264401051971	-64.72644010487305	-64.72644010477926	-64.72644010440361	-64.72644010595477	-64.72644010577208	-64.72644010571722	-64.72644010531045	-64.72644010505343	-64.72644010526835	-64.72644010522328	-64.72644010522376	-64.72644010521087	-64.72644010516497	-64.72644010521559	-64.72644010493721	-54.181385659594504	-54.18138565959443	625.568056097657	0.0	0.0	0.0	0.0	PAN	L-Leucine-e0
PAN##L-Histidine-e0##Clostridium_innocuum_I46	-11.39328203115185	-11.39328203115185	-11.39328203115185	-11.39328203115185	-11.393282031351019	-11.39328203129803	-11.393282031300807	-11.393282031227372	-11.393282031228885	-11.393282031228885	-11.393282031224835	-11.393282031225459	-11.393282031224535	-11.393282031224535	-11.393282031224535	-11.393282031224535	-11.393282031224535	-11.393282031248471	-11.393282031191927	-11.393282031178307	-11.393282031108754	-11.393282031377662	-11.393282031346892	-11.393282031337652	-11.393282031267548	-11.393282031222842	-11.39328203126024	-11.39328203125265	-11.393282031252836	-11.393282031250164	-11.393282031242107	-11.393282031251479	-11.393282031201625	-11.393282031221627	-11.39328203122156	-11.393282031198462	-11.393282031145517	-11.39328203121241	-11.393282031204757	-11.393282031204757	PAN	L-Histidine-e0
PAN##L-Proline-e0##Clostridium_innocuum_I46	-26.584324739362	-26.584324739362	-26.584324739362	-26.584324739362	-26.5843247398623	-26.584324739675058	-26.584324739720824	-26.58432473953397	-26.584324739536854	-26.584324739536854	-26.584324739527705	-26.584324739529116	-26.58432473952703	-26.58432473952703	-26.58432473952703	-26.58432473952703	-26.58432473952703	-26.58432473958211	-26.584324739448466	-26.58432473941076	-26.584324739252448	-26.58432473989313	-26.584324739818463	-26.584324739796337	-26.584324739628922	-26.584324739523314	-26.584324739611688	-26.584324739593058	-26.58432473959317	-26.584324739587434	-26.58432473956964	-26.584324739590265	-26.58432473947503	-26.584324739521858	-26.58432473952182	-26.584324739462197	-26.584324739341525	-26.58432473949861	-26.584324739482085	-26.584324739482085	PAN	L-Proline-e0
PAN##Co2+-e0##Clostridium_innocuum_I46	-0.9241112603153536	-0.9241112603153536	-0.9241112603153536	-0.9241112603153536	-0.9241112603355989	-0.924111260332014	-0.9241112603260928	-0.9241112603202933	-0.9241112603203082	-0.9241112603203082	-0.9241112603200502	-0.9241112603200976	-0.9241112603200273	-0.9241112603200273	-0.9241112603200273	-0.9241112603200273	-0.9241112603200273	-0.9241112603218455	-0.9241112603172861	-0.9241112603156376	-0.9241112603105032	-0.9241112603336619	-0.9241112603308934	-0.9241112603300426	-0.9241112603238584	-0.9241112603199522	-0.9241112603232324	-0.9241112603225933	-0.9241112603225521	-0.9241112603223534	-0.9241112603215591	-0.9241112603224164	-0.9241112603186443	-0.9241112603200613	-0.9241112603200625	-0.9241112603177676	-0.9241112603133617	-0.9241112603191881	-0.9241112603186474	-0.9241112603186474	PAN	Co2+-e0
PAN##L-Threonine-e0##Clostridium_innocuum_I46	-30.508677438965215	-30.508677438965215	-30.508677438965215	-30.508677438965215	-30.508677439615813	-30.5086774393576	-30.508677439351107	-30.508677439189963	-30.50867743919605	-30.50867743919605	-30.508677439184893	-30.508677439186393	-30.5086774391838	-30.5086774391838	-30.5086774391838	-30.5086774391838	-30.5086774391838	-30.508677439248583	-30.508677439096115	-30.508677439053304	-30.50867743886878	-30.508677439593082	-30.508677439514376	-30.508677439491947	-526.0829744641954	-329.83698454001876	-492.55010922718384	-462.64434918303067	-318.9145040984383	-638.2811691001697	-323.41085261125943	-739.7600113355554	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	L-Threonine-e0
Spermidine-e0##Spermidine-e0##Clostridium_innocuum_I46	-0.9999999999999999	-0.9999999999999999	-0.9999999999999999	-0.9999999999999999	-1.0000000000000002	-0.9999999999999997	-1.0	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-0.9999999999999998	-0.9999999999999991	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-1.0000000000000004	-0.9999999999999994	-1.0000000000000013	-1.0000000000000007	-1.000000000000001	-0.9999999999999998	-0.9999999999999993	-1.000000000000001	-1.0000000000000002	-1.0000000000000009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Spermidine-e0	Spermidine-e0
Thiamin-e0##Thiamin-e0##Clostridium_innocuum_I46	-0.9999999999999992	-0.9999999999999992	-0.9999999999999992	-0.9999999999999992	-0.9999999999999977	-1.0000000000000027	-0.9999999999999998	-1.0000000000000007	-0.999999999999999	-0.999999999999999	-1.0	-1.0	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-0.9999999999999999	-0.9999999999999972	-0.9999999999999972	-1.0000000000000018	-1.0000000000000038	-1.0000000000000036	-1.0000000000000016	-0.9999999999999997	-1.0000000000000016	-0.9999999999999993	-0.999999999999999	-0.9999999999999994	-1.000000000000001	-1.0	-1.0	-1.000000000000001	-0.9999999999999999	-0.9999999999999994	-0.9999999999999993	-0.9999999999999996	-0.9999999999999998	-0.9999999999999998	Thiamin-e0	Thiamin-e0
PAN##L-Isoleucine-e0##Clostridium_innocuum_I46	-44.48445267428153	-44.48445267428153	-44.48445267428153	-44.48445267428153	-44.48445267506837	-44.48445267481142	-44.48445267489946	-44.48445267454753	-44.484452674549374	-44.484452674549374	-44.48445267453463	-44.48445267453744	-44.48445267453374	-44.48445267453374	-44.48445267453374	-44.48445267453374	-44.48445267453374	-44.48445267462436	-44.484452674403954	-44.48445267433721	-44.48445267408363	-44.48445267515951	-44.48445267502805	-44.48445267498754	-44.48445267470499	-44.484452674526786	-44.484452674675964	-44.4844526746447	-44.484452674645624	-44.484452674636024	-44.484452674601606	-44.48445267463776	-44.48445267444773	-44.48445267452858	-44.484452674528185	-44.48445267443318	-44.484452674220094	-44.484452674488494	-44.484452674458495	-44.484452674458495	PAN	L-Isoleucine-e0
PAN##fe3-e0##Clostridium_innocuum_I46	-0.9241112603170311	-0.9241112603170311	-0.9241112603170311	-0.9241112603170311	-0.924111260325888	-0.9241112603276522	-0.9241112603285697	-0.924111260320586	-0.9241112603204633	-0.9241112603204633	-0.924111260320172	-0.9241112603202456	-0.9241112603201687	-0.9241112603201687	-0.9241112603201687	-0.9241112603201687	-0.9241112603201687	-0.9241112603219568	-0.9241112603171812	-0.9241112603160417	-0.9241112603102817	-0.9241112603326728	-0.924111260329749	-0.9241112603288778	-0.9241112603234557	-0.9241112603198519	-0.9241112603228672	-0.9241112603221814	-0.9241112603222089	-0.9241112603223374	-0.9241112603215397	-0.9241112603222519	-0.9241112603182098	-0.9241112603199763	-0.9241112603199728	-0.9241112603178905	-0.9241112603140443	-0.9241112603190372	-0.9241112603188291	-0.9241112603188291	PAN	fe3-e0
L-Aspartate-e0##H+-e0##Clostridium_innocuum_I46	-0.11111111114158374	-0.11111111114158374	-0.11111111114158374	-0.11111111114158374	-1.0000000000940825	1.0000000000012157	-0.2500000000519521	1.0000000000012779	1.0000000000040687	1.0000000000040687	1.0000000000034859	1.0000000000032774	1.000000000003308	1.000000000003308	1.000000000003308	1.000000000003308	1.000000000003308	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	L-Aspartate-e0	H+-e0
Spermidine-e0##H+-e0##Clostridium_innocuum_I46	2.5555555555430947	2.5555555555430947	2.5555555555430947	2.5555555555430947	2.999999999996239	2.000000000000113	0.6250000000084702	3.4999999999983045	-3.500000000006523	-3.500000000006523	0.0	3.999999999992568	3.4999999999963882	3.4999999999963882	3.4999999999963882	3.4999999999963882	3.4999999999963882	2.9999999999929474	2.999999999986392	2.9999999999840874	5.999999999924467	3.999999999993115	3.9999999999938227	3.999999999993878	3.9999999999960356	2.9999999999989857	3.999999999995172	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Spermidine-e0	H+-e0
Thiamin-e0##H+-e0##Clostridium_innocuum_I46	-9.444444444315756	-9.444444444315756	-9.444444444315756	-9.444444444315756	-19.400000000183816	2.9999999999990985	-16.00000000000499	0.0	3.9999999999906044	3.9999999999906044	1.999999999987139	1.9999999999856242	1.9999999999859241	1.9999999999859241	1.9999999999859241	1.9999999999859241	1.9999999999859241	0.0	0.0	-0.9999999999957883	-16.999999999849916	4.999999999959372	4.999999999964964	4.999999999965955	4.999999999980897	-2.0000000000072466	4.999999999974918	4.9999999999827205	0.0	4.999999999994348	0.0	3.00000000000252	0.9999999999898719	0.9999999999863822	0.999999999986269	-5.000000000035407	-0.9999999999995319	-1.0000000000268334	-1.0000000000270115	-1.0000000000270115	Thiamin-e0	H+-e0
N-Acetyl-D-glucosamine-e0##H+-e0##Clostridium_innocuum_I46	-1.9999999999722435	-1.9999999999722435	-1.9999999999722435	-1.9999999999722435	-5.2000000000866695	2.0000000000003157	-2.5000000000285327	0.0	4.000000000000833	4.000000000000833	1.9999999999970492	0.8571428571420909	0.9999999999981952	0.9999999999981952	0.9999999999981952	0.9999999999981952	0.9999999999981952	2.0000000000033347	1.9999999999968954	1.9999999999946223	7.333333333272767	0.0	0.0	0.0	0.0	1.9999999999965181	0.0	0.0	1.0000000000040594	0.0	1.0000000000025795	0.0	0.9999999999994592	1.0000000000010236	1.0000000000009637	3.9999999999959392	1.9999999999878684	2.000000000001539	1.9999999999996685	1.9999999999996685	N-Acetyl-D-glucosamine-e0	H+-e0
Folate-e0##H+-e0##Clostridium_innocuum_I46	-14.666666666602662	-14.666666666602662	-14.666666666602662	-14.666666666602662	-25.600000000344895	-0.9999999999982062	-13.375000000152026	-2.4999999999965783	8.500000000004745	8.500000000004745	3.9999999999971023	0.0	0.5000000000019652	0.5000000000019652	0.5000000000019652	0.5000000000019652	0.5000000000019652	0.0	0.0	0.0	-2.3333333332403754	0.9999999999967457	0.9999999999988136	0.9999999999990941	1.0000000000015121	1.0000000000014533	1.0000000000014828	1.0000000000046891	-0.999999999993867	0.999999999999971	-0.9999999999937279	0.9999999999995333	0.5000000000058917	0.5000000000055236	0.5000000000054835	-0.9999999999747691	0.0	0.0	0.0	0.0	Folate-e0	H+-e0
N-Acetyl-D-chondrosamine-e0##H+-e0##Clostridium_innocuum_I46	-0.11111111108807425	-0.11111111108807425	-0.11111111108807425	-0.11111111108807425	0.6000000000711578	-1.0000000000008227	0.0	-1.00000000000092	0.999999999996869	0.999999999996869	0.9999999999974434	0.9999999999976411	0.9999999999976138	0.9999999999976138	0.9999999999976138	0.9999999999976138	0.9999999999976138	2.0000000000015574	1.9999999999923892	1.9999999999887215	7.333333333251837	0.0	0.0	0.0	0.0	1.999999999991982	0.0	0.0	1.0000000000010154	0.0	1.9999999999991886	0.0	0.9999999999971179	0.9999999999985691	0.9999999999985547	3.9999999999842477	1.9999999999819567	1.9999999999955946	1.9999999999936076	1.9999999999936076	N-Acetyl-D-chondrosamine-e0	H+-e0
Riboflavin##H+-e0##Clostridium_innocuum_I46	-8.555555555391352	-8.555555555391352	-8.555555555391352	-8.555555555391352	-18.60000000013003	3.9999999999984066	-12.12499999998848	1.4999999999955833	10.499999999989228	10.499999999989228	5.999999999982188	0.8571428571335117	1.4999999999857268	1.4999999999857268	1.4999999999857268	1.4999999999857268	1.4999999999857268	-1.0000000000323634	-0.9999999999957485	-0.9999999999801616	-15.333333333147639	3.9999999999663274	3.9999999999720606	3.999999999973098	3.9999999999856826	-1.0000000000099036	3.9999999999808695	3.999999999993119	-4.000000000010042	3.999999999994852	-4.0000000000035225	1.0000000000008287	0.0	0.0	0.0	-3.000000000005596	-0.9999999999934372	0.0	0.0	0.0	Riboflavin	H+-e0
