	0.0000-0.2601	0.2601-0.2687	0.2687-0.2722	0.2722-0.2733	0.2733-0.3685	0.3762-0.3763	0.3763-1.2045	1.2045-2.0000	Source	Target
D-Glucose##Glucose-1-phosphate##bc1008	-0.0037816505266614273	-0.0037816505266614273	-0.0037816505266614273	-0.0037816505266614273	-0.0037816505266614273	-0.0037816505266614273	-0.0037816505266614273	-0.0037816505266614273	D-Glucose	Glucose-1-phosphate
D-Glucose##GTP##bc1008	-0.007940790182523996	-0.007940790182523996	-0.007940790182523996	-0.007940790182523996	-0.007940790182523996	-0.007940790182523996	-0.007940790182523996	-0.007940790182523996	D-Glucose	GTP
D-Glucose##O2##bc1008	-0.02241703864741679	-0.02241703864741679	-0.02241703864741679	-0.02241703864741679	-0.02241703864741679	-0.02241703864741679	-0.02241703864741679	-0.02241703864741679	D-Glucose	O2
D-Glucose##L-Phenylalanine##bc1008	-0.008877652780688437	-0.008877652780688437	-0.008877652780688437	-0.008877652780688437	-0.008877652780688437	-0.008877652780688437	-0.008877652780688437	-0.008877652780688437	D-Glucose	L-Phenylalanine
D-Glucose##Niacin##bc1008	0.0001612230707023112	0.0001612230707023112	0.0001612230707023112	0.0001612230707023112	0.0001612230707023112	0.0001612230707023112	0.0001612230707023112	0.0001612230707023112	D-Glucose	Niacin
D-Glucose##Glycerol##bc1008	-0.0035788049531209976	-0.0035788049531209976	-0.0035788049531209976	-0.0035788049531209976	-0.0035788049531209976	-0.0035788049531209976	-0.0035788049531209976	-0.0035788049531209976	D-Glucose	Glycerol
D-Glucose##S-Adenosyl-L-methionine##bc1008	-0.00016122307070119053	-0.00016122307070119053	-0.00016122307070119053	-0.00016122307070119053	-0.00016122307070119053	-0.00016122307070119053	-0.00016122307070119053	-0.00016122307070119053	D-Glucose	S-Adenosyl-L-methionine
D-Glucose##Cytidine##bc1008	-0.0034640926915011543	-0.0034640926915011543	-0.0034640926915011543	-0.0034640926915011543	-0.0034640926915011543	-0.0034640926915011543	-0.0034640926915011543	-0.0034640926915011543	D-Glucose	Cytidine
D-Glucose##L-Tyrosine##bc1008	-0.006933267733620018	-0.006933267733620018	-0.006933267733620018	-0.006933267733620018	-0.006933267733620018	-0.006933267733620018	-0.006933267733620018	-0.006933267733620018	D-Glucose	L-Tyrosine
D-Glucose##L-Histidine##bc1008	-0.004553954452341132	-0.004553954452341132	-0.004553954452341132	-0.004553954452341132	-0.004553954452341132	-0.004553954452341132	-0.004553954452341132	-0.004553954452341132	D-Glucose	L-Histidine
D-Glucose##Mg##bc1008	-0.00016122307070188334	-0.00016122307070188334	-0.00016122307070188334	-0.00016122307070188334	-0.00016122307070188334	-0.00016122307070188334	-0.00016122307070188334	-0.00016122307070188334	D-Glucose	Mg
D-Glucose##D-Glucose##bc1008	-0.9999999999999929	-0.9999999999999929	-0.9999999999999929	-0.9999999999999929	-0.9999999999999929	-0.9999999999999929	-0.9999999999999929	-0.9999999999999929	D-Glucose	D-Glucose
D-Glucose##Ca2+##bc1008	-0.0001612230707016985	-0.0001612230707016985	-0.0001612230707016985	-0.0001612230707016985	-0.0001612230707016985	-0.0001612230707016985	-0.0001612230707016985	-0.0001612230707016985	D-Glucose	Ca2+
D-Glucose##1,2-Diacyl-sn-glycerol dioctadecanoyl##bc1008	-0.007157609906251412	-0.007157609906251412	-0.007157609906251412	-0.007157609906251412	-0.007157609906251412	-0.007157609906251412	-0.007157609906251412	-0.007157609906251412	D-Glucose	1,2-Diacyl-sn-glycerol dioctadecanoyl
D-Glucose##fe3##bc1008	-0.00048366921210801046	-0.00048366921210801046	-0.00048366921210801046	-0.00048366921210801046	-0.00048366921210801046	-0.00048366921210801046	-0.00048366921210801046	-0.00048366921210801046	D-Glucose	fe3
D-Glucose##Formate##bc1008	-0.00016122307070185537	-0.00016122307070185537	-0.00016122307070185537	-0.00016122307070185537	-0.00016122307070185537	-0.00016122307070185537	-0.00016122307070185537	-0.00016122307070185537	D-Glucose	Formate
D-Glucose##Uridine##bc1008	-0.005379814673663082	-0.005379814673663082	-0.005379814673663082	-0.005379814673663082	-0.005379814673663082	-0.005379814673663082	-0.005379814673663082	-0.005379814673663082	D-Glucose	Uridine
D-Glucose##Spermidine##bc1008	-0.0001612230707026055	-0.0001612230707026055	-0.0001612230707026055	-0.0001612230707026055	-0.0001612230707026055	-0.0001612230707026055	-0.0001612230707026055	-0.0001612230707026055	D-Glucose	Spermidine
D-Glucose##Glycine##bc1008	-0.02881002656277078	-0.02881002656277078	-0.02881002656277078	-0.02881002656277078	-0.02881002656277078	-0.02881002656277078	-0.02881002656277078	-0.02881002656277078	D-Glucose	Glycine
D-Glucose##H2O##bc1008	0.35072054448039347	0.35072054448039347	0.35072054448039347	0.35072054448039347	0.35072054448039347	0.35072054448039347	0.35072054448039347	0.35072054448039347	D-Glucose	H2O
D-Glucose##Zn2+##bc1008	-0.00016122307070269963	-0.00016122307070269963	-0.00016122307070269963	-0.00016122307070269963	-0.00016122307070269963	-0.00016122307070269963	-0.00016122307070269963	-0.00016122307070269963	D-Glucose	Zn2+
D-Glucose##Riboflavin##bc1008	-0.0004836692121192069	-0.0004836692121192069	-0.0004836692121192069	-0.0004836692121192069	-0.0004836692121192069	-0.0004836692121192069	-0.0004836692121192069	-0.0004836692121192069	D-Glucose	Riboflavin
D-Glucose##4-Hydroxybenzoate##bc1008	-0.0001612230707142178	-0.0001612230707142178	-0.0001612230707142178	-0.0001612230707142178	-0.0001612230707142178	-0.0001612230707142178	-0.0001612230707142178	-0.0001612230707142178	D-Glucose	4-Hydroxybenzoate
D-Glucose##hexadecenoate##bc1008	-0.006480301403393341	-0.006480301403393341	-0.006480301403393341	-0.006480301403393341	-0.006480301403393341	-0.006480301403393341	-0.006480301403393341	-0.006480301403393341	D-Glucose	hexadecenoate
D-Glucose##Myristic acid##bc1008	-0.005908987375908884	-0.005908987375908884	-0.005908987375908884	-0.005908987375908884	-0.005908987375908884	-0.005908987375908884	-0.005908987375908884	-0.005908987375908884	D-Glucose	Myristic acid
D-Glucose##Pyridoxal##bc1008	-0.00016122307070188271	-0.00016122307070188271	-0.00016122307070188271	-0.00016122307070188271	-0.00016122307070188271	-0.00016122307070188271	-0.00016122307070188271	-0.00016122307070188271	D-Glucose	Pyridoxal
D-Glucose##NADP##bc1008	-0.00048366921210213446	-0.00048366921210213446	-0.00048366921210213446	-0.00048366921210213446	-0.00048366921210213446	-0.00048366921210213446	-0.00048366921210213446	-0.00048366921210213446	D-Glucose	NADP
D-Glucose##2-Oxoglutarate##bc1008	-0.000322446141402277	-0.000322446141402277	-0.000322446141402277	-0.000322446141402277	-0.000322446141402277	-0.000322446141402277	-0.000322446141402277	-0.000322446141402277	D-Glucose	2-Oxoglutarate
D-Glucose##L-Proline##bc1008	-0.010591781703758673	-0.010591781703758673	-0.010591781703758673	-0.010591781703758673	-0.010591781703758673	-0.010591781703758673	-0.010591781703758673	-0.010591781703758673	D-Glucose	L-Proline
D-Glucose##L-Glutamine##bc1008	-0.012587334778382564	-0.012587334778382564	-0.012587334778382564	-0.012587334778382564	-0.012587334778382564	-0.012587334778382564	-0.012587334778382564	-0.012587334778382564	D-Glucose	L-Glutamine
D-Glucose##Pimelate##bc1008	-0.00042523933519870955	-0.00042523933519870955	-0.00042523933519870955	-0.00042523933519870955	-0.00042523933519870955	-0.00042523933519870955	-0.00042523933519870955	-0.00042523933519870955	D-Glucose	Pimelate
D-Glucose##BIOT##bc1008	-0.0001612230707023284	-0.0001612230707023284	-0.0001612230707023284	-0.0001612230707023284	-0.0001612230707023284	-0.0001612230707023284	-0.0001612230707023284	-0.0001612230707023284	D-Glucose	BIOT
D-Glucose##H+##bc1008	2.428694664394088	2.428694664394088	2.428694664394088	2.428694664394088	2.428694664394088	2.428694664394088	2.428694664394088	2.428694664394088	D-Glucose	H+
D-Glucose##BET##bc1008	-0.0003224461414143195	-0.0003224461414143195	-0.0003224461414143195	-0.0003224461414143195	-0.0003224461414143195	-0.0003224461414143195	-0.0003224461414143195	-0.0003224461414143195	D-Glucose	BET
D-Glucose##L-Leucine##bc1008	-0.021567323614177444	-0.021567323614177444	-0.021567323614177444	-0.021567323614177444	-0.021567323614177444	-0.021567323614177444	-0.021567323614177444	-0.021567323614177444	D-Glucose	L-Leucine
D-Glucose##AMP##bc1008	-0.006088123727176813	-0.006088123727176813	-0.006088123727176813	-0.006088123727176813	-0.006088123727176813	-0.006088123727176813	-0.006088123727176813	-0.006088123727176813	D-Glucose	AMP
D-Glucose##Co2+##bc1008	-0.00016122307070234832	-0.00016122307070234832	-0.00016122307070234832	-0.00016122307070234832	-0.00016122307070234832	-0.00016122307070234832	-0.00016122307070234832	-0.00016122307070234832	D-Glucose	Co2+
D-Glucose##L-Cysteine##bc1008	-0.004374866355900962	-0.004374866355900962	-0.004374866355900962	-0.004374866355900962	-0.004374866355900962	-0.004374866355900962	-0.004374866355900962	-0.004374866355900962	D-Glucose	L-Cysteine
D-Glucose##TTP##bc1008	-0.0011470880963602304	-0.0011470880963602304	-0.0011470880963602304	-0.0011470880963602304	-0.0011470880963602304	-0.0011470880963602304	-0.0011470880963602304	-0.0011470880963602304	D-Glucose	TTP
D-Glucose##L-Lysine##bc1008	-0.016399352831182823	-0.016399352831182823	-0.016399352831182823	-0.016399352831182823	-0.016399352831182823	-0.016399352831182823	-0.016399352831182823	-0.016399352831182823	D-Glucose	L-Lysine
D-Glucose##Mn2+##bc1008	-0.0001612230707023044	-0.0001612230707023044	-0.0001612230707023044	-0.0001612230707023044	-0.0001612230707023044	-0.0001612230707023044	-0.0001612230707023044	-0.0001612230707023044	D-Glucose	Mn2+
D-Glucose##L-Isoleucine##bc1008	-0.01389211948101765	-0.01389211948101765	-0.01389211948101765	-0.01389211948101765	-0.01389211948101765	-0.01389211948101765	-0.01389211948101765	-0.01389211948101765	D-Glucose	L-Isoleucine
D-Glucose##NH3##bc1008	0.000806115353512392	0.000806115353512392	0.000806115353512392	0.000806115353512392	0.000806115353512392	0.000806115353512392	0.000806115353512392	0.000806115353512392	D-Glucose	NH3
D-Glucose##CO2##bc1008	0.029881168082989417	0.029881168082989417	0.029881168082989417	0.029881168082989417	0.029881168082989417	0.029881168082989417	0.029881168082989417	0.029881168082989417	D-Glucose	CO2
D-Glucose##D-Arabinose##bc1008	-0.004310823228899108	-0.004310823228899108	-0.004310823228899108	-0.004310823228899108	-0.004310823228899108	-0.004310823228899108	-0.004310823228899108	-0.004310823228899108	D-Glucose	D-Arabinose
Fumarate##L-Proline##bc1012	-0.0062677769684706805	0.14433370527509706	0.14433370527509676	0.14433370527678355	0.0	0.0	0.0	0.0	Fumarate	L-Proline
O2##L-Proline##bc1012	-0.028204996358131198	0.28866741055010964	0.2886674105501064	0.28866741055353856	-0.004006294120953167	-0.004006294120953167	0.0	0.0	O2	L-Proline
Fumarate##ddca##bc1012	-0.0008503221115188308	0.019581127670966484	0.019581127670991384	0.019581127670990496	0.0	0.0	0.0	0.0	Fumarate	ddca
O2##ddca##bc1012	-0.003826449501833117	0.03916225534192324	0.03916225534197387	0.0391622553419723	-0.0005435165439712138	-0.0005435165439712138	0.0	0.0	O2	ddca
Fumarate##Fumarate##bc1012	-0.9999999999999988	-0.9999999999999919	-1.0000000000000757	-0.9999999999999168	0.0	0.0	0.0	0.0	Fumarate	Fumarate
Fumarate##Mg##bc1012	-9.540512423652745e-05	0.002196979112758357	0.0021969791127804546	0.002196979112907762	0.0	0.0	0.0	0.0	Fumarate	Mg
O2##Mg##bc1012	-0.0004293230590644204	0.00439395822551313	0.004393958225557763	0.004393958225817742	-6.0981906385950924e-05	-6.0981906385950924e-05	0.0	0.0	O2	Mg
Fumarate##L-Glutamate##bc1012	-0.008680605092736644	0.19989605618817416	0.19989605618801007	0.1998960561913534	0.0	0.0	0.0	0.0	Fumarate	L-Glutamate
O2##L-Glutamate##bc1012	-0.039062722917332635	0.3997921123762282	0.39979211237588763	0.39979211238269036	-0.00554854732775071	-0.00554854732775071	0.0	0.0	O2	L-Glutamate
Fumarate##CoA##bc1012	-0.00019081024847205676	0.0043939582255700825	0.004393958225426536	0.004393958225526131	0.0	0.0	0.0	0.0	Fumarate	CoA
O2##CoA##bc1012	-0.0008586461181240802	0.00878791645114176	0.008787916450846627	0.008787916451049274	-0.0001219638127711656	-0.0001219638127711656	0.0	0.0	O2	CoA
O2##O2##bc1012	-0.999999999999991	-1.000000000000045	-1.0000000000000486	-1.0000000000006863	-1.0000000000000013	-1.0000000000000013	0.0	0.0	O2	O2
Fumarate##Spermidine##bc1012	-9.540512423628146e-05	0.002196979112764892	0.002196979112718926	0.002196979112781236	0.0	0.0	0.0	0.0	Fumarate	Spermidine
O2##Spermidine##bc1012	-0.0004293230590618204	0.004393958225529313	0.004393958225434982	0.004393958225561595	-6.098190638546783e-05	-6.098190638546783e-05	0.0	0.0	O2	Spermidine
Fumarate##L-Leucine##bc1012	-0.012762647305363105	0.29389689262532553	0.2938968926254263	0.29389689262893626	0.0	0.0	0.0	0.0	Fumarate	L-Leucine
O2##L-Leucine##bc1012	-0.05743191287416118	0.5877937852504759	0.5877937852506775	0.5877937852578191	-0.008157743825997498	-0.008157743825997498	0.0	0.0	O2	L-Leucine
Fumarate##TRHL##bc1012	-0.0020137866733023774	0.04637326657488388	0.0463732665749762	0.04637326657561149	0.0	0.0	0.0	0.0	Fumarate	TRHL
O2##TRHL##bc1012	-0.009062040029862242	0.09274653314973434	0.09274653314992334	0.09274653315121598	-0.0012871902989997173	-0.0012871902989997173	0.0	0.0	O2	TRHL
Fumarate##dATP##bc1012	-0.00040527426892556195	0.009332613011109034	0.00933261301106197	0.009332613011202242	0.0	0.0	0.0	0.0	Fumarate	dATP
O2##dATP##bc1012	-0.0018237342101642998	0.018665226022214116	0.01866522602211721	0.01866522602240264	-0.0002590468565066826	-0.0002590468565066826	0.0	0.0	O2	dATP
Fumarate##Formate##bc1012	-9.540512423574562e-05	0.0021969791127583863	0.0021969791127605096	0.0021969791127366017	0.0	0.0	0.0	0.0	Fumarate	Formate
O2##Formate##bc1012	-0.00042932305906156007	0.004393958225514704	0.004393958225518991	0.004393958225470362	-6.098190638616347e-05	-6.098190638616347e-05	0.0	0.0	O2	Formate
Fumarate##L-Valine##bc1012	-0.011975390294830017	0.2757680214313693	0.27576802143145357	0.27576802143480433	0.0	0.0	0.0	0.0	Fumarate	L-Valine
O2##L-Valine##bc1012	-0.05388925632676275	0.5515360428625747	0.5515360428627424	0.5515360428695609	-0.007654537801143139	-0.007654537801143139	0.0	0.0	O2	L-Valine
Fumarate##BIOT##bc1012	-9.540512423669488e-05	0.0021969791127846353	0.002196979112795265	0.0021969791128255032	0.0	0.0	0.0	0.0	Fumarate	BIOT
O2##BIOT##bc1012	-0.0004293230590664564	0.004393958225567006	0.004393958225588818	0.004393958225650344	-6.098190638647766e-05	-6.098190638647766e-05	0.0	0.0	O2	BIOT
Fumarate##H2O##bc1012	-0.27391904430705194	-5.706168341887441	-5.706168341888281	-5.70616834193733	0.0	0.0	0.0	0.0	Fumarate	H2O
O2##H2O##bc1012	2.0173643006169804	-9.412336683773008	-9.412336683774639	-9.412336683874445	2.1583870422885822	2.1583870422885822	0.0	0.0	O2	H2O
Fumarate##L-Lysine##bc1012	-0.00970445661060238	0.2234732006795372	0.22347320067958729	0.22347320068229828	0.0	0.0	0.0	0.0	Fumarate	L-Lysine
O2##L-Lysine##bc1012	-0.043670054747731245	0.44694640135894287	0.44694640135904184	0.4469464013645584	-0.006202981960217772	-0.006202981960217772	0.0	0.0	O2	L-Lysine
Fumarate##NADP##bc1012	-0.00019081024847442766	0.004393958225568343	0.004393958225629613	0.004393958225677223	0.0	0.0	0.0	0.0	Fumarate	NADP
O2##NADP##bc1012	-0.0008586461181242438	0.00878791645114301	0.008787916451268854	0.008787916451365691	-0.00012196381276104039	-0.00012196381276104039	0.0	0.0	O2	NADP
Fumarate##Cu2+##bc1012	-9.54051242366384e-05	0.0021969791127720425	0.0021969791128113613	0.002196979112683453	0.0	0.0	0.0	0.0	Fumarate	Cu2+
O2##Cu2+##bc1012	-0.00042932305906419056	0.004393958225542667	0.004393958225623446	0.004393958225363154	-6.098190638558791e-05	-6.098190638558791e-05	0.0	0.0	O2	Cu2+
Fumarate##Ala-Ala##bc1012	-0.0008503221115176701	0.01958112767097033	0.01958112767090641	0.01958112767141906	0.0	0.0	0.0	0.0	Fumarate	Ala-Ala
O2##Ala-Ala##bc1012	-0.003826449501833346	0.03916225534192883	0.0391622553417971	0.03916225534284022	-0.000543516543972486	-0.000543516543972486	0.0	0.0	O2	Ala-Ala
Fumarate##5-Aminolevulinate##bc1012	-0.0007632409938949184	0.01757583290214533	0.017575832902113793	0.017575832902573675	0.0	0.0	0.0	0.0	Fumarate	5-Aminolevulinate
O2##5-Aminolevulinate##bc1012	-0.003434584472512725	0.035151665804280675	0.03515166580421554	0.03515166580515128	-0.0004878552510817957	-0.0004878552510817957	0.0	0.0	O2	5-Aminolevulinate
Fumarate##1,2-Diacyl-sn-glycerol dioctadecanoyl##bc1012	-0.004235576579508136	0.09753640960300836	0.09753640960298529	0.09753640960444726	0.0	0.0	0.0	0.0	Fumarate	1,2-Diacyl-sn-glycerol dioctadecanoyl
O2##1,2-Diacyl-sn-glycerol dioctadecanoyl##bc1012	-0.019060094607801687	0.19507281920595707	0.19507281920590794	0.1950728192088827	-0.002707333977373926	-0.002707333977373926	0.0	0.0	O2	1,2-Diacyl-sn-glycerol dioctadecanoyl
Fumarate##AMP##bc1012	-0.0036504015928768485	0.0840610618877344	0.08406106188764847	0.08406106188876063	0.0	0.0	0.0	0.0	Fumarate	AMP
O2##AMP##bc1012	-0.01642680716805544	0.16812212377536886	0.1681221237751909	0.1681221237774537	-0.002333296560270215	-0.002333296560270215	0.0	0.0	O2	AMP
Fumarate##Folate##bc1012	-0.0002862153727065237	0.006590937338295053	0.006590937338226461	0.006590937338477479	0.0	0.0	0.0	0.0	Fumarate	Folate
O2##Folate##bc1012	-0.0012879691771829184	0.013181874676586167	0.013181874676445073	0.013181874676955804	-0.00018294571915663578	-0.00018294571915663578	0.0	0.0	O2	Folate
Fumarate##Riboflavin##bc1012	-0.0002862153727010618	0.006590937338288929	0.006590937338404072	0.006590937338812162	0.0	0.0	0.0	0.0	Fumarate	Riboflavin
O2##Riboflavin##bc1012	-0.0012879691771827352	0.013181874676561971	0.013181874676798535	0.013181874677628868	-0.0001829457191622207	-0.0001829457191622207	0.0	0.0	O2	Riboflavin
Fumarate##L-Isoleucine##bc1012	-0.008220779936906468	0.1893072511216556	0.18930725112175154	0.18930725112390495	0.0	0.0	0.0	0.0	Fumarate	L-Isoleucine
O2##L-Isoleucine##bc1012	-0.03699350971609691	0.3786145022431981	0.3786145022433922	0.37861450224777354	-0.005254632144147839	-0.005254632144147839	0.0	0.0	O2	L-Isoleucine
Fumarate##L-Threonine##bc1012	-0.007176150442161444	0.16525163357584635	0.16525163357592632	0.16525163357762926	0.0	0.0	0.0	0.0	Fumarate	L-Threonine
O2##L-Threonine##bc1012	-0.03229267698974378	0.3305032671515962	0.33050326715175754	0.33050326715522244	-0.0045869164573226805	-0.0045869164573226805	0.0	0.0	O2	L-Threonine
Fumarate##Co2+##bc1012	-9.540512423636734e-05	0.002196979112772942	0.0021969791127761096	0.0021969791129144577	0.0	0.0	0.0	0.0	Fumarate	Co2+
O2##Co2+##bc1012	-0.0004293230590643645	0.004393958225543839	0.004393958225550233	0.004393958225831839	-6.098190638542389e-05	-6.098190638542389e-05	0.0	0.0	O2	Co2+
Fumarate##Nicotinamide ribonucleotide##bc1012	-9.540512423622177e-05	0.0021969791127825294	0.0021969791128197873	0.0021969791128043105	0.0	0.0	0.0	0.0	Fumarate	Nicotinamide ribonucleotide
