	Avg_bc1011	Var_bc1011	Avg_bc1012	Var_bc1012	Avg_bc1015	Var_bc1015	Avg_InAmount	Var_InAmount	Avg_OutAmount	Var_OutAmount	Avg_AllAmount	Var_AllAmount	In	InAmount	Out	OutAmount	All	AllAmount
BET	0.0	0.0	0.0	0.0	0.0	0.0	2.992689162357488	5.331809630602796e-05	0.0	0.0	2.992689162357488	5.331809630602796e-05	bc1011.bc1012.bc1015	1		1	bc1011.bc1012.bc1015	1
BIOT	0.0	0.0	0.0	0.0	0.0	0.0	2.992689162357488	5.331809630602796e-05	0.0	0.0	2.992689162357488	5.331809630602796e-05	bc1011.bc1012.bc1015	1		1	bc1011.bc1012.bc1015	1
CMP	0.0	0.0	0.0	0.0	0.0	0.0	2.992689162357488	5.331809630602796e-05	0.0	0.0	2.992689162357488	5.331809630602796e-05	bc1011.bc1012.bc1015	1		1	bc1011.bc1012.bc1015	1
CO2	0.0	0.0	0.0	0.0	0.0	0.0	2.992689162357488	5.331809630602796e-05	0.0	0.0	2.992689162357488	5.331809630602796e-05	bc1011.bc1012.bc1015	1		1	bc1011.bc1012.bc1015	1
Ca2+	0.0	0.0	0.0	0.0	0.0	0.0	2.992689162357488	5.331809630602796e-05	0.0	0.0	2.992689162357488	5.331809630602796e-05	bc1011.bc1012.bc1015	1		1	bc1011.bc1012.bc1015	1
Cbl	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Chorismate	0.0	0.0	0.0	0.0	0.0	0.0	2.992689162357488	5.331809630602796e-05	0.0	0.0	2.992689162357488	5.331809630602796e-05	bc1011.bc1012.bc1015	1		1	bc1011.bc1012.bc1015	1
Cl-	0.0	0.0	0.0	0.0	0.0	0.0	2.992689162357488	5.331809630602796e-05	0.0	0.0	2.992689162357488	5.331809630602796e-05	bc1011.bc1012.bc1015	1		1	bc1011.bc1012.bc1015	1
Co2+	0.0	0.0	0.0	0.0	0.0	0.0	2.992689162357488	5.331809630602796e-05	0.0	0.0	2.992689162357488	5.331809630602796e-05	bc1011.bc1012.bc1015	1		1	bc1011.bc1012.bc1015	1
CoA	0.0	0.0	0.0	0.0	0.0	0.0	2.992689162357488	5.331809630602796e-05	0.0	0.0	2.992689162357488	5.331809630602796e-05	bc1011.bc1012.bc1015	1		1	bc1011.bc1012.bc1015	1
Cu2+	0.0	0.0	0.0	0.0	0.0	0.0	2.992689162357488	5.331809630602796e-05	0.0	0.0	2.992689162357488	5.331809630602796e-05	bc1011.bc1012.bc1015	1		1	bc1011.bc1012.bc1015	1
Cytosine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
D-Alanine	0.0	0.0	0.0	0.0	0.0	0.0	0.9975630541191627	5.924232922891635e-06	0.0	0.0	0.9975630541191627	5.924232922891635e-06	bc1011	1		1	bc1011	1
D-Arabinose	0.0	0.0	0.0	0.0	0.0	0.0	2.992689162357488	5.331809630602796e-05	0.0	0.0	2.992689162357488	5.331809630602796e-05	bc1011.bc1012.bc1015	1		1	bc1011.bc1012.bc1015	1
D-Glucose	0.1871714616476046	0.015447022777518127	0.15324322579466587	0.008261254630121633	0.17439913083606662	0.017205501438344557	2.992689162357488	5.331809630602796e-05	2.130745286459918	1.7312747958112926	5.123434448817406	1.7314040371166084	bc1011.bc1012.bc1015	1	.bc1012.bc1011.bc1012.bc1011.bc1012.bc1015	4	bc1011.bc1012.bc1015.bc1012bc1011.bc1012.bc1015.bc1011.bc1012bc1011.bc1012.bc1015.bc1011.bc1012.bc1015bc1011.bc1012.bc1015	4
D-Serine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Deoxycytidine	0.0	0.0	0.0	0.0	0.0	0.0	2.992689162357488	5.331809630602796e-05	0.0	0.0	2.992689162357488	5.331809630602796e-05	bc1011.bc1012.bc1015	1		1	bc1011.bc1012.bc1015	1
Deoxyguanosine	0.0	0.0	0.0	0.0	0.0	0.0	2.992689162357488	5.331809630602796e-05	0.0	0.0	2.992689162357488	5.331809630602796e-05	bc1011.bc1012.bc1015	1		1	bc1011.bc1012.bc1015	1
Enterobactin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Fe-enterochlin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Folate	0.0	0.0	0.0	0.0	0.0	0.0	2.992689162357488	5.331809630602796e-05	0.0	0.0	2.992689162357488	5.331809630602796e-05	bc1011.bc1012.bc1015	1		1	bc1011.bc1012.bc1015	1
Formate	0.0	0.0	0.0	0.0	0.0	0.0	2.992689162357488	5.331809630602796e-05	0.0	0.0	2.992689162357488	5.331809630602796e-05	bc1011.bc1012.bc1015	1		1	bc1011.bc1012.bc1015	1
Fumarate	0.0	0.0	0.008538656960299165	0.00021721495432298158	0.0	0.0	0.9975630541191627	5.924232922891635e-06	0.2511482546822612	0.18791909740441803	1.2487113088014237	0.18792800462824613	bc1012	1	bc1012.	2	bc1012bc1012.bc1012	2
GTP	0.0	0.0	0.0	0.0	0.0	0.0	2.992689162357488	5.331809630602796e-05	0.0	0.0	2.992689162357488	5.331809630602796e-05	bc1011.bc1012.bc1015	1		1	bc1011.bc1012.bc1015	1
Glycerol	0.0	0.0	0.0	0.0	0.0	0.0	2.992689162357488	5.331809630602796e-05	0.0	0.0	2.992689162357488	5.331809630602796e-05	bc1011.bc1012.bc1015	1		1	bc1011.bc1012.bc1015	1
Glycine	0.0	0.0	0.0	0.0	0.0	0.0	2.992689162357488	5.331809630602796e-05	0.0	0.0	2.992689162357488	5.331809630602796e-05	bc1011.bc1012.bc1015	1		1	bc1011.bc1012.bc1015	1
H+	0.0	0.0	0.0	0.0	0.0	0.0	2.992689162357488	5.331809630602796e-05	0.0	0.0	2.992689162357488	5.331809630602796e-05	bc1011.bc1012.bc1015	1		1	bc1011.bc1012.bc1015	1
H2O	0.0	0.0	0.0	0.0	0.0	0.0	2.992689162357488	5.331809630602796e-05	0.0	0.0	2.992689162357488	5.331809630602796e-05	bc1011.bc1012.bc1015	1		1	bc1011.bc1012.bc1015	1
Heme	0.0	0.0	0.0	0.0	0.0	0.0	2.992689162357488	5.331809630602796e-05	0.0	0.0	2.992689162357488	5.331809630602796e-05	bc1011.bc1012.bc1015	1		1	bc1011.bc1012.bc1015	1
K+	0.0	0.0	0.0	0.0	0.0	0.0	2.992689162357488	5.331809630602796e-05	0.0	0.0	2.992689162357488	5.331809630602796e-05	bc1011.bc1012.bc1015	1		1	bc1011.bc1012.bc1015	1
L-Alanine	0.0	0.0	0.0	0.0	0.0	0.0	2.992689162357488	5.331809630602796e-05	0.0	0.0	2.992689162357488	5.331809630602796e-05	bc1011.bc1012.bc1015	1		1	bc1011.bc1012.bc1015	1
L-Arginine	0.0	0.0	0.0	0.0	0.0	0.0	2.992689162357488	5.331809630602796e-05	0.0	0.0	2.992689162357488	5.331809630602796e-05	bc1011.bc1012.bc1015	1		1	bc1011.bc1012.bc1015	1
L-Asparagine	0.0	0.0	0.0	0.0	0.0	0.0	2.992689162357488	5.331809630602796e-05	0.0	0.0	2.992689162357488	5.331809630602796e-05	bc1011.bc1012.bc1015	1		1	bc1011.bc1012.bc1015	1
L-Aspartate	0.0	0.0	0.0	0.0	0.0	0.0	2.992689162357488	5.331809630602796e-05	0.0	0.0	2.992689162357488	5.331809630602796e-05	bc1011.bc1012.bc1015	1		1	bc1011.bc1012.bc1015	1
L-Cysteine	0.0	0.0	0.0	0.0	0.0	0.0	2.992689162357488	5.331809630602796e-05	0.0	0.0	2.992689162357488	5.331809630602796e-05	bc1011.bc1012.bc1015	1		1	bc1011.bc1012.bc1015	1
L-Glutamate	0.0	0.0	0.0	0.0	0.0	0.0	2.992689162357488	5.331809630602796e-05	0.0	0.0	2.992689162357488	5.331809630602796e-05	bc1011.bc1012.bc1015	1		1	bc1011.bc1012.bc1015	1
L-Glutamine	0.0	0.0	0.0	0.0	0.0	0.0	2.992689162357488	5.331809630602796e-05	0.0	0.0	2.992689162357488	5.331809630602796e-05	bc1011.bc1012.bc1015	1		1	bc1011.bc1012.bc1015	1
L-Histidine	0.0	0.0	0.0	0.0	0.0	0.0	2.992689162357488	5.331809630602796e-05	0.0	0.0	2.992689162357488	5.331809630602796e-05	bc1011.bc1012.bc1015	1		1	bc1011.bc1012.bc1015	1
L-Isoleucine	0.0	0.0	0.0	0.0	0.0	0.0	2.992689162357488	5.331809630602796e-05	0.0	0.0	2.992689162357488	5.331809630602796e-05	bc1011.bc1012.bc1015	1		1	bc1011.bc1012.bc1015	1
L-Leucine	0.0	0.0	0.0	0.0	0.0	0.0	2.992689162357488	5.331809630602796e-05	0.0	0.0	2.992689162357488	5.331809630602796e-05	bc1011.bc1012.bc1015	1		1	bc1011.bc1012.bc1015	1
L-Lysine	0.0	0.0	0.0	0.0	0.0	0.0	2.992689162357488	5.331809630602796e-05	0.0	0.0	2.992689162357488	5.331809630602796e-05	bc1011.bc1012.bc1015	1		1	bc1011.bc1012.bc1015	1
L-Malate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
L-Methionine	0.0	0.0	0.0	0.0	0.0	0.0	2.992689162357488	5.331809630602796e-05	0.0	0.0	2.992689162357488	5.331809630602796e-05	bc1011.bc1012.bc1015	1		1	bc1011.bc1012.bc1015	1
L-Phenylalanine	0.0	0.0	0.0	0.0	0.0	0.0	2.992689162357488	5.331809630602796e-05	0.0	0.0	2.992689162357488	5.331809630602796e-05	bc1011.bc1012.bc1015	1		1	bc1011.bc1012.bc1015	1
L-Proline	0.0	0.0	0.0	0.0	0.0	0.0	2.992689162357488	5.331809630602796e-05	0.0	0.0	2.992689162357488	5.331809630602796e-05	bc1011.bc1012.bc1015	1		1	bc1011.bc1012.bc1015	1
L-Serine	0.0	0.0	0.0	0.0	0.0	0.0	2.992689162357488	5.331809630602796e-05	0.0	0.0	2.992689162357488	5.331809630602796e-05	bc1011.bc1012.bc1015	1		1	bc1011.bc1012.bc1015	1
L-Threonine	0.0	0.0	0.0	0.0	0.0	0.0	2.992689162357488	5.331809630602796e-05	0.0	0.0	2.992689162357488	5.331809630602796e-05	bc1011.bc1012.bc1015	1		1	bc1011.bc1012.bc1015	1
L-Tryptophan	0.0	0.0	0.0	0.0	0.0	0.0	2.992689162357488	5.331809630602796e-05	0.0	0.0	2.992689162357488	5.331809630602796e-05	bc1011.bc1012.bc1015	1		1	bc1011.bc1012.bc1015	1
L-Tyrosine	0.0	0.0	0.0	0.0	0.0	0.0	2.992689162357488	5.331809630602796e-05	0.0	0.0	2.992689162357488	5.331809630602796e-05	bc1011.bc1012.bc1015	1		1	bc1011.bc1012.bc1015	1
L-Valine	0.0	0.0	0.0	0.0	0.0	0.0	2.992689162357488	5.331809630602796e-05	0.0	0.0	2.992689162357488	5.331809630602796e-05	bc1011.bc1012.bc1015	1		1	bc1011.bc1012.bc1015	1
Methanol	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Mg	0.0	0.0	0.0	0.0	0.0	0.0	2.992689162357488	5.331809630602796e-05	0.0	0.0	2.992689162357488	5.331809630602796e-05	bc1011.bc1012.bc1015	1		1	bc1011.bc1012.bc1015	1
Mn2+	0.0	0.0	0.0	0.0	0.0	0.0	2.992689162357488	5.331809630602796e-05	0.0	0.0	2.992689162357488	5.331809630602796e-05	bc1011.bc1012.bc1015	1		1	bc1011.bc1012.bc1015	1
Myristic acid	0.0	0.0	0.0	0.0	0.0	0.0	2.992689162357488	5.331809630602796e-05	0.0	0.0	2.992689162357488	5.331809630602796e-05	bc1011.bc1012.bc1015	1		1	bc1011.bc1012.bc1015	1
N-Acetyl-D-glucosamine	0.0	0.0	0.0	0.0	0.0	0.0	1.9951261082383254	2.369693169156654e-05	0.0	0.0	1.9951261082383254	2.369693169156654e-05	bc1012.bc1015	1		1	bc1012.bc1015	1
NADP	0.0	0.0	0.0	0.0	0.0	0.0	2.992689162357488	5.331809630602796e-05	0.0	0.0	2.992689162357488	5.331809630602796e-05	bc1011.bc1012.bc1015	1		1	bc1011.bc1012.bc1015	1
NH3	0.0	0.0	0.0	0.0	0.0	0.0	0.9975630541191627	5.924232922891635e-06	0.0	0.0	0.9975630541191627	5.924232922891635e-06	bc1015	1		1	bc1015	1
Na+	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Niacin	0.0	0.0	0.0	0.0	0.0	0.0	2.992689162357488	5.331809630602796e-05	0.0	0.0	2.992689162357488	5.331809630602796e-05	bc1011.bc1012.bc1015	1		1	bc1011.bc1012.bc1015	1
Nicotinamide ribonucleotide	0.0	0.0	0.0	0.0	0.0	0.0	2.992689162357488	5.331809630602796e-05	0.0	0.0	2.992689162357488	5.331809630602796e-05	bc1011.bc1012.bc1015	1		1	bc1011.bc1012.bc1015	1
Nitrate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Nitrite	0.0	0.0	0.0	0.0	0.0	0.0	0.9975630541191627	5.924232922891635e-06	0.0	0.0	0.9975630541191627	5.924232922891635e-06	bc1011	1		1	bc1011	1
O2	0.04655934748705816	0.00494054128647611	0.040859371052320466	0.004310878547285819	0.04618784936241084	0.0061493761614154815	2.992689162357488	5.331809630602796e-05	0.9184518156699911	1.9048368097503203	3.911140978027479	1.9049228543342125	bc1011.bc1012.bc1015	1	bc1011.bc1012.bc1015.bc1012.bc1015.bc1012.	4	bc1011.bc1012.bc1015bc1011.bc1012.bc1015.bc1012.bc1015bc1011.bc1012.bc1015.bc1012bc1011.bc1012.bc1015.bc1011.bc1012.bc1015	4
Oxidized glutathione	0.0	0.0	0.0	0.0	0.0	0.0	2.992689162357488	5.331809630602796e-05	0.0	0.0	2.992689162357488	5.331809630602796e-05	bc1011.bc1012.bc1015	1		1	bc1011.bc1012.bc1015	1
PAN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
PPi	0.0	0.0	0.0	0.0	0.0	0.0	1.9951261082383254	2.369693169156654e-05	0.0	0.0	1.9951261082383254	2.369693169156654e-05	bc1012.bc1015	1		1	bc1012.bc1015	1
Putrescine	0.0	0.0	0.0	0.0	0.0	0.0	2.992689162357488	5.331809630602796e-05	0.0	0.0	2.992689162357488	5.331809630602796e-05	bc1011.bc1012.bc1015	1		1	bc1011.bc1012.bc1015	1
Pyridoxal	0.0	0.0	0.0	0.0	0.0	0.0	2.992689162357488	5.331809630602796e-05	0.0	0.0	2.992689162357488	5.331809630602796e-05	bc1011.bc1012.bc1015	1		1	bc1011.bc1012.bc1015	1
Riboflavin	0.0	0.0	0.0	0.0	0.0	0.0	2.992689162357488	5.331809630602796e-05	0.0	0.0	2.992689162357488	5.331809630602796e-05	bc1011.bc1012.bc1015	1		1	bc1011.bc1012.bc1015	1
S-Adenosyl-L-methionine	0.0	0.0	0.0	0.0	0.0	0.0	2.992689162357488	5.331809630602796e-05	0.0	0.0	2.992689162357488	5.331809630602796e-05	bc1011.bc1012.bc1015	1		1	bc1011.bc1012.bc1015	1
Spermidine	0.0	0.0	0.0	0.0	0.0	0.0	2.992689162357488	5.331809630602796e-05	0.0	0.0	2.992689162357488	5.331809630602796e-05	bc1011.bc1012.bc1015	1		1	bc1011.bc1012.bc1015	1
Succinate	0.0	0.0	0.0	0.0	0.0	0.0	0.9975630541191627	5.924232922891635e-06	0.0	0.0	0.9975630541191627	5.924232922891635e-06	bc1012	1		1	bc1012	1
Sulfate	0.0	0.0	0.0	0.0	0.0	0.0	2.992689162357488	5.331809630602796e-05	0.0	0.0	2.992689162357488	5.331809630602796e-05	bc1011.bc1012.bc1015	1		1	bc1011.bc1012.bc1015	1
TRHL	0.0	0.0	0.0	0.0	0.0	0.0	2.992689162357488	5.331809630602796e-05	0.0	0.0	2.992689162357488	5.331809630602796e-05	bc1011.bc1012.bc1015	1		1	bc1011.bc1012.bc1015	1
TTP	0.0	0.0	0.0	0.0	0.0	0.0	2.992689162357488	5.331809630602796e-05	0.0	0.0	2.992689162357488	5.331809630602796e-05	bc1011.bc1012.bc1015	1		1	bc1011.bc1012.bc1015	1
Thiamin	0.0	0.0	0.0	0.0	0.0	0.0	2.992689162357488	5.331809630602796e-05	0.0	0.0	2.992689162357488	5.331809630602796e-05	bc1011.bc1012.bc1015	1		1	bc1011.bc1012.bc1015	1
UMP	0.0	0.0	0.0	0.0	0.0	0.0	2.992689162357488	5.331809630602796e-05	0.0	0.0	2.992689162357488	5.331809630602796e-05	bc1011.bc1012.bc1015	1		1	bc1011.bc1012.bc1015	1
Uracil	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Zn2+	0.0	0.0	0.0	0.0	0.0	0.0	2.992689162357488	5.331809630602796e-05	0.0	0.0	2.992689162357488	5.331809630602796e-05	bc1011.bc1012.bc1015	1		1	bc1011.bc1012.bc1015	1
chromate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
dATP	0.0	0.0	0.0	0.0	0.0	0.0	2.992689162357488	5.331809630602796e-05	0.0	0.0	2.992689162357488	5.331809630602796e-05	bc1011.bc1012.bc1015	1		1	bc1011.bc1012.bc1015	1
dGTP	0.0	0.0	0.0	0.0	0.0	0.0	2.992689162357488	5.331809630602796e-05	0.0	0.0	2.992689162357488	5.331809630602796e-05	bc1011.bc1012.bc1015	1		1	bc1011.bc1012.bc1015	1
ddca	0.0	0.0	0.0	0.0	0.0	0.0	2.992689162357488	5.331809630602796e-05	0.0	0.0	2.992689162357488	5.331809630602796e-05	bc1011.bc1012.bc1015	1		1	bc1011.bc1012.bc1015	1
fe3	0.0	0.0	0.0	0.0	0.0	0.0	2.992689162357488	5.331809630602796e-05	0.0	0.0	2.992689162357488	5.331809630602796e-05	bc1011.bc1012.bc1015	1		1	bc1011.bc1012.bc1015	1
meso-2,6-Diaminopimelate	0.0	0.0	0.0	0.0	0.0	0.0	2.992689162357488	5.331809630602796e-05	0.0	0.0	2.992689162357488	5.331809630602796e-05	bc1011.bc1012.bc1015	1		1	bc1011.bc1012.bc1015	1
