	0.0000-0.0000	0.0000-7.5087	7.5087-7.5089	7.5089-7.5090	7.5090-10.1299	10.1299-10.8394	10.8394-12.3440	12.3440-12.6989	12.6989-13.4896	13.4896-15.8940	16.1627-16.1627	16.1627-16.1826	16.1826-16.3803	16.3803-16.3804	16.3804-16.4159	16.4159-16.4159	16.4185-16.4185	16.4185-16.6485	16.6485-20.0000	Source	Target
Riboflavin-e0##L-Aspartate-e0##Enterococcus_faecalis_KB1	-28.848119198157832	-28.848119198157832	-28.848119198157832	-28.848119198157832	-28.848119198157832	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin-e0	L-Aspartate-e0
Riboflavin-e0##Sulfate-e0##Enterococcus_faecalis_KB1	-0.706062536014014	-0.706062536014014	-0.706062536014014	-0.706062536014014	-0.706062536014014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin-e0	Sulfate-e0
Putrescine-e0##L-Arginine-e0##Enterococcus_faecalis_KB1	1.0000000000085458	1.0000000000085458	1.0000000000085458	1.0000000000085458	1.0000000000085458	0.9999999999997841	0.9999999999997804	0.9999999999997804	0.9999999999997804	0.9999999999997804	0.9999999999997804	0.9999999999997804	0.9999999999997804	0.9999999999997804	0.9999999999997804	0.9999999999997804	0.9999999999997804	0.9999999999997804	0.9999999999997804	Putrescine-e0	L-Arginine-e0
Spermidine-e0##L-Arginine-e0##Enterococcus_faecalis_KB1	1.0000000000124243	1.0000000000124243	1.0000000000124243	1.0000000000124243	1.0000000000124243	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Spermidine-e0	L-Arginine-e0
Riboflavin-e0##L-Arginine-e0##Enterococcus_faecalis_KB1	-22.72374738496287	-22.72374738496287	-22.72374738496287	-22.72374738496287	-22.72374738496287	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin-e0	L-Arginine-e0
Thiamin-e0##L-Glutamine-e0##Enterococcus_faecalis_KB1	2.000000000048526	2.000000000048526	2.000000000048526	2.000000000048526	2.000000000048526	1.9999999999991924	1.999999999999679	1.999999999999679	1.999999999999679	1.999999999999679	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Thiamin-e0	L-Glutamine-e0
Riboflavin-e0##L-Glutamine-e0##Enterococcus_faecalis_KB1	-51.96635953722312	-51.96635953722312	-51.96635953722312	-51.96635953722312	-51.96635953722312	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin-e0	L-Glutamine-e0
N-Acetyl-D-glucosamine-e0##L-Glutamine-e0##Enterococcus_faecalis_KB1	1.0000000000077989	1.0000000000077989	1.0000000000077989	1.0000000000077989	1.0000000000077989	0.9999999999997045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	N-Acetyl-D-glucosamine-e0	L-Glutamine-e0
Folate-e0##L-Glutamine-e0##Enterococcus_faecalis_KB1	0.9999999999965947	0.9999999999965947	0.9999999999965947	0.9999999999965947	0.9999999999965947	0.9999999999982855	0.9999999999989544	0.9999999999989544	0.9999999999989544	0.9999999999989544	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Folate-e0	L-Glutamine-e0
Putrescine-e0##Putrescine-e0##Enterococcus_faecalis_KB1	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-0.9999999999999994	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	Putrescine-e0	Putrescine-e0
Riboflavin-e0##L-Histidine-e0##Enterococcus_faecalis_KB1	-9.204977705465097	-9.204977705465097	-9.204977705465097	-9.204977705465097	-9.204977705465097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin-e0	L-Histidine-e0
Riboflavin-e0##L-Proline-e0##Enterococcus_faecalis_KB1	-18.087781191237173	-18.087781191237173	-18.087781191237173	-18.087781191237173	-18.087781191237173	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin-e0	L-Proline-e0
Riboflavin-e0##Co2+-e0##Enterococcus_faecalis_KB1	-0.7060625360130736	-0.7060625360130736	-0.7060625360130736	-0.7060625360130736	-0.7060625360130736	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin-e0	Co2+-e0
Riboflavin-e0##L-Valine-e0##Enterococcus_faecalis_KB1	-34.564691283999665	-34.564691283999665	-34.564691283999665	-34.564691283999665	-34.564691283999665	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin-e0	L-Valine-e0
Riboflavin-e0##L-Threonine-e0##Enterococcus_faecalis_KB1	-71.58423504665696	-71.58423504665696	-71.58423504665696	-71.58423504665696	-71.58423504665696	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin-e0	L-Threonine-e0
Folate-e0##L-Threonine-e0##Enterococcus_faecalis_KB1	-1.0000000000047833	-1.0000000000047833	-1.0000000000047833	-1.0000000000047833	-1.0000000000047833	-1.0000000000023306	-1.0000000000024678	-1.0000000000024678	-1.0000000000024678	-1.0000000000024678	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Folate-e0	L-Threonine-e0
Spermidine-e0##Spermidine-e0##Enterococcus_faecalis_KB1	-0.9999999999999999	-0.9999999999999999	-0.9999999999999999	-0.9999999999999999	-0.9999999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Spermidine-e0	Spermidine-e0
Thiamin-e0##Thiamin-e0##Enterococcus_faecalis_KB1	-0.999999999999998	-0.999999999999998	-0.999999999999998	-0.999999999999998	-0.999999999999998	-1.0000000000000002	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Thiamin-e0	Thiamin-e0
Putrescine-e0##H+-e0##Enterococcus_faecalis_KB1	2.812499999599313	2.812499999599313	2.812499999599313	2.812499999599313	2.812499999599313	2.8125000000097833	2.8125000000098512	2.8125000000098512	2.8125000000098512	2.8125000000098512	2.8125000000098512	2.8125000000098512	2.8125000000098512	2.8125000000098512	2.8125000000098512	2.8125000000098512	2.8125000000098512	2.8125000000098512	2.8125000000098512	Putrescine-e0	H+-e0
Spermidine-e0##H+-e0##Enterococcus_faecalis_KB1	3.7499999994172573	3.7499999994172573	3.7499999994172573	3.7499999994172573	3.7499999994172573	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Spermidine-e0	H+-e0
Thiamin-e0##H+-e0##Enterococcus_faecalis_KB1	-4.812500000991498	-4.812500000991498	-4.812500000991498	-4.812500000991498	-4.812500000991498	-4.812500000020501	-4.812500000018609	-4.812500000018609	-4.812500000018609	-4.812500000018609	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Thiamin-e0	H+-e0
Riboflavin-e0##H+-e0##Enterococcus_faecalis_KB1	1067.9972370534078	1067.9972370534078	1067.9972370534078	1067.9972370534078	1067.9972370534078	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin-e0	H+-e0
N-Acetyl-D-glucosamine-e0##H+-e0##Enterococcus_faecalis_KB1	-0.3125000001588838	-0.3125000001588838	-0.3125000001588838	-0.3125000001588838	-0.3125000001588838	-0.3124999999975061	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	N-Acetyl-D-glucosamine-e0	H+-e0
Folate-e0##H+-e0##Enterococcus_faecalis_KB1	-5.437499999927755	-5.437499999927755	-5.437499999927755	-5.437499999927755	-5.437499999927755	-5.43749999997488	-5.43749999997465	-5.43749999997465	-5.43749999997465	-5.43749999997465	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Folate-e0	H+-e0
Putrescine-e0##Uracil-e0##Enterococcus_faecalis_KB1	-0.9999999999984006	-0.9999999999984006	-0.9999999999984006	-0.9999999999984006	-0.9999999999984006	-0.9999999999998667	-0.9999999999998721	-0.9999999999998721	-0.9999999999998721	-0.9999999999998721	-0.9999999999998721	-0.9999999999998721	-0.9999999999998721	-0.9999999999998721	-0.9999999999998721	-0.9999999999998721	-0.9999999999998721	-0.9999999999998721	-0.9999999999998721	Putrescine-e0	Uracil-e0
Spermidine-e0##Uracil-e0##Enterococcus_faecalis_KB1	-0.9999999999976423	-0.9999999999976423	-0.9999999999976423	-0.9999999999976423	-0.9999999999976423	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Spermidine-e0	Uracil-e0
Riboflavin-e0##Uracil-e0##Enterococcus_faecalis_KB1	-4.585114892978323	-4.585114892978323	-4.585114892978323	-4.585114892978323	-4.585114892978323	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin-e0	Uracil-e0
Spermidine-e0##L-Methionine-e0##Enterococcus_faecalis_KB1	1.0000000000080453	1.0000000000080453	1.0000000000080453	1.0000000000080453	1.0000000000080453	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Spermidine-e0	L-Methionine-e0
Riboflavin-e0##L-Methionine-e0##Enterococcus_faecalis_KB1	-14.748894122168963	-14.748894122168963	-14.748894122168963	-14.748894122168963	-14.748894122168963	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin-e0	L-Methionine-e0
Riboflavin-e0##Riboflavin-e0##Enterococcus_faecalis_KB1	-0.9999999999999089	-0.9999999999999089	-0.9999999999999089	-0.9999999999999089	-0.9999999999999089	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin-e0	Riboflavin-e0
Thiamin-e0##L-Cysteine-e0##Enterococcus_faecalis_KB1	1.0000000000069158	1.0000000000069158	1.0000000000069158	1.0000000000069158	1.0000000000069158	1.0000000000001557	1.000000000000145	1.000000000000145	1.000000000000145	1.000000000000145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Thiamin-e0	L-Cysteine-e0
Riboflavin-e0##L-Cysteine-e0##Enterococcus_faecalis_KB1	-7.397459505371431	-7.397459505371431	-7.397459505371431	-7.397459505371431	-7.397459505371431	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin-e0	L-Cysteine-e0
Riboflavin-e0##L-Leucine-e0##Enterococcus_faecalis_KB1	-47.2232871577698	-47.2232871577698	-47.2232871577698	-47.2232871577698	-47.2232871577698	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin-e0	L-Leucine-e0
Riboflavin-e0##L-Isoleucine-e0##Enterococcus_faecalis_KB1	-38.57060811461231	-38.57060811461231	-38.57060811461231	-38.57060811461231	-38.57060811461231	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin-e0	L-Isoleucine-e0
Thiamin-e0##L-Tyrosine-e0##Enterococcus_faecalis_KB1	1.0000000000121096	1.0000000000121096	1.0000000000121096	1.0000000000121096	1.0000000000121096	1.0000000000002338	1.00000000000021	1.00000000000021	1.00000000000021	1.00000000000021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Thiamin-e0	L-Tyrosine-e0
Riboflavin-e0##L-Tyrosine-e0##Enterococcus_faecalis_KB1	-12.972744790939574	-12.972744790939574	-12.972744790939574	-12.972744790939574	-12.972744790939574	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin-e0	L-Tyrosine-e0
Riboflavin-e0##L-Phenylalanine-e0##Enterococcus_faecalis_KB1	-19.790702066752935	-19.790702066752935	-19.790702066752935	-19.790702066752935	-19.790702066752935	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin-e0	L-Phenylalanine-e0
Putrescine-e0##L-Serine-e0##Enterococcus_faecalis_KB1	-0.9999999999760644	-0.9999999999760644	-0.9999999999760644	-0.9999999999760644	-0.9999999999760644	-1.0000000000001592	-1.0000000000001878	-1.0000000000001878	-1.0000000000001878	-1.0000000000001878	-1.0000000000001878	-1.0000000000001878	-1.0000000000001878	-1.0000000000001878	-1.0000000000001878	-1.0000000000001878	-1.0000000000001878	-1.0000000000001878	-1.0000000000001878	Putrescine-e0	L-Serine-e0
Spermidine-e0##L-Serine-e0##Enterococcus_faecalis_KB1	-0.999999999965091	-0.999999999965091	-0.999999999965091	-0.999999999965091	-0.999999999965091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Spermidine-e0	L-Serine-e0
Riboflavin-e0##L-Serine-e0##Enterococcus_faecalis_KB1	-65.0861508513798	-65.0861508513798	-65.0861508513798	-65.0861508513798	-65.0861508513798	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin-e0	L-Serine-e0
Folate-e0##L-Serine-e0##Enterococcus_faecalis_KB1	1.9999999999953977	1.9999999999953977	1.9999999999953977	1.9999999999953977	1.9999999999953977	1.9999999999992897	1.999999999999449	1.999999999999449	1.999999999999449	1.999999999999449	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Folate-e0	L-Serine-e0
N-Acetyl-D-glucosamine-e0##N-Acetyl-D-glucosamine-e0##Enterococcus_faecalis_KB1	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	N-Acetyl-D-glucosamine-e0	N-Acetyl-D-glucosamine-e0
Putrescine-e0##Acetate-e0##Enterococcus_faecalis_KB1	0.8124999995510235	0.8124999995510235	0.8124999995510235	0.8124999995510235	0.8124999995510235	0.812500000011638	0.8125000000120939	0.8125000000120939	0.8125000000120939	0.8125000000120939	0.8125000000120939	0.8125000000120939	0.8125000000120939	0.8125000000120939	0.8125000000120939	0.8125000000120939	0.8125000000120939	0.8125000000120939	0.8125000000120939	Putrescine-e0	Acetate-e0
Spermidine-e0##Acetate-e0##Enterococcus_faecalis_KB1	0.7499999993472396	0.7499999993472396	0.7499999993472396	0.7499999993472396	0.7499999993472396	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Spermidine-e0	Acetate-e0
Thiamin-e0##Acetate-e0##Enterococcus_faecalis_KB1	-0.8125000011110236	-0.8125000011110236	-0.8125000011110236	-0.8125000011110236	-0.8125000011110236	-0.8125000000199432	-0.8125000000173861	-0.8125000000173861	-0.8125000000173861	-0.8125000000173861	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Thiamin-e0	Acetate-e0
Riboflavin-e0##Acetate-e0##Enterococcus_faecalis_KB1	1195.9061082372177	1195.9061082372177	1195.9061082372177	1195.9061082372177	1195.9061082372177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin-e0	Acetate-e0
N-Acetyl-D-glucosamine-e0##Acetate-e0##Enterococcus_faecalis_KB1	0.6874999998218121	0.6874999998218121	0.6874999998218121	0.6874999998218121	0.6874999998218121	0.6875000000029687	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	N-Acetyl-D-glucosamine-e0	Acetate-e0
Folate-e0##Acetate-e0##Enterococcus_faecalis_KB1	-2.437499999919768	-2.437499999919768	-2.437499999919768	-2.437499999919768	-2.437499999919768	-2.437499999971446	-2.4374999999701688	-2.4374999999701688	-2.4374999999701688	-2.4374999999701688	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Folate-e0	Acetate-e0
Riboflavin-e0##L-Asparagine-e0##Enterococcus_faecalis_KB1	-16.66100964689237	-16.66100964689237	-16.66100964689237	-16.66100964689237	-16.66100964689237	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin-e0	L-Asparagine-e0
Riboflavin-e0##Ca2+-e0##Enterococcus_faecalis_KB1	-0.7060625360122799	-0.7060625360122799	-0.7060625360122799	-0.7060625360122799	-0.7060625360122799	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin-e0	Ca2+-e0
Riboflavin-e0##Cu2+-e0##Enterococcus_faecalis_KB1	-0.7060625360130895	-0.7060625360130895	-0.7060625360130895	-0.7060625360130895	-0.7060625360130895	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin-e0	Cu2+-e0
Riboflavin-e0##Fe2+-e0##Enterococcus_faecalis_KB1	-2.4121250720797804	-2.4121250720797804	-2.4121250720797804	-2.4121250720797804	-2.4121250720797804	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin-e0	Fe2+-e0
Riboflavin-e0##K+-e0##Enterococcus_faecalis_KB1	-0.7060625360003897	-0.7060625360003897	-0.7060625360003897	-0.7060625360003897	-0.7060625360003897	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin-e0	K+-e0
Putrescine-e0##D-Mannose-e0##Enterococcus_faecalis_KB1	0.18750000046911786	0.18750000046911786	0.18750000046911786	0.18750000046911786	0.18750000046911786	0.18749999998753134	0.18749999998783026	0.18749999998783026	0.18749999998783026	0.18749999998783026	0.18749999998783026	0.18749999998783026	0.18749999998783026	0.18749999998783026	0.18749999998783026	0.18749999998783026	0.18749999998783026	0.18749999998783026	0.18749999998783026	Putrescine-e0	D-Mannose-e0
Spermidine-e0##D-Mannose-e0##Enterococcus_faecalis_KB1	0.7500000006817366	0.7500000006817366	0.7500000006817366	0.7500000006817366	0.7500000006817366	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Spermidine-e0	D-Mannose-e0
Thiamin-e0##D-Mannose-e0##Enterococcus_faecalis_KB1	3.812500001160294	3.812500001160294	3.812500001160294	3.812500001160294	3.812500001160294	3.812500000019034	3.812500000017496	3.812500000017496	3.812500000017496	3.812500000017496	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Thiamin-e0	D-Mannose-e0
Riboflavin-e0##D-Mannose-e0##Enterococcus_faecalis_KB1	-1249.5224529016334	-1249.5224529016334	-1249.5224529016334	-1249.5224529016334	-1249.5224529016334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin-e0	D-Mannose-e0
N-Acetyl-D-glucosamine-e0##D-Mannose-e0##Enterococcus_faecalis_KB1	1.3125000001861817	1.3125000001861817	1.3125000001861817	1.3125000001861817	1.3125000001861817	1.3124999999967548	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	N-Acetyl-D-glucosamine-e0	D-Mannose-e0
Folate-e0##D-Mannose-e0##Enterococcus_faecalis_KB1	3.937499999915827	3.937499999915827	3.937499999915827	3.937499999915827	3.937499999915827	3.9374999999694245	3.9374999999697047	3.9374999999697047	3.9374999999697047	3.9374999999697047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Folate-e0	D-Mannose-e0
Putrescine-e0##Succinate-e0##Enterococcus_faecalis_KB1	-1.0000000000010019	-1.0000000000010019	-1.0000000000010019	-1.0000000000010019	-1.0000000000010019	-0.9999999999999013	-0.9999999999999031	-0.9999999999999031	-0.9999999999999031	-0.9999999999999031	-0.9999999999999031	-0.9999999999999031	-0.9999999999999031	-0.9999999999999031	-0.9999999999999031	-0.9999999999999031	-0.9999999999999031	-0.9999999999999031	-0.9999999999999031	Putrescine-e0	Succinate-e0
Spermidine-e0##Succinate-e0##Enterococcus_faecalis_KB1	-1.0000000000014333	-1.0000000000014333	-1.0000000000014333	-1.0000000000014333	-1.0000000000014333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Spermidine-e0	Succinate-e0
