	Avg_bc1012	Var_bc1012	Avg_bc1010	Var_bc1010	Avg_InAmount	Var_InAmount	Avg_OutAmount	Var_OutAmount	Avg_AllAmount	Var_AllAmount	In	InAmount	Out	OutAmount	All	AllAmount
D-Glucose	0.1422563311192086	0.033288663869081324	0.18939488076469677	0.01518896040899397	1.9988105652030739	1.4139137566446665e-06	1.4491508385961445	0.7523241888185027	3.4479614037992183	0.7523276529258514	bc1010.bc1012	1	.bc1012.bc1010.bc1012	3	bc1010.bc1012.bc1012bc1010.bc1012.bc1010.bc1012bc1010.bc1012	3
Deoxycytidine	0.0	0.0	0.0	0.0	1.9988105652030739	1.4139137566446665e-06	0.0	0.0	1.9988105652030739	1.4139137566446665e-06	bc1010.bc1012	1		1	bc1010.bc1012	1
Deoxyguanosine	0.0	0.0	0.0	0.0	1.9988105652030739	1.4139137566446665e-06	0.0	0.0	1.9988105652030739	1.4139137566446665e-06	bc1010.bc1012	1		1	bc1010.bc1012	1
Enterobactin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Fe-enterochlin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Folate	0.0	0.0	0.0	0.0	1.9988105652030739	1.4139137566446665e-06	0.0	0.0	1.9988105652030739	1.4139137566446665e-06	bc1010.bc1012	1		1	bc1010.bc1012	1
Formate	0.0	0.0	0.0	0.0	0.9994052826015369	3.534784391611666e-07	0.0	0.0	0.9994052826015369	3.534784391611666e-07	bc1012	1		1	bc1012	1
Fumarate	0.006210512589879307	0.0021115598928077607	0.0	0.0	1.2998299734441623	0.2101165857511186	0.2555163884576939	0.1901889354061581	1.5553463619018562	0.7577203097068108	bc1010.bc1012.bc1010	2	bc1012.	2	bc1012bc1010.bc1012.bc1010.bc1012.bc1010	3
GTP	0.0	0.0	0.0	0.0	1.9988105652030739	1.4139137566446665e-06	0.0	0.0	1.9988105652030739	1.4139137566446665e-06	bc1010.bc1012	1		1	bc1010.bc1012	1
Glycerol	0.0	0.0	0.0	0.0	1.9988105652030739	1.4139137566446665e-06	0.0	0.0	1.9988105652030739	1.4139137566446665e-06	bc1010.bc1012	1		1	bc1010.bc1012	1
Glycine	0.0	0.0	0.0	0.0	1.9988105652030739	1.4139137566446665e-06	0.0	0.0	1.9988105652030739	1.4139137566446665e-06	bc1010.bc1012	1		1	bc1010.bc1012	1
H+	0.0	0.0	0.0	0.0	1.9988105652030739	1.4139137566446665e-06	0.0	0.0	1.9988105652030739	1.4139137566446665e-06	bc1010.bc1012	1		1	bc1010.bc1012	1
H2O	0.0	0.0	0.0	0.0	1.9988105652030739	1.4139137566446665e-06	0.0	0.0	1.9988105652030739	1.4139137566446665e-06	bc1010.bc1012	1		1	bc1010.bc1012	1
Heme	0.0	0.0	0.0	0.0	1.9988105652030739	1.4139137566446665e-06	0.0	0.0	1.9988105652030739	1.4139137566446665e-06	bc1010.bc1012	1		1	bc1010.bc1012	1
K+	0.0	0.0	0.0	0.0	1.9988105652030739	1.4139137566446665e-06	0.0	0.0	1.9988105652030739	1.4139137566446665e-06	bc1010.bc1012	1		1	bc1010.bc1012	1
L-Alanine	0.0	0.0	0.0	0.0	1.9988105652030739	1.4139137566446665e-06	0.0	0.0	1.9988105652030739	1.4139137566446665e-06	bc1010.bc1012	1		1	bc1010.bc1012	1
L-Arginine	0.0	0.0	0.0	0.0	1.9988105652030739	1.4139137566446665e-06	0.0	0.0	1.9988105652030739	1.4139137566446665e-06	bc1010.bc1012	1		1	bc1010.bc1012	1
L-Asparagine	0.0	0.0	0.0	0.0	1.9988105652030739	1.4139137566446665e-06	0.0	0.0	1.9988105652030739	1.4139137566446665e-06	bc1010.bc1012	1		1	bc1010.bc1012	1
L-Aspartate	0.0	0.0	0.0	0.0	1.9988105652030739	1.4139137566446665e-06	0.0	0.0	1.9988105652030739	1.4139137566446665e-06	bc1010.bc1012	1		1	bc1010.bc1012	1
L-Cysteine	0.0	0.0	0.0	0.0	1.9988105652030739	1.4139137566446665e-06	0.0	0.0	1.9988105652030739	1.4139137566446665e-06	bc1010.bc1012	1		1	bc1010.bc1012	1
L-Glutamate	0.0	0.0	0.0	0.0	1.9988105652030739	1.4139137566446665e-06	0.0	0.0	1.9988105652030739	1.4139137566446665e-06	bc1010.bc1012	1		1	bc1010.bc1012	1
L-Glutamine	0.0	0.0	0.0	0.0	1.9988105652030739	1.4139137566446665e-06	0.0	0.0	1.9988105652030739	1.4139137566446665e-06	bc1010.bc1012	1		1	bc1010.bc1012	1
L-Histidine	0.0	0.0	0.0	0.0	1.9988105652030739	1.4139137566446665e-06	0.0	0.0	1.9988105652030739	1.4139137566446665e-06	bc1010.bc1012	1		1	bc1010.bc1012	1
L-Inositol	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
L-Isoleucine	0.0	0.0	0.0	0.0	1.9988105652030739	1.4139137566446665e-06	0.0	0.0	1.9988105652030739	1.4139137566446665e-06	bc1010.bc1012	1		1	bc1010.bc1012	1
L-Leucine	0.0	0.0	0.0	0.0	1.9988105652030739	1.4139137566446665e-06	0.0	0.0	1.9988105652030739	1.4139137566446665e-06	bc1010.bc1012	1		1	bc1010.bc1012	1
L-Lysine	0.0	0.0	0.0	0.0	1.9988105652030739	1.4139137566446665e-06	0.0	0.0	1.9988105652030739	1.4139137566446665e-06	bc1010.bc1012	1		1	bc1010.bc1012	1
L-Malate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
L-Methionine	0.0	0.0	0.0	0.0	1.9988105652030739	1.4139137566446665e-06	0.0	0.0	1.9988105652030739	1.4139137566446665e-06	bc1010.bc1012	1		1	bc1010.bc1012	1
L-Phenylalanine	0.0	0.0	0.0	0.0	1.9988105652030739	1.4139137566446665e-06	0.0	0.0	1.9988105652030739	1.4139137566446665e-06	bc1010.bc1012	1		1	bc1010.bc1012	1
L-Proline	0.0	0.0	0.0	0.0	1.9988105652030739	1.4139137566446665e-06	0.0	0.0	1.9988105652030739	1.4139137566446665e-06	bc1010.bc1012	1		1	bc1010.bc1012	1
L-Serine	0.0	0.0	0.0	0.0	1.9988105652030739	1.4139137566446665e-06	0.0	0.0	1.9988105652030739	1.4139137566446665e-06	bc1010.bc1012	1		1	bc1010.bc1012	1
L-Threonine	0.0	0.0	0.0	0.0	1.9988105652030739	1.4139137566446665e-06	0.0	0.0	1.9988105652030739	1.4139137566446665e-06	bc1010.bc1012	1		1	bc1010.bc1012	1
L-Tryptophan	0.0	0.0	0.0	0.0	1.9988105652030739	1.4139137566446665e-06	0.0	0.0	1.9988105652030739	1.4139137566446665e-06	bc1010.bc1012	1		1	bc1010.bc1012	1
L-Tyrosine	0.0	0.0	0.0	0.0	1.9988105652030739	1.4139137566446665e-06	0.0	0.0	1.9988105652030739	1.4139137566446665e-06	bc1010.bc1012	1		1	bc1010.bc1012	1
L-Valine	0.0	0.0	0.0	0.0	1.9988105652030739	1.4139137566446665e-06	0.0	0.0	1.9988105652030739	1.4139137566446665e-06	bc1010.bc1012	1		1	bc1010.bc1012	1
Methanol	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Mg	0.0	0.0	0.0	0.0	1.9988105652030739	1.4139137566446665e-06	0.0	0.0	1.9988105652030739	1.4139137566446665e-06	bc1010.bc1012	1		1	bc1010.bc1012	1
Mn2+	0.0	0.0	0.0	0.0	1.9988105652030739	1.4139137566446665e-06	0.0	0.0	1.9988105652030739	1.4139137566446665e-06	bc1010.bc1012	1		1	bc1010.bc1012	1
Myristic acid	0.0	0.0	0.0	0.0	1.9988105652030739	1.4139137566446665e-06	0.0	0.0	1.9988105652030739	1.4139137566446665e-06	bc1010.bc1012	1		1	bc1010.bc1012	1
N-Acetyl-D-glucosamine	0.0	0.0	0.0	0.0	0.9994052826015369	3.534784391611666e-07	0.0	0.0	0.9994052826015369	3.534784391611666e-07	bc1012	1		1	bc1012	1
NADP	0.0	0.0	0.0	0.0	1.9988105652030739	1.4139137566446665e-06	0.0	0.0	1.9988105652030739	1.4139137566446665e-06	bc1010.bc1012	1		1	bc1010.bc1012	1
NH3	0.0	0.0	0.0	0.0	0.9994052826015369	3.534784391611666e-07	0.0	0.0	0.9994052826015369	3.534784391611666e-07	bc1010	1		1	bc1010	1
Na+	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Niacin	0.0	0.0	0.0	0.0	1.9988105652030739	1.4139137566446665e-06	0.0	0.0	1.9988105652030739	1.4139137566446665e-06	bc1010.bc1012	1		1	bc1010.bc1012	1
Nicotinamide ribonucleotide	0.0	0.0	0.0	0.0	1.9988105652030739	1.4139137566446665e-06	0.0	0.0	1.9988105652030739	1.4139137566446665e-06	bc1010.bc1012	1		1	bc1010.bc1012	1
Nitrate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Nitrite	0.0	0.0	0.0	0.0	0.9994052826015369	3.534784391611666e-07	0.0	0.0	0.9994052826015369	3.534784391611666e-07	bc1010	1		1	bc1010	1
O2	0.035832804446269406	0.012143164797929774	0.045327955288745746	0.004858003532752916	1.9988105652030739	1.4139137566446665e-06	0.597599757217515	0.8346120314105211	2.5964103224205886	0.8346142907816038	bc1010.bc1012	1	bc1010.bc1012.bc1012.	3	bc1010.bc1012bc1010.bc1012.bc1012bc1010.bc1012.bc1010.bc1012	3
Oxidized glutathione	0.0	0.0	0.0	0.0	1.9988105652030739	1.4139137566446665e-06	0.0	0.0	1.9988105652030739	1.4139137566446665e-06	bc1010.bc1012	1		1	bc1010.bc1012	1
PAN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
PPi	0.0	0.0	0.0	0.0	0.9994052826015369	3.534784391611666e-07	0.0	0.0	0.9994052826015369	3.534784391611666e-07	bc1012	1		1	bc1012	1
Putrescine	0.0	0.0	0.0	0.0	1.9988105652030739	1.4139137566446665e-06	0.0	0.0	1.9988105652030739	1.4139137566446665e-06	bc1010.bc1012	1		1	bc1010.bc1012	1
Pyridoxal	0.0	0.0	0.0	0.0	1.9988105652030739	1.4139137566446665e-06	0.0	0.0	1.9988105652030739	1.4139137566446665e-06	bc1010.bc1012	1		1	bc1010.bc1012	1
Riboflavin	0.0	0.0	0.0	0.0	1.9988105652030739	1.4139137566446665e-06	0.0	0.0	1.9988105652030739	1.4139137566446665e-06	bc1010.bc1012	1		1	bc1010.bc1012	1
S-Adenosyl-L-methionine	0.0	0.0	0.0	0.0	1.9988105652030739	1.4139137566446665e-06	0.0	0.0	1.9988105652030739	1.4139137566446665e-06	bc1010.bc1012	1		1	bc1010.bc1012	1
Spermidine	0.0	0.0	0.0	0.0	1.9988105652030739	1.4139137566446665e-06	0.0	0.0	1.9988105652030739	1.4139137566446665e-06	bc1010.bc1012	1		1	bc1010.bc1012	1
Succinate	0.0	0.0	0.0	0.0	1.2998299734441623	0.2101165857511186	0.0	0.0	1.2998299734441623	0.2101165857511186	bc1010.bc1012.bc1010	2		1	bc1010.bc1012.bc1010	2
Sulfate	0.0	0.0	0.0	0.0	1.9988105652030739	1.4139137566446665e-06	0.0	0.0	1.9988105652030739	1.4139137566446665e-06	bc1010.bc1012	1		1	bc1010.bc1012	1
TRHL	0.0	0.0	0.0	0.0	1.9988105652030739	1.4139137566446665e-06	0.0	0.0	1.9988105652030739	1.4139137566446665e-06	bc1010.bc1012	1		1	bc1010.bc1012	1
TTP	0.0	0.0	0.0	0.0	1.9988105652030739	1.4139137566446665e-06	0.0	0.0	1.9988105652030739	1.4139137566446665e-06	bc1010.bc1012	1		1	bc1010.bc1012	1
Thiamin	0.0	0.0	0.0	0.0	1.9988105652030739	1.4139137566446665e-06	0.0	0.0	1.9988105652030739	1.4139137566446665e-06	bc1010.bc1012	1		1	bc1010.bc1012	1
UMP	0.0	0.0	0.0	0.0	1.9988105652030739	1.4139137566446665e-06	0.0	0.0	1.9988105652030739	1.4139137566446665e-06	bc1010.bc1012	1		1	bc1010.bc1012	1
Zn2+	0.0	0.0	0.0	0.0	1.9988105652030739	1.4139137566446665e-06	0.0	0.0	1.9988105652030739	1.4139137566446665e-06	bc1010.bc1012	1		1	bc1010.bc1012	1
chromate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
dATP	0.0	0.0	0.0	0.0	1.9988105652030739	1.4139137566446665e-06	0.0	0.0	1.9988105652030739	1.4139137566446665e-06	bc1010.bc1012	1		1	bc1010.bc1012	1
dGTP	0.0	0.0	0.0	0.0	1.9988105652030739	1.4139137566446665e-06	0.0	0.0	1.9988105652030739	1.4139137566446665e-06	bc1010.bc1012	1		1	bc1010.bc1012	1
ddca	0.0	0.0	0.0	0.0	1.9988105652030739	1.4139137566446665e-06	0.0	0.0	1.9988105652030739	1.4139137566446665e-06	bc1010.bc1012	1		1	bc1010.bc1012	1
fe3	0.0	0.0	0.0	0.0	1.9988105652030739	1.4139137566446665e-06	0.0	0.0	1.9988105652030739	1.4139137566446665e-06	bc1010.bc1012	1		1	bc1010.bc1012	1
gamma-butyrobetaine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
meso-2,6-Diaminopimelate	0.0	0.0	0.0	0.0	1.9988105652030739	1.4139137566446665e-06	0.0	0.0	1.9988105652030739	1.4139137566446665e-06	bc1010.bc1012	1		1	bc1010.bc1012	1
