	Avg_bc1012	Var_bc1012	Avg_bc1002	Var_bc1002	Avg_InAmount	Var_InAmount	Avg_OutAmount	Var_OutAmount	Avg_AllAmount	Var_AllAmount	In	InAmount	Out	OutAmount	All	AllAmount
Deoxyguanosine	0.0	0.0	0.0	0.0	1.9921655143883912	6.113872770677241e-05	0.0	0.0	1.9921655143883912	6.113872770677241e-05	bc1002.bc1012	1		1	bc1002.bc1012	1
Enterobactin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Fe-enterochlin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Folate	0.0	0.0	0.0	0.0	1.9921655143883912	6.113872770677241e-05	0.0	0.0	1.9921655143883912	6.113872770677241e-05	bc1002.bc1012	1		1	bc1002.bc1012	1
Formate	0.0	0.0	0.0	0.0	0.9960827571941956	1.5284681926693104e-05	0.0	0.0	0.9960827571941956	1.5284681926693104e-05	bc1012	1		1	bc1012	1
Fumarate	0.005305777160416545	0.0028756392499118787	0.0	0.0	0.2990956546428342	0.20928701448461293	0.2583782942722656	0.19135743876532485	0.5574739489150998	0.7622359439751596	bc1012.	2	bc1012.	2	bc1012bc1012.bc1012.	3
GTP	0.0	0.0	0.0	0.0	1.9921655143883912	6.113872770677241e-05	0.0	0.0	1.9921655143883912	6.113872770677241e-05	bc1002.bc1012	1		1	bc1002.bc1012	1
Glycerol	0.0	0.0	0.0	0.0	1.9921655143883912	6.113872770677241e-05	0.0	0.0	1.9921655143883912	6.113872770677241e-05	bc1002.bc1012	1		1	bc1002.bc1012	1
Glycine	0.0	0.0	0.0	0.0	1.9921655143883912	6.113872770677241e-05	0.0	0.0	1.9921655143883912	6.113872770677241e-05	bc1002.bc1012	1		1	bc1002.bc1012	1
H+	0.0	0.0	0.0	0.0	1.9921655143883912	6.113872770677241e-05	0.0	0.0	1.9921655143883912	6.113872770677241e-05	bc1002.bc1012	1		1	bc1002.bc1012	1
H2O	0.0	0.0	0.0	0.0	1.9921655143883912	6.113872770677241e-05	0.0	0.0	1.9921655143883912	6.113872770677241e-05	bc1002.bc1012	1		1	bc1002.bc1012	1
Heme	0.0	0.0	0.0	0.0	1.9921655143883912	6.113872770677241e-05	0.0	0.0	1.9921655143883912	6.113872770677241e-05	bc1002.bc1012	1		1	bc1002.bc1012	1
K+	0.0	0.0	0.0	0.0	1.9921655143883912	6.113872770677241e-05	0.0	0.0	1.9921655143883912	6.113872770677241e-05	bc1002.bc1012	1		1	bc1002.bc1012	1
L-Alanine	0.0	0.0	0.0	0.0	1.9921655143883912	6.113872770677241e-05	0.0	0.0	1.9921655143883912	6.113872770677241e-05	bc1002.bc1012	1		1	bc1002.bc1012	1
L-Arginine	0.0	0.0	0.0	0.0	1.9921655143883912	6.113872770677241e-05	0.0	0.0	1.9921655143883912	6.113872770677241e-05	bc1002.bc1012	1		1	bc1002.bc1012	1
L-Asparagine	0.0	0.0	0.0	0.0	1.9921655143883912	6.113872770677241e-05	0.0	0.0	1.9921655143883912	6.113872770677241e-05	bc1002.bc1012	1		1	bc1002.bc1012	1
L-Aspartate	0.0	0.0	0.0	0.0	1.9921655143883912	6.113872770677241e-05	0.0	0.0	1.9921655143883912	6.113872770677241e-05	bc1002.bc1012	1		1	bc1002.bc1012	1
L-Cysteine	0.0	0.0	0.0	0.0	1.9921655143883912	6.113872770677241e-05	0.0	0.0	1.9921655143883912	6.113872770677241e-05	bc1002.bc1012	1		1	bc1002.bc1012	1
L-Glutamate	0.0	0.0	0.0	0.0	1.9921655143883912	6.113872770677241e-05	0.0	0.0	1.9921655143883912	6.113872770677241e-05	bc1002.bc1012	1		1	bc1002.bc1012	1
L-Glutamine	0.0	0.0	0.0	0.0	1.9921655143883912	6.113872770677241e-05	0.0	0.0	1.9921655143883912	6.113872770677241e-05	bc1002.bc1012	1		1	bc1002.bc1012	1
L-Histidine	0.0	0.0	0.0	0.0	1.9921655143883912	6.113872770677241e-05	0.0	0.0	1.9921655143883912	6.113872770677241e-05	bc1002.bc1012	1		1	bc1002.bc1012	1
L-Isoleucine	0.0	0.0	0.0	0.0	1.9921655143883912	6.113872770677241e-05	0.0	0.0	1.9921655143883912	6.113872770677241e-05	bc1002.bc1012	1		1	bc1002.bc1012	1
L-Leucine	0.0	0.0	0.0	0.0	1.9921655143883912	6.113872770677241e-05	0.0	0.0	1.9921655143883912	6.113872770677241e-05	bc1002.bc1012	1		1	bc1002.bc1012	1
L-Lysine	0.0	0.0	0.0	0.0	1.9921655143883912	6.113872770677241e-05	0.0	0.0	1.9921655143883912	6.113872770677241e-05	bc1002.bc1012	1		1	bc1002.bc1012	1
L-Malate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
L-Methionine	0.0	0.0	0.0	0.0	1.9921655143883912	6.113872770677241e-05	0.0	0.0	1.9921655143883912	6.113872770677241e-05	bc1002.bc1012	1		1	bc1002.bc1012	1
L-Phenylalanine	0.0	0.0	0.0	0.0	1.9921655143883912	6.113872770677241e-05	0.0	0.0	1.9921655143883912	6.113872770677241e-05	bc1002.bc1012	1		1	bc1002.bc1012	1
L-Proline	0.0	0.0	0.0	0.0	1.9921655143883912	6.113872770677241e-05	0.0	0.0	1.9921655143883912	6.113872770677241e-05	bc1002.bc1012	1		1	bc1002.bc1012	1
L-Serine	0.0	0.0	0.0	0.0	1.9921655143883912	6.113872770677241e-05	0.0	0.0	1.9921655143883912	6.113872770677241e-05	bc1002.bc1012	1		1	bc1002.bc1012	1
L-Threonine	0.0	0.0	0.0	0.0	1.9921655143883912	6.113872770677241e-05	0.0	0.0	1.9921655143883912	6.113872770677241e-05	bc1002.bc1012	1		1	bc1002.bc1012	1
L-Tryptophan	0.0	0.0	0.0	0.0	1.9921655143883912	6.113872770677241e-05	0.0	0.0	1.9921655143883912	6.113872770677241e-05	bc1002.bc1012	1		1	bc1002.bc1012	1
L-Tyrosine	0.0	0.0	0.0	0.0	1.9921655143883912	6.113872770677241e-05	0.0	0.0	1.9921655143883912	6.113872770677241e-05	bc1002.bc1012	1		1	bc1002.bc1012	1
L-Valine	0.0	0.0	0.0	0.0	1.9921655143883912	6.113872770677241e-05	0.0	0.0	1.9921655143883912	6.113872770677241e-05	bc1002.bc1012	1		1	bc1002.bc1012	1
Methanol	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Mg	0.0	0.0	0.0	0.0	1.9921655143883912	6.113872770677241e-05	0.0	0.0	1.9921655143883912	6.113872770677241e-05	bc1002.bc1012	1		1	bc1002.bc1012	1
Mn2+	0.0	0.0	0.0	0.0	1.9921655143883912	6.113872770677241e-05	0.0	0.0	1.9921655143883912	6.113872770677241e-05	bc1002.bc1012	1		1	bc1002.bc1012	1
Myristic acid	0.0	0.0	0.0	0.0	1.9921655143883912	6.113872770677241e-05	0.0	0.0	1.9921655143883912	6.113872770677241e-05	bc1002.bc1012	1		1	bc1002.bc1012	1
N-Acetyl-D-glucosamine	0.0	0.0	0.0	0.0	0.9960827571941956	1.5284681926693104e-05	0.0	0.0	0.9960827571941956	1.5284681926693104e-05	bc1012	1		1	bc1012	1
NADP	0.0	0.0	0.0	0.0	1.9921655143883912	6.113872770677241e-05	0.0	0.0	1.9921655143883912	6.113872770677241e-05	bc1002.bc1012	1		1	bc1002.bc1012	1
Na+	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Niacin	0.0	0.0	0.0	0.0	1.9921655143883912	6.113872770677241e-05	0.0	0.0	1.9921655143883912	6.113872770677241e-05	bc1002.bc1012	1		1	bc1002.bc1012	1
Nicotinamide ribonucleotide	0.0	0.0	0.0	0.0	1.9921655143883912	6.113872770677241e-05	0.0	0.0	1.9921655143883912	6.113872770677241e-05	bc1002.bc1012	1		1	bc1002.bc1012	1
Nitrate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Nitrite	0.0	0.0	0.0	0.0	0.9960827571941956	1.5284681926693104e-05	0.0	0.0	0.9960827571941956	1.5284681926693104e-05	bc1002	1		1	bc1002	1
O2	0.033316796519199623	0.015304503417777168	0.04572950587323765	0.004892684954659797	1.9921655143883912	6.113872770677241e-05	0.5981758121059974	0.8371201793425914	2.5903413264943884	0.8372180336020483	bc1002.bc1012	1	bc1002.bc1012.bc1012.	3	bc1002.bc1012bc1002.bc1012.bc1012bc1002.bc1012.bc1002.bc1012	3
Oxidized glutathione	0.0	0.0	0.0	0.0	1.9921655143883912	6.113872770677241e-05	0.0	0.0	1.9921655143883912	6.113872770677241e-05	bc1002.bc1012	1		1	bc1002.bc1012	1
PAN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
PPi	0.0	0.0	0.0	0.0	1.9921655143883912	6.113872770677241e-05	0.0	0.0	1.9921655143883912	6.113872770677241e-05	bc1002.bc1012	1		1	bc1002.bc1012	1
Putrescine	0.0	0.0	0.0	0.0	1.9921655143883912	6.113872770677241e-05	0.0	0.0	1.9921655143883912	6.113872770677241e-05	bc1002.bc1012	1		1	bc1002.bc1012	1
Pyridoxal	0.0	0.0	0.0	0.0	1.9921655143883912	6.113872770677241e-05	0.0	0.0	1.9921655143883912	6.113872770677241e-05	bc1002.bc1012	1		1	bc1002.bc1012	1
Riboflavin	0.0	0.0	0.0	0.0	1.9921655143883912	6.113872770677241e-05	0.0	0.0	1.9921655143883912	6.113872770677241e-05	bc1002.bc1012	1		1	bc1002.bc1012	1
S-Adenosyl-L-methionine	0.0	0.0	0.0	0.0	1.9921655143883912	6.113872770677241e-05	0.0	0.0	1.9921655143883912	6.113872770677241e-05	bc1002.bc1012	1		1	bc1002.bc1012	1
Spermidine	0.0	0.0	0.0	0.0	1.9921655143883912	6.113872770677241e-05	0.0	0.0	1.9921655143883912	6.113872770677241e-05	bc1002.bc1012	1		1	bc1002.bc1012	1
Succinate	0.0	0.0	0.0	0.0	0.2990956546428342	0.20928701448461293	0.0	0.0	0.2990956546428342	0.20928701448461293	bc1012.	2		1	bc1012.	2
Sulfate	0.0	0.0	0.0	0.0	1.9921655143883912	6.113872770677241e-05	0.0	0.0	1.9921655143883912	6.113872770677241e-05	bc1002.bc1012	1		1	bc1002.bc1012	1
TRHL	0.0	0.0	0.0	0.0	1.9921655143883912	6.113872770677241e-05	0.0	0.0	1.9921655143883912	6.113872770677241e-05	bc1002.bc1012	1		1	bc1002.bc1012	1
TTP	0.0	0.0	0.0	0.0	1.9921655143883912	6.113872770677241e-05	0.0	0.0	1.9921655143883912	6.113872770677241e-05	bc1002.bc1012	1		1	bc1002.bc1012	1
Thiamin	0.0	0.0	0.0	0.0	1.9921655143883912	6.113872770677241e-05	0.0	0.0	1.9921655143883912	6.113872770677241e-05	bc1002.bc1012	1		1	bc1002.bc1012	1
UMP	0.0	0.0	0.0	0.0	1.9921655143883912	6.113872770677241e-05	0.0	0.0	1.9921655143883912	6.113872770677241e-05	bc1002.bc1012	1		1	bc1002.bc1012	1
Zn2+	0.0	0.0	0.0	0.0	1.9921655143883912	6.113872770677241e-05	0.0	0.0	1.9921655143883912	6.113872770677241e-05	bc1002.bc1012	1		1	bc1002.bc1012	1
chromate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
dATP	0.0	0.0	0.0	0.0	1.9921655143883912	6.113872770677241e-05	0.0	0.0	1.9921655143883912	6.113872770677241e-05	bc1002.bc1012	1		1	bc1002.bc1012	1
dGTP	0.0	0.0	0.0	0.0	1.9921655143883912	6.113872770677241e-05	0.0	0.0	1.9921655143883912	6.113872770677241e-05	bc1002.bc1012	1		1	bc1002.bc1012	1
ddca	0.0	0.0	0.0	0.0	1.9921655143883912	6.113872770677241e-05	0.0	0.0	1.9921655143883912	6.113872770677241e-05	bc1002.bc1012	1		1	bc1002.bc1012	1
fe3	0.0	0.0	0.0	0.0	1.9921655143883912	6.113872770677241e-05	0.0	0.0	1.9921655143883912	6.113872770677241e-05	bc1002.bc1012	1		1	bc1002.bc1012	1
meso-2,6-Diaminopimelate	0.0	0.0	0.0	0.0	1.9921655143883912	6.113872770677241e-05	0.0	0.0	1.9921655143883912	6.113872770677241e-05	bc1002.bc1012	1		1	bc1002.bc1012	1
