	Avg_bc1002	Var_bc1002	Avg_bc1015	Var_bc1015	Avg_InAmount	Var_InAmount	Avg_OutAmount	Var_OutAmount	Avg_AllAmount	Var_AllAmount	In	InAmount	Out	OutAmount	All	AllAmount
Glycine	0.0	0.0	0.0	0.0	1.9988332483164784	1.360515335930394e-06	0.0	0.0	1.9988332483164784	1.360515335930394e-06	bc1002.bc1015	1		1	bc1002.bc1015	1
H+	0.0	0.0	0.0	0.0	1.9988332483164784	1.360515335930394e-06	0.0	0.0	1.9988332483164784	1.360515335930394e-06	bc1002.bc1015	1		1	bc1002.bc1015	1
H2O	0.0	0.0	0.0	0.0	1.9988332483164784	1.360515335930394e-06	0.0	0.0	1.9988332483164784	1.360515335930394e-06	bc1002.bc1015	1		1	bc1002.bc1015	1
Heme	0.0	0.0	0.0	0.0	1.9988332483164784	1.360515335930394e-06	0.0	0.0	1.9988332483164784	1.360515335930394e-06	bc1002.bc1015	1		1	bc1002.bc1015	1
K+	0.0	0.0	0.0	0.0	1.9988332483164784	1.360515335930394e-06	0.0	0.0	1.9988332483164784	1.360515335930394e-06	bc1002.bc1015	1		1	bc1002.bc1015	1
L-Alanine	0.0	0.0	0.0	0.0	1.9988332483164784	1.360515335930394e-06	0.0	0.0	1.9988332483164784	1.360515335930394e-06	bc1002.bc1015	1		1	bc1002.bc1015	1
L-Arginine	0.0	0.0	0.0	0.0	1.9988332483164784	1.360515335930394e-06	0.0	0.0	1.9988332483164784	1.360515335930394e-06	bc1002.bc1015	1		1	bc1002.bc1015	1
L-Asparagine	0.0	0.0	0.0	0.0	1.9988332483164784	1.360515335930394e-06	0.0	0.0	1.9988332483164784	1.360515335930394e-06	bc1002.bc1015	1		1	bc1002.bc1015	1
L-Aspartate	0.0	0.0	0.0	0.0	1.9988332483164784	1.360515335930394e-06	0.0	0.0	1.9988332483164784	1.360515335930394e-06	bc1002.bc1015	1		1	bc1002.bc1015	1
L-Cysteine	0.0	0.0	0.0	0.0	1.9988332483164784	1.360515335930394e-06	0.0	0.0	1.9988332483164784	1.360515335930394e-06	bc1002.bc1015	1		1	bc1002.bc1015	1
L-Glutamate	0.0	0.0	0.0	0.0	1.9988332483164784	1.360515335930394e-06	0.0	0.0	1.9988332483164784	1.360515335930394e-06	bc1002.bc1015	1		1	bc1002.bc1015	1
L-Glutamine	0.0	0.0	0.0	0.0	1.9988332483164784	1.360515335930394e-06	0.0	0.0	1.9988332483164784	1.360515335930394e-06	bc1002.bc1015	1		1	bc1002.bc1015	1
L-Histidine	0.0	0.0	0.0	0.0	1.9988332483164784	1.360515335930394e-06	0.0	0.0	1.9988332483164784	1.360515335930394e-06	bc1002.bc1015	1		1	bc1002.bc1015	1
L-Isoleucine	0.0	0.0	0.0	0.0	1.9988332483164784	1.360515335930394e-06	0.0	0.0	1.9988332483164784	1.360515335930394e-06	bc1002.bc1015	1		1	bc1002.bc1015	1
L-Leucine	0.0	0.0	0.0	0.0	1.9988332483164784	1.360515335930394e-06	0.0	0.0	1.9988332483164784	1.360515335930394e-06	bc1002.bc1015	1		1	bc1002.bc1015	1
L-Lysine	0.0	0.0	0.0	0.0	1.9988332483164784	1.360515335930394e-06	0.0	0.0	1.9988332483164784	1.360515335930394e-06	bc1002.bc1015	1		1	bc1002.bc1015	1
L-Methionine	0.0	0.0	0.0	0.0	1.9988332483164784	1.360515335930394e-06	0.0	0.0	1.9988332483164784	1.360515335930394e-06	bc1002.bc1015	1		1	bc1002.bc1015	1
L-Phenylalanine	0.0	0.0	0.0	0.0	1.9988332483164784	1.360515335930394e-06	0.0	0.0	1.9988332483164784	1.360515335930394e-06	bc1002.bc1015	1		1	bc1002.bc1015	1
L-Proline	0.0	0.0	0.0	0.0	1.9988332483164784	1.360515335930394e-06	0.0	0.0	1.9988332483164784	1.360515335930394e-06	bc1002.bc1015	1		1	bc1002.bc1015	1
L-Serine	0.0	0.0	0.0	0.0	1.9988332483164784	1.360515335930394e-06	0.0	0.0	1.9988332483164784	1.360515335930394e-06	bc1002.bc1015	1		1	bc1002.bc1015	1
L-Threonine	0.0	0.0	0.0	0.0	1.9988332483164784	1.360515335930394e-06	0.0	0.0	1.9988332483164784	1.360515335930394e-06	bc1002.bc1015	1		1	bc1002.bc1015	1
L-Tryptophan	0.0	0.0	0.0	0.0	1.9988332483164784	1.360515335930394e-06	0.0	0.0	1.9988332483164784	1.360515335930394e-06	bc1002.bc1015	1		1	bc1002.bc1015	1
L-Tyrosine	0.0	0.0	0.0	0.0	1.9988332483164784	1.360515335930394e-06	0.0	0.0	1.9988332483164784	1.360515335930394e-06	bc1002.bc1015	1		1	bc1002.bc1015	1
L-Valine	0.0	0.0	0.0	0.0	1.9988332483164784	1.360515335930394e-06	0.0	0.0	1.9988332483164784	1.360515335930394e-06	bc1002.bc1015	1		1	bc1002.bc1015	1
Methanol	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Mg	0.0	0.0	0.0	0.0	1.9988332483164784	1.360515335930394e-06	0.0	0.0	1.9988332483164784	1.360515335930394e-06	bc1002.bc1015	1		1	bc1002.bc1015	1
Mn2+	0.0	0.0	0.0	0.0	1.9988332483164784	1.360515335930394e-06	0.0	0.0	1.9988332483164784	1.360515335930394e-06	bc1002.bc1015	1		1	bc1002.bc1015	1
Myristic acid	0.0	0.0	0.0	0.0	1.9988332483164784	1.360515335930394e-06	0.0	0.0	1.9988332483164784	1.360515335930394e-06	bc1002.bc1015	1		1	bc1002.bc1015	1
N-Acetyl-D-glucosamine	0.0	0.0	0.0	0.0	0.9994166241582392	3.401288339825985e-07	0.0	0.0	0.9994166241582392	3.401288339825985e-07	bc1015	1		1	bc1015	1
NADP	0.0	0.0	0.0	0.0	1.9988332483164784	1.360515335930394e-06	0.0	0.0	1.9988332483164784	1.360515335930394e-06	bc1002.bc1015	1		1	bc1002.bc1015	1
NH3	0.0	0.0	0.0	0.0	0.9994166241582392	3.401288339825985e-07	0.0	0.0	0.9994166241582392	3.401288339825985e-07	bc1015	1		1	bc1015	1
Na+	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Niacin	0.0	0.0	0.0	0.0	1.9988332483164784	1.360515335930394e-06	0.0	0.0	1.9988332483164784	1.360515335930394e-06	bc1002.bc1015	1		1	bc1002.bc1015	1
Nicotinamide ribonucleotide	0.0	0.0	0.0	0.0	1.9988332483164784	1.360515335930394e-06	0.0	0.0	1.9988332483164784	1.360515335930394e-06	bc1002.bc1015	1		1	bc1002.bc1015	1
Nitrate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Nitrite	0.0	0.0	0.0	0.0	0.9994166241582392	3.401288339825985e-07	0.0	0.0	0.9994166241582392	3.401288339825985e-07	bc1002	1		1	bc1002	1
O2	0.07132566042313807	0.005815411531039096	0.07148801343920193	0.0058419159936130205	1.9988332483164784	1.360515335930394e-06	0.9329683032066369	0.9949989638757717	2.9318015515231153	0.9950015944497137	bc1002.bc1015	1	bc1002.bc1015.	2	bc1002.bc1015bc1002.bc1015.bc1002.bc1015	2
Oxidized glutathione	0.0	0.0	0.0	0.0	1.9988332483164784	1.360515335930394e-06	0.0	0.0	1.9988332483164784	1.360515335930394e-06	bc1002.bc1015	1		1	bc1002.bc1015	1
PAN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
PPi	0.0	0.0	0.0	0.0	1.9988332483164784	1.360515335930394e-06	0.0	0.0	1.9988332483164784	1.360515335930394e-06	bc1002.bc1015	1		1	bc1002.bc1015	1
Putrescine	0.0	0.0	0.0	0.0	1.9988332483164784	1.360515335930394e-06	0.0	0.0	1.9988332483164784	1.360515335930394e-06	bc1002.bc1015	1		1	bc1002.bc1015	1
Pyridoxal	0.0	0.0	0.0	0.0	1.9988332483164784	1.360515335930394e-06	0.0	0.0	1.9988332483164784	1.360515335930394e-06	bc1002.bc1015	1		1	bc1002.bc1015	1
Riboflavin	0.0	0.0	0.0	0.0	1.9988332483164784	1.360515335930394e-06	0.0	0.0	1.9988332483164784	1.360515335930394e-06	bc1002.bc1015	1		1	bc1002.bc1015	1
S-Adenosyl-L-methionine	0.0	0.0	0.0	0.0	1.9988332483164784	1.360515335930394e-06	0.0	0.0	1.9988332483164784	1.360515335930394e-06	bc1002.bc1015	1		1	bc1002.bc1015	1
Spermidine	0.0	0.0	0.0	0.0	1.9988332483164784	1.360515335930394e-06	0.0	0.0	1.9988332483164784	1.360515335930394e-06	bc1002.bc1015	1		1	bc1002.bc1015	1
Sulfate	0.0	0.0	0.0	0.0	1.9988332483164784	1.360515335930394e-06	0.0	0.0	1.9988332483164784	1.360515335930394e-06	bc1002.bc1015	1		1	bc1002.bc1015	1
TRHL	0.0	0.0	0.0	0.0	1.9988332483164784	1.360515335930394e-06	0.0	0.0	1.9988332483164784	1.360515335930394e-06	bc1002.bc1015	1		1	bc1002.bc1015	1
TTP	0.0	0.0	0.0	0.0	1.9988332483164784	1.360515335930394e-06	0.0	0.0	1.9988332483164784	1.360515335930394e-06	bc1002.bc1015	1		1	bc1002.bc1015	1
Thiamin	0.0	0.0	0.0	0.0	1.9988332483164784	1.360515335930394e-06	0.0	0.0	1.9988332483164784	1.360515335930394e-06	bc1002.bc1015	1		1	bc1002.bc1015	1
UMP	0.0	0.0	0.0	0.0	1.9988332483164784	1.360515335930394e-06	0.0	0.0	1.9988332483164784	1.360515335930394e-06	bc1002.bc1015	1		1	bc1002.bc1015	1
Uracil	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Zn2+	0.0	0.0	0.0	0.0	1.9988332483164784	1.360515335930394e-06	0.0	0.0	1.9988332483164784	1.360515335930394e-06	bc1002.bc1015	1		1	bc1002.bc1015	1
chromate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
dATP	0.0	0.0	0.0	0.0	1.9988332483164784	1.360515335930394e-06	0.0	0.0	1.9988332483164784	1.360515335930394e-06	bc1002.bc1015	1		1	bc1002.bc1015	1
dGTP	0.0	0.0	0.0	0.0	1.9988332483164784	1.360515335930394e-06	0.0	0.0	1.9988332483164784	1.360515335930394e-06	bc1002.bc1015	1		1	bc1002.bc1015	1
ddca	0.0	0.0	0.0	0.0	1.9988332483164784	1.360515335930394e-06	0.0	0.0	1.9988332483164784	1.360515335930394e-06	bc1002.bc1015	1		1	bc1002.bc1015	1
fe3	0.0	0.0	0.0	0.0	1.9988332483164784	1.360515335930394e-06	0.0	0.0	1.9988332483164784	1.360515335930394e-06	bc1002.bc1015	1		1	bc1002.bc1015	1
meso-2,6-Diaminopimelate	0.0	0.0	0.0	0.0	1.9988332483164784	1.360515335930394e-06	0.0	0.0	1.9988332483164784	1.360515335930394e-06	bc1002.bc1015	1		1	bc1002.bc1015	1
