	0.0000-0.8223	0.8223-0.8223	0.8226-1.5541	Source	Target
bc1009##H2O##Microbe	2.01665228788928	11.40677447428275	3.5033423496348894	bc1009	H2O
bc1001##L-Lysine##Microbe	-0.04348972726642104	-0.04348972726642104	-0.07926147129534021	bc1001	L-Lysine
bc1001##TTP##Microbe	-0.001364462721009687	-0.001364462721009687	-0.0024867785933065938	bc1001	TTP
bc1001##fe3##Microbe	-0.0012826507447264016	-0.0012826507447264016	-0.0023376735513258268	bc1001	fe3
bc1001##Cl-##Microbe	-0.00042755024823390913	-0.00042755024823390913	-0.0007792245170936153	bc1001	Cl-
bc1001##H2O##Microbe	2.0183187484056977	2.0183187484056977	3.6784529036385756	bc1001	H2O
bc1009##L-Phenylalanine##Microbe	-0.02367157907084641	-0.2423097727462941	-0.03872470251049457	bc1009	L-Phenylalanine
bc1009##Niacin##Microbe	0.0004298889312797389	0.0044004791118666805	0.0007032619550438113	bc1009	Niacin
bc1009##PPi##Microbe	0.004445026090813448	0.045500693414096065	0.007271686967001917	bc1009	PPi
bc1009##Spermidine##Microbe	-0.00042988893128152245	-0.004400479111811917	-0.0007032619550473328	bc1009	Spermidine
bc1001##Niacin##Microbe	0.00042755024822987357	0.00042755024822987357	0.000779224517087074	bc1001	Niacin
bc1009##L-Valine##Microbe	-0.05396028543239083	-0.5523545540126057	-0.08827446595331517	bc1009	L-Valine
bc1009##L-Arginine##Microbe	-0.03779266514480668	-0.38685767752587785	-0.06182560573720861	bc1009	L-Arginine
bc1009##GTP##Microbe	-0.020743618000587386	-0.21233823686256836	-0.03393480568659902	bc1009	GTP
bc1001##L-Valine##Microbe	-0.05366673052689175	-0.05366673052689175	-0.09780939749550033	bc1001	L-Valine
bc1009##D-Glucose##Microbe	-0.5488456961569521	-1.0000000000002518	-1.0000000000000024	bc1009	D-Glucose
bc1009##4-Hydroxybenzoate##Microbe	-0.00042988893126367437	-0.004400479111593626	-0.0007032619550194572	bc1009	4-Hydroxybenzoate
bc1001##GTP##Microbe	-0.020630768508165868	-0.020630768508165868	-0.03760026030730163	bc1001	GTP
bc1009##Mn2+##Microbe	-0.00042988893128239936	-0.0044004791118209974	-0.0007032619550493141	bc1009	Mn2+
bc1009##Deoxyguanosine##Microbe	-0.0004298889312808356	-0.004400479111944057	-0.0007032619550436784	bc1009	Deoxyguanosine
bc1009##Acetate##Microbe	0.8915634094583766	-0.1099912486993504	1.6627920430961354	bc1009	Acetate
bc1001##D-Glucose##Microbe	-0.5486868532173556	-0.5486868532173556	-0.9999999999999978	bc1001	D-Glucose
bc1009##dATP##Microbe	-0.00266910464465084	-0.027321799612441373	-0.004366429591540402	bc1009	dATP
bc1001##Mn2+##Microbe	-0.00042755024823868786	-0.00042755024823868786	-0.0007792245171023203	bc1001	Mn2+
bc1001##Deoxyguanosine##Microbe	-0.00042755024823657546	-0.00042755024823657546	-0.0007792245170985003	bc1001	Deoxyguanosine
bc1009##N-Acetyl-D-glucosamine##Microbe	-0.01575586085113773	-0.16128197661971977	-0.025775256582211546	bc1009	N-Acetyl-D-glucosamine
bc1001##dATP##Microbe	-0.001364462721004886	-0.001364462721004886	-0.0024867785932978664	bc1001	dATP
bc1009##L-Aspartate##Microbe	-0.030766231011385543	-0.31493287466446357	-0.0503309534070075	bc1009	L-Aspartate
bc1009##CMP##Microbe	-0.012884234782972315	-0.13188710364131287	-0.021077519059997663	bc1009	CMP
bc1009##S-Adenosyl-L-methionine##Microbe	-0.0012896667938185515	-0.013201437335185107	-0.0021097858651007114	bc1009	S-Adenosyl-L-methionine
bc1001##BIOT##Microbe	-0.00042755024823746727	-0.00042755024823746727	-0.0007792245171001017	bc1001	BIOT
bc1001##CMP##Microbe	-0.012814141930543707	-0.012814141930543707	-0.023354198948643587	bc1001	CMP
bc1009##D-Arabinose##Microbe	-0.011494478939895856	-0.11766112313068075	-0.018803995970385224	bc1009	D-Arabinose
bc1009##Formate##Microbe	-0.0004298889312795675	-0.00440047911185693	-0.0007032619550435442	bc1009	Formate
bc1001##S-Adenosyl-L-methionine##Microbe	-0.0012826507447161763	-0.0012826507447161763	-0.0023376735513071832	bc1001	S-Adenosyl-L-methionine
bc1009##K+##Microbe	-0.0004298889312803072	-0.0044004791117962915	-0.0007032619550461262	bc1009	K+
bc1001##L-Serine##Microbe	-0.032515113035465545	-0.032515113035465545	-0.05925987263009004	bc1001	L-Serine
bc1009##TRHL##Microbe	-0.009073984314173474	-0.0928841743291472	-0.0148442713559488	bc1009	TRHL
bc1001##L-Methionine##Microbe	-0.018616899075226893	-0.018616899075226893	-0.03392991642876473	bc1001	L-Methionine
bc1001##BET##Microbe	-0.0008551004964792141	-0.0008551004964792141	-0.0015584490342079962	bc1001	BET
bc1001##L-Leucine##Microbe	-0.05719475832385457	-0.05719475832385457	-0.10423934524488739	bc1001	L-Leucine
bc1001##Nicotinamide ribonucleotide##Microbe	-0.0004275502482176352	-0.0004275502482176352	-0.0007792245170639553	bc1001	Nicotinamide ribonucleotide
bc1001##Co2+##Microbe	-0.0004275502482358986	-0.0004275502482358986	-0.0007792245170972333	bc1001	Co2+
bc1009##Thiamin##Microbe	-0.00042988893128192925	-0.004400479111865528	-0.0007032619550474498	bc1009	Thiamin
bc1001##TRHL##Microbe	-0.009024619997689949	-0.009024619997689949	-0.016447669458037786	bc1001	TRHL
bc1009##L-Lysine##Microbe	-0.043727614364299526	-0.44760969547677487	-0.07153468100641086	bc1009	L-Lysine
bc1009##TTP##Microbe	-0.0026691046446532815	-0.02732179961233817	-0.004366429591546484	bc1009	TTP
bc1009##fe3##Microbe	-0.0012896667938460304	-0.01320143733547485	-0.0021097858651454955	bc1009	fe3
bc1009##Cl-##Microbe	-0.0004298889312803348	-0.004400479111862005	-0.0007032619550445542	bc1009	Cl-
bc1001##Thiamin##Microbe	-0.0004275502482385666	-0.0004275502482385666	-0.0007792245171021004	bc1001	Thiamin
bc1001##Ala-Ala##Microbe	-0.0038106488804391676	-0.0038106488804391676	-0.0069450340537494494	bc1001	Ala-Ala
bc1009##Putrescine##Microbe	-0.0004298889312822137	-0.004400479111784013	-0.0007032619550497849	bc1009	Putrescine
bc1001##Zn2+##Microbe	-0.0004275502482345031	-0.0004275502482345031	-0.000779224517094694	bc1001	Zn2+
bc1009##Ca2+##Microbe	-0.0004298889312813257	-0.004400479111746134	-0.0007032619550490471	bc1009	Ca2+
bc1001##Putrescine##Microbe	-0.0004275502482381751	-0.0004275502482381751	-0.0007792245171013941	bc1001	Putrescine
bc1001##Ca2+##Microbe	-0.0004275502482353936	-0.0004275502482353936	-0.0007792245170962647	bc1001	Ca2+
bc1009##Glycerol##Microbe	-0.00954260844840983	-0.09768115923408217	-0.015610900828914797	bc1009	Glycerol
bc1001##Glycerol##Microbe	-0.009490694721512368	-0.009490694721512368	-0.017297106110455134	bc1001	Glycerol
bc1009##NADP##Microbe	-0.0012896667938445713	-0.01320143733530093	-0.0021097858651465393	bc1009	NADP
bc1001##NADP##Microbe	-0.0008551004964613371	-0.0008551004964613371	-0.001558449034175482	bc1001	NADP
bc1009##H+##Microbe	0.7814136994392626	-1.2375185303751963	1.4825964279518713	bc1009	H+
bc1001##dGTP##Microbe	-0.0030887379286183027	-0.0030887379286183027	-0.005629327385022546	bc1001	dGTP
bc1009##BIOT##Microbe	-0.00042988893128079555	-0.004400479111792682	-0.0007032619550469477	bc1009	BIOT
bc1001##H+##Microbe	0.7833684410655245	0.7833684410655245	1.427714982547975	bc1001	H+
bc1001##L-Tyrosine##Microbe	-0.01838645255725516	-0.01838645255725516	-0.03350992000162167	bc1001	L-Tyrosine
bc1009##CoA##Microbe	-0.0008597778625580844	-0.008800958223702951	-0.0014065239100847751	bc1009	CoA
bc1009##L-Glutamine##Microbe	-0.032703383240771766	-0.33476217777400874	-0.05349997071573868	bc1009	L-Glutamine
bc1001##Oxidized glutathione##Microbe	-0.00021377512411040325	-0.00021377512411040325	-0.00038961225853464384	bc1001	Oxidized glutathione
bc1009##L-Serine##Microbe	-0.0326929694250857	-0.3346555786619721	-0.05348293459350593	bc1009	L-Serine
bc1001##CoA##Microbe	-0.0008551004964765887	-0.0008551004964765887	-0.0015584490342032198	bc1001	CoA
bc1009##5-Aminolevulinate##Microbe	-0.0034391114502602834	-0.03520383289515357	-0.005626095640383572	bc1009	5-Aminolevulinate
bc1009##L-Methionine##Microbe	-0.018718732781068323	-0.19161087110861091	-0.030622264621671218	bc1009	L-Methionine
bc1009##L-Leucine##Microbe	-0.057507611402659496	-0.5886661049716571	-0.09407759140157004	bc1009	L-Leucine
bc1001##L-Glutamine##Microbe	-0.032525470197850126	-0.032525470197850126	-0.059278748902273415	bc1001	L-Glutamine
bc1009##BET##Microbe	-0.0008597778625387808	-0.008800958223201788	-0.001406523910059911	bc1009	BET
bc1009##Co2+##Microbe	-0.00042988893128061953	-0.0044004791117648835	-0.0007032619550473051	bc1009	Co2+
bc1001##5-Aminolevulinate##Microbe	-0.003420401985849328	-0.003420401985849328	-0.0062337961367089295	bc1001	5-Aminolevulinate
bc1009##L-Isoleucine##Microbe	-0.037042269266481964	-0.3791763878999562	-0.06059802150777193	bc1009	L-Isoleucine
bc1001##L-Isoleucine##Microbe	-0.03684075180290938	-0.03684075180290938	-0.06714349284457027	bc1001	L-Isoleucine
bc1009##Ala-Ala##Microbe	-0.003831492979963243	-0.03922037437708233	-0.006267998656787069	bc1009	Ala-Ala
bc1009##NH3##Microbe	0.0021494446564138715	0.022002395558886514	0.003516309775243023	bc1009	NH3
bc1009##Zn2+##Microbe	-0.0004298889312815434	-0.004400479111937759	-0.000703261955045041	bc1009	Zn2+
bc1001##meso-2,6-Diaminopimelate##Microbe	-0.0038106488804339374	-0.0038106488804339374	-0.00694503405373988	bc1001	meso-2,6-Diaminopimelate
bc1001##Sulfate##Microbe	-0.0004275502482353914	-0.0004275502482353914	-0.0007792245170963163	bc1001	Sulfate
bc1001##AMP##Microbe	-0.01181653456354351	-0.01181653456354351	-0.02153602641334387	bc1001	AMP
bc1001##L-Cysteine##Microbe	-0.011601783716939103	-0.011601783716939103	-0.021144635868181022	bc1001	L-Cysteine
bc1009##L-Threonine##Microbe	-0.03233524057515919	-0.33099375297332323	-0.052897720432197766	bc1009	L-Threonine
bc1009##L-Asparagine##Microbe	-0.030766231011385054	-0.3149328746644437	-0.050330953407007044	bc1009	L-Asparagine
bc1009##Chorismate##Microbe	-0.0008597778625572582	-0.008800958223551232	-0.0014065239100866489	bc1009	Chorismate
bc1009##ddca##Microbe	-0.007985402658401964	-0.08174110808733925	-0.013063443779901417	bc1009	ddca
bc1009##Folate##Microbe	-0.001289666793844382	-0.01320143733540393	-0.002109785865143995	bc1009	Folate
bc1001##L-Threonine##Microbe	-0.032159330303095035	-0.032159330303095035	-0.05861144679250328	bc1001	L-Threonine
bc1001##L-Asparagine##Microbe	-0.030598856469820565	-0.030598856469820565	-0.05576743144180849	bc1001	L-Asparagine
bc1001##Chorismate##Microbe	-0.0008551004964822244	-0.0008551004964822244	-0.0015584490342134872	bc1001	Chorismate
bc1001##ddca##Microbe	-0.011362362432943146	-0.011362362432943146	-0.020708282632100363	bc1001	ddca
bc1001##Folate##Microbe	-0.0012826507447029547	-0.0012826507447029547	-0.002337673551283078	bc1001	Folate
O2##bc1001##Metabolite	0.1523613679485789	0.1523613679485789	0.0	O2	bc1001
bc1009##1,2-Diacyl-sn-glycerol dioctadecanoyl##Microbe	-0.019085216896820443	-0.19536231846815866	-0.031221801657830683	bc1009	1,2-Diacyl-sn-glycerol dioctadecanoyl
bc1001##Glycine##Microbe	-0.07640180747689031	-0.07640180747689031	-0.13924482977656552	bc1001	Glycine
bc1009##L-Glutamate##Microbe	-0.03911420980840982	-0.4003854268220153	-0.06398754110278616	bc1009	L-Glutamate
bc1009##dGTP##Microbe	-0.0018097948976956036	-0.01852563316815476	-0.0029606714790142577	bc1009	dGTP
bc1001##1,2-Diacyl-sn-glycerol dioctadecanoyl##Microbe	-0.018981389443022606	-0.018981389443022606	-0.03459421222090608	bc1001	1,2-Diacyl-sn-glycerol dioctadecanoyl
bc1001##Deoxycytidine##Microbe	-0.0035162881768564715	-0.0035162881768564715	-0.006408551902123919	bc1001	Deoxycytidine
bc1009##Mg##Microbe	-0.0004298889312803092	-0.004400479111805811	-0.0007032619550457577	bc1009	Mg
bc1009##L-Tyrosine##Microbe	-0.018487025729680893	-0.18923904442147482	-0.030243211470731137	bc1009	L-Tyrosine
bc1001##L-Glutamate##Microbe	-0.03890142056776602	-0.03890142056776602	-0.07089913005872013	bc1001	L-Glutamate
bc1009##Oxidized glutathione##Microbe	-0.00021494446563967383	-0.0022002395559159913	-0.0003516309775221155	bc1009	Oxidized glutathione
bc1001##Mg##Microbe	-0.000427550248235873	-0.000427550248235873	-0.0007792245170971964	bc1001	Mg
bc1001##Riboflavin##Microbe	-0.001282650744711323	-0.001282650744711323	-0.0023376735512983344	bc1001	Riboflavin
bc1009##O2##Microbe	-1.0000000000000036	-0.9999999999999888	-1.8401851395773314	bc1009	O2
bc1001##L-Proline##Microbe	-0.028088528998919487	-0.028088528998919487	-0.05119227631246273	bc1001	L-Proline
bc1001##O2##Microbe	-0.9999999999999996	-0.9999999999999996	-1.822533188350078	bc1001	O2
O2##bc1009##Metabolite	0.15319477863953596	-1.5681502229731277	0.0	O2	bc1009
bc1001##L-Phenylalanine##Microbe	-0.023542800875893576	-0.023542800875893576	-0.04290753594303329	bc1001	L-Phenylalanine
bc1009##Myristic acid##Microbe	-0.015003555221392665	-0.1535811381735899	-0.024544548160883528	bc1009	Myristic acid
bc1009##Cu2+##Microbe	-0.0004298889312815406	-0.00440047911177452	-0.0007032619550486113	bc1009	Cu2+
bc1009##meso-2,6-Diaminopimelate##Microbe	-0.003831492979963075	-0.03922037437706662	-0.006267998656787117	bc1009	meso-2,6-Diaminopimelate
bc1009##L-Cysteine##Microbe	-0.011665245017622193	-0.1194091387309074	-0.019083354839466014	bc1009	L-Cysteine
bc1001##Myristic acid##Microbe	-0.011501530849753326	-0.011501530849753326	-0.020961921690507725	bc1001	Myristic acid
bc1009##AMP##Microbe	-0.016018569703411405	-0.163971147548853	-0.02620502605897177	bc1009	AMP
bc1001##Cu2+##Microbe	-0.00042755024823509455	-0.00042755024823509455	-0.0007792245170960959	bc1001	Cu2+
bc1009##Sulfate##Microbe	-0.0004298889312799412	-0.004400479111790952	-0.0007032619550453951	bc1009	Sulfate
bc1001##Spermidine##Microbe	-0.0004275502482366923	-0.0004275502482366923	-0.0007792245170984554	bc1001	Spermidine
bc1009##L-Tryptophan##Microbe	-0.007231087554783049	-0.07401970003203456	-0.011829448029141841	bc1009	L-Tryptophan
bc1001##L-Arginine##Microbe	-0.037587065375346625	-0.037587065375346625	-0.06850367409925341	bc1001	L-Arginine
bc1009##L-Alanine##Microbe	-0.06938880562285393	-0.7102857680634993	-0.1135142208832557	bc1009	L-Alanine
bc1001##L-Tryptophan##Microbe	-0.007191748970735577	-0.007191748970735577	-0.013107201181448213	bc1001	L-Tryptophan
bc1001##Adenosine##Microbe	-0.0045424411173155595	-0.0045424411173155595	-0.00827874969243296	bc1001	Adenosine
bc1001##4-Hydroxybenzoate##Microbe	-0.00042755024823928336	-0.00042755024823928336	-0.0007792245171034159	bc1001	4-Hydroxybenzoate
bc1001##Nitrite##Microbe	0.0021377512411104673	0.0021377512411104673	0.0038961225853611768	bc1001	Nitrite
bc1001##L-Alanine##Microbe	-0.06901131643584076	-0.06901131643584076	-0.1257754145760486	bc1001	L-Alanine
bc1001##Acetate##Microbe	0.8889466996587707	0.8889466996587707	1.6201348628023833	bc1001	Acetate
bc1009##Glycine##Microbe	-0.07681972235926049	-0.7863509828219463	-0.1256705725628964	bc1009	Glycine
D-Glucose##bc1009##Metabolite	0.0	3.1363004459461545	0.2506137090061412	D-Glucose	bc1009
D-Glucose##bc1001##Metabolite	0.0	0.0	0.277683649708704	D-Glucose	bc1001
