	0.0000-0.0000	0.0000-0.0020	0.0020-0.0084	0.0084-0.0086	0.0086-0.0086	0.0086-0.0088	0.0089-0.0254	0.0257-0.0257	0.0257-0.0261	0.0263-0.0268	0.0268-0.0419	0.0419-0.0420	0.0420-0.0484	0.0484-0.0489	0.0489-0.0559	0.0743-0.0753	0.0753-0.0892	0.0892-0.0899	0.0899-0.1056	0.1369-0.1453	0.1453-0.1454	0.1458-0.1460	0.1460-10.0400	10.0400-10.0401	10.0401-20.0000	Source	Target
Riboflavin##L-Arginine-e0##Flavonifractor_plautii_YL31	-36.57235834181012	-36.57235834181012	-36.57235834202384	-36.57235834204486	-36.57235834204568	-36.572358342043714	-36.572358342036964	-36.57235834205505	-36.572358342059765	-36.5723583420668	-36.572358342039934	-1182.7896380406746	-1182.7896380406746	-1938.6106422636785	-960.336705530183	-1298.794463251691	-1298.7944632513043	-1902.5624610488533	-1902.5624610489303	-1559.967613500948	0.0	0.0	0.0	0.0	0.0	Riboflavin	L-Arginine-e0
Folate-e0##L-Glutamine-e0##Flavonifractor_plautii_YL31	1.0000000000000644	1.0000000000000644	1.0000000000012546	1.0000000000007079	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Folate-e0	L-Glutamine-e0
Riboflavin##L-Glutamine-e0##Flavonifractor_plautii_YL31	-41.64070266831352	-41.64070266831352	-41.64070266848566	-41.640702668499976	-42.08210488167484	-41.64070266849891	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin	L-Glutamine-e0
Riboflavin##L-Leucine-e0##Flavonifractor_plautii_YL31	-64.72644010485386	-64.72644010485386	-64.72644010520504	-64.7264401052395	-64.72644010524158	-64.72644010523744	-64.72644010522616	-64.72644010525809	-64.72644010526557	-64.72644010527856	-64.72644010523193	-64.72644010517877	-64.72644010517877	-64.7264401048667	-64.72644010508965	-64.72644010437102	-64.72644010435336	-64.72644010486981	-64.72644010487473	-64.7264401049152	-64.72644010608441	-64.72644010403718	-64.72644010079365	20.105083836765598	-64.72644010502117	Riboflavin	L-Leucine-e0
Putrescine-e0##Putrescine-e0##Flavonifractor_plautii_YL31	-1.0000000000000004	-1.0000000000000004	-1.0	-0.9999999999999994	-1.0	-0.9999999999999998	-1.0000000000000004	-1.0000000000000004	-1.000000000000001	-0.9999999999999994	-0.9999999999999993	-1.0000000000000009	-1.0000000000000009	-1.0000000000000013	-1.0	-1.0000000000000002	-1.0000000000000007	-0.999999999999999	-0.9999999999999994	-1.0	-1.0000000000000007	-1.0	-0.9999999999999999	-0.9999999999999983	-0.9999999999999984	Putrescine-e0	Putrescine-e0
Riboflavin##L-Histidine-e0##Flavonifractor_plautii_YL31	-11.393282031188528	-11.393282031188528	-11.393282031249054	-11.393282031254868	-11.393282031255227	-11.393282031254532	-11.39328203125262	-11.393282031258334	-11.393282031259655	-11.393282031261917	-11.393282031253678	-11.393282031245171	-11.393282031245171	-11.393282031190438	-11.393282031228964	-11.393282031102684	-11.393282031099398	-11.39328203119054	-11.393282031190994	-11.393282031198384	-11.393282031401755	-11.39328203104416	-11.393282030469994	-11.393282031310555	-11.39328203121931	Riboflavin	L-Histidine-e0
Riboflavin##L-Proline-e0##Flavonifractor_plautii_YL31	-26.58432473943778	-26.58432473943778	-26.58432473958285	-26.58432473959706	-26.58432473959779	-26.58432473959625	-26.58432473959163	-26.584324739604682	-26.584324739607908	-26.584324739613123	-26.584324739594056	-26.58432473957362	-26.58432473957362	-26.584324739445968	-26.58432473953559	-26.584324739243538	-26.58432473923543	-26.58432473944632	-26.58432473944766	-26.584324739464652	-26.58432473993702	-26.584324739103774	-26.584324737748258	-26.584324739731098	-26.584324739517992	Riboflavin	L-Proline-e0
Riboflavin##Co2+-e0##Flavonifractor_plautii_YL31	-0.9241112603189768	-0.9241112603189768	-0.924111260321933	-0.9241112603221514	-0.924111260322196	-0.924111260322103	-0.9241112603219037	-0.9241112603222109	-0.9241112603222961	-0.9241112603224046	-0.9241112603216651	-0.9241112603207023	-0.9241112603207023	-0.9241112603174355	-0.9241112603197116	-0.9241112603095578	-0.9241112603091857	-0.9241112603176128	-0.9241112603176054	-0.9241112603174602	-0.9241112603305992	-0.9241112603062659	-0.9241112602417161	-0.9241112603345183	-0.9241112603256453	Riboflavin	Co2+-e0
Riboflavin##L-Valine-e0##Flavonifractor_plautii_YL31	-50.88999307263263	-50.88999307263263	-50.889993072905156	-50.88999307293147	-50.88999307293273	-50.88999307292977	-50.88999307292106	-50.88999307294541	-50.88999307295153	-50.88999307296122	-50.889993072923865	-50.88999307288547	-50.88999307288547	-50.889993072644764	-50.88999307281221	-50.889993072246696	-50.88999307223154	-50.88999307264334	-50.889993072644124	-50.88999307267655	-50.889993073579184	-50.88999307198861	-50.88999306937022	-135.7215170155101	-50.88999307279447	Riboflavin	L-Valine-e0
Riboflavin##L-Threonine-e0##Flavonifractor_plautii_YL31	-37.099336467433936	-37.099336467433936	-37.09933646765108	-37.09933646767219	-37.0993364676826	-37.09933646768054	-37.099336467674874	-37.09933646769116	-37.09933646769563	-37.09933646770355	-37.09933646767555	-37.099336467644555	-37.099336467644555	-37.09933646747815	-1015.3732732073847	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin	L-Threonine-e0
Spermidine-e0##Spermidine-e0##Flavonifractor_plautii_YL31	-1.0	-1.0	-0.9999999999999998	-0.9999999999999992	-0.9999999999999994	-0.9999999999999993	-1.0000000000000007	-0.9999999999999992	-0.9999999999999977	-0.9999999999999987	-0.9999999999999987	-0.9999999999999997	-0.9999999999999997	-0.9999999999999984	-1.0000000000000009	-0.9999999999999993	-1.0	-1.0000000000000004	-1.0000000000000009	-1.0000000000000004	-0.9999999999999988	-0.9999999999999998	-0.9999999999999988	-1.0	-1.0	Spermidine-e0	Spermidine-e0
Riboflavin##L-Isoleucine-e0##Flavonifractor_plautii_YL31	-34.939398228976216	-34.939398228976216	-34.939398229165825	-34.93939822918428	-34.93939822918536	-34.93939822918325	-34.93939822917724	-34.939398229194055	-34.93939822919817	-34.93939822920474	-34.939398229179915	-34.93939822915261	-34.93939822915261	-34.9393982289885	-34.9393982291047	-34.93939822872413	-34.939398228713564	-34.93939822898947	-34.93939822899103	-34.93939822901139	-34.93939822962799	-34.93939822853859	-34.93939822676356	-34.93939822936027	-34.93939822908046	Riboflavin	L-Isoleucine-e0
Riboflavin##fe3-e0##Flavonifractor_plautii_YL31	-0.9241112603170738	-0.9241112603170738	-0.9241112603211115	-0.9241112603214567	-0.9241112603214827	-0.9241112603214292	-0.9241112603212985	-0.9241112603217921	-0.9241112603218967	-0.924111260322093	-0.9241112603214068	-0.9241112603206997	-0.9241112603206997	-0.9241112603162408	-0.9241112603195195	-0.9241112603088063	-0.9241112603085359	-0.9241112603162258	-0.9241112603162337	-0.9241112603167636	-0.9241112603323289	-0.9241112603051663	-0.924111260256147	-0.924111260327792	-0.9241112603201406	Riboflavin	fe3-e0
Putrescine-e0##H+-e0##Flavonifractor_plautii_YL31	1.0882352941186757	1.0882352941186757	0.9999999999998259	0.9999999999997247	0.9999999999996764	0.9999999999996845	0.9999999999997156	0.0	1.0714285714281293	1.125000000000061	0.9999999999996346	0.9999999999998521	0.9999999999998521	0.9999999999996763	1.500000000000687	1.3333333333331914	1.3333333333331872	1.1666666666672645	1.1666666666672412	0.0	0.0	0.4400000000096749	-0.999999999862575	1.0218075446233117	0.7999999999993491	Putrescine-e0	H+-e0
Spermidine-e0##H+-e0##Flavonifractor_plautii_YL31	0.7647058823536584	0.7647058823536584	5.0000000000021085	4.0000000000029665	3.714285714287756	4.0000000000030775	3.5000000000027773	2.00000000000339	3.4285714285742817	3.5000000000036477	3.3333333333357316	3.3333333333358866	3.3333333333358866	4.000000000000349	2.9999999999998046	3.3333333333343265	3.3333333333343345	4.000000000001288	4.0000000000012275	1.9999999999884532	3.3333333333224013	2.959999999995162	7.999999999657741	1.260641517904705	1.9999999999989466	Spermidine-e0	H+-e0
Folate-e0##H+-e0##Flavonifractor_plautii_YL31	-6.617647058823111	-6.617647058823111	9.00000000000756	2.000000000007241	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Folate-e0	H+-e0
Riboflavin##H+-e0##Flavonifractor_plautii_YL31	1974.9995659918122	1974.9995659918122	-211.7009089358221	-388.2772347983503	-389.16003922470566	-388.27723479834	-321.86850811324064	-354.4627883666653	-301.7922128973767	-307.0719538354355	-249.73645095842147	-249.7364509581914	-249.7364509581914	-627.6469530712734	350.6269836664584	12.169225930411635	12.169225930404451	-591.5987718564944	-591.5987718565375	-777.6078651047059	-2857.5646831562026	-1516.7300777865337	-6943.510622630037	1065.7751461993134	187.09605756872253	Riboflavin	H+-e0
Puryvate##H+-e0##Flavonifractor_plautii_YL31	-0.9411764705871188	-0.9411764705871188	4.00000000000212	1.00000000000107	0.14285714285500778	1.0000000000012395	-0.49999999999946915	0.0	-0.35714285714292465	-0.37500000000021716	-0.3333333333333693	-0.3333333333334591	-0.3333333333334591	0.0	-0.9999999999993302	-0.6666666666662755	-0.6666666666662693	-0.16666666667001775	-0.16666666667001945	0.0	0.6666666666676887	0.2799999999866623	0.9999999998917509	-0.3478716964130245	-0.19999999999910964	Puryvate	H+-e0
Folate-e0##Uracil-e0##Flavonifractor_plautii_YL31	1.0000000000002014	1.0000000000002014	1.000000000001289	1.0000000000007705	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Folate-e0	Uracil-e0
Riboflavin##Uracil-e0##Flavonifractor_plautii_YL31	-43.06160133095442	-43.06160133095442	-43.06160133110283	-43.06160133111563	-43.50300354427953	-42.54663208240289	-20.410389854051882	-20.41038985406137	-20.410389854062892	-39.642230877732686	-39.6422308777033	-39.64223087767329	-39.64223087767329	-39.64223087748936	-39.64223087761651	-39.64223087717459	-39.64223087716407	-39.64223087748445	-39.64223087749136	-39.642230877511956	-1079.6206398970962	419.25498044055263	-183.72063568273617	-103.08108440930019	608.56899548901	Riboflavin	Uracil-e0
Spermidine-e0##L-Methionine-e0##Flavonifractor_plautii_YL31	0.9999999999999994	0.9999999999999994	1.0000000000002098	1.0000000000001465	1.000000000000098	1.0000000000001563	1.0000000000001439	1.0000000000002232	1.0000000000001625	1.0000000000002054	1.000000000000158	1.0000000000001694	1.0000000000001694	0.999999999999999	1.0000000000000708	0.9999999999998567	0.9999999999998497	1.0000000000000298	1.0000000000000273	0.9999999999997152	0.9999999999999377	0.9999999999999322	0.9999999999989359	0.9975374131677046	1.000000000000116	Spermidine-e0	L-Methionine-e0
Riboflavin##L-Methionine-e0##Flavonifractor_plautii_YL31	-19.48243529504143	-19.48243529504143	-19.482435295151134	-19.482435295161764	-19.48243529516273	-19.482435295161512	-19.482435295157742	-19.482435295166734	-19.482435295169182	-19.48243529517256	-19.482435295158165	-19.482435295142622	-19.482435295142622	-19.48243529504958	-19.48243529511325	-19.482435294898153	-19.4824352948914	-19.482435295051577	-19.482435295053925	-19.4824352950632	-19.482435295415442	-19.482435294777588	-19.48243529369439	-16.55581227530807	-19.482435295105102	Riboflavin	L-Methionine-e0
Riboflavin##L-Cysteine-e0##Flavonifractor_plautii_YL31	-13.013505963490264	-13.013505963490264	-13.013505963534481	-13.013505963537924	-13.01350596353793	-13.013505963537238	-13.01350596353613	-13.01350596354267	-13.013505963543697	-13.013505963546272	-13.013505963536328	-13.013505963523034	-13.013505963523034	-13.013505963458638	-13.013505963505006	-13.013505963356106	-13.013505963351868	-13.01350596345567	-13.013505963455138	-13.013505963471319	-13.013505963719343	-13.013505963284937	-13.013505962632802	-15.940128983566108	-13.01350596348735	Riboflavin	L-Cysteine-e0
Riboflavin##L-Tyrosine-e0##Flavonifractor_plautii_YL31	-17.08355495650831	-17.08355495650831	-17.083554956608253	-17.08355495661819	-17.08355495661867	-17.08355495661767	-17.0835549566157	-17.083554956624145	-17.083554956626216	-17.083554956629865	-17.08355495661754	-17.083554956604164	-17.083554956604164	-17.08355495652468	-17.08355495658021	-17.08355495639544	-17.083554956390458	-17.083554956525976	-17.083554956526743	-17.08355495653517	-17.083554956851085	-17.083554956283066	-17.083554955425846	-17.083554956689333	-17.083554956544322	Riboflavin	L-Tyrosine-e0
Putrescine-e0##Inosine-e0##Flavonifractor_plautii_YL31	-0.05882352941263389	-0.05882352941263389	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Putrescine-e0	Inosine-e0
Spermidine-e0##Inosine-e0##Flavonifractor_plautii_YL31	1.8235294117643173	1.8235294117643173	-0.9999999999980204	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Spermidine-e0	Inosine-e0
Folate-e0##Inosine-e0##Flavonifractor_plautii_YL31	3.411764705882333	3.411764705882333	-6.999999999992487	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Folate-e0	Inosine-e0
Riboflavin##Inosine-e0##Flavonifractor_plautii_YL31	-1634.3766424790329	-1634.3766424790329	-176.5763258623299	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin	Inosine-e0
Puryvate##Inosine-e0##Flavonifractor_plautii_YL31	0.29411764705791615	0.29411764705791615	-2.9999999999977334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Puryvate	Inosine-e0
Riboflavin##L-Asparagine-e0##Flavonifractor_plautii_YL31	-28.98957316822972	-28.98957316822972	-28.989573168418072	-28.989573168437534	-28.989573168437698	-28.98957316843651	-28.98957316843069	-28.989573168443577	-28.98957316844712	-57.33550287683746	0.0	0.0	0.0	0.0	0.0	676.9155154640963	676.9155154638753	73.14751768231194	73.14751768231581	415.74236523153434	1975.7099787671243	-1338.1232919469244	5294.6084852436215	-3481.368560306584	-3420.577457429709	Riboflavin	L-Asparagine-e0
Riboflavin##Ca2+-e0##Flavonifractor_plautii_YL31	-0.9241112603154571	-0.9241112603154571	-0.9241112603210199	-0.9241112603215023	-0.9241112603215155	-0.9241112603214449	-0.924111260321281	-0.9241112603217806	-0.9241112603218689	-0.9241112603219732	-0.9241112603211897	-0.9241112603203742	-0.9241112603203742	-0.9241112603162601	-0.9241112603190191	-0.9241112603084572	-0.924111260308429	-0.9241112603161945	-0.924111260316114	-0.9241112603160209	-0.9241112603330381	-0.9241112603030345	-0.9241112602525191	-0.9241112603273722	-0.9241112603189218	Riboflavin	Ca2+-e0
Riboflavin##Cytosine-e0##Flavonifractor_plautii_YL31	-19.231841023526346	-19.231841023526346	-19.231841023641113	-19.231841023652503	-19.23184102365319	-19.23184102365198	-19.23184102364878	-19.231841023658347	-19.231841023660838	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	138.3053486388815	0.0	Riboflavin	Cytosine-e0
Riboflavin##Cu2+-e0##Flavonifractor_plautii_YL31	-0.9241112603166965	-0.9241112603166965	-0.9241112603206995	-0.9241112603210638	-0.9241112603211591	-0.9241112603209495	-0.9241112603209246	-0.9241112603214349	-0.9241112603214533	-0.9241112603216898	-0.9241112603211589	-0.9241112603204614	-0.9241112603204614	-0.9241112603163284	-0.9241112603198606	-0.9241112603102698	-0.9241112603100583	-0.9241112603164444	-0.9241112603161208	-0.9241112603166426	-0.9241112603325273	-0.924111260305842	-0.9241112602639266	-0.9241112603258012	-0.9241112603187763	Riboflavin	Cu2+-e0
Riboflavin##Fe2+-e0##Flavonifractor_plautii_YL31	-1.9241112602924166	-1.9241112602924166	-1.9241112603677901	-1.92411126037758	-1.9241112603769506	-1.9241112603772412	-1.9241112603759722	-1.9241112603763992	-1.9241112603772073	-1.9241112603785735	-1.9241112603787789	-1.924111260370521	-1.924111260370521	-1.9241112603539643	-1.924111260373509	-1.9241112603619528	-1.9241112603601886	-1.9241112603628678	-1.9241112603645134	-1.92411126036097	-1.924111260430092	-1.9241112602902777	-1.9241112601081347	72.26036637084876	-1.9241112603390265	Riboflavin	Fe2+-e0
Folate-e0##Glycine-e0##Flavonifractor_plautii_YL31	-0.9999999999999616	-0.9999999999999616	-0.9999999999977943	-0.9999999999988831	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Folate-e0	Glycine-e0
Riboflavin##Glycine-e0##Flavonifractor_plautii_YL31	-67.54945194223207	-67.54945194223207	-67.54945194254026	-67.54945194256842	-67.108049729399	-67.54945194256713	-67.54945194255491	-67.54945194259048	-67.54945194259737	-67.54945194261063	-67.54945194256145	-67.54945194250986	-67.54945194250986	-67.54945194217686	910.724484797369	-104.64878840883463	-104.64878840881158	-104.64878840965382	-104.64878840965419	-104.64878840972834	-104.6487884115753	-104.64878840836977	-104.64878840306646	-307.4110978890019	-104.64878840997763	Riboflavin	Glycine-e0
Riboflavin##K+-e0##Flavonifractor_plautii_YL31	-0.9241112603166189	-0.9241112603166189	-0.9241112603215726	-0.9241112603220726	-0.9241112603220896	-0.9241112603220586	-0.9241112603218594	-0.9241112603222931	-0.9241112603223838	-0.9241112603224765	-0.9241112603217667	-0.9241112603215148	-0.9241112603215148	-0.924111260318093	-0.9241112603205894	-0.9241112603092955	-0.924111260309067	-0.924111260317682	-0.924111260317607	-0.9241112603180864	-0.9241112603330764	-0.924111260307317	-0.9241112602651417	-0.9241112603272338	-0.9241112603202348	Riboflavin	K+-e0
Riboflavin##Cl--e0##Flavonifractor_plautii_YL31	-0.9241112603155716	-0.9241112603155716	-0.924111260320324	-0.9241112603207635	-0.9241112603207897	-0.924111260320736	-0.9241112603206094	-0.9241112603211331	-0.9241112603212448	-0.9241112603214245	-0.9241112603207804	-0.9241112603201213	-0.9241112603201213	-0.9241112603156592	-0.9241112603193543	-0.9241112603086675	-0.9241112603083982	-0.9241112603154217	-0.9241112603155994	-0.9241112603163167	-0.9241112603319235	-0.9241112603051177	-0.9241112602628959	-0.924111260323948	-0.9241112603179596	Riboflavin	Cl--e0
Riboflavin##Mg-e0##Flavonifractor_plautii_YL31	-0.9241112603188859	-0.9241112603188859	-0.9241112603191983	-0.9241112603190489	-0.9241112603190682	-0.9241112603190206	-0.924111260319	-0.9241112603196575	-0.9241112603198054	-0.9241112603200033	-0.9241112603193564	-0.9241112603183668	-0.9241112603183668	-0.9241112603127133	-0.9241112603177216	-0.9241112603056202	-0.9241112603053031	-0.9241112603128688	-0.9241112603124981	-0.9241112603134698	-0.92411126032778	-0.9241112603028844	-0.9241112602369939	-0.9241112603319787	-0.9241112603231422	Riboflavin	Mg-e0
Riboflavin##L-Serine-e0##Flavonifractor_plautii_YL31	-35.5328652364171	-35.5328652364171	-35.53286523665212	-35.532865236676145	-35.532865236676344	-35.532865236675214	-35.532865236669466	-35.53286523668475	-35.532865236689254	-35.532865236696004	-35.53286523667067	-35.53286523663814	-35.53286523663814	-35.532865236484916	-35.53286523658721	-35.53286523622129	-35.53286523620439	-35.532865236479644	-35.53286523648083	-35.53286523649681	-35.53286523713732	-35.53286523598263	-35.53286523413756	-14.627296324295319	-35.53286523657095	Riboflavin	L-Serine-e0
Folate-e0##D-Mannose-e0##Flavonifractor_plautii_YL31	1.0000000000000018	1.0000000000000018	1.0000000000017448	1.0000000000008473	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Folate-e0	D-Mannose-e0
Riboflavin##D-Mannose-e0##Flavonifractor_plautii_YL31	-48.65885899753366	-48.65885899753366	-48.65885899778059	-48.65885899780347	-49.100261210977074	-48.65885899780213	-48.65885899779065	-48.658858997813745	-48.65885899781816	-48.65885899782738	-48.65885899779236	-48.65885899775915	-48.65885899775915	-48.65885899754826	-48.65885899769744	-48.65885899717358	-48.658858997158504	-48.65885899755345	-48.65885899755551	-48.65885899757989	-48.65885899842183	-48.6588589969963	-48.65885899482311	444.2472728062026	-48.65885899764892	Riboflavin	D-Mannose-e0
Folate-e0##Folate-e0##Flavonifractor_plautii_YL31	-1.0000000000000004	-1.0000000000000004	-1.0000000000000002	-1.0000000000000009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Folate-e0	Folate-e0
Putrescine-e0##H2O-e0##Flavonifractor_plautii_YL31	0.8823529411754821	0.8823529411754821	1.000000000000711	1.0000000000008726	1.0000000000010394	1.0000000000010418	1.000000000000957	0.5999999999989082	0.8571428571443352	0.8749999999996265	1.0000000000015923	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Putrescine-e0	H2O-e0
Spermidine-e0##H2O-e0##Flavonifractor_plautii_YL31	3.6470588235288943	3.6470588235288943	-2.000000000009295	-0.3333333333424356	0.5714285714223888	0.0	0.0	-0.2000000000122745	0.14285714284830697	0.16666666665519209	0.3333333333252064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Spermidine-e0	H2O-e0
