	Avg_bc1003	Var_bc1003	Avg_bc1001	Var_bc1001	Avg_bc1008	Var_bc1008	Avg_bc1010	Var_bc1010	Avg_InAmount	Var_InAmount	Avg_OutAmount	Var_OutAmount	Avg_AllAmount	Var_AllAmount	In	InAmount	Out	OutAmount	All	AllAmount
Arsenate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Arsenite	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
BET	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9957968426479327	1.7647967923060003e-05	0.0	0.0	3.9957968426479327	1.7647967923060003e-05	bc1001.bc1003.bc1008.bc1010	1		1	bc1001.bc1003.bc1008.bc1010	1
BIOT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9957968426479327	1.7647967923060003e-05	0.0	0.0	3.9957968426479327	1.7647967923060003e-05	bc1001.bc1003.bc1008.bc1010	1		1	bc1001.bc1003.bc1008.bc1010	1
CMP	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9957968426479327	1.7647967923060003e-05	0.0	0.0	3.9957968426479327	1.7647967923060003e-05	bc1001.bc1003.bc1008.bc1010	1		1	bc1001.bc1003.bc1008.bc1010	1
CO2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9957968426479327	1.7647967923060003e-05	0.0	0.0	3.9957968426479327	1.7647967923060003e-05	bc1001.bc1003.bc1008.bc1010	1		1	bc1001.bc1003.bc1008.bc1010	1
Ca2+	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9957968426479327	1.7647967923060003e-05	0.0	0.0	3.9957968426479327	1.7647967923060003e-05	bc1001.bc1003.bc1008.bc1010	1		1	bc1001.bc1003.bc1008.bc1010	1
Carnitine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Cbl	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Chitobiose	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9989492106619832	1.1029979951912502e-06	0.0	0.0	0.9989492106619832	1.1029979951912502e-06	bc1008	1		1	bc1008	1
Chorismate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9957968426479327	1.7647967923060003e-05	0.0	0.0	3.9957968426479327	1.7647967923060003e-05	bc1001.bc1003.bc1008.bc1010	1		1	bc1001.bc1003.bc1008.bc1010	1
Citrate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9989492106619832	1.1029979951912502e-06	0.0	0.0	0.9989492106619832	1.1029979951912502e-06	bc1008	1		1	bc1008	1
Cl-	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9957968426479327	1.7647967923060003e-05	0.0	0.0	3.9957968426479327	1.7647967923060003e-05	bc1001.bc1003.bc1008.bc1010	1		1	bc1001.bc1003.bc1008.bc1010	1
Co2+	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9957968426479327	1.7647967923060003e-05	0.0	0.0	3.9957968426479327	1.7647967923060003e-05	bc1001.bc1003.bc1008.bc1010	1		1	bc1001.bc1003.bc1008.bc1010	1
CoA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9957968426479327	1.7647967923060003e-05	0.0	0.0	3.9957968426479327	1.7647967923060003e-05	bc1001.bc1003.bc1008.bc1010	1		1	bc1001.bc1003.bc1008.bc1010	1
Cu2+	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9957968426479327	1.7647967923060003e-05	0.0	0.0	3.9957968426479327	1.7647967923060003e-05	bc1001.bc1003.bc1008.bc1010	1		1	bc1001.bc1003.bc1008.bc1010	1
Cytidine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9989492106619832	1.1029979951912502e-06	0.0	0.0	0.9989492106619832	1.1029979951912502e-06	bc1008	1		1	bc1008	1
D-Alanine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9989492106619832	1.1029979951912502e-06	0.0	0.0	0.9989492106619832	1.1029979951912502e-06	bc1008	1		1	bc1008	1
D-Arabinose	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9957968426479327	1.7647967923060003e-05	0.0	0.0	3.9957968426479327	1.7647967923060003e-05	bc1001.bc1003.bc1008.bc1010	1		1	bc1001.bc1003.bc1008.bc1010	1
D-Galacturonate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
D-Glucose	0.16998767577725077	0.01843158610729481	0.08360216027880532	0.011865010355405683	0.05739291681586411	3.6408643704983097e-09	0.08186647250346667	0.00833912895294211	3.9957968426479327	1.7647967923060003e-05	2.829411309018189	2.137243451056001	6.825208151666121	2.137286091966253	bc1001.bc1003.bc1008.bc1010	1	bc1008.bc1003.bc1008.bc1010.bc1001.bc1003.bc1008.bc1010	3	bc1008bc1001.bc1003.bc1008.bc1010.bc1003.bc1008.bc1010bc1001.bc1003.bc1008.bc1010.bc1001.bc1003.bc1008.bc1010bc1001.bc1003.bc1008.bc1010	3
D-Serine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Deoxyadenosine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Deoxycytidine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9957968426479327	1.7647967923060003e-05	0.0	0.0	3.9957968426479327	1.7647967923060003e-05	bc1001.bc1003.bc1008.bc1010	1		1	bc1001.bc1003.bc1008.bc1010	1
Deoxyguanosine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.996847631985949	9.92698195672335e-06	0.0	0.0	2.996847631985949	9.92698195672335e-06	bc1001.bc1003.bc1010	1		1	bc1001.bc1003.bc1010	1
Deoxyinosine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Deoxyuridine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Enterobactin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Fe-enterochlin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Folate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9957968426479327	1.7647967923060003e-05	0.0	0.0	3.9957968426479327	1.7647967923060003e-05	bc1001.bc1003.bc1008.bc1010	1		1	bc1001.bc1003.bc1008.bc1010	1
Formate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.996847631985949	9.92698195672335e-06	0.0	0.0	2.996847631985949	9.92698195672335e-06	bc1001.bc1003.bc1008	1		1	bc1001.bc1003.bc1008	1
Fumarate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9989492106619832	1.1029979951912502e-06	0.0	0.0	0.9989492106619832	1.1029979951912502e-06	bc1010	1		1	bc1010	1
GTP	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9957968426479327	1.7647967923060003e-05	0.0	0.0	3.9957968426479327	1.7647967923060003e-05	bc1001.bc1003.bc1008.bc1010	1		1	bc1001.bc1003.bc1008.bc1010	1
Galactose	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Glucose-1-phosphate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9989492106619832	1.1029979951912502e-06	0.0	0.0	0.9989492106619832	1.1029979951912502e-06	bc1008	1		1	bc1008	1
Glucuronate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Glycerol	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9957968426479327	1.7647967923060003e-05	0.0	0.0	3.9957968426479327	1.7647967923060003e-05	bc1001.bc1003.bc1008.bc1010	1		1	bc1001.bc1003.bc1008.bc1010	1
Glycine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9957968426479327	1.7647967923060003e-05	0.0	0.0	3.9957968426479327	1.7647967923060003e-05	bc1001.bc1003.bc1008.bc1010	1		1	bc1001.bc1003.bc1008.bc1010	1
H+	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9957968426479327	1.7647967923060003e-05	0.0	0.0	3.9957968426479327	1.7647967923060003e-05	bc1001.bc1003.bc1008.bc1010	1		1	bc1001.bc1003.bc1008.bc1010	1
H2O	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9957968426479327	1.7647967923060003e-05	0.0	0.0	3.9957968426479327	1.7647967923060003e-05	bc1001.bc1003.bc1008.bc1010	1		1	bc1001.bc1003.bc1008.bc1010	1
HYXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Heme	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9957968426479327	1.7647967923060003e-05	0.0	0.0	3.9957968426479327	1.7647967923060003e-05	bc1001.bc1003.bc1008.bc1010	1		1	bc1001.bc1003.bc1008.bc1010	1
Inosine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
K+	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9957968426479327	1.7647967923060003e-05	0.0	0.0	3.9957968426479327	1.7647967923060003e-05	bc1001.bc1003.bc1008.bc1010	1		1	bc1001.bc1003.bc1008.bc1010	1
L-Alanine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9957968426479327	1.7647967923060003e-05	0.0	0.0	3.9957968426479327	1.7647967923060003e-05	bc1001.bc1003.bc1008.bc1010	1		1	bc1001.bc1003.bc1008.bc1010	1
L-Arabinose	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
L-Arginine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9957968426479327	1.7647967923060003e-05	0.0	0.0	3.9957968426479327	1.7647967923060003e-05	bc1001.bc1003.bc1008.bc1010	1		1	bc1001.bc1003.bc1008.bc1010	1
L-Ascorbate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
L-Asparagine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9957968426479327	1.7647967923060003e-05	0.0	0.0	3.9957968426479327	1.7647967923060003e-05	bc1001.bc1003.bc1008.bc1010	1		1	bc1001.bc1003.bc1008.bc1010	1
L-Aspartate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9957968426479327	1.7647967923060003e-05	0.0	0.0	3.9957968426479327	1.7647967923060003e-05	bc1001.bc1003.bc1008.bc1010	1		1	bc1001.bc1003.bc1008.bc1010	1
L-Cysteine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9957968426479327	1.7647967923060003e-05	0.0	0.0	3.9957968426479327	1.7647967923060003e-05	bc1001.bc1003.bc1008.bc1010	1		1	bc1001.bc1003.bc1008.bc1010	1
L-Glutamate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9957968426479327	1.7647967923060003e-05	0.0	0.0	3.9957968426479327	1.7647967923060003e-05	bc1001.bc1003.bc1008.bc1010	1		1	bc1001.bc1003.bc1008.bc1010	1
L-Glutamine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9957968426479327	1.7647967923060003e-05	0.0	0.0	3.9957968426479327	1.7647967923060003e-05	bc1001.bc1003.bc1008.bc1010	1		1	bc1001.bc1003.bc1008.bc1010	1
L-Histidine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9957968426479327	1.7647967923060003e-05	0.0	0.0	3.9957968426479327	1.7647967923060003e-05	bc1001.bc1003.bc1008.bc1010	1		1	bc1001.bc1003.bc1008.bc1010	1
L-Inositol	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
L-Isoleucine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9957968426479327	1.7647967923060003e-05	0.0	0.0	3.9957968426479327	1.7647967923060003e-05	bc1001.bc1003.bc1008.bc1010	1		1	bc1001.bc1003.bc1008.bc1010	1
L-Lactate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9989492106619832	1.1029979951912502e-06	0.0	0.0	0.9989492106619832	1.1029979951912502e-06	bc1008	1		1	bc1008	1
L-Leucine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9957968426479327	1.7647967923060003e-05	0.0	0.0	3.9957968426479327	1.7647967923060003e-05	bc1001.bc1003.bc1008.bc1010	1		1	bc1001.bc1003.bc1008.bc1010	1
L-Lysine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9957968426479327	1.7647967923060003e-05	0.0	0.0	3.9957968426479327	1.7647967923060003e-05	bc1001.bc1003.bc1008.bc1010	1		1	bc1001.bc1003.bc1008.bc1010	1
L-Malate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
L-Methionine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9957968426479327	1.7647967923060003e-05	0.0	0.0	3.9957968426479327	1.7647967923060003e-05	bc1001.bc1003.bc1008.bc1010	1		1	bc1001.bc1003.bc1008.bc1010	1
L-Phenylalanine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9957968426479327	1.7647967923060003e-05	0.0	0.0	3.9957968426479327	1.7647967923060003e-05	bc1001.bc1003.bc1008.bc1010	1		1	bc1001.bc1003.bc1008.bc1010	1
L-Proline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9957968426479327	1.7647967923060003e-05	0.0	0.0	3.9957968426479327	1.7647967923060003e-05	bc1001.bc1003.bc1008.bc1010	1		1	bc1001.bc1003.bc1008.bc1010	1
L-Serine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9957968426479327	1.7647967923060003e-05	0.0	0.0	3.9957968426479327	1.7647967923060003e-05	bc1001.bc1003.bc1008.bc1010	1		1	bc1001.bc1003.bc1008.bc1010	1
L-Threonine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9957968426479327	1.7647967923060003e-05	0.0	0.0	3.9957968426479327	1.7647967923060003e-05	bc1001.bc1003.bc1008.bc1010	1		1	bc1001.bc1003.bc1008.bc1010	1
L-Tryptophan	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9957968426479327	1.7647967923060003e-05	0.0	0.0	3.9957968426479327	1.7647967923060003e-05	bc1001.bc1003.bc1008.bc1010	1		1	bc1001.bc1003.bc1008.bc1010	1
L-Tyrosine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9957968426479327	1.7647967923060003e-05	0.0	0.0	3.9957968426479327	1.7647967923060003e-05	bc1001.bc1003.bc1008.bc1010	1		1	bc1001.bc1003.bc1008.bc1010	1
L-Valine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9957968426479327	1.7647967923060003e-05	0.0	0.0	3.9957968426479327	1.7647967923060003e-05	bc1001.bc1003.bc1008.bc1010	1		1	bc1001.bc1003.bc1008.bc1010	1
Methanol	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Mg	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9957968426479327	1.7647967923060003e-05	0.0	0.0	3.9957968426479327	1.7647967923060003e-05	bc1001.bc1003.bc1008.bc1010	1		1	bc1001.bc1003.bc1008.bc1010	1
Mn2+	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9957968426479327	1.7647967923060003e-05	0.0	0.0	3.9957968426479327	1.7647967923060003e-05	bc1001.bc1003.bc1008.bc1010	1		1	bc1001.bc1003.bc1008.bc1010	1
Myristic acid	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9957968426479327	1.7647967923060003e-05	0.0	0.0	3.9957968426479327	1.7647967923060003e-05	bc1001.bc1003.bc1008.bc1010	1		1	bc1001.bc1003.bc1008.bc1010	1
N-Acetyl-D-glucosamine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9978984213239663	4.411991980765001e-06	0.0	0.0	1.9978984213239663	4.411991980765001e-06	bc1001.bc1003	1		1	bc1001.bc1003	1
NADP	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9957968426479327	1.7647967923060003e-05	0.0	0.0	3.9957968426479327	1.7647967923060003e-05	bc1001.bc1003.bc1008.bc1010	1		1	bc1001.bc1003.bc1008.bc1010	1
NH3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9978984213239663	4.411991980765001e-06	0.0	0.0	1.9978984213239663	4.411991980765001e-06	bc1008.bc1010	1		1	bc1008.bc1010	1
Na+	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Niacin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9957968426479327	1.7647967923060003e-05	0.0	0.0	3.9957968426479327	1.7647967923060003e-05	bc1001.bc1003.bc1008.bc1010	1		1	bc1001.bc1003.bc1008.bc1010	1
Nicotinamide ribonucleotide	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.996847631985949	9.92698195672335e-06	0.0	0.0	2.996847631985949	9.92698195672335e-06	bc1001.bc1003.bc1010	1		1	bc1001.bc1003.bc1010	1
Nitrate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Nitrite	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.996847631985949	9.92698195672335e-06	0.0	0.0	2.996847631985949	9.92698195672335e-06	bc1001.bc1003.bc1010	1		1	bc1001.bc1003.bc1010	1
O2	0.05947554864312684	0.005557293297472617	0.05794672072149658	0.007686732019858819	0.0	0.0	0.058319887377113966	0.006783057854782191	3.9957968426479327	1.7647967923060003e-05	1.1680554122162303	2.136691399043145	5.163852254864163	2.1367193647550673	bc1001.bc1003.bc1008.bc1010	1	bc1001.bc1003.bc1010.bc1001.bc1010.	3	bc1001.bc1003.bc1010bc1001.bc1003.bc1008.bc1010.bc1001.bc1010bc1001.bc1003.bc1008.bc1010.bc1001.bc1003.bc1008.bc1010	3
Oxidized glutathione	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9957968426479327	1.7647967923060003e-05	0.0	0.0	3.9957968426479327	1.7647967923060003e-05	bc1001.bc1003.bc1008.bc1010	1		1	bc1001.bc1003.bc1008.bc1010	1
PAN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
PPi	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9989492106619832	1.1029979951912502e-06	0.0	0.0	0.9989492106619832	1.1029979951912502e-06	bc1003	1		1	bc1003	1
Pimelate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9989492106619832	1.1029979951912502e-06	0.0	0.0	0.9989492106619832	1.1029979951912502e-06	bc1008	1		1	bc1008	1
Putrescine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9957968426479327	1.7647967923060003e-05	0.0	0.0	3.9957968426479327	1.7647967923060003e-05	bc1001.bc1003.bc1008.bc1010	1		1	bc1001.bc1003.bc1008.bc1010	1
Pyridoxal	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9957968426479327	1.7647967923060003e-05	0.0	0.0	3.9957968426479327	1.7647967923060003e-05	bc1001.bc1003.bc1008.bc1010	1		1	bc1001.bc1003.bc1008.bc1010	1
Riboflavin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9957968426479327	1.7647967923060003e-05	0.0	0.0	3.9957968426479327	1.7647967923060003e-05	bc1001.bc1003.bc1008.bc1010	1		1	bc1001.bc1003.bc1008.bc1010	1
S-Adenosyl-L-methionine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9957968426479327	1.7647967923060003e-05	0.0	0.0	3.9957968426479327	1.7647967923060003e-05	bc1001.bc1003.bc1008.bc1010	1		1	bc1001.bc1003.bc1008.bc1010	1
Spermidine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9957968426479327	1.7647967923060003e-05	0.0	0.0	3.9957968426479327	1.7647967923060003e-05	bc1001.bc1003.bc1008.bc1010	1		1	bc1001.bc1003.bc1008.bc1010	1
Succinate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9989492106619832	1.1029979951912502e-06	0.0	0.0	0.9989492106619832	1.1029979951912502e-06	bc1010	1		1	bc1010	1
Sulfate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9957968426479327	1.7647967923060003e-05	0.0	0.0	3.9957968426479327	1.7647967923060003e-05	bc1001.bc1003.bc1008.bc1010	1		1	bc1001.bc1003.bc1008.bc1010	1
TRHL	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9957968426479327	1.7647967923060003e-05	0.0	0.0	3.9957968426479327	1.7647967923060003e-05	bc1001.bc1003.bc1008.bc1010	1		1	bc1001.bc1003.bc1008.bc1010	1
TTP	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9957968426479327	1.7647967923060003e-05	0.0	0.0	3.9957968426479327	1.7647967923060003e-05	bc1001.bc1003.bc1008.bc1010	1		1	bc1001.bc1003.bc1008.bc1010	1
Thiamin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9957968426479327	1.7647967923060003e-05	0.0	0.0	3.9957968426479327	1.7647967923060003e-05	bc1001.bc1003.bc1008.bc1010	1		1	bc1001.bc1003.bc1008.bc1010	1
Thymidine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
UMP	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.996847631985949	9.92698195672335e-06	0.0	0.0	2.996847631985949	9.92698195672335e-06	bc1001.bc1003.bc1010	1		1	bc1001.bc1003.bc1010	1
Uracil	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Uridine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9989492106619832	1.1029979951912502e-06	0.0	0.0	0.9989492106619832	1.1029979951912502e-06	bc1008	1		1	bc1008	1
Xylose	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Zn2+	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9957968426479327	1.7647967923060003e-05	0.0	0.0	3.9957968426479327	1.7647967923060003e-05	bc1001.bc1003.bc1008.bc1010	1		1	bc1001.bc1003.bc1008.bc1010	1
dATP	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9957968426479327	1.7647967923060003e-05	0.0	0.0	3.9957968426479327	1.7647967923060003e-05	bc1001.bc1003.bc1008.bc1010	1		1	bc1001.bc1003.bc1008.bc1010	1
dGTP	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9957968426479327	1.7647967923060003e-05	0.0	0.0	3.9957968426479327	1.7647967923060003e-05	bc1001.bc1003.bc1008.bc1010	1		1	bc1001.bc1003.bc1008.bc1010	1
ddca	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9957968426479327	1.7647967923060003e-05	0.0	0.0	3.9957968426479327	1.7647967923060003e-05	bc1001.bc1003.bc1008.bc1010	1		1	bc1001.bc1003.bc1008.bc1010	1
fe3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9957968426479327	1.7647967923060003e-05	0.0	0.0	3.9957968426479327	1.7647967923060003e-05	bc1001.bc1003.bc1008.bc1010	1		1	bc1001.bc1003.bc1008.bc1010	1
gamma-butyrobetaine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
hexadecenoate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9989492106619832	1.1029979951912502e-06	0.0	0.0	0.9989492106619832	1.1029979951912502e-06	bc1008	1		1	bc1008	1
