	0.0000-0.0009	0.0009-0.0010	0.0010-0.0019	0.0025-0.0029	0.0040-0.0040	0.0040-0.0050	0.0051-0.0051	0.0051-0.0053	0.0053-0.0053	0.0053-0.0067	0.0067-0.0071	0.0071-0.0101	0.0101-0.0105	0.0105-0.0113	0.0113-0.0128	0.0128-0.0161	0.0161-0.0180	0.0180-0.0181	0.0181-0.0181	0.0356-0.0502	0.0502-0.0863	0.0863-0.0870	0.0918-0.0969	0.0969-0.1022	0.1022-0.1708	0.1708-0.1715	0.1715-0.1721	0.1722-0.1732	0.1732-0.1736	0.1736-0.1769	0.1769-0.1776	0.1776-0.1776	0.1784-0.1807	0.1807-0.1914	0.2019-0.2019	0.2019-0.2056	0.2116-0.2118	0.2118-0.2154	0.2154-0.2183	0.2183-0.2238	0.2238-0.2831	0.2831-0.2856	0.3686-0.3797	0.3797-0.4153	0.4153-0.5310	0.5310-0.5310	0.5374-0.5374	0.6997-0.7178	0.7178-0.7199	0.7199-0.7209	0.7209-0.7572	0.7572-0.7577	0.7583-0.8098	0.8098-0.8100	0.8102-0.8173	0.8173-0.8480	0.8480-0.8493	0.8493-2.0160	2.0160-2.1866	2.1866-3.8648	3.8648-6.0006	6.0006-6.3403	6.3882-20.0000	Source	Target
Clostridium_innocuum_I46##D-Glucose-e0##Microbe##Riboflavin	2.52777777768366	-3.7499999999974585	-1.3958333333488808	1.8124999998085836	2.750000000004995	0.8749999999948059	-5.148868165382953	-0.12655529824517378	178.83682328842272	-242.92055477295546	-242.92055477295546	-242.92055477295546	-242.92055477292473	-242.92055477293644	-242.92055477293644	-242.92055477293644	-143.90391848882592	-1502.5075784017417	-3196.391717559376	-3058.1356192375924	-3.7062184808237144	-36.24999999587566	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Clostridium_innocuum_I46	D-Glucose-e0
Clostridium_innocuum_I46##D-Glucose-e0##Microbe##PAN	-2774.460073332106	-289.1821438772072	-1223.352419511738	-3166.5927705004624	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16721.43512992331	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Clostridium_innocuum_I46	D-Glucose-e0
Clostridium_innocuum_I46##Mn2+-e0##Microbe##PAN	-0.9241112603138921	-0.9241112603280117	-0.9241112603225148	-0.9241112602958473	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.9241112602178356	-0.9241112602473455	-0.9241112602420376	-0.9241112602420376	-0.9241112601618069	-0.9241112603194809	-0.9241112603186808	-0.9241112604059857	-0.924111260338747	-0.9241112605586991	-0.9241112603328113	-0.9241112602824304	-0.9241112603167223	-0.9241112604241417	-0.9241112603917746	-0.9241112603334131	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Clostridium_innocuum_I46	Mn2+-e0
Clostridium_innocuum_I46##Zn2+-e0##Microbe##PAN	-0.9241112603127367	-0.9241112603278814	-0.9241112603216243	-0.9241112602935009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.9241112602060583	-0.9241112602570445	-0.9241112602530276	-0.9241112602530276	-0.9241112601854493	-0.9241112603189573	-0.9241112603177728	-0.9241112604081113	-0.924111260341573	-0.9241112605794163	-0.9241112603341998	-0.9241112602903461	-0.9241112603146361	-0.9241112604102508	-0.9241112603887618	-0.9241112603368157	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Clostridium_innocuum_I46	Zn2+-e0
Clostridium_innocuum_I46##L-Aspartate-e0##Microbe##L-Aspartate-e0	-0.9999999999999989	-1.0000000000000009	-0.9999999999999994	-0.9999999999999977	-1.0000000000000009	-1.0000000000000013	-0.9999999999999998	-0.9999999999999986	-0.999999999999999	-0.9999999999999991	-0.9999999999999991	-0.9999999999999991	-1.0000000000000016	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-0.9999999999999993	-1.0000000000000007	-1.0000000000000004	-1.000000000000002	-1.0000000000000013	-1.0000000000000002	0.0	0.0	0.0	0.0	-1.000000000000002	-0.9999999999999984	-1.000000000000001	-0.9999999999999996	-1.0000000000000013	-0.9999999999999992	-1.0000000000000004	-0.9999999999999993	-0.9999999999999991	-1.0000000000000002	-0.9999999999999989	-1.0000000000000002	-1.0000000000000007	-1.0000000000000002	-1.0000000000000018	-1.0000000000000018	-1.0000000000000018	-1.0000000000000018	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000004	-1.0000000000000002	-0.9999999999999983	-0.9999999999999996	-1.0000000000000002	Clostridium_innocuum_I46	L-Aspartate-e0
Clostridium_innocuum_I46##Sulfate-e0##Microbe##PAN	-0.9241112603078692	-0.9241112603152515	-0.9241112603217253	-0.9241112602930631	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.9241112602190149	-0.9241112602277293	-0.9241112602201667	-0.9241112602201667	-0.9241112601212945	-0.9241112603144249	-0.9241112603125535	-0.9241112604132866	-0.9241112602626951	-0.9241112605017942	-0.9241112603342765	-0.9241112602763955	-0.9241112603126143	-0.9241112604412041	-0.9241112604121541	-0.9241112603419492	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Clostridium_innocuum_I46	Sulfate-e0
Clostridium_innocuum_I46##L-Arginine-e0##Microbe##PAN	-35.57235834172135	-35.57235834235599	-35.57235834202321	-35.57235834097999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-35.5723583377043	-35.57235833932599	-35.5723583391426	-35.5723583391426	-35.5723583362925	-35.57235834191377	-35.57235834188775	-35.57235834517736	-35.57235834274853	-35.57235835128903	-35.572358342428124	-35.57235834061366	-35.572358341768926	-35.57235834596224	-35.572358344659726	-35.572358342537854	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Clostridium_innocuum_I46	L-Arginine-e0
Clostridium_innocuum_I46##L-Glutamine-e0##Microbe##Spermidine-e0	1.5000000000003484	1.000000000002941	1.5000000000002416	1.4999999999986489	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Clostridium_innocuum_I46	L-Glutamine-e0
Clostridium_innocuum_I46##L-Glutamine-e0##Microbe##Thiamin-e0	-1.0000000000028224	10.200000000078907	-1.0000000000005687	-1.0000000000102025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Clostridium_innocuum_I46	L-Glutamine-e0
Clostridium_innocuum_I46##L-Glutamine-e0##Microbe##N-Acetyl-D-glucosamine-e0	-1.0000000000006353	2.6000000000388113	-0.999999999999945	-1.0000000000005933	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Clostridium_innocuum_I46	L-Glutamine-e0
Clostridium_innocuum_I46##L-Glutamine-e0##Microbe##Folate-e0	-0.5000000000015403	11.8000000001584	-0.49999999999916866	-0.5000000000019564	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Clostridium_innocuum_I46	L-Glutamine-e0
Clostridium_innocuum_I46##L-Glutamine-e0##Microbe##O2-e0	-1.0000000000006588	1.6000000000179952	-1.0000000000001217	-1.0000000000015203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Clostridium_innocuum_I46	L-Glutamine-e0
Clostridium_innocuum_I46##L-Glutamine-e0##Microbe##Riboflavin	-2.500000000003703	8.800000000048092	-2.5000000000014087	-2.5000000000054765	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Clostridium_innocuum_I46	L-Glutamine-e0
Clostridium_innocuum_I46##L-Glutamine-e0##Microbe##PAN	-104.55147981765705	-4578.051752925117	-94.03442982620795	-94.03442982376093	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Clostridium_innocuum_I46	L-Glutamine-e0
Clostridium_innocuum_I46##L-Leucine-e0##Microbe##PAN	-64.72644010465413	-64.72644010578176	-64.72644010520567	-64.7264401033211	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-64.72644009745477	-64.72644010030575	-64.7264400999785	-64.7264400999785	-64.72644009479843	-64.72644010501563	-64.72644010497369	-64.72644011092434	-64.72644010654071	-64.72644012186637	-64.72644010595548	-64.72644010265975	-64.72644010476269	-64.72644011235865	-64.72644010994561	-64.72644010614007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Clostridium_innocuum_I46	L-Leucine-e0
Clostridium_innocuum_I46##L-Histidine-e0##Microbe##PAN	-11.39328203115185	-11.393282031335126	-11.393282031253301	-11.393282030920545	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-11.39328202990498	-11.393282030365263	-11.3932820303047	-11.3932820303047	-11.393282029367265	-11.393282031216739	-11.393282031206729	-11.393282032261896	-11.39328203146408	-11.393282034122457	-11.393282031385782	-11.393282030837664	-11.39328203116999	-11.393282032531355	-11.393282032106246	-11.393282031427736	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Clostridium_innocuum_I46	L-Histidine-e0
Clostridium_innocuum_I46##L-Proline-e0##Microbe##PAN	-26.584324739362	-26.584324739826133	-26.584324739585835	-26.584324738818168	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-26.58432473637561	-26.584324737565225	-26.584324737431366	-26.584324737431366	-26.584324735300168	-26.584324739501206	-26.5843247394822	-26.58432474192596	-26.584324740009162	-26.584324746396522	-26.584324739895944	-26.584324738560664	-26.58432473940038	-26.58432474255766	-26.584324741588485	-26.584324739977244	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Clostridium_innocuum_I46	L-Proline-e0
Clostridium_innocuum_I46##Co2+-e0##Microbe##PAN	-0.9241112603153536	-0.9241112603344329	-0.9241112603222993	-0.9241112602951925	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.9241112602037743	-0.9241112602629368	-0.9241112602597835	-0.9241112602597835	-0.9241112601980774	-0.9241112603199243	-0.9241112603202789	-0.9241112604086578	-0.9241112603458835	-0.9241112605694063	-0.9241112603325277	-0.924111260282902	-0.9241112603140335	-0.9241112604243203	-0.9241112603891143	-0.9241112603326425	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Clostridium_innocuum_I46	Co2+-e0
Clostridium_innocuum_I46##L-Threonine-e0##Microbe##PAN	-30.508677438965215	-30.508677439576633	-30.508677439223618	-30.508677438328796	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Clostridium_innocuum_I46	L-Threonine-e0
Clostridium_innocuum_I46##Spermidine-e0##Microbe##Spermidine-e0	-0.9999999999999999	-0.9999999999999997	-1.0000000000000004	-1.0	-1.0000000000000013	-0.9999999999999991	-1.0000000000000004	-0.9999999999999987	-0.9999999999999554	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-0.9999999999999997	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-0.9999999999999988	-1.000000000000004	-1.0000000000000009	-1.0000000000000009	-1.0000000000000007	-1.0000000000000016	-1.0000000000000024	-0.9999999999999996	-0.9999999999999996	-1.0000000000000004	-0.9999999999999992	-0.9999999999999997	-1.0000000000000009	-0.9999999999999991	-0.9999999999999993	-0.9999999999999984	-0.9999999999999999	-1.0000000000000004	-1.0000000000000002	-0.9999999999999992	-0.9999999999999999	-0.9999999999999997	-0.9999999999999998	-1.0000000000000004	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999992	-0.9999999999999992	-0.9999999999999992	-0.9999999999999992	-0.9999999999999992	-0.9999999999999992	-0.9999999999999992	-0.9999999999999992	-0.9999999999999992	-0.9999999999999992	-0.9999999999999992	-0.9999999999999992	-0.9999999999999992	-0.9999999999999992	-1.0000000000000004	-0.9999999999999997	-1.0000000000000004	-1.0000000000000024	-1.0000000000000016	Clostridium_innocuum_I46	Spermidine-e0
Clostridium_innocuum_I46##Thiamin-e0##Microbe##Thiamin-e0	-0.9999999999999992	-0.9999999999999964	-0.9999999999999982	-0.9999999999999996	-0.9999999999999987	-0.999999999999999	-0.9999999999999988	-1.0000000000000009	-0.9999999999999999	-0.9999999999999988	-0.9999999999999988	-0.9999999999999988	-0.999999999999999	-0.9999999999999993	-0.9999999999999993	-0.9999999999999993	-1.0000000000000009	-1.0000000000000009	-0.9999999999999976	-1.0000000000000013	-0.9999999999999988	-0.9999999999999852	-1.0000000000000013	-0.9999999999999976	-0.9999999999999976	-1.0000000000000135	-1.0000000000000002	-0.9999999999999998	-1.0	-0.999999999999997	-1.0000000000000009	-1.0000000000000002	-1.000000000000003	-1.0000000000000016	-1.0000000000000016	-1.000000000000003	-1.0000000000000002	-1.0000000000000049	-1.0000000000000013	-1.0000000000000004	-0.9999999999999994	-0.9999999999999994	-0.9999999999999994	-0.9999999999999994	-0.9999999999999997	-0.9999999999999997	-0.9999999999999997	-0.9999999999999997	-0.9999999999999997	-0.9999999999999997	-0.9999999999999997	-0.9999999999999997	-0.9999999999999997	-0.9999999999999997	-0.9999999999999997	-0.9999999999999997	-0.9999999999999997	-0.9999999999999997	-1.0000000000000004	-1.0000000000000004	-1.0000000000000009	-1.0000000000000004	-1.0000000000000007	Clostridium_innocuum_I46	Thiamin-e0
