	0.0000-0.0000	0.0000-0.0009	0.0009-0.0010	0.0015-0.0016	0.0016-0.0018	0.0018-0.0029	0.0029-0.0040	0.0040-0.0113	0.0113-0.0990	0.2037-0.2037	0.2037-0.2053	0.2053-0.2053	0.2053-0.2055	0.2068-0.2076	0.2084-0.2090	0.2090-0.2102	0.2102-0.2104	0.2104-0.2110	0.2110-0.2118	0.2118-0.2118	0.2118-0.2278	0.2278-0.2279	0.2279-0.2295	0.2295-0.2907	0.2907-0.2911	0.2911-0.3185	0.3189-0.3286	0.3286-0.3288	0.3288-0.3367	0.3377-0.3879	0.3879-0.3907	0.3907-0.3929	0.3929-0.3934	0.3934-0.3941	0.3941-0.4154	0.4185-0.4207	0.4207-0.4212	0.4212-0.4213	0.4213-0.4221	0.4239-0.4242	0.4249-0.6309	0.6313-0.6321	0.6453-0.6933	0.6933-0.6979	0.6979-0.6994	0.6994-0.7019	0.7019-0.7026	0.7029-0.7044	0.8170-0.8794	0.8794-0.8794	0.9298-0.9992	0.9992-1.2693	1.2693-1.4832	1.4901-1.5437	1.5437-1.5441	1.5441-1.5476	1.5476-1.5502	1.5502-8.3154	8.3154-15.1652	15.1652-16.8236	16.8236-16.8255	16.8255-20.0000	Source	Target
PAN##Zn2+-e0##Clostridium_innocuum_I46	-0.9241112603127367	-0.9241112603127367	-0.9241112603275777	-0.9241112603043099	-0.9241112603043099	-0.9241112603223308	-0.9241112603219815	-0.924111260322352	-0.9241112603217307	-0.9241112603182039	-0.9241112603264295	-0.9241112603229025	-0.9241112603271805	-0.9241112603212462	-0.924111260319271	-0.924111260322448	-0.9241112603225818	-0.9241112603197884	-0.9241112603201463	-0.9241112603200712	-0.9241112603170741	-0.9241112603218267	-0.9241112603260926	-0.9241112603250167	-0.9241112603478028	-0.9241112603449744	-0.9241112603424553	-0.9241112603369915	-0.9241112603371264	-0.9241112603330515	-0.9241112603327309	-0.9241112603327309	-0.9241112603310125	-0.92411126033142	-0.9241112603309459	-0.9241112603003931	-0.9241112603040731	-0.9241112603198414	-0.9241112603172399	-0.9241112603271103	-0.9241112603212674	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	Zn2+-e0
L-Aspartate-e0##L-Aspartate-e0##Clostridium_innocuum_I46	-0.9999999999999989	-0.9999999999999989	-0.9999999999999983	-1.0	-1.0	-0.9999999999999978	-1.0000000000000007	-0.9999999999999999	-1.0	-1.0000000000000002	-1.0000000000000002	-0.9999999999999977	-1.0000000000000004	-1.0000000000000004	-1.0	-0.9999999999999993	-1.0	-0.9999999999999994	-0.9999999999999997	-0.9999999999999996	-1.0000000000000004	-0.9999999999999982	-0.9999999999999996	-1.0000000000000004	-0.9999999999999988	-0.9999999999999993	-0.9999999999999988	-0.9999999999999988	-0.9999999999999991	-1.0000000000000009	-1.000000000000001	-1.000000000000001	-0.9999999999999999	-1.0000000000000007	-1.0000000000000024	-1.0000000000000024	-1.0000000000000004	-1.0000000000000002	-0.9999999999999998	-0.9999999999999994	-0.9999999999999983	-0.9999999999999999	-1.0000000000000007	-1.0	-1.0	-1.0000000000000009	-1.0000000000000004	-1.000000000000001	-1.0000000000000013	-1.000000000000001	-0.9999999999999994	-1.0000000000000009	-0.9999999999999989	-1.0000000000000024	-0.9999999999999993	-0.9999999999999993	-0.999999999999998	-1.0000000000000013	-1.0000000000000013	-1.000000000000001	-1.000000000000001	-1.000000000000001	L-Aspartate-e0	L-Aspartate-e0
PAN##Sulfate-e0##Clostridium_innocuum_I46	-0.9241112603078692	-0.9241112603078692	-0.9241112603152958	-0.9241112603217594	-0.9241112603217594	-0.9241112603218331	-0.9241112603215393	-0.9241112603218964	-0.9241112603212691	-0.9241112603184141	-0.9241112603267028	-0.9241112603204965	-0.9241112603261059	-0.924111260321929	-0.9241112603181195	-0.9241112603215496	-0.9241112603222364	-0.9241112603205933	-0.9241112603210008	-0.9241112603200639	-0.9241112603171947	-0.9241112603211228	-0.9241112603258449	-0.9241112603249746	-0.9241112603463577	-0.9241112603475182	-0.9241112603448591	-0.9241112603388192	-0.9241112603388095	-0.9241112603346766	-0.9241112603338403	-0.9241112603338403	-0.9241112603320758	-0.9241112603327513	-0.9241112603320722	-0.9241112602997218	-0.9241112603029185	-0.9241112603196093	-0.9241112603172489	-0.9241112603280965	-0.9241112603214038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	Sulfate-e0
PAN##L-Arginine-e0##Clostridium_innocuum_I46	-35.57235834172135	-35.57235834172135	-35.57235834236121	-35.57235834142481	-35.57235834142481	-35.57235834200667	-35.57235834199231	-35.5723583420065	-35.57235834197884	-35.57235834185867	-35.57235834214246	-35.572358341962136	-35.5723583421223	-35.57235834199594	-35.57235834188783	-35.57235834199973	-35.572358341997045	-35.572358341945204	-35.57235834196251	-35.57235834192801	-35.572358341825584	-35.572358341982685	-35.57235834212934	-35.57235834210615	-35.57235834296701	-35.572358342930166	-35.57235834283875	-35.57235834262778	-35.57235834262823	-35.57235834246303	-35.57235834244779	-35.57235834244779	-35.57235834239128	-35.572358342401294	-35.572358342384405	-35.572358341210474	-35.572358341356065	-35.57235834191104	-35.57235834178325	-35.57235834217454	-35.5723583419654	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	L-Arginine-e0
Spermidine-e0##L-Glutamine-e0##Clostridium_innocuum_I46	1.5000000000003484	1.5000000000003484	1.0000000000056857	-0.5624999999428093	-0.5624999999428093	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Spermidine-e0	L-Glutamine-e0
Thiamin-e0##L-Glutamine-e0##Clostridium_innocuum_I46	-1.0000000000028224	-1.0000000000028224	10.200000000081872	-29.499999999437797	-29.499999999437797	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Thiamin-e0	L-Glutamine-e0
N-Acetyl-D-glucosamine-e0##L-Glutamine-e0##Clostridium_innocuum_I46	-1.0000000000006353	-1.0000000000006353	2.600000000038121	-7.749999999911434	-7.749999999911434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	N-Acetyl-D-glucosamine-e0	L-Glutamine-e0
Folate-e0##L-Glutamine-e0##Clostridium_innocuum_I46	-0.5000000000015403	-0.5000000000015403	11.800000000158322	-19.062499999864922	-19.062499999864922	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Folate-e0	L-Glutamine-e0
O2-e0##L-Glutamine-e0##Clostridium_innocuum_I46	-1.0000000000006588	-1.0000000000006588	1.600000000017923	-5.874999999916676	-5.874999999916676	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	O2-e0	L-Glutamine-e0
Riboflavin##L-Glutamine-e0##Clostridium_innocuum_I46	-2.500000000003703	-2.500000000003703	8.800000000049149	-26.687499999502002	-26.687499999502002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin	L-Glutamine-e0
PAN##L-Glutamine-e0##Clostridium_innocuum_I46	-104.55147981765705	-104.55147981765705	-4578.051752925416	8425.571980154251	8425.571980154251	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	L-Glutamine-e0
PAN##L-Leucine-e0##Clostridium_innocuum_I46	-64.72644010465413	-64.72644010465413	-64.72644010578566	-64.72644010415398	-64.72644010415398	-64.72644010519072	-64.7264401051626	-64.7264401051887	-64.72644010513977	-64.72644010492232	-64.7264401054369	-64.72644010510741	-64.72644010539973	-64.72644010516969	-64.72644010497689	-64.72644010517871	-64.72644010517381	-64.72644010507966	-64.72644010511047	-64.72644010505131	-64.72644010486752	436.03548527273796	-54.18138565989719	-54.18138565986317	-54.18138566113158	-54.181385661109665	-54.181385660969795	-54.18138566065474	-54.18138566065367	-54.181385660401816	-54.181385660379725	-54.181385660379725	-54.18138566029061	-54.18138566030602	-54.18138566028025	-54.181385658488026	-54.18138565870513	-54.181385659552696	-54.18138565935583	1587.6291389136484	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	L-Leucine-e0
PAN##L-Histidine-e0##Clostridium_innocuum_I46	-11.39328203115185	-11.39328203115185	-11.393282031335703	-11.39328203106562	-11.39328203106562	-11.393282031248265	-11.393282031243537	-11.393282031248106	-11.393282031239412	-11.393282031201144	-11.393282031292678	-11.393282031233795	-11.393282031286612	-11.393282031244542	-11.393282031209907	-11.393282031246228	-11.393282031245828	-11.393282031228663	-11.393282031234166	-11.393282031224027	-11.393282031191974	-11.393282031242233	-11.393282031288313	-11.39328203128061	-11.393282031553836	-11.393282031540785	-11.393282031511928	-11.393282031444798	-11.393282031444668	-11.39328203139084	-11.393282031385166	-11.393282031385166	-11.393282031366956	-11.393282031370006	-11.39328203136471	-11.393282030990548	-11.393282031033678	-11.393282031213346	-11.393282031173566	-11.393282031305215	-11.393282031231644	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	L-Histidine-e0
PAN##L-Proline-e0##Clostridium_innocuum_I46	-26.584324739362	-26.584324739362	-26.58432473982415	-26.584324739120838	-26.584324739120838	-26.58432473957905	-26.584324739567506	-26.584324739578246	-26.584324739557854	-26.58432473946826	-26.584324739680277	-26.584324739543955	-26.584324739666013	-26.584324739570363	-26.584324739491013	-26.584324739573724	-26.584324739571947	-26.584324739532946	-26.58432473954571	-26.584324739521414	-26.584324739448228	-26.58432473956008	-26.584324739670688	-26.584324739653567	-26.584324740274404	-26.584324740257397	-26.584324740188823	-26.584324740033704	-26.584324740033367	-26.58432473990782	-26.584324739897564	-26.584324739897564	-26.584324739854114	-26.584324739861362	-26.58432473984908	-26.58432473897671	-26.584324739081303	-26.5843247395014	-26.58432473940492	-26.5843247396969	-26.584324739542414	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	L-Proline-e0
PAN##Co2+-e0##Clostridium_innocuum_I46	-0.9241112603153536	-0.9241112603153536	-0.9241112603346067	-0.9241112603049126	-0.9241112603049126	-0.9241112603212194	-0.9241112603206343	-0.924111260321107	-0.9241112603203322	-0.9241112603173277	-0.9241112603242869	-0.924111260319998	-0.9241112603235774	-0.9241112603207897	-0.9241112603185629	-0.9241112603209551	-0.9241112603206719	-0.9241112603193826	-0.9241112603198215	-0.9241112603189676	-0.9241112603160996	-0.9241112603204069	-0.9241112603239471	-0.9241112603235464	-0.9241112603502694	-0.9241112603466533	-0.9241112603447508	-0.9241112603390595	-0.9241112603390228	-0.9241112603346431	-0.9241112603342853	-0.9241112603342853	-0.9241112603330046	-0.9241112603331166	-0.9241112603327712	-0.9241112603040249	-0.9241112603068873	-0.9241112603192936	-0.9241112603149898	-0.9241112603255199	-0.9241112603206065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	Co2+-e0
PAN##L-Threonine-e0##Clostridium_innocuum_I46	-30.508677438965215	-30.508677438965215	-30.50867743957609	-30.508677438796582	-30.508677438796582	-30.50867743922312	-30.508677439209556	-30.50867743922126	-30.508677439199033	-30.508677439095916	-30.508677439338523	-30.50867743918387	-30.50867743931965	-476.9384079193651	-167.12385985451107	-167.12385985502246	-167.12385985501098	-167.12385985477098	-167.12385985485224	-167.12385985470596	-167.1238598542197	-167.12385985495735	-167.12385985562946	-167.12385985552407	-167.12385985970775	-167.12385985941896	-896.77340581991	-563.8465603836869	-563.8465603836833	-563.8465603819293	180.35558550198127	180.35558550198127	-167.12385985689926	-167.12385985694323	-167.12385985686635	-3283.6210490605754	-3283.6210490731974	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	L-Threonine-e0
Spermidine-e0##Spermidine-e0##Clostridium_innocuum_I46	-0.9999999999999999	-0.9999999999999999	-0.9999999999999988	-1.0000000000000009	-1.0000000000000009	-1.0	-0.9999999999999999	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000007	-1.0000000000000004	-0.9999999999999999	-1.0000000000000007	-0.9999999999999996	-1.0000000000000016	-1.000000000000001	-0.9999999999999973	-0.9999999999999977	-0.999999999999999	-1.0000000000000002	-1.0	-1.0000000000000007	-0.9999999999999999	-0.9999999999999997	-0.9999999999999991	-0.9999999999999982	-0.9999999999999984	-0.999999999999999	-0.9999999999999987	-0.9999999999999983	-0.9999999999999983	-1.0000000000000013	-1.000000000000001	-0.9999999999999997	-1.000000000000001	-1.0000000000000007	-0.9999999999999977	-1.0000000000000004	-0.9999999999999997	-1.0000000000000002	-1.0000000000000009	-0.9999999999999991	-1.0000000000000002	-0.9999999999999992	-1.0000000000000007	-1.0000000000000013	-1.0000000000000013	-0.9999999999999994	-0.9999999999999993	-0.9999999999999998	-1.0000000000000009	-1.0	-0.9999999999999998	-1.0000000000000002	-0.9999999999999998	-1.0	-1.0000000000000007	-1.0000000000000007	0.0	0.0	0.0	Spermidine-e0	Spermidine-e0
Thiamin-e0##Thiamin-e0##Clostridium_innocuum_I46	-0.9999999999999992	-0.9999999999999992	-0.9999999999999982	-0.9999999999999943	-0.9999999999999943	-1.000000000000001	-0.9999999999999993	-1.0	-1.0000000000000002	-1.0000000000000004	-1.0000000000000002	-1.0000000000000004	-0.9999999999999987	-1.0000000000000002	-1.0000000000000004	-0.9999999999999989	-1.0000000000000007	-1.0000000000000002	-1.0000000000000009	-0.9999999999999989	-0.9999999999999977	-0.9999999999999989	-0.9999999999999991	-1.0000000000000002	-0.9999999999999989	-0.9999999999999986	-0.9999999999999997	-0.9999999999999999	-0.9999999999999998	-1.0000000000000004	-1.0	-1.0	-0.9999999999999993	-1.0000000000000004	-1.0000000000000016	-0.9999999999999991	-1.0000000000000027	-1.0	-1.0000000000000002	-0.9999999999999997	-1.0000000000000009	-1.000000000000001	-0.9999999999999997	-1.0000000000000002	-1.000000000000001	-1.0000000000000013	-1.0000000000000007	-1.0000000000000009	-1.0000000000000009	-1.0000000000000002	-1.0000000000000004	-1.0000000000000009	-1.000000000000001	-1.0000000000000002	-0.9999999999999991	-0.9999999999999997	-1.0000000000000009	-1.0000000000000002	-1.0000000000000002	0.0	0.0	0.0	Thiamin-e0	Thiamin-e0
