	0.0000-0.0000	0.0000-0.0006	0.0006-0.0057	0.0058-0.0058	0.0058-0.0060	0.0060-0.0097	0.0097-0.0103	0.0110-0.0123	0.0123-0.0124	0.0124-0.0126	0.0126-0.0128	0.0128-0.0128	0.0128-0.0131	0.0131-0.0132	0.0132-0.0163	0.0164-0.0173	0.0175-0.0177	0.0177-0.0178	0.0178-0.0180	0.0181-0.0181	0.0181-0.0318	0.0333-0.0333	0.0404-0.0432	0.0457-0.0459	0.0459-0.0470	0.0528-0.1927	0.1927-0.2431	0.2555-0.2772	0.2772-1.5905	1.5905-1.6150	1.6150-1.6153	1.6153-6.0477	6.0477-6.0526	6.0526-6.0530	6.0530-6.0804	6.0804-6.1199	6.1199-6.1255	6.1255-20.0000	Source	Target
PAN##Zn2+-e0##Limosilactobacillus_reuteri_I49	-0.7060625359832152	-0.7060625359832152	-0.7060625359863073	-0.7060625359222283	-0.7060625359684058	-0.7060625360024306	-0.7060625360064364	-0.7060625360036833	-0.7060625359994032	-0.7060625359998266	-0.706062535998705	-0.7060625360052769	-0.7060625360004568	-0.7060625359980747	-0.7060625359969663	-0.7060625360042426	-0.7060625359207608	-0.7060625360069319	-0.7060625359949763	-0.7060625359835119	-0.7060625359869243	-0.706062535946136	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	Zn2+-e0
PAN##L-Lysine-e0##Limosilactobacillus_reuteri_I49	-36.35966193467842	-36.35966193467842	-36.3596619346457	-36.35966193286837	-36.35966193626681	-36.35966193487708	-36.35966193471155	-36.35966193468318	-36.35966193454508	-36.35966193452137	-36.35966193450186	-36.359661934263215	-36.35966193379931	-36.35966193522525	-36.35966193551013	-520.6573100932379	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	L-Lysine-e0
Spermidine-e0##L-Aspartate-e0##Limosilactobacillus_reuteri_I49	0.9999999999454309	0.9999999999454309	0.9999999999450203	0.0	1.9999999999805513	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.499999999994417	2.3554584719562723	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	893.519817662395	-2.0000000000040354	Spermidine-e0	L-Aspartate-e0
Melitose-e0##L-Aspartate-e0##Limosilactobacillus_reuteri_I49	2.5000000000417626	2.5000000000417626	2.500000000041678	0.0	5.000000000287731	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.1434696465600347	26.52711973051696	26.52711973051696	26.52711973051696	26.52711973051696	26.52711973051696	26.52711973051696	26.52711973051559	26.52711973051559	26.52711973051559	26.52711973051559	26.52711973051559	-1.999999999935121	-2.0000000000011102	Melitose-e0	L-Aspartate-e0
Folate-e0##L-Aspartate-e0##Limosilactobacillus_reuteri_I49	8.500000000118796	8.500000000118796	8.500000000117678	0.0	17.000000000947217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-4.000000000001714	-6.858674116403482	-9.000000000007256	-9.000000000007256	-9.000000000007256	-9.000000000007256	-9.000000000007256	-9.000000000007256	-9.000000000007246	-9.000000000007246	-9.000000000007246	-9.000000000007246	-9.000000000007246	-9.00000000021766	-9.000000000006882	Folate-e0	L-Aspartate-e0
Urea-e0##L-Aspartate-e0##Limosilactobacillus_reuteri_I49	1.5000000000240363	1.5000000000240363	1.5000000000229121	0.0	3.000000000171917	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.999999999999412	-1.4282651767198609	-1.0000000000001188	-1.0000000000001188	-1.0000000000001188	-1.0000000000001188	-1.0000000000001188	-1.0000000000001188	-1.000000000000083	-1.000000000000083	-1.000000000000083	-1.000000000000083	-1.000000000000083	-1.0000000000142768	-1.0000000000001048	Urea-e0	L-Aspartate-e0
Sucrose##L-Aspartate-e0##Limosilactobacillus_reuteri_I49	2.000000000018784	2.000000000018784	2.00000000001838	0.0	4.000000000202736	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.499999999999531	0.07066294179995551	-1.0000000000031477	-1.0000000000031477	-1.0000000000031477	-1.0000000000031477	-1.0000000000031477	-1.0000000000031477	-1.000000000003081	-1.000000000003081	-1.000000000003081	-1.000000000003081	-1.000000000003081	-0.9999999999691795	-1.0000000000005378	Sucrose	L-Aspartate-e0
Thiamine##L-Aspartate-e0##Limosilactobacillus_reuteri_I49	10.500000000161112	10.500000000161112	10.500000000140698	0.9999999999727957	21.0000000011625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.5000000000062206	-6.931480821168099	-11.000000000010564	-11.000000000010564	-11.000000000010564	-11.000000000010564	-11.000000000010564	-11.000000000010564	-11.000000000010493	-11.000000000010493	-11.000000000010493	-11.000000000010493	-11.000000000010493	-11.000000000304127	-11.000000000012632	Thiamine	L-Aspartate-e0
Riboflavin##L-Aspartate-e0##Limosilactobacillus_reuteri_I49	7.500000000077323	7.500000000077323	7.500000000076328	0.0	15.000000000778353	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin	L-Aspartate-e0
PAN##L-Aspartate-e0##Limosilactobacillus_reuteri_I49	-2640.0975755197237	-2640.0975755197237	-2640.097575517694	-203.8971818875542	-5091.345376085591	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	L-Aspartate-e0
PAN##Sulfate-e0##Limosilactobacillus_reuteri_I49	-0.706062535979195	-0.706062535979195	-0.7060625359786028	-0.7060625359400327	-0.7060625360027472	-0.7060625359765896	-0.7060625359730646	-0.7060625359728542	-0.7060625359708733	-0.7060625359705762	-0.7060625359701556	-0.7060625359658101	-0.7060625359561201	-0.7060625359845726	-0.7060625359903405	-0.7060625359720382	-0.7060625359822025	-0.706062535969877	-0.7060625359709848	-0.7060625359768667	-0.7060625359714671	-0.7060625359407835	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	Sulfate-e0
Spermidine-e0##L-Arginine-e0##Limosilactobacillus_reuteri_I49	0.999999999999341	0.999999999999341	0.9999999999993444	0.999999999998947	0.9999999999997653	0.999999999999445	0.9999999999993577	0.9999999999993205	0.9999999999990842	1.0000000000000373	1.0000000000008735	-1.9999999999581417	1.0000000000031448	0.999999999999561	0.9999999999988931	0.9999999999998705	1.0000000000001659	0.9999999999994112	0.9999999999998492	0.9999999999996088	0.9999999999999335	0.9999999999968449	0.9999999999999907	0.9999999999997743	0.9400966355372448	0.9999999999999354	0.9999999999999354	0.9999999999999354	0.9999999999999354	0.9999999999999354	0.9999999999999354	0.9999999999999368	0.9999999999999368	0.9999999999999368	0.9999999999999368	0.9999999999999368	-21.723747384733738	0.0	Spermidine-e0	L-Arginine-e0
PAN##L-Arginine-e0##Limosilactobacillus_reuteri_I49	-22.72374738371069	-22.72374738371069	-22.72374738369012	-22.72374738272403	-22.723747384760877	-22.723747383881268	-22.723747383773464	-22.723747383756617	-22.723747383661976	-22.72374738364609	-22.723747383633537	-569.50196794449	-22.72374738321569	-22.72374738407807	-22.723747384255667	-22.723747383667515	-22.723747383492608	-22.723747383971993	-22.723747383691627	-22.72374738381055	-22.723747383635704	-22.723747382755857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	L-Arginine-e0
PAN##L-Histidine-e0##Limosilactobacillus_reuteri_I49	-9.204977705002579	-9.204977705002579	-9.20497770499573	-9.204977704558452	-9.204977705371379	-9.20497770501578	-9.204977704973365	-9.2049777049668	-9.204977704934235	-9.204977704929036	-9.204977704923735	-9.204977704868746	-9.20497770475582	-9.20497770510112	-9.20497770517241	-9.204977704941395	-9.204977704989087	-9.204977704979054	-9.204977704948883	-9.204977705005504	-9.204977704931263	-9.204977704577043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	L-Histidine-e0
PAN##L-Proline-e0##Limosilactobacillus_reuteri_I49	-18.087781190329693	-18.087781190329693	-18.087781190315845	-18.087781189439575	-18.08778119105285	-18.087781190365927	-18.087781190283625	-18.087781190271503	-18.087781190206854	-18.087781190196672	-18.087781190186288	-18.087781190079568	-18.08778118985784	-18.087781190532137	-18.087781190670963	-18.087781190220632	-18.08778119027844	-18.087781190311205	-18.08778119023629	-18.087781190338553	-18.087781190197457	-18.087781189490602	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	L-Proline-e0
PAN##Co2+-e0##Limosilactobacillus_reuteri_I49	-0.7060625359789378	-0.7060625359789378	-0.706062535978128	-0.706062535942742	-0.7060625359872459	-0.7060625359780192	-0.7060625359764156	-0.7060625359758156	-0.7060625359713668	-0.7060625359715249	-0.7060625359704907	-0.7060625359727618	-0.7060625359652273	-0.7060625359816148	-0.7060625359866093	-0.7060625359754122	-0.706062535964286	-0.7060625359685304	-0.7060625359715094	-0.7060625359741135	-0.7060625359668888	-0.7060625359398961	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	Co2+-e0
PAN##L-Valine-e0##Limosilactobacillus_reuteri_I49	-34.564691282279036	-34.564691282279036	-34.56469128225245	-34.564691280573065	-34.56469128365171	-34.56469128233458	-34.564691282176	-34.564691282153326	-34.564691282030545	-34.564691282011005	-34.564691281991045	-34.5646912817864	-34.56469128136299	-34.56469128265552	-34.56469128292201	-34.56469128205866	-34.56469128222097	-34.56469128221031	-34.56469128208782	-34.56469128229823	-34.564691282019155	-34.564691280677636	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	L-Valine-e0
Thiamine##L-Threonine-e0##Limosilactobacillus_reuteri_I49	1.000000000009206	1.000000000009206	0.0	-37.99999999872023	2.0000000000175633	2.0000000000035096	2.000000000000477	1.9999999999993865	1.9999999999897065	1.9999999999958136	8.666666666660243	1.9999999999612843	-12.999999999757083	22.000000000364317	27.000000000658066	1.9999999999995766	2.0000000000187343	1.999999999995852	1.9999999999998888	4.764705882381419	0.9999999999975523	-2.9999999997665454	0.9999999999993493	1.0000000000019396	0.4076570107997764	1.0000000000015792	1.0000000000015792	1.0000000000015792	1.0000000000015792	1.0000000000015792	1.0000000000015792	1.0000000000014957	1.0000000000014957	1.0000000000014957	1.0000000000014957	1.0000000000014957	1.0000000000442528	1.0000000000019151	Thiamine	L-Threonine-e0
PAN##L-Threonine-e0##Limosilactobacillus_reuteri_I49	-169.14776061498804	-169.14776061498804	-73.0842350430291	9696.048196941141	-78.84819056794414	-78.84819056456041	-78.8481905641184	-78.84819056411222	-78.84819056381264	-78.84819056377145	-33.353549886440675	1109.8206910386605	2750.1553526871085	-2309.6356301492633	-3038.3750385225453	-132.5891494944879	-132.5891494968717	-132.58914949400292	-132.5891494945241	-598.4296794224036	-130.08914949447347	3001.705870398298	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	L-Threonine-e0
Spermidine-e0##Spermidine-e0##Limosilactobacillus_reuteri_I49	-0.9999999999999997	-0.9999999999999997	-0.9999999999999996	-0.9999999999999994	-1.0000000000000009	-1.0000000000000016	-0.999999999999999	-1.0000000000000007	-0.9999999999999991	-0.9999999999999999	-1.0000000000000013	-0.9999999999999981	-1.0	-0.9999999999999997	-0.9999999999999999	-1.0000000000000004	-1.0000000000000038	-0.9999999999999986	-1.0000000000000013	-0.999999999999998	-0.9999999999999967	-1.000000000000021	-0.9999999999999928	-0.9999999999999992	-1.0000000000000013	-1.0000000000000018	-1.0000000000000018	-1.0000000000000018	-1.0000000000000018	-1.0000000000000018	-1.0000000000000018	-1.0000000000000018	-1.0000000000000018	-1.0000000000000018	-1.0000000000000018	-1.0000000000000018	-0.9999999999999788	-0.9999999999999963	Spermidine-e0	Spermidine-e0
PAN##fe3-e0##Limosilactobacillus_reuteri_I49	-0.7060625359773912	-0.7060625359773912	-0.7060625359768574	-0.7060625359406569	-0.7060625360034699	-0.7060625359774207	-0.7060625359742697	-0.706062535973895	-0.7060625359715548	-0.706062535971194	-0.7060625359707859	-0.706062535966913	-0.7060625359584366	-0.7060625359840329	-0.70606253598938	-0.7060625359722505	-0.7060625359783694	-0.7060625359735658	-0.7060625359727029	-0.7060625359774748	-0.7060625359715349	-0.7060625359445305	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	fe3-e0
Spermidine-e0##H+-e0##Limosilactobacillus_reuteri_I49	-1.9999999999238107	-1.9999999999238107	-1.9999999999260463	1.9999999997513802	0.0	0.0	0.0	-0.33333333336388393	-2.0000000000212195	6.00000000000359	4.666666666693936	-12.99999999974269	-15.999999999429983	8.000000000036097	11.000000000121533	6.833333333336505	26.00000000023749	-4.000000000060853	3.499999999990234	6.882352941176131	6.000000000000057	5.999999999909645	11.499999999995591	5.999999999998268	9.841319018993962	5.999999999995582	5.999999999995582	5.999999999995582	5.999999999995582	5.999999999995582	5.999999999995582	5.999999999995786	5.999999999995786	5.999999999995786	5.999999999995786	5.999999999995786	1400.522748891081	-1.000000000006371	Spermidine-e0	H+-e0
Melitose-e0##H+-e0##Limosilactobacillus_reuteri_I49	0.999999999947082	0.999999999947082	0.9999999999488591	10.999999999786338	6.0000000000962315	6.000000000029954	6.0000000000003295	4.666666666656274	-2.00000000002478	6.000000000000227	4.000000000035645	-4.999999999785528	-5.999999999667998	1.9999999999518854	2.999999999949007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.396843279635676	46.522479119288896	46.522479119288896	46.522479119288896	46.522479119288896	46.522479119288896	46.522479119288896	46.52247911928619	46.52247911928619	46.52247911928619	46.52247911928619	46.52247911928619	2.000000000100541	1.9999999999973097	Melitose-e0	H+-e0
Folate-e0##H+-e0##Limosilactobacillus_reuteri_I49	-9.0000000001443	-9.0000000001443	-9.000000000139124	24.99999999922403	8.000000000322924	8.000000000095685	8.000000000043663	5.000000000020723	-10.00000000003144	-2.0000000000129186	-3.333333333320809	18.999999999863597	23.999999999380172	-16.00000000017107	-21.000000000381142	-5.166666666663783	-78.0000000005525	36.00000000007017	7.4999999999910685	-4.882352941173963	-2.0000000000157256	-1.0000000000243818	-0.5000000000088349	-19.000000000008946	-15.507891800917928	-19.000000000014726	-19.000000000014726	-19.000000000014726	-19.000000000014726	-19.000000000014726	-19.000000000014726	-19.00000000001451	-19.00000000001451	-19.00000000001451	-19.00000000001451	-19.00000000001451	-19.000000000342954	-19.00000000001329	Folate-e0	H+-e0
Urea-e0##H+-e0##Limosilactobacillus_reuteri_I49	-1.0000000000305254	-1.0000000000305254	-1.000000000028266	4.999999999865948	2.000000000057328	2.000000000017131	2.000000000017259	2.0000000000157256	2.000000000010424	-2.000000000003781	-1.3333333333485657	9.999999999840455	11.999999999634122	-4.000000000023956	-6.0000000000849445	-2.6666666666670276	-18.000000000131777	6.000000000021998	0.0	-2.7058823529403733	-2.0000000000019096	-1.9999999999768487	-3.5000000000000875	-4.000000000000881	-4.698421639818189	-4.000000000000535	-4.000000000000535	-4.000000000000535	-4.000000000000535	-4.000000000000535	-4.000000000000535	-4.000000000000467	-4.000000000000467	-4.000000000000467	-4.000000000000467	-4.000000000000467	-4.000000000022616	-4.000000000000475	Urea-e0	H+-e0
Thiamine##H+-e0##Limosilactobacillus_reuteri_I49	-10.000000000186954	-10.000000000186954	-9.000000000157494	28.999999999161478	9.00000000040466	9.000000000126997	9.00000000006976	5.000000000034253	-20.000000000055824	0.0	-3.333333333276477	15.000000000106073	19.999999999643805	-20.000000000273207	-25.0000000005365	-4.166666666662724	-100.00000000089516	50.00000000019622	12.500000000020245	-3.7647058823458965	0.0	0.9999999999578569	2.99999999998714	-23.000000000015913	-16.364994421744722	-23.00000000002083	-23.00000000002083	-23.00000000002083	-23.00000000002083	-23.00000000002083	-23.00000000002083	-23.000000000020503	-23.000000000020503	-23.000000000020503	-23.000000000020503	-23.000000000020503	-23.000000000478806	-23.0000000000228	Thiamine	H+-e0
Riboflavin##H+-e0##Limosilactobacillus_reuteri_I49	-8.000000000087633	-8.000000000087633	-8.00000000008433	21.999999999248054	7.000000000270762	7.000000000073341	7.000000000021867	4.666666666669251	-7.000000000030503	2.9999999999949996	1.3333333333589557	8.000000000050385	9.999999999868134	-6.000000000106452	-8.000000000215913	1.166666666670871	-41.00000000030324	25.00000000004203	8.499999999995703	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin	H+-e0
PAN##H+-e0##Limosilactobacillus_reuteri_I49	3314.585752266062	3314.585752266062	3218.522226691708	-6574.941063396585	-1687.4928697910477	-1687.492869724315	-1687.4928697159091	-1572.4899120408231	-774.9294794540297	-638.4455574216906	-661.192877759986	-3494.319580167991	-4041.0978006788373	1741.5204653878286	2470.2598737568924	48.771632901157915	12023.889765155462	-6719.77339833312	-1986.8749559090236	-201.5813796125827	-669.9219095346729	-667.6599952230802	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	H+-e0
