	0.0000-0.0000	0.0000-0.0012	0.0727-0.0728	0.0728-0.0732	0.0732-0.0827	0.0827-0.0992	0.0992-0.0992	0.1043-0.1047	0.1047-0.2051	0.2051-0.2306	0.2306-0.2358	0.2358-0.2377	0.2377-0.2377	0.2377-0.2453	0.2453-0.2454	0.2454-0.2508	0.2508-0.2510	0.2510-0.2510	0.2510-0.3018	0.3018-0.3018	0.3018-0.3272	0.3272-0.3272	0.3272-0.5181	0.5181-0.5181	0.5181-0.5182	0.5182-0.5182	0.5182-0.5524	0.5524-0.5525	0.5525-0.8022	1.0523-1.0523	1.0523-1.0577	1.0577-1.1162	1.1162-1.2203	1.2203-1.2203	1.2322-1.3973	1.3973-1.4067	1.4067-1.4927	1.4927-1.4927	1.4928-1.4928	1.4928-1.4929	1.4929-1.4930	1.4930-1.4987	1.4987-20.0000	Source	Target
PAN##H+-e0##Bacteroides_caecimuris_I48	1241.4349110983774	1241.4349110983774	-2959.6898036539537	-864.7545514765507	-864.7545514737419	-864.7545514734574	1739.2742522866479	-3253.8423576509854	-2177.911363045966	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	H+-e0
PAN##Uracil-e0##Bacteroides_caecimuris_I48	-39.64223087745684	-39.64223087745684	-39.64223087689512	-39.6422308766493	-39.64223087670774	-39.64223087684312	-39.64223087796966	-39.64223087736529	-39.64223087709444	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	Uracil-e0
Folate##L-Aspartate-e0##Bacteroides_caecimuris_I48	1.9999999999891611	1.9999999999891611	1.999999999973162	-0.33333333331224685	-0.33333333331113724	0.0	0.0	7.333333333346657	4.166666666664324	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Folate	L-Aspartate-e0
Riboflavin##L-Aspartate-e0##Bacteroides_caecimuris_I48	0.9999999999975456	0.9999999999975456	0.9999999999733319	-3.3333333333187793	-3.3333333333125537	0.0	0.0	6.333333333335795	3.166666666657935	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin	L-Aspartate-e0
PAN##L-Aspartate-e0##Bacteroides_caecimuris_I48	-1074.1513280388178	-1074.1513280388178	-1074.1513280286022	1020.7839241503729	1020.7839241471299	-267.3610435299818	-267.36104353724147	-2453.37103837744	-1377.4400437732643	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	L-Aspartate-e0
Spermidine-e0##D-Glucose-e0##Bacteroides_caecimuris_I48	0.8333333333284361	0.8333333333284361	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Spermidine-e0	D-Glucose-e0
Folate##D-Glucose-e0##Bacteroides_caecimuris_I48	1.166666666656303	1.166666666656303	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Folate	D-Glucose-e0
Riboflavin##D-Glucose-e0##Bacteroides_caecimuris_I48	2.166666666664418	2.166666666664418	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin	D-Glucose-e0
PAN##D-Glucose-e0##Bacteroides_caecimuris_I48	-1050.2811786929983	-1050.2811786929983	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	D-Glucose-e0
PAN##L-Cysteine-e0##Bacteroides_caecimuris_I48	-13.013505963485736	-13.013505963485736	-13.013505963674218	-13.013505963689292	-13.013505963617245	-13.013505963541146	-13.013505963502654	-13.013505963553804	-13.013505963661132	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	L-Cysteine-e0
Folate##L-Glutamate-e0##Bacteroides_caecimuris_I48	0.9999999999993261	0.9999999999993261	0.9999999999977829	-1.3333333332855388	0.0	0.0	0.0	7.333333333345435	0.9999999999983938	0.7971956933110669	0.7963397762878363	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Folate	L-Glutamate-e0
PAN##L-Glutamate-e0##Bacteroides_caecimuris_I48	-67.04418554080607	-67.04418554080607	-67.0441855391545	2027.8910666376953	-32.89617989657938	-32.89617989719191	-32.89617989965736	-2218.906174742223	-67.0441855394254	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	L-Glutamate-e0
PAN##L-Histidine-e0##Bacteroides_caecimuris_I48	-11.393282031186965	-11.393282031186965	-11.393282031177398	-11.393282031208802	-11.393282031148294	-11.39328203112772	-11.39328203126551	-11.393282031214655	-11.393282031247969	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	L-Histidine-e0
Spermidine-e0##L-Arginine-e0##Bacteroides_caecimuris_I48	0.9999999999998301	0.9999999999998301	0.9999999999998325	0.9999999999998321	0.9999999999997208	0.9999999999997259	0.9999999999999464	0.9999999999998274	0.9999999999998128	0.9911496793135006	0.991112327344686	0.9910716448277045	-72.14471667994282	-72.14471667100014	-72.14471667493855	-72.14471667492046	-72.14471667326919	-72.14471667190607	-72.144716672517	-72.14471666758018	-72.1447166676366	-72.1447166725409	-72.1447166725409	-71.14471667503842	-71.14471667341223	-71.14471667350652	-71.14471667445189	-71.14471667097656	-71.14471666928343	-71.14471667106184	-71.14471667124312	-71.1447166681753	-71.14471667018704	-72.14471666932621	-72.14471667113656	-72.1447166712799	-72.14471668334376	-72.14471668368446	0.9492394565736506	0.0	0.0	0.0	0.0	Spermidine-e0	L-Arginine-e0
PAN##L-Arginine-e0##Bacteroides_caecimuris_I48	-36.572358341795436	-36.572358341795436	-36.57235834159043	-36.57235834157381	-36.57235834146421	-36.572358341465524	-36.57235834213936	-36.57235834182887	-36.57235834180643	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	L-Arginine-e0
PAN##L-Lysine-e0##Bacteroides_caecimuris_I48	-41.26899935739316	-41.26899935739316	-41.268999357134355	-41.26899935710383	-41.268999356990875	-41.268999357003736	-41.26899935779114	-41.26899935741311	-41.26899935737493	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	L-Lysine-e0
Folate##Inosine-e0##Bacteroides_caecimuris_I48	0.9999999999993657	0.9999999999993657	0.9999999999984992	0.9999999999983488	0.9999999999983422	0.9999999999983292	1.0000000000017846	1.0000000000003153	0.9999999999998548	0.8182474260697096	0.8205180574695947	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Folate	Inosine-e0
Riboflavin##Inosine-e0##Bacteroides_caecimuris_I48	0.9999999999998631	0.9999999999998631	0.9999999999986267	0.9999999999983393	0.9999999999981745	0.9999999999983713	1.00000000000139	1.0000000000000722	0.999999999999609	0.8618680438130042	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin	Inosine-e0
PAN##Inosine-e0##Bacteroides_caecimuris_I48	-60.084785613858884	-60.084785613858884	-60.08478561335927	-60.084785613211075	-60.08478561311627	-60.0847856131978	-60.08478561442569	-60.08478561383892	-60.084785613691885	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	Inosine-e0
Spermidine-e0##NH3-e0##Bacteroides_caecimuris_I48	-2.8333333333263875	-2.8333333333263875	-2.6666666666415977	-0.9999999999863851	-0.9999999999844512	-2.666666666643191	-1.9999999999993927	-1.9999999999992306	-2.333333333325203	-2.0790783270644604	-2.0794120699096075	-2.0790431859552267	-649.5539257299091	2967.7622811287597	-765.5122183405049	-765.5122183404799	1071.3921608432925	3402.4178711167083	1990.8443504050956	-1094.1058030686193	-1094.1058030685087	2150.1411428211645	2150.1411428211645	2155.6411428834294	2155.6411428331585	2155.641142836068	3280.354009492927	1131.5950498169827	1131.5950497909769	3381.368426182598	3381.368426191624	-1118.1783264970938	-1118.1783265323481	-1116.1783265294464	-1116.178326558823	-1116.178326561037	-1116.1783267423593	-1116.1783267490155	-2.7732109700365646	0.0	0.0	0.0	0.0	Spermidine-e0	NH3-e0
Folate##NH3-e0##Bacteroides_caecimuris_I48	-4.2333333333161525	-4.2333333333161525	-8.33333333325205	-5.999999999964154	-5.999999999964343	-6.333333333266493	0.9999999999971517	0.9999999999991339	-2.1666666666644008	1.0115209116905568	1.0073491261274188	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Folate	NH3-e0
Riboflavin##NH3-e0##Bacteroides_caecimuris_I48	-2.3666666666625433	-2.3666666666625433	-7.333333333259226	-2.999999999962088	-2.999999999959656	-6.333333333266584	0.0	0.0	-3.1666666666593057	-0.7512441071148421	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin	NH3-e0
PAN##NH3-e0##Bacteroides_caecimuris_I48	1546.7054403357001	1546.7054403357001	3385.551174522081	1290.615922340326	1290.6159223388172	2578.760890017276	-25.267913704956026	-25.2679137058515	1050.6630808923233	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	NH3-e0
PAN##Neu5Ac-e0##Bacteroides_caecimuris_I48	-6.992697026086226	-6.992697026086226	-6.992697025910559	-6.992697025808656	-6.992697025837903	-6.992697025901718	-6.992697026214182	-6.992697026044484	-6.992697025942684	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	Neu5Ac-e0
PAN##L-Asparagine-e0##Bacteroides_caecimuris_I48	-28.989573168183725	-28.989573168183725	-28.98957316701062	-28.989573166305544	-28.989573166718504	-28.98957316712415	-28.989573168923343	-28.989573167842302	-28.989573167087052	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	L-Asparagine-e0
PAN##Ca2+-e0##Bacteroides_caecimuris_I48	-0.9241112603163565	-0.9241112603163565	-0.9241112603059504	-0.9241112603031615	-0.9241112603024965	-0.9241112603040637	-0.924111260327705	-0.9241112603157418	-0.924111260311652	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	Ca2+-e0
PAN##Cu2+-e0##Bacteroides_caecimuris_I48	-0.9241112603169731	-0.9241112603169731	-0.9241112603050192	-0.9241112603020744	-0.9241112603030683	-0.9241112603050537	-0.9241112603266909	-0.9241112603171914	-0.924111260312228	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	Cu2+-e0
PAN##Fe2+-e0##Bacteroides_caecimuris_I48	-1.9241112603129578	-1.9241112603129578	-1.9241112605622093	-1.924111260735252	-1.9241112605860287	-1.9241112604973538	-1.9241112602178214	-1.9241112604108659	-1.9241112605977442	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	Fe2+-e0
PAN##K+-e0##Bacteroides_caecimuris_I48	-0.9241112603188442	-0.9241112603188442	-0.9241112603084229	-0.9241112603031532	-0.9241112603030994	-0.9241112603053729	-0.9241112603312642	-0.9241112603175942	-0.9241112603128804	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	K+-e0
Spermidine-e0##L-Methionine-e0##Bacteroides_caecimuris_I48	0.9999999999999117	0.9999999999999117	0.9999999999995233	0.9999999999994964	0.9999999999995257	0.9999999999996517	0.9999999999998426	0.9999999999997471	0.9999999999996859	0.9952853518903776	0.99526545414934	0.9952437821943272	-37.964870587957925	-37.96487058277371	-37.96487058502834	-37.964870585052104	-37.96487058406261	-37.9648705832652	-37.96487058362228	-3122.9150239201476	-39.96487058172977	-39.96487058430722	-39.96487058430722	-39.964870585406786	-39.9648705845114	-39.964870584563364	-39.96487058508208	-39.964870583191875	-39.96487058225899	-39.964870583236184	-39.96487058332343	-39.96487058163884	-39.96487058274171	-39.96487058262133	-39.96487058355455	-39.96487058363532	-39.96487059051973	-39.96487059064174	0.9715714382824456	0.0	0.0	0.0	0.0	Spermidine-e0	L-Methionine-e0
PAN##L-Methionine-e0##Bacteroides_caecimuris_I48	-19.482435295011367	-19.482435295011367	-19.482435294587702	-19.482435294499677	-19.482435294547678	-19.482435294647143	-19.482435295282723	-19.482435294954747	-19.48243529477698	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	L-Methionine-e0
PAN##Cl--e0##Bacteroides_caecimuris_I48	-0.9241112603175111	-0.9241112603175111	-0.9241112603057956	-0.9241112603020083	-0.9241112603021291	-0.9241112603043431	-0.9241112603281513	-0.9241112603166401	-0.9241112603118777	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	Cl--e0
PAN##Mg-e0##Bacteroides_caecimuris_I48	-0.9241112603167635	-0.9241112603167635	-0.924111260307319	-0.9241112603047388	-0.9241112603042869	-0.924111260305787	-0.9241112603275357	-0.9241112603158343	-0.9241112603125269	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	Mg-e0
PAN##Sucrose-e0##Bacteroides_caecimuris_I48	-6.992697026104979	-6.992697026104979	-6.99269702617149	-6.992697026227759	-6.99269702615147	-6.992697026112033	-6.992697026122326	-6.992697026147882	-6.992697026216854	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	Sucrose-e0
Spermidine-e0##H2O-e0##Bacteroides_caecimuris_I48	1.8333333333321844	1.8333333333321844	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2249.42573325539	2035.092185882158	2035.0921858288636	-214.68119048094314	-214.6811904806039	2035.0921857934536	3574.815450133202	0.0	0.0	0.0	6832.0743646302835	6832.074364666001	4.075079061094182	0.0	0.0	0.0	0.0	Spermidine-e0	H2O-e0
Folate##H2O-e0##Bacteroides_caecimuris_I48	-1.766666666670638	-1.766666666670638	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Folate	H2O-e0
Riboflavin##H2O-e0##Bacteroides_caecimuris_I48	-0.6333333333345038	-0.6333333333345038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin	H2O-e0
