	0.0000-0.0006	0.0006-0.0020	0.0020-0.0022	0.0022-0.0057	0.0057-0.0080	0.0084-0.0085	0.0086-0.0094	0.0098-0.0111	0.0111-0.0116	0.0119-0.0119	0.0119-0.0120	0.0120-0.0120	0.0121-0.0124	0.0125-0.0125	0.0125-0.0152	0.0152-0.0153	0.0153-0.0154	0.0257-0.0257	0.0257-0.0484	0.0484-0.0485	0.0485-0.0485	0.0510-0.0511	0.0511-0.0512	0.0512-0.1668	0.1668-0.2756	0.2756-0.2758	0.2758-0.2758	0.2758-0.2773	0.2773-0.3754	0.3754-0.3835	0.3835-0.4900	0.4900-0.5254	0.5254-10.3682	10.3682-10.3684	10.3684-10.4667	10.4667-10.4667	10.4668-20.0000	Source	Target
Urea-e0##D-Glucose-e0##Limosilactobacillus_reuteri_I49	1.500000000033952	1.500000000034728	1.500000000034728	1.500000000034738	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Urea-e0	D-Glucose-e0
Sucrose##D-Glucose-e0##Limosilactobacillus_reuteri_I49	4.0000000000269385	4.000000000026917	4.000000000026917	4.000000000028615	2.0000000000134364	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Sucrose	D-Glucose-e0
Thiamine##D-Glucose-e0##Limosilactobacillus_reuteri_I49	21.500000000226393	22.50000000020182	22.50000000020182	22.500000000210626	13.00000000009518	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Thiamine	D-Glucose-e0
Riboflavin##D-Glucose-e0##Limosilactobacillus_reuteri_I49	14.500000000109724	14.500000000108576	14.500000000108576	14.500000000115593	7.000000000057198	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin	D-Glucose-e0
PAN##D-Glucose-e0##Limosilactobacillus_reuteri_I49	-3840.517356490863	-3936.5808820599427	-3936.5808820599427	-3936.5808820610496	-1488.2150594666791	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	D-Glucose-e0
PAN##Mn2+-e0##Limosilactobacillus_reuteri_I49	-0.7060625359773164	-0.7060625359767184	-0.7060625359767184	-0.7060625359769215	-0.7060625359785191	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	Mn2+-e0
PAN##Zn2+-e0##Limosilactobacillus_reuteri_I49	-0.7060625359635766	-0.706062535964026	-0.706062535964026	-0.7060625359659278	-0.7060625360030011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	Zn2+-e0
PAN##L-Lysine-e0##Limosilactobacillus_reuteri_I49	-36.35966193476919	-36.35966193473711	-36.35966193473711	-36.35966193475015	-36.35966193490026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	L-Lysine-e0
Spermidine-e0##L-Aspartate-e0##Limosilactobacillus_reuteri_I49	0.9999999999472146	0.9999999999479701	0.9999999999479701	0.9999999999482201	0.0	-0.12883336430481376	-0.12883336430481376	0.9999999999179833	-4.999999999987916	-2.9999999999777525	-2.999999999975126	-0.999999999819337	-4.999999999937004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.999999998813216	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Spermidine-e0	L-Aspartate-e0
Melitose-e0##L-Aspartate-e0##Limosilactobacillus_reuteri_I49	2.5000000000404645	2.5000000000391167	2.5000000000391167	2.5000000000407363	0.0	-0.5153334572201825	-0.5153334572201825	4.000000000319792	-1.9999999999014275	-0.9999999998045033	-0.9999999998006097	2.0000000004980705	-3.999999999814728	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.000000001155225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Melitose-e0	L-Aspartate-e0
Folate-e0##L-Aspartate-e0##Limosilactobacillus_reuteri_I49	8.500000000119325	8.500000000114325	8.500000000114325	8.500000000119549	0.0	-0.9018335501351007	-0.9018335501351007	-977.1920912320044	-220.0905555183369	-484.12466680544105	-484.12466680530866	-716.9073782429994	-304.4656985578195	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-4894.294431072833	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Folate-e0	L-Aspartate-e0
O2-e0##L-Aspartate-e0##Limosilactobacillus_reuteri_I49	9.000000000019847	8.999999999965059	8.999999999965059	8.999999999956916	0.0	1.288333643049985	1.288333643049985	-9.999999998794163	17.000000000151044	8.000000000297323	8.000000000286141	-1.00000000019858	16.999999999983764	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0000000003547191	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	O2-e0	L-Aspartate-e0
Urea-e0##L-Aspartate-e0##Limosilactobacillus_reuteri_I49	1.5000000000233447	1.5000000000232603	1.5000000000232603	1.5000000000232228	0.0	0.0	0.0	0.0	3.0000000000290945	2.0000000000632836	2.000000000064561	1.0000000000230849	3.0000000000171916	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0000000003474256	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Urea-e0	L-Aspartate-e0
Sucrose##L-Aspartate-e0##Limosilactobacillus_reuteri_I49	2.0000000000186824	2.0000000000181437	2.0000000000181437	2.000000000019275	0.0	-0.2576667286101054	-0.2576667286101054	2.0000000002463465	-0.999999999931301	-0.9999999998777013	-0.9999999998728253	1.0000000003224268	-2.9999999998798508	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.000000000583688	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Sucrose	L-Aspartate-e0
Thiamine##L-Aspartate-e0##Limosilactobacillus_reuteri_I49	10.500000000158481	10.500000000138025	10.500000000138025	10.500000000143908	1.0000000000123852	-0.6748337359650852	-0.6748337359650852	-1954.3841824651117	-447.6811110368915	-973.2493336113537	-973.2493336110766	-1437.8147564866167	-616.9313971158743	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-9805.588862148215	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Thiamine	L-Aspartate-e0
Riboflavin##L-Aspartate-e0##Limosilactobacillus_reuteri_I49	7.5000000000772	7.500000000074555	7.500000000074555	7.50000000007922	0.0	-0.9018335501350574	-0.9018335501350574	-2951.576273697786	-669.7716665554735	-1465.3740004173508	-1465.3740004169424	-2167.222134730732	-925.8970956741323	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-14742.383293223504	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin	L-Aspartate-e0
PAN##L-Aspartate-e0##Limosilactobacillus_reuteri_I49	-2640.097575520422	-2640.0975755183154	-2640.0975755183154	-2640.0975755190534	-191.73175292048165	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	L-Aspartate-e0
PAN##Sulfate-e0##Limosilactobacillus_reuteri_I49	-0.70606253597932	-0.7060625359787461	-0.7060625359787461	-0.7060625359790415	-0.7060625359773726	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	Sulfate-e0
Spermidine-e0##L-Arginine-e0##Limosilactobacillus_reuteri_I49	0.9999999999995554	0.999999999999552	0.999999999999552	0.9999999999995653	0.9999999999996169	0.98473087122771	0.98473087122771	0.9999999999987007	1.000000000000616	1.000000000000664	1.0000000000007445	1.0000000000040017	1.0000000000030627	0.8633051423381428	1.0203582934655533	1.0000000000048679	1.0000000000042464	1.0000000000011353	1.0000000000011353	1.0000000000011353	1.0000000000011353	1.0000000000011353	1.0000000000011353	1.0000000000011353	0.9999999999961711	0.9999999999948438	0.9832807032749384	0.9999999999956335	0.9999999999972877	1.02060928266917	0.7499999999881187	0.7499999999882717	0.0	0.0	0.0	0.0	0.0	Spermidine-e0	L-Arginine-e0
PAN##L-Arginine-e0##Limosilactobacillus_reuteri_I49	-22.723747383802134	-22.723747383783483	-22.723747383783483	-22.723747383792222	-22.723747383887343	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	L-Arginine-e0
PAN##L-Histidine-e0##Limosilactobacillus_reuteri_I49	-9.204977705003355	-9.204977704995732	-9.204977704995732	-9.20497770499863	-9.204977705026844	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	L-Histidine-e0
PAN##L-Proline-e0##Limosilactobacillus_reuteri_I49	-18.087781190331253	-18.087781190316782	-18.087781190316782	-18.087781190321998	-18.087781190386917	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	L-Proline-e0
PAN##Co2+-e0##Limosilactobacillus_reuteri_I49	-0.7060625359773145	-0.7060625359757041	-0.7060625359757041	-0.7060625359793725	-0.7060625359783425	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	Co2+-e0
PAN##L-Valine-e0##Limosilactobacillus_reuteri_I49	-34.56469128228262	-34.56469128225522	-34.56469128225522	-34.56469128226482	-34.56469128237484	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	L-Valine-e0
O2-e0##L-Threonine-e0##Limosilactobacillus_reuteri_I49	4.000000000001515	0.0	0.0	0.0	0.0	0.49108651722300956	0.49108651722300956	0.0	0.0	-11.999999999750544	-11.999999999759599	0.0	0.0	3.5505020985157874	0.11750773447406854	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0190713434941619	0.0	0.0	0.12025161231820769	0.0	0.0	0.0	0.0	0.0	0.0	0.0	O2-e0	L-Threonine-e0
Thiamine##L-Threonine-e0##Limosilactobacillus_reuteri_I49	1.0000000000097264	0.0	0.0	0.0	0.0	-0.6384124723899103	-0.6384124723899103	-102.35500374224937	-102.35500374373905	-803.1126338409431	-803.1126338407093	-183.69207005186394	-183.69207005011745	-2.7615016321773505	-1.410092813688818	-183.69207003272732	-183.69207004038404	-183.69207006706353	-183.69207006706353	-183.69207006706353	-183.69207006706353	-183.69207006706353	-183.69207006706353	-183.69207006706353	-183.69207001485753	-183.69207000090185	2.477092842750949	-183.69206998775982	-183.69207001137246	0.7974838768179161	-92.3684355787157	-92.36843557877594	-92.36843557929936	-92.36843557929936	-92.36843557929936	-92.36843557929936	-92.36843557929936	Thiamine	L-Threonine-e0
PAN##L-Threonine-e0##Limosilactobacillus_reuteri_I49	-169.14776061521604	-73.08423504300318	-73.08423504300318	-73.08423504302588	-73.08423504324381	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	L-Threonine-e0
Spermidine-e0##Spermidine-e0##Limosilactobacillus_reuteri_I49	-1.0000000000000016	-1.000000000000001	-1.000000000000001	-1.0000000000000016	-0.9999999999999991	-1.0000000000000002	-1.0000000000000002	-0.999999999999999	-1.0000000000000007	-0.9999999999999996	-1.0000000000000002	-1.0000000000000013	-0.9999999999999997	-0.9999999999999992	-1.0	-1.0000000000000007	-0.9999999999999996	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-0.9999999999999987	-1.0000000000000004	-0.9999999999999996	-0.9999999999999991	-0.9999999999999992	-0.9999999999999998	-0.999999999999999	-0.999999999999999	-0.9999999999999977	-0.9999999999999977	-0.9999999999999977	-0.9999999999999977	-0.9999999999999977	Spermidine-e0	Spermidine-e0
PAN##fe3-e0##Limosilactobacillus_reuteri_I49	-0.7060625359774549	-0.7060625359768959	-0.7060625359768959	-0.7060625359771023	-0.7060625359782258	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	fe3-e0
Spermidine-e0##H+-e0##Limosilactobacillus_reuteri_I49	-1.9999999999245759	-1.9999999999277371	-1.9999999999277371	-1.9999999999279872	0.0	-1.127665929612122	-1.127665929612122	-1.9999999999464744	6.000000000020816	4.666666666682374	4.666666666684041	6.000000000119349	6.000000000092333	-5.661134633845753	6.5877883869525755	5.000000000379334	5.000000000331191	6.0000000000351035	6.0000000000351035	6.0000000000351035	6.0000000000351035	6.0000000000351035	6.0000000000351035	6.0000000000351035	5.999999999888746	-3.9999999969384437	5.566692784378681	-3.9999999973976057	5.999999999920219	6.606068418414998	5.74999999996315	5.749999999963025	4.999999999907156	4.999999999907156	4.999999999907156	4.999999999907156	4.999999999907156	Spermidine-e0	H+-e0
Melitose-e0##H+-e0##Limosilactobacillus_reuteri_I49	0.9999999999483313	0.9999999999515086	0.9999999999515086	0.9999999999495441	6.000000000028255	1.489336281513986	1.489336281513986	-2.0000000001696545	6.000000000222203	4.0000000001263905	4.000000000128854	6.000000000325502	6.000000000286323	-7.991701950790333	4.824423226102567	8.000000000428145	8.000000000586864	6.000000000399559	6.000000000399559	6.000000000399559	6.000000000399559	6.000000000399559	6.000000000399559	6.000000000399559	6.000000000110456	-16.000000000281762	3.133385568753931	-15.999999999167915	6.000000000112602	4.7878631631729585	6.5000000000256986	6.50000000002474	3.9999999998737996	3.9999999998737996	3.9999999998737996	3.9999999998737996	3.9999999998737996	Melitose-e0	H+-e0
Folate-e0##H+-e0##Limosilactobacillus_reuteri_I49	-9.000000000144055	-9.000000000133548	-9.000000000133548	-9.000000000139996	8.00000000009558	0.10633849265630621	0.10633849265630621	518.6902054922654	-490.77850880408266	-314.7557679483861	-314.75576794829965	-469.94424223990205	-469.9442422355406	-8.991701950780454	-7.290095482547443	-1234.0422891658334	-1234.042289217881	-469.944242278767	-469.944242278767	-469.944242278767	-469.944242278767	-469.944242278767	-469.944242278767	-469.944242278767	-469.9442421448668	9318.644619289193	-3.8320209600962403	9318.644618631859	-469.9442421363097	-6.848547347311721	-335.9033439830962	-335.9033439828965	-390.13178164358436	-390.13178164358436	-390.13178164358436	-390.13178164358436	-390.13178164358436	Folate-e0	H+-e0
O2-e0##H+-e0##Limosilactobacillus_reuteri_I49	-6.0000000000261995	-1.9999999999573548	-1.9999999999573548	-1.9999999999475186	15.999999999984427	27.276659296204237	27.276659296204237	35.999999999347615	0.0	6.00000000019288	6.0000000001856835	0.0	0.0	46.97510585236763	0.5877883869503838	-0.9999999998562933	-0.99999999992012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0000000005351937	0.08666144312467086	2.0000000007071916	0.0	0.606068418414002	-0.2500000000127862	-0.2500000000133151	0.0	0.0	0.0	0.0	0.0	O2-e0	H+-e0
Urea-e0##H+-e0##Limosilactobacillus_reuteri_I49	-1.0000000000298432	-1.0000000000289004	-1.0000000000289004	-1.0000000000288862	2.0000000000160156	1.9999999999983664	1.9999999999983664	1.9999999998957627	-1.999999999935716	-1.3333333332924158	-1.3333333332916404	-1.9999999999850209	-1.9999999999736868	4.330567316928638	-2.587788386950084	-1.0000000000801756	-1.000000000006705	-1.999999999913779	-1.999999999913779	-1.999999999913779	-1.999999999913779	-1.999999999913779	-1.999999999913779	-1.999999999913779	-1.9999999999669216	-6.000000000419913	-2.173322886249284	-6.000000000234728	-1.9999999999715348	-2.6060684184139875	-1.7499999999883147	-1.7499999999885065	-1.499999999971702	-1.499999999971702	-1.499999999971702	-1.499999999971702	-1.499999999971702	Urea-e0	H+-e0
Thiamine##H+-e0##Limosilactobacillus_reuteri_I49	-10.00000000018186	-9.00000000015152	-9.00000000015152	-9.000000000158645	10.000000000124691	-4.659657085057178	-4.659657085057178	1033.3804109851258	-975.5570176086492	-625.1782025637419	-625.1782025635612	-934.888484480206	-934.8884844714448	-24.313971218480845	-6.053460643395652	-2469.084578331686	-2469.08457843621	-934.88848455823	-934.88848455823	-934.88848455823	-934.88848455823	-934.88848455823	-934.88848455823	-934.88848455823	-934.8884842899726	18676.28923858102	-1.1907973870730406	18676.289237262903	-934.8884842728195	-5.060684184139166	-668.3066879662387	-668.3066879658403	-776.2635632871877	-776.2635632871877	-776.2635632871877	-776.2635632871877	-776.2635632871877	Thiamine	H+-e0
Riboflavin##H+-e0##Limosilactobacillus_reuteri_I49	-8.000000000086041	-8.000000000080227	-8.000000000080227	-8.000000000085905	7.000000000074146	-0.8936615073381514	-0.8936615073381514	1579.0706164777218	-1463.335526413254	-932.9339705124872	-932.9339705122234	-1400.8327267208385	-1400.8327267076422	-18.818120243097802	-1.4084129021207559	-3712.6268674971393	-3712.626867654654	-1400.832726838406	-1400.832726838406	-1400.832726838406	-1400.832726838406	-1400.832726838406	-1400.832726838406	-1400.832726838406	-1400.8327264350708	28083.93385786947	2.66029298562577	28083.933855891235	-1400.8327264093475	0.2726921171378623	-1003.5850319493876	-1003.5850319487859	-1168.395344930979	-1168.395344930979	-1168.395344930979	-1168.395344930979	-1168.395344930979	Riboflavin	H+-e0
PAN##H+-e0##Limosilactobacillus_reuteri_I49	3314.5857522663323	3218.522226691624	3218.522226691624	3218.5222266925325	-1678.2094185096664	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	H+-e0
Folate-e0##L-Alanine-e0##Limosilactobacillus_reuteri_I49	0.9999999999958433	0.9999999999960071	0.9999999999960071	0.9999999999958249	0.9999999999940667	1.3963797964980087	1.3963797964980087	-36.08717942704993	-36.08717942755419	-36.08717942767362	-36.08717942766407	-36.08717942847534	-36.08717942811654	-0.4650086646048166	-0.41552914366886107	-36.0871794246126	-36.08717942617977	-36.08717943150464	-36.08717943150464	-36.08717943150464	-36.08717943150464	-36.08717943150464	-36.08717943150464	-36.08717943150464	-36.08717942106705	-36.087179418645746	-0.08933373958742372	-36.08717941617317	-36.08717942034491	-0.37391292016253885	-18.339451254631797	-18.33945125461463	-18.339451254728715	-18.339451254728715	-18.339451254728715	-18.339451254728715	-18.339451254728715	Folate-e0	L-Alanine-e0
