	Avg_bc1003	Var_bc1003	Avg_bc1009	Var_bc1009	Avg_InAmount	Var_InAmount	Avg_OutAmount	Var_OutAmount	Avg_AllAmount	Var_AllAmount	In	InAmount	Out	OutAmount	All	AllAmount
Cbl	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Chorismate	0.0	0.0	0.0	0.0	1.9999999451668065	3.006679031501517e-15	0.0	0.0	1.9999999451668065	3.006679031501517e-15	bc1003.bc1009	1		1	bc1003.bc1009	1
Cl-	0.0	0.0	0.0	0.0	1.9999999451668065	3.006679031501517e-15	0.0	0.0	1.9999999451668065	3.006679031501517e-15	bc1003.bc1009	1		1	bc1003.bc1009	1
Co2+	0.0	0.0	0.0	0.0	1.9999999451668065	3.006679031501517e-15	0.0	0.0	1.9999999451668065	3.006679031501517e-15	bc1003.bc1009	1		1	bc1003.bc1009	1
CoA	0.0	0.0	0.0	0.0	1.9999999451668065	3.006679031501517e-15	0.0	0.0	1.9999999451668065	3.006679031501517e-15	bc1003.bc1009	1		1	bc1003.bc1009	1
Cu2+	0.0	0.0	0.0	0.0	1.9999999451668065	3.006679031501517e-15	0.0	0.0	1.9999999451668065	3.006679031501517e-15	bc1003.bc1009	1		1	bc1003.bc1009	1
Cytosine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
D-Arabinose	0.0	0.0	0.0	0.0	1.9999999451668065	3.006679031501517e-15	0.0	0.0	1.9999999451668065	3.006679031501517e-15	bc1003.bc1009	1		1	bc1003.bc1009	1
D-Glucose	0.14509462256743336	0.019370222916076485	0.13113612558200455	0.01760849499355655	1.9999999451668065	3.006679031501517e-15	1.041605909893363	0.9982589262381547	3.0416058550601694	0.9982589262381608	bc1003.bc1009	1	.bc1003.bc1003.bc1009	3	bc1003.bc1009.bc1003bc1003.bc1009.bc1003.bc1009bc1003.bc1009	3
Deoxycytidine	0.0	0.0	0.0	0.0	1.9999999451668065	3.006679031501517e-15	0.0	0.0	1.9999999451668065	3.006679031501517e-15	bc1003.bc1009	1		1	bc1003.bc1009	1
Deoxyguanosine	0.0	0.0	0.0	0.0	1.9999999451668065	3.006679031501517e-15	0.0	0.0	1.9999999451668065	3.006679031501517e-15	bc1003.bc1009	1		1	bc1003.bc1009	1
Enterobactin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Fe-enterochlin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Folate	0.0	0.0	0.0	0.0	1.9999999451668065	3.006679031501517e-15	0.0	0.0	1.9999999451668065	3.006679031501517e-15	bc1003.bc1009	1		1	bc1003.bc1009	1
Formate	0.0	0.0	0.0	0.0	1.9999999451668065	3.006679031501517e-15	0.0	0.0	1.9999999451668065	3.006679031501517e-15	bc1003.bc1009	1		1	bc1003.bc1009	1
GTP	0.0	0.0	0.0	0.0	1.9999999451668065	3.006679031501517e-15	0.0	0.0	1.9999999451668065	3.006679031501517e-15	bc1003.bc1009	1		1	bc1003.bc1009	1
Glycerol	0.0	0.0	0.0	0.0	1.9999999451668065	3.006679031501517e-15	0.0	0.0	1.9999999451668065	3.006679031501517e-15	bc1003.bc1009	1		1	bc1003.bc1009	1
Glycine	0.0	0.0	0.0	0.0	1.9999999451668065	3.006679031501517e-15	0.0	0.0	1.9999999451668065	3.006679031501517e-15	bc1003.bc1009	1		1	bc1003.bc1009	1
H+	0.0	0.0	0.0	0.0	1.9999999451668065	3.006679031501517e-15	0.0	0.0	1.9999999451668065	3.006679031501517e-15	bc1003.bc1009	1		1	bc1003.bc1009	1
H2O	0.0	0.0	0.0	0.0	1.9999999451668065	3.006679031501517e-15	0.0	0.0	1.9999999451668065	3.006679031501517e-15	bc1003.bc1009	1		1	bc1003.bc1009	1
Heme	0.0	0.0	0.0	0.0	1.9999999451668065	3.006679031501517e-15	0.0	0.0	1.9999999451668065	3.006679031501517e-15	bc1003.bc1009	1		1	bc1003.bc1009	1
K+	0.0	0.0	0.0	0.0	1.9999999451668065	3.006679031501517e-15	0.0	0.0	1.9999999451668065	3.006679031501517e-15	bc1003.bc1009	1		1	bc1003.bc1009	1
L-Alanine	0.0	0.0	0.0	0.0	1.9999999451668065	3.006679031501517e-15	0.0	0.0	1.9999999451668065	3.006679031501517e-15	bc1003.bc1009	1		1	bc1003.bc1009	1
L-Arginine	0.0	0.0	0.0	0.0	1.9999999451668065	3.006679031501517e-15	0.0	0.0	1.9999999451668065	3.006679031501517e-15	bc1003.bc1009	1		1	bc1003.bc1009	1
L-Asparagine	0.0	0.0	0.0	0.0	1.9999999451668065	3.006679031501517e-15	0.0	0.0	1.9999999451668065	3.006679031501517e-15	bc1003.bc1009	1		1	bc1003.bc1009	1
L-Aspartate	0.0	0.0	0.0	0.0	1.9999999451668065	3.006679031501517e-15	0.0	0.0	1.9999999451668065	3.006679031501517e-15	bc1003.bc1009	1		1	bc1003.bc1009	1
L-Cysteine	0.0	0.0	0.0	0.0	1.9999999451668065	3.006679031501517e-15	0.0	0.0	1.9999999451668065	3.006679031501517e-15	bc1003.bc1009	1		1	bc1003.bc1009	1
L-Glutamate	0.0	0.0	0.0	0.0	1.9999999451668065	3.006679031501517e-15	0.0	0.0	1.9999999451668065	3.006679031501517e-15	bc1003.bc1009	1		1	bc1003.bc1009	1
L-Glutamine	0.0	0.0	0.0	0.0	1.9999999451668065	3.006679031501517e-15	0.0	0.0	1.9999999451668065	3.006679031501517e-15	bc1003.bc1009	1		1	bc1003.bc1009	1
L-Histidine	0.0	0.0	0.0	0.0	1.9999999451668065	3.006679031501517e-15	0.0	0.0	1.9999999451668065	3.006679031501517e-15	bc1003.bc1009	1		1	bc1003.bc1009	1
L-Isoleucine	0.0	0.0	0.0	0.0	1.9999999451668065	3.006679031501517e-15	0.0	0.0	1.9999999451668065	3.006679031501517e-15	bc1003.bc1009	1		1	bc1003.bc1009	1
L-Leucine	0.0	0.0	0.0	0.0	1.9999999451668065	3.006679031501517e-15	0.0	0.0	1.9999999451668065	3.006679031501517e-15	bc1003.bc1009	1		1	bc1003.bc1009	1
L-Lysine	0.0	0.0	0.0	0.0	1.9999999451668065	3.006679031501517e-15	0.0	0.0	1.9999999451668065	3.006679031501517e-15	bc1003.bc1009	1		1	bc1003.bc1009	1
L-Methionine	0.0	0.0	0.0	0.0	1.9999999451668065	3.006679031501517e-15	0.0	0.0	1.9999999451668065	3.006679031501517e-15	bc1003.bc1009	1		1	bc1003.bc1009	1
L-Phenylalanine	0.0	0.0	0.0	0.0	1.9999999451668065	3.006679031501517e-15	0.0	0.0	1.9999999451668065	3.006679031501517e-15	bc1003.bc1009	1		1	bc1003.bc1009	1
L-Proline	0.0	0.0	0.0	0.0	1.9999999451668065	3.006679031501517e-15	0.0	0.0	1.9999999451668065	3.006679031501517e-15	bc1003.bc1009	1		1	bc1003.bc1009	1
L-Serine	0.0	0.0	0.0	0.0	1.9999999451668065	3.006679031501517e-15	0.0	0.0	1.9999999451668065	3.006679031501517e-15	bc1003.bc1009	1		1	bc1003.bc1009	1
L-Threonine	0.0	0.0	0.0	0.0	1.9999999451668065	3.006679031501517e-15	0.0	0.0	1.9999999451668065	3.006679031501517e-15	bc1003.bc1009	1		1	bc1003.bc1009	1
L-Tryptophan	0.0	0.0	0.0	0.0	1.9999999451668065	3.006679031501517e-15	0.0	0.0	1.9999999451668065	3.006679031501517e-15	bc1003.bc1009	1		1	bc1003.bc1009	1
L-Tyrosine	0.0	0.0	0.0	0.0	1.9999999451668065	3.006679031501517e-15	0.0	0.0	1.9999999451668065	3.006679031501517e-15	bc1003.bc1009	1		1	bc1003.bc1009	1
L-Valine	0.0	0.0	0.0	0.0	1.9999999451668065	3.006679031501517e-15	0.0	0.0	1.9999999451668065	3.006679031501517e-15	bc1003.bc1009	1		1	bc1003.bc1009	1
Methanol	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Mg	0.0	0.0	0.0	0.0	1.9999999451668065	3.006679031501517e-15	0.0	0.0	1.9999999451668065	3.006679031501517e-15	bc1003.bc1009	1		1	bc1003.bc1009	1
Mn2+	0.0	0.0	0.0	0.0	1.9999999451668065	3.006679031501517e-15	0.0	0.0	1.9999999451668065	3.006679031501517e-15	bc1003.bc1009	1		1	bc1003.bc1009	1
Myristic acid	0.0	0.0	0.0	0.0	1.9999999451668065	3.006679031501517e-15	0.0	0.0	1.9999999451668065	3.006679031501517e-15	bc1003.bc1009	1		1	bc1003.bc1009	1
N-Acetyl-D-glucosamine	0.0	0.0	0.0	0.0	1.9999999451668065	3.006679031501517e-15	0.0	0.0	1.9999999451668065	3.006679031501517e-15	bc1003.bc1009	1		1	bc1003.bc1009	1
NADP	0.0	0.0	0.0	0.0	1.9999999451668065	3.006679031501517e-15	0.0	0.0	1.9999999451668065	3.006679031501517e-15	bc1003.bc1009	1		1	bc1003.bc1009	1
NH3	0.0	0.0	0.0	0.0	0.9999999725834032	7.516697578753793e-16	0.0	0.0	0.9999999725834032	7.516697578753793e-16	bc1009	1		1	bc1009	1
Na+	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Niacin	0.0	0.0	0.0	0.0	1.9999999451668065	3.006679031501517e-15	0.0	0.0	1.9999999451668065	3.006679031501517e-15	bc1003.bc1009	1		1	bc1003.bc1009	1
Nicotinamide ribonucleotide	0.0	0.0	0.0	0.0	0.9999999725834032	7.516697578753793e-16	0.0	0.0	0.9999999725834032	7.516697578753793e-16	bc1003	1		1	bc1003	1
Nitrate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Nitrite	0.0	0.0	0.0	0.0	0.9999999725834032	7.516697578753793e-16	0.0	0.0	0.9999999725834032	7.516697578753793e-16	bc1003	1		1	bc1003	1
O2	0.0733050370379585	0.005840306968381934	0.0730749058423183	0.006433710193501024	1.9999999451668065	3.006679031501517e-15	0.9586085176468621	0.9980622453429004	2.9586084628136686	0.9980622453429068	bc1003.bc1009	1	bc1003.bc1009.bc1009.	3	bc1003.bc1009bc1003.bc1009.bc1009bc1003.bc1009.bc1003.bc1009	3
Oxidized glutathione	0.0	0.0	0.0	0.0	1.9999999451668065	3.006679031501517e-15	0.0	0.0	1.9999999451668065	3.006679031501517e-15	bc1003.bc1009	1		1	bc1003.bc1009	1
PAN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
PPi	0.0	0.0	0.0	0.0	1.9999999451668065	3.006679031501517e-15	0.0	0.0	1.9999999451668065	3.006679031501517e-15	bc1003.bc1009	1		1	bc1003.bc1009	1
Putrescine	0.0	0.0	0.0	0.0	1.9999999451668065	3.006679031501517e-15	0.0	0.0	1.9999999451668065	3.006679031501517e-15	bc1003.bc1009	1		1	bc1003.bc1009	1
Pyridoxal	0.0	0.0	0.0	0.0	1.9999999451668065	3.006679031501517e-15	0.0	0.0	1.9999999451668065	3.006679031501517e-15	bc1003.bc1009	1		1	bc1003.bc1009	1
Riboflavin	0.0	0.0	0.0	0.0	1.9999999451668065	3.006679031501517e-15	0.0	0.0	1.9999999451668065	3.006679031501517e-15	bc1003.bc1009	1		1	bc1003.bc1009	1
S-Adenosyl-L-methionine	0.0	0.0	0.0	0.0	1.9999999451668065	3.006679031501517e-15	0.0	0.0	1.9999999451668065	3.006679031501517e-15	bc1003.bc1009	1		1	bc1003.bc1009	1
Spermidine	0.0	0.0	0.0	0.0	1.9999999451668065	3.006679031501517e-15	0.0	0.0	1.9999999451668065	3.006679031501517e-15	bc1003.bc1009	1		1	bc1003.bc1009	1
Sulfate	0.0	0.0	0.0	0.0	1.9999999451668065	3.006679031501517e-15	0.0	0.0	1.9999999451668065	3.006679031501517e-15	bc1003.bc1009	1		1	bc1003.bc1009	1
TRHL	0.0	0.0	0.0	0.0	1.9999999451668065	3.006679031501517e-15	0.0	0.0	1.9999999451668065	3.006679031501517e-15	bc1003.bc1009	1		1	bc1003.bc1009	1
TTP	0.0	0.0	0.0	0.0	1.9999999451668065	3.006679031501517e-15	0.0	0.0	1.9999999451668065	3.006679031501517e-15	bc1003.bc1009	1		1	bc1003.bc1009	1
Thiamin	0.0	0.0	0.0	0.0	1.9999999451668065	3.006679031501517e-15	0.0	0.0	1.9999999451668065	3.006679031501517e-15	bc1003.bc1009	1		1	bc1003.bc1009	1
UMP	0.0	0.0	0.0	0.0	1.9999999451668065	3.006679031501517e-15	0.0	0.0	1.9999999451668065	3.006679031501517e-15	bc1003.bc1009	1		1	bc1003.bc1009	1
Uracil	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Zn2+	0.0	0.0	0.0	0.0	1.9999999451668065	3.006679031501517e-15	0.0	0.0	1.9999999451668065	3.006679031501517e-15	bc1003.bc1009	1		1	bc1003.bc1009	1
chromate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
dATP	0.0	0.0	0.0	0.0	1.9999999451668065	3.006679031501517e-15	0.0	0.0	1.9999999451668065	3.006679031501517e-15	bc1003.bc1009	1		1	bc1003.bc1009	1
dGTP	0.0	0.0	0.0	0.0	1.9999999451668065	3.006679031501517e-15	0.0	0.0	1.9999999451668065	3.006679031501517e-15	bc1003.bc1009	1		1	bc1003.bc1009	1
ddca	0.0	0.0	0.0	0.0	1.9999999451668065	3.006679031501517e-15	0.0	0.0	1.9999999451668065	3.006679031501517e-15	bc1003.bc1009	1		1	bc1003.bc1009	1
fe3	0.0	0.0	0.0	0.0	1.9999999451668065	3.006679031501517e-15	0.0	0.0	1.9999999451668065	3.006679031501517e-15	bc1003.bc1009	1		1	bc1003.bc1009	1
meso-2,6-Diaminopimelate	0.0	0.0	0.0	0.0	1.9999999451668065	3.006679031501517e-15	0.0	0.0	1.9999999451668065	3.006679031501517e-15	bc1003.bc1009	1		1	bc1003.bc1009	1
