	0.0000-0.0009	0.0015-0.0026	0.0026-0.0027	0.0039-0.0040	0.0040-0.0046	0.0046-0.0049	0.0049-0.0049	0.0575-0.1056	0.1056-0.2101	0.2101-0.2157	0.2157-0.2157	0.2158-0.2168	0.2168-0.2196	0.2196-0.2238	0.2238-0.2259	0.2259-0.2302	0.2302-0.2313	0.2313-0.2368	0.2368-0.2393	0.2524-0.2625	0.2625-0.2625	0.2625-0.2675	0.2675-0.3572	0.3572-0.3641	0.3641-0.3642	0.3642-0.3643	0.3643-0.3769	0.3770-0.3789	0.3789-0.3789	0.3789-0.3790	0.3790-0.3791	0.3791-0.3792	0.3809-0.4389	0.4389-0.4642	0.4740-0.4942	0.4942-0.5504	0.5504-0.6063	0.6065-0.6084	0.6297-13.2716	13.2716-13.3038	13.3038-13.8800	13.8800-14.3675	14.3675-14.4236	14.4236-15.0214	15.0214-15.9038	15.9038-17.0409	17.0409-20.0000	Source	Target
Clostridium_innocuum_I46##D-Glucose-e0##Microbe##Riboflavin	2.52777777768366	3.416666666479028	-3.750000000004465	-3.750000000005885	-1.2500000000010028	-1.2500000000011375	-1.2500000000006712	-2.50000000000459	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Clostridium_innocuum_I46	D-Glucose-e0
Clostridium_innocuum_I46##D-Glucose-e0##Microbe##PAN	-2774.460073332106	-2807.667163492114	-219.67127401141855	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Clostridium_innocuum_I46	D-Glucose-e0
Clostridium_innocuum_I46##Mn2+-e0##Microbe##PAN	-0.9241112603138921	-0.9241112603050559	-0.9241112603205365	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Clostridium_innocuum_I46	Mn2+-e0
Clostridium_innocuum_I46##Zn2+-e0##Microbe##PAN	-0.9241112603127367	-0.924111260304985	-0.9241112603215351	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Clostridium_innocuum_I46	Zn2+-e0
Clostridium_innocuum_I46##L-Aspartate-e0##Microbe##L-Aspartate-e0	-0.9999999999999989	-1.000000000000002	-1.0000000000000002	-0.9999999999999999	-1.0000000000000004	-1.0000000000000004	-1.0000000000000007	-0.999999999999999	-1.0000000000000009	-1.0000000000000007	-1.0000000000000007	-1.0000000000000002	-1.0000000000000009	-1.0000000000000004	-0.9999999999999987	-0.9999999999999987	-1.0000000000000013	0.0	0.0	-1.0000000000000004	-1.000000000000001	-1.0000000000000009	-1.000000000000001	-1.0	-1.0000000000000004	-0.9999999999999987	-1.0000000000000018	-0.9999999999999997	-1.0000000000000016	-0.9999999999999997	-1.000000000000001	-0.9999999999999994	-1.0000000000000009	-1.0000000000000016	-1.0000000000000004	-0.9999999999999987	-1.0000000000000009	-1.0	-0.9999999999999987	-0.9999999999999987	-0.9999999999999987	-0.9999999999999987	-0.9999999999999987	-0.9999999999999987	-0.9999999999999987	-0.9999999999999991	-0.9999999999999991	Clostridium_innocuum_I46	L-Aspartate-e0
Clostridium_innocuum_I46##Sulfate-e0##Microbe##PAN	-0.9241112603078692	-0.9241112603002167	-0.9241112603209832	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Clostridium_innocuum_I46	Sulfate-e0
Clostridium_innocuum_I46##L-Arginine-e0##Microbe##PAN	-35.57235834172135	-35.57235834140183	-35.57235834197347	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Clostridium_innocuum_I46	L-Arginine-e0
Clostridium_innocuum_I46##L-Glutamine-e0##Microbe##Spermidine-e0	1.5000000000003484	1.499999999999483	1.4999999999997922	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Clostridium_innocuum_I46	L-Glutamine-e0
Clostridium_innocuum_I46##L-Glutamine-e0##Microbe##Thiamin-e0	-1.0000000000028224	-1.000000000007086	-1.0000000000020486	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Clostridium_innocuum_I46	L-Glutamine-e0
Clostridium_innocuum_I46##L-Glutamine-e0##Microbe##N-Acetyl-D-glucosamine-e0	-1.0000000000006353	-1.000000000001214	-0.9999999999999898	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Clostridium_innocuum_I46	L-Glutamine-e0
Clostridium_innocuum_I46##L-Glutamine-e0##Microbe##Folate-e0	-0.5000000000015403	-0.5000000000019648	-0.499999999998013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Clostridium_innocuum_I46	L-Glutamine-e0
Clostridium_innocuum_I46##L-Glutamine-e0##Microbe##O2-e0	-1.0000000000006588	-1.0000000000010734	-1.0000000000001785	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Clostridium_innocuum_I46	L-Glutamine-e0
Clostridium_innocuum_I46##L-Glutamine-e0##Microbe##Riboflavin	-2.500000000003703	-2.5000000000065548	-2.500000000002134	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Clostridium_innocuum_I46	L-Glutamine-e0
Clostridium_innocuum_I46##L-Glutamine-e0##Microbe##PAN	-104.55147981765705	-104.55147981693405	-104.55147981849235	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Clostridium_innocuum_I46	L-Glutamine-e0
Clostridium_innocuum_I46##L-Leucine-e0##Microbe##PAN	-64.72644010465413	-64.72644010408344	-64.72644010511482	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Clostridium_innocuum_I46	L-Leucine-e0
Clostridium_innocuum_I46##L-Histidine-e0##Microbe##PAN	-11.39328203115185	-11.393282031049777	-11.393282031233767	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Clostridium_innocuum_I46	L-Histidine-e0
Clostridium_innocuum_I46##L-Proline-e0##Microbe##PAN	-26.584324739362	-26.58432473912625	-26.584324739548837	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Clostridium_innocuum_I46	L-Proline-e0
Clostridium_innocuum_I46##Co2+-e0##Microbe##PAN	-0.9241112603153536	-0.9241112603072683	-0.9241112603208531	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Clostridium_innocuum_I46	Co2+-e0
Clostridium_innocuum_I46##L-Threonine-e0##Microbe##PAN	-30.508677438965215	-30.50867743869557	-30.508677439207347	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Clostridium_innocuum_I46	L-Threonine-e0
Clostridium_innocuum_I46##Spermidine-e0##Microbe##Spermidine-e0	-0.9999999999999999	-0.9999999999999998	-0.9999999999999991	-1.0	-0.9999999999999992	-0.9999999999999992	-0.9999999999999996	-1.0	-0.9999999999999974	-0.9999999999999981	-0.9999999999999997	-0.9999999999999997	-1.0000000000000007	-0.9999999999999997	-0.9999999999999994	-0.9999999999999994	-0.9999999999999991	-1.0000000000000002	-1.0	-0.9999999999999994	-1.0000000000000018	-1.0000000000000022	-1.0000000000000004	-0.9999999999999989	-0.9999999999999989	-0.999999999999999	-0.9999999999999989	-0.9999999999999979	-1.0	-1.0	-1.0000000000000016	-1.0000000000000004	-1.0000000000000007	-1.0000000000000009	-1.0000000000000029	-0.9999999999999993	-0.9999999999999997	-1.0000000000000013	-0.9999999999999994	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Clostridium_innocuum_I46	Spermidine-e0
Clostridium_innocuum_I46##Thiamin-e0##Microbe##Thiamin-e0	-0.9999999999999992	-1.000000000000001	-0.9999999999999992	-0.999999999999999	-0.9999999999999988	-0.9999999999999989	-0.9999999999999977	-1.0000000000000002	-1.0000000000000007	-0.9999999999999994	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Clostridium_innocuum_I46	Thiamin-e0
Clostridium_innocuum_I46##L-Isoleucine-e0##Microbe##PAN	-44.48445267428153	-44.48445267390311	-44.484452674571465	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Clostridium_innocuum_I46	L-Isoleucine-e0
Clostridium_innocuum_I46##fe3-e0##Microbe##PAN	-0.9241112603170311	-0.9241112603082768	-0.9241112603210566	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Clostridium_innocuum_I46	fe3-e0
Clostridium_innocuum_I46##H+-e0##Microbe##L-Aspartate-e0	-0.11111111114158374	-0.11111111113299567	1.000000000001947	0.9999999999991891	0.999999999999246	0.9999999999994164	0.9999999999986091	0.9999999999993443	-1.0000000000013287	-1.0000000000016902	-1.121212121211843	-1.1176470588233114	-1.1864750352622195	-1.1176470588220087	-1.1176470588219931	-1.1176470588219931	-0.3333333338127564	0.0	0.0	-0.9999999999981011	-1.6666666671990042	-1.6666666671996802	-0.8823529411746047	-2.0000000000261604	-1.4285714287218925	-0.5714285714204375	-0.5714285714204703	-1.1499102261367473	2.0000000000084013	2.000000000007213	1.0000000000002898	-0.9999999999999998	4.000000000007698	3.666666666666307	0.0	0.0	-1.9999999999993066	0.0	-1.0000000000020217	-1.0000000000020217	-1.0000000000020217	-1.0000000000020217	-1.0000000000020217	-1.0000000000020217	-1.0000000000020217	-1.0000000000021778	-1.0000000000021778	Clostridium_innocuum_I46	H+-e0
Clostridium_innocuum_I46##H+-e0##Microbe##Spermidine-e0	2.5555555555430947	0.7777777778082436	1.9999999999983673	5.000000000000864	3.499999999995503	3.499999999996612	14.499999999968797	-4.749999999990767	1.7500000000204845	2.000000000014573	2.484848484850131	2.470588235296185	2.7459001410487454	2.470588235289921	2.470588235289698	2.470588235289698	4.6666666655477975	5.500000000116504	11.499999997416388	3.166666666641976	-1.500000003217906	-1.5000000032190712	3.4411764706102055	4.000000000137811	3.7142857144289945	3.285714285694244	3.2857142856942056	2.5626122173266896	6.500000000029578	6.500000000028909	5.250000000012675	2.7500000000009814	9.000000000034266	7.000000000000053	11.083333333359015	11.083333333331598	1.7499999999985274	8.583333333312586	0.4999999999705745	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Clostridium_innocuum_I46	H+-e0
Clostridium_innocuum_I46##H+-e0##Microbe##Thiamin-e0	-9.444444444315756	-13.88888888852547	2.999999999990988	0.9999999999846275	1.9999999999899023	1.9999999999883664	-14.499999999974461	-0.750000000002174	-2.250000000016669	-3.9999999999301767	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Clostridium_innocuum_I46	H+-e0
Clostridium_innocuum_I46##H+-e0##Microbe##N-Acetyl-D-glucosamine-e0	-1.9999999999722435	-1.9999999999368339	1.9999999999996936	-67.8877437710442	-53.44022424106102	-53.44022424106443	-108.47252650416237	-57.75655418193384	-139.85767993230724	-196.79244239700677	-58.006149866888386	-63.82238491472848	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Clostridium_innocuum_I46	H+-e0
Clostridium_innocuum_I46##H+-e0##Microbe##Folate-e0	-14.666666666602662	-11.9999999998933	1.0000000000053189	0.0	0.4999999999931525	0.49999999999402844	11.499999999957897	8.749999999980224	0.24999999995627165	-0.9999999999916898	0.09090909090580379	-0.05882352941400226	-1.8483509168182775	-0.05882352938723634	-0.058823529387039275	-0.058823529387039275	-6.3333333304258925	-9.500000002497254	20.49999999422303	0.1666666666320875	-4.500000003069648	-4.50000000306855	-0.5000000000132929	-1.857142857266649	-0.714285714625456	1.0000000000274585	1.0000000000272546	1.000000000004	-1128.4385874491115	-1128.4385874486636	-791.4519160663724	-179.64549243899341	-1434.0348891296417	-1166.0072333973708	-1090.2417117082132	-1090.2417117125008	350.9621549037908	-4544.063761168192	-2098.217725410101	-2098.217725410101	-2098.217725410101	-2098.217725410101	-2098.217725410101	-2098.217725410101	-2098.217725410101	-2093.217725410303	-2093.217725410303	Clostridium_innocuum_I46	H+-e0
Clostridium_innocuum_I46##H+-e0##Microbe##N-Acetyl-D-chondrosamine-e0	-0.11111111108807425	-0.11111111109616945	1.000000000000027	0.9999999999991781	0.9999999999994346	0.9999999999994515	0.9999999999983414	0.9999999999995043	2.999999999996964	3.9999999999431863	1.6969696969646628	1.7647058823467439	0.4569743300175928	1.7647058823504667	1.7647058823504969	1.7647058823504969	-9.999999993380044	-16.00000000302084	43.99999998377891	1.6666666665947574	-4.333333336937486	-4.33333333693993	1.0000000000141434	-0.357142857109062	0.3571428569904911	1.428571428573255	1.4285714285730728	0.8500897738635358	4.000000000006443	4.000000000005884	2.9999999999987867	1.0000000000000568	6.000000000004479	4.333333333309206	4.333333333344537	4.333333333331725	-3.0000000000005764	6.333333333250184	3.0000000000146265	3.0000000000146265	3.0000000000146265	3.0000000000146265	3.0000000000146265	3.0000000000146265	3.0000000000146265	3.0000000000157234	3.0000000000157234	Clostridium_innocuum_I46	H+-e0
Clostridium_innocuum_I46##H+-e0##Microbe##O2-e0	-0.8888888888580753	-0.8888888888328706	1.999999999999201	0.0	1.0000000000005866	0.9999999999996505	-9.999999999972482	0.9999999999994221	-1.0000000000011129	-1.999999999948275	0.18181818182224396	0.11764705882864757	1.3565506347202696	0.1176470588229378	0.11764705882276005	0.11764705882276005	9.999999994512313	15.000000002560814	-32.99999998734993	0.3333333333835622	4.333333335706017	4.333333335708101	0.882352941170931	2.0000000000042215	1.4285714287102858	0.5714285714236285	0.5714285714236059	1.1499102261370213	-2.000000000013292	-2.0000000000122875	-1.0000000000035527	0.9999999999994228	-4.000000000013651	-3.333333333333276	-2.666666666677828	-2.666666666671702	0.0	-2.6666666666714045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Clostridium_innocuum_I46	H+-e0
Clostridium_innocuum_I46##H+-e0##Microbe##Riboflavin	-8.555555555391352	-10.333333333005138	3.9999999999926312	-1.0000000000148523	1.4999999999959082	1.499999999996016	1.4999999999940137	6.9999999999920055	-3.0000000000235563	-5.999999999871651	-0.30303030302220146	-0.470588235283246	-4.256126939422759	-446.7611894337892	-446.76118943382085	-446.76118943382085	11361.386204318042	17329.762848762737	-39665.07652176246	-439.9099140669696	5806.707079427641	5806.7070794300125	437.03596759143784	2358.433575939064	1289.5478259164065	-291.97080273525927	-291.9708027352402	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-7.499999999974495	-7.499999999974495	Clostridium_innocuum_I46	H+-e0
Clostridium_innocuum_I46##H+-e0##Microbe##PAN	4843.962134302823	4910.3763146289	-265.61546434330495	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Clostridium_innocuum_I46	H+-e0
