,Community_Size,MetConSIN_Time,Direct_Time,MetConSIN_EndTIme,Direct_EndTIme,Average_Microbe_Difference,Average_Metabolite_Difference,Max_Microbe_Diff,Max_Metabolite_Diff
23,4,48.499711990356445,1170.718899011612,1.2609838456732028,1.8900000000000001,6.756163621949798e-05,0.00032758524839792406,0.0008228490382920645,1.2324346305072416
24,3,35.28990888595581,783.1939671039581,1.5366184636114586,1.8800000000000001,0.0012580164041161768,-0.004091953030857549,0.005247860341900641,173.61322432455626
25,2,19.480464935302734,516.5213167667389,2.0,1.67,8.305752208154956e-05,-0.0003990622235802421,0.0012063509514979045,1.234731545869226
26,2,19.43676519393921,527.7469971179962,2.0,1.99,8.084796472373996e-05,0.0006817155255401919,0.0012071724405311836,19.433395048006282
27,3,43.16191220283508,759.2610929012299,2.0,1.99,0.000440994816098958,0.0005630708102486252,0.001054035725823608,26.128078012139632
28,4,97.73297190666199,996.6920650005341,2.0,1.99,0.012199417126415053,0.0012261122414072901,0.02184884945965914,245.42621704974746
29,2,25.326133012771606,536.9397568702698,1.5371402433892225,1.99,0.0004275857476323954,0.0010872765264903473,0.0010680033127728817,290.3697266524578
30,4,47.96113610267639,1060.1784567832947,2.0,1.99,6.396060091539513e-05,0.0101809476689371,0.0005820025131608792,3777.4781509903087
31,2,24.33973789215088,531.5021979808807,2.0,1.99,0.0032731264221233926,0.00020093549167207243,0.005408340200975669,64.26351084981847
32,4,65.12713170051575,1080.5688772201538,2.0,1.95,0.0004466479683479354,-0.0019364424583704516,0.001238449903994415,32.295821402945194
33,2,38.448954820632935,491.9847900867462,2.0,1.99,0.02306538398975437,-0.027819284581985747,0.02716759144285147,1889.1804259125545
34,2,19.148869037628174,480.04938292503357,2.0,1.99,4.356445288601041e-05,0.0010004871765148336,0.0006855673895728079,596.3848341648817
35,4,85.73398971557617,1030.5217170715332,2.0,1.99,0.0338692097717674,-0.0007002688842868645,0.06452341280008539,36.512583353598
36,2,20.098862648010254,489.9070122241974,1.5156836962840197,1.99,4.781404720988895e-05,-0.00027094141945702274,0.0006962382101087857,23.105073837107952
37,3,30.88498878479004,778.1444401741028,2.0,1.99,0.0009686475976369112,-2.387450827858071e-06,0.0018937357526910275,30.287749476699098
38,3,30.159147024154663,807.1649401187897,1.3322024749179158,1.99,4.840157184077653e-05,0.00039725322006625013,0.0008398791992340863,1.2857872171400901
39,2,40.40826773643494,478.3971402645111,2.0,1.6500000000000001,0.015258662360531434,0.0003217287742544875,0.023179883715436386,407.7423674481221
40,4,64.41454482078552,1085.2197771072388,2.0,1.48,0.00020629972643832847,5.491543797153611e-05,0.0010702288525430096,30.33189063441485
41,4,48.974276065826416,1041.7865648269653,2.0,1.99,6.17587244733334e-05,0.0002632861832102671,0.0005851453760148617,1.2363728295021867
42,2,30.751389980316162,456.05274391174316,1.192994273663004,1.99,0.006775384175744646,0.001546778456301022,0.016164286831789356,89.69657130321382
43,3,43.12456512451172,835.4034988880157,2.0,1.99,0.0027979355674259236,0.0007190466396593682,0.006252818607086088,1.4500559647016065
44,2,27.699280977249146,541.8756060600281,1.3597567596364684,1.99,0.0005098515727223671,0.0005420908474225262,0.0012929758143514184,1.2560248480632767
45,3,57.29577088356018,735.5451331138611,2.0,1.99,0.010384734705834875,-0.006303822529969891,0.01745627738559867,353.237502358916
46,4,80.28103399276733,961.8810930252075,2.0,1.99,0.030115410118776442,0.0017206022803210503,0.06034074662120103,958.2244571167828
47,2,23.771721839904785,492.5602159500122,2.0,1.99,0.003251136494775622,-0.0010845595763705764,0.005393448409904041,177.09360208244217
48,4,61.2629177570343,1045.690660238266,1.5440246123753223,1.99,3.024259173785162e-05,0.003476200955431742,0.0005121787037365046,2032.4852156645006
49,3,31.089110851287842,899.794028043747,1.3457815728128109,1.99,4.9365118781677906e-05,0.0003758071261401464,0.0008616399887540004,1.2524106241167716
