	Proportion MetConSIN Shared	Proportion DirectDFBA Shared	Number Different Sign	Average ABS Difference	Trial	Number of Shared Edges	Time	Community Size	Proportion Different Sign	Direct DFBA Number Edges	MetConSIN Number Edges	Direct DFBA Number Extra Edges
46	0.9935483870967742	0.5301204819277109	3.0	0.5749782529081574	16	308.0	0.3917	4	0.00974025974025974	581.0	310.0	581.0
47	1.0	0.5301204819277109	6.0	0.5414201561418625	16	308.0	0.39344999999999997	4	0.01948051948051948	581.0	308.0	581.0
48	1.0	0.5283993115318416	3.0	0.5431570218671704	16	307.0	0.3941	4	0.009771986970684038	581.0	307.0	581.0
49	1.0	0.5266781411359724	0.0	0.1465897581563253	16	306.0	0.8152	4	0.0	581.0	306.0	581.0
50	1.0	0.532871972318339	0.0	12.708144409289062	42	154.0	0.1734	2	0.0	289.0	154.0	289.0
51	1.0	0.5363321799307958	2.0	2.379928007795624	42	155.0	0.34855	2	0.012903225806451613	289.0	155.0	289.0
52	1.0	0.532871972318339	0.0	1.330901702764767	42	154.0	0.37629999999999997	2	0.0	289.0	154.0	289.0
53	1.0	0.532871972318339	0.0	0.7118728048751243	42	154.0	0.40315	2	0.0	289.0	154.0	289.0
54	0.9869281045751634	0.527972027972028	0.0	0.1740624731519709	42	151.0	0.7985	2	0.0	286.0	153.0	286.0
55	1.0	0.5334872979214781	0.0	11.513938900608762	45	231.0	0.16855	3	0.0	433.0	231.0	433.0
56	1.0	0.5334872979214781	0.0	1.1403242369085784	45	231.0	0.37625	3	0.0	433.0	231.0	433.0
57	1.0	0.5334872979214781	0.0	0.5714592137923251	45	231.0	0.4131	3	0.0	433.0	231.0	433.0
58	1.0	0.535796766743649	3.0	0.5383635704252265	45	232.0	0.4143	3	0.01293103448275862	433.0	232.0	433.0
59	1.0	0.5334872979214781	0.0	0.5338584949372664	45	231.0	0.41505000000000003	3	0.0	433.0	231.0	433.0
60	0.991304347826087	0.5302325581395348	0.0	0.1715490201149485	45	228.0	0.8117	3	0.0	430.00000000000006	230.0	430.00000000000006
61	0.0782608695652174	0.6	18.0	1.8981372731411168	45	18.0	1.60395	3	1.0	30.0	229.99999999999997	30.0
62	1.0	0.531322505800464	0.0	0.8948360837014925	6	229.0	0.4105	3	0.0	431.0	229.0	431.0
63	1.0	0.531322505800464	0.0	0.2694241659610144	6	229.0	0.8210500000000001	3	0.0	431.0	229.0	431.0
64	1.0	0.5336426914153132	3.0	0.2619776624611699	6	230.0	0.8213	3	0.013043478260869565	431.00000000000006	230.0	431.00000000000006
65	1.0	0.531322505800464	0.0	0.1751123597018796	6	229.0	1.18865	3	0.0	431.0	229.0	431.0
66	1.0	0.5313588850174216	0.0	10.155507739101877	28	305.0	0.17335	4	0.0	574.0	305.0	574.0
67	1.0	0.5331010452961672	2.0	1.729596669228364	28	306.0	0.34975	4	0.006535947712418301	574.0	306.0	574.0
68	1.0	0.5313588850174216	0.0	0.8022610109691704	28	305.0	0.39155	4	0.0	574.0	305.0	574.0
69	1.0	0.5331010452961672	3.0	0.4463404310965005	28	306.0	0.4328	4	0.00980392156862745	574.0	306.0	574.0
70	1.0	0.5348432055749129	6.0	0.4327248339387069	28	307.0	0.4333	4	0.019543973941368076	574.0	307.0	574.0
71	1.0	0.5331010452961672	3.0	0.4197238515057482	28	306.0	0.4339	4	0.00980392156862745	574.0	306.0	574.0
72	1.0	0.5278745644599303	3.0	0.3883325302531054	28	303.0	0.43495	4	0.009900990099009901	574.0	303.0	574.0
73	1.0	0.5288966725043783	0.0	0.1701548639483486	28	302.0	0.8229	4	0.0	571.0	302.0	571.0
74	0.0264900662251655	1.0	0.0	2.637366795521039	28	8.0	1.6052	4	0.0	8.0	302.00000000000074	8.0
75	1.0	0.5283018867924528	0.0	2.943997826485913	17	308.0	0.32945	4	0.0	583.0	308.0	583.0
76	1.0	0.5283018867924528	0.0	0.2852078336784518	17	308.0	0.6594500000000001	4	0.0	583.0	308.0	583.0
77	1.0	0.5283018867924528	0.0	0.1515238036755861	17	308.0	0.9995499999999999	4	0.0	583.0	308.0	583.0
78	0.0941558441558441	0.6444444444444445	29.0	1.4280758327940106	17	29.0	1.66955	4	1.0	45.0	308.00000000000017	45.0
79	1.0	0.5234899328859061	0.0	5.848450909657475	1	156.0	0.3188	3	0.0	298.0	156.0	298.0
80	1.0	0.5268456375838926	3.0	0.2905962284687617	1	157.0	0.6386499999999999	3	0.01910828025477707	298.0	157.0	298.0
81	0.9935897435897436	0.5236486486486487	0.0	0.1219690027610449	1	155.0	1.06025	3	0.0	296.0	156.0	296.0
82	0.0448717948717948	0.5384615384615384	7.0	2.027741102937525	1	7.0	1.7404	3	1.0	13.0	156.00000000000023	13.0
83	1.0	0.5298245614035088	0.0	1.1490762483811643	10	151.0	0.4108	2	0.0	285.0	151.0	285.0
84	1.0	0.5298245614035088	0.0	0.2562644584310043	10	151.0	0.8216	2	0.0	285.0	151.0	285.0
85	1.0	0.5333333333333333	3.0	0.295563557441677	10	152.0	0.8218	2	0.019736842105263157	285.0	152.0	285.0
86	1.0	0.5298245614035088	0.0	0.176399867461355	10	151.0	1.18255	2	0.0	285.0	151.0	285.0
87	1.0	0.5250836120401338	0.0	5.695677160920526	19	314.0	0.27775	4	0.0	598.0	314.0	598.0
88	1.0	0.5267558528428093	3.0	0.300281504204107	19	315.0	0.5555	4	0.009523809523809525	598.0	315.0	598.0
89	1.0	0.5250836120401338	0.0	0.1276429861112989	19	314.0	0.9139999999999999	4	0.0	598.0	314.0	598.0
90	1.0	0.5255972696245734	0.0	6.326865437425093	26	154.0	0.30055	2	0.0	293.0	154.0	293.0
91	1.0	0.5255972696245734	0.0	0.128593526631393	26	154.0	0.95795	2	0.0	293.0	154.0	293.0
92	0.0064935064935064	0.5	1.0	3.605116851316636	26	1.0	1.6574	2	1.0	2.0	154.00000000000222	2.0
93	1.0	0.5288135593220339	0.0	2.9238511968193865	21	312.0	0.32905	4	0.0	590.0	312.0	590.0
94	1.0	0.5305084745762711	2.0	0.294248661549677	21	313.0	0.6587000000000001	4	0.006389776357827476	590.0	313.0	590.0
95	1.0	0.5322033898305085	5.0	0.2602246916096388	21	314.0	0.6601	4	0.01592356687898089	590.0	314.0	590.0
96	1.0	0.5305084745762711	3.0	0.2469242165995847	21	313.0	0.66105	4	0.009584664536741214	590.0	313.0	590.0
97	1.0	0.5288135593220339	0.0	0.1421465876712258	21	312.0	1.0345	4	0.0	590.0	312.0	590.0
98	1.0	0.5266666666666666	0.0	5.712448510235488	44	158.0	0.31795	2	0.0	300.00000000000006	158.0	300.00000000000006
99	1.0	0.53	3.0	0.2777884519022382	44	159.0	0.6361	2	0.018867924528301886	300.0	159.0	300.0
100	1.0	0.5266666666666666	0.0	0.1261181069898869	44	158.0	0.9980499999999999	2	0.0	300.00000000000006	158.0	300.00000000000006
101	0.0189873417721519	0.5	3.0	2.6476257318677203	44	3.0	1.6799	2	1.0	6.0	158.0	6.0
102	1.0	0.5263157894736842	0.0	3.800434129443572	38	230.0	0.32065	3	0.0	437.0	230.0	437.0
103	1.0	0.5263157894736842	0.0	0.257423890640529	38	230.0	0.6418999999999999	3	0.0	437.0	230.0	437.0
104	1.0	0.5263157894736842	0.0	0.1444703221093586	38	230.0	0.98735	3	0.0	437.0	230.0	437.0
105	1.0	0.5333333333333333	0.0	1.7016831030088158	36	152.0	0.38495	2	0.0	285.0	152.0	285.0
106	1.0	0.5333333333333333	0.0	0.1719588737514381	36	152.0	1.1428	2	0.0	285.0	152.0	285.0
107	0.0131578947368421	0.5	2.0	3.6022884702406053	36	2.0	1.75785	2	1.0	4.0	152.00000000000006	4.0
108	1.0	0.53125	0.0	1.6947760789209696	31	153.0	0.3841	2	0.0	288.0	153.0	288.0
109	1.0	0.53125	0.0	0.2720308064902094	31	153.0	0.7682	2	0.0	288.0	153.0	288.0
110	1.0	0.53125	0.0	0.163918727512659	31	153.0	1.1524	2	0.0	288.0	153.0	288.0
111	0.0130718954248366	0.5	2.0	3.194804795932554	31	2.0	1.76705	2	1.0	4.0	153.00000000000003	4.0
112	1.0	0.5233853006681515	0.0	7.382941672603606	37	235.0	0.2604	3	0.0	449.0	235.0	449.0
113	1.0	0.5233853006681515	0.0	0.1134579578050603	37	235.0	0.88965	3	0.0	449.0	235.0	449.0
114	0.0212765957446808	0.8333333333333334	0.0	2.442521629443514	37	5.0	1.6289500000000001	3	0.0	6.0	235.00000000000057	6.0
115	1.0	0.5297113752122241	0.0	11.285389159528826	46	312.0	0.1345	4	0.0	589.0	312.0	589.0
116	1.0	0.5314091680814941	2.0	4.66366859466709	46	313.0	0.27244999999999997	4	0.006389776357827476	589.0	313.0	589.0
117	1.0	0.5297113752122241	0.0	1.803050888661919	46	312.0	0.33499999999999996	4	0.0	589.0	312.0	589.0
118	0.9936102236421726	0.5307167235494881	3.0	0.566595147443239	46	311.0	0.39175000000000004	4	0.00964630225080386	586.0	313.0	586.0
119	0.9935691318327974	0.5273037542662116	0.0	0.1486403159157572	46	309.0	0.78075	4	0.0	586.0	311.0	586.0
120	0.0128617363344051	1.0	0.0	3.1740383544911905	46	4.0	1.58375	4	0.0	4.0	311.0000000000011	4.0
121	1.0	0.5283018867924528	0.0	2.9541729840117594	41	308.0	0.3233	4	0.0	583.0	308.0	583.0
122	1.0	0.5283018867924528	0.0	0.2863636635803976	41	308.0	0.64665	4	0.0	583.0	308.0	583.0
123	1.0	0.5283018867924528	0.0	0.15034461077595	41	308.0	0.99085	4	0.0	583.0	308.0	583.0
124	0.0844155844155844	0.896551724137931	0.0	1.5724052089951712	41	26.0	1.66695	4	0.0	29.0	308.00000000000006	29.0
125	1.0	0.5289982425307557	0.0	0.9550383548004058	48	301.0	0.39745	4	0.0	569.0	301.0	569.0
126	1.0	0.5289982425307557	0.0	0.2893273287475623	48	301.0	0.7949	4	0.0	569.0	301.0	569.0
127	1.0	0.5289982425307557	0.0	0.26495769524358	48	301.0	0.79545	4	0.0	569.0	301.0	569.0
128	1.0	0.5289982425307557	0.0	0.2392001260991472	48	301.0	0.796	4	0.0	569.0	301.0	569.0
129	1.0	0.5289982425307557	0.0	0.1761797129940631	48	301.0	1.17	4	0.0	569.0	301.0	569.0
130	0.0664451827242525	0.8333333333333334	0.0	2.081480971691408	48	20.0	1.772	4	0.0	24.0	301.0	24.0
131	1.0	0.5292740046838408	0.0	1.01582595559936	24	226.0	0.402	3	0.0	427.0	226.0	427.0
132	1.0	0.5292740046838408	0.0	0.2798590427024635	24	226.0	0.8045	3	0.0	427.0	226.0	427.0
133	1.0	0.5292740046838408	0.0	0.2455686503021354	24	226.0	0.80505	3	0.0	427.0	226.0	427.0
134	1.0	0.5292740046838408	0.0	0.1711330537512409	24	226.0	1.1717499999999998	3	0.0	427.0	226.0	427.0
135	1.0	0.5245346869712352	0.0	6.223805648920345	23	310.0	0.26975	4	0.0	591.0	310.0	591.0
136	1.0	0.5245346869712352	0.0	0.2784108159374298	23	310.0	0.5401499999999999	4	0.0	591.0	310.0	591.0
137	1.0	0.5245346869712352	0.0	0.1289011416189381	23	310.0	0.9008999999999999	4	0.0	591.0	310.0	591.0
138	0.0709677419354838	0.5789473684210527	22.0	1.6069800516176669	23	22.0	1.6305	4	1.0	38.0	310.0000000000003	38.0
139	1.0	0.5360824742268041	0.0	12.872010668916392	15	156.0	0.16755	2	0.0	291.0	156.0	291.0
140	1.0	0.5395189003436426	2.0	2.75177535451424	15	157.0	0.33715	2	0.012738853503184714	291.0	157.0	291.0
141	1.0	0.5360824742268041	0.0	1.540487754783432	15	156.0	0.36685	2	0.0	291.0	156.0	291.0
142	1.0	0.5360824742268041	0.0	0.8037172930474775	15	156.0	0.39665	2	0.0	291.0	156.0	291.0
143	1.0	0.53125	0.0	0.1675814490332867	15	153.0	0.7971	2	0.0	288.0	153.0	288.0
144	1.0	0.5266666666666666	0.0	6.111038272771935	12	316.0	0.26885	4	0.0	600.0000000000001	316.0	600.0000000000001
145	1.0	0.5266666666666666	0.0	0.3098862220983236	12	316.0	0.53835	4	0.0	600.0000000000001	316.0	600.0000000000001
146	1.0	0.5283333333333333	3.0	0.3000350337486407	12	317.0	0.53925	4	0.00946372239747634	600.0	317.0	600.0
147	1.0	0.5266666666666666	0.0	0.1256738214827182	12	316.0	0.9015500000000001	4	0.0	600.0000000000001	316.0	600.0000000000001
148	0.0759493670886076	0.9230769230769232	0.0	1.4680277714844638	12	24.0	1.6318000000000001	4	0.0	25.999999999999996	316.0	25.999999999999996
149	1.0	0.5322862129144852	0.0	0.9408151543031076	40	305.0	0.3906	4	0.0	573.0	305.0	573.0
150	1.0	0.5322862129144852	0.0	0.2639356734350239	40	305.0	0.78125	4	0.0	573.0	305.0	573.0
151	1.0	0.5322862129144852	0.0	0.239856861813061	40	305.0	0.7818	4	0.0	573.0	305.0	573.0
152	1.0	0.5340314136125655	3.0	0.2563589012687333	40	306.0	0.7825	4	0.00980392156862745	573.0	306.0	573.0
153	1.0	0.5322862129144852	0.0	0.1718503015165081	40	305.0	1.1782	4	0.0	573.0	305.0	573.0
154	1.0	0.5333333333333333	0.0	1.7016831030088158	47	152.0	0.38495	2	0.0	285.0	152.0	285.0
155	1.0	0.5368421052631579	2.0	0.2598194241173789	47	153.0	0.7711	2	0.013071895424836602	285.0	153.0	285.0
156	1.0	0.5333333333333333	0.0	0.1649868667749849	47	152.0	1.149	2	0.0	285.0	152.0	285.0
157	0.0131578947368421	0.5	2.0	3.19140031309091	47	2.0	1.76285	2	1.0	4.0	152.00000000000006	4.0
158	1.0	0.5352112676056338	0.0	13.204167661561936	2	152.0	0.16785	2	0.0	284.0	152.0	284.0
159	1.0	0.5387323943661971	2.0	2.8182460999033965	2	153.0	0.3377	2	0.013071895424836602	284.0	153.0	284.0
160	1.0	0.5387323943661971	2.0	2.3765711004262537	2	153.0	0.3405	2	0.013071895424836602	284.0	153.0	284.0
161	1.0	0.5352112676056338	0.0	1.5807549796509104	2	152.0	0.36819999999999997	2	0.0	284.0	152.0	284.0
162	0.986842105263158	0.5338078291814946	0.0	0.6685547097627742	2	150.0	0.40005	2	0.0	281.0	152.0	281.0
163	1.0	0.5302491103202847	0.0	0.171590367976454	2	149.0	0.7946500000000001	2	0.0	281.0	149.0	281.0
164	0.0134228187919463	1.0	0.0	3.317925367357017	2	2.0	1.5945	2	0.0	2.0	149.0000000000001	2.0
165	1.0	0.5314685314685315	0.0	1.136170839089213	13	228.0	0.3933	3	0.0	429.0	228.0	429.0
166	1.0	0.5314685314685315	0.0	0.2829981356994771	13	228.0	0.78665	3	0.0	429.0	228.0	429.0
167	1.0	0.5314685314685315	0.0	0.1736176040889224	13	228.0	1.169	3	0.0	429.0	228.0	429.0
168	0.0921052631578947	0.875	0.0	1.661928091322387	13	21.0	1.77515	3	0.0	24.0	228.00000000000009	24.0
169	1.0	0.5303370786516854	0.0	11.856050839509498	5	236.0	0.13005	3	0.0	444.99999999999994	236.0	444.99999999999994
170	1.0	0.5325842696629214	2.0	6.127419961569809	5	237.0	0.26439999999999997	3	0.008438818565400843	444.99999999999994	237.0	444.99999999999994
171	1.0	0.5325842696629214	2.0	5.397248818489627	5	237.0	0.27044999999999997	3	0.008438818565400843	444.99999999999994	237.0	444.99999999999994
172	1.0	0.5325842696629214	2.0	5.3972488184892535	5	237.0	0.27275	3	0.008438818565400843	444.99999999999994	237.0	444.99999999999994
173	1.0	0.5303370786516854	0.0	2.3994034843760312	5	236.0	0.32089999999999996	3	0.0	444.99999999999994	236.0	444.99999999999994
174	0.9915254237288136	0.5294117647058824	0.0	0.8728927970273253	5	234.0	0.37625	3	0.0	442.0	236.0	442.0
175	0.9914893617021276	0.5271493212669683	0.0	0.1340053670412243	5	233.0	0.7904	3	0.0	442.0	235.0	442.0
176	0.051063829787234	0.5454545454545454	12.0	2.0319963626038966	5	12.0	1.60225	3	1.0	22.0	235.0000000000002	22.0
177	1.0	0.5303370786516854	0.0	11.856050839509498	14	236.0	0.13005	3	0.0	444.99999999999994	236.0	444.99999999999994
178	1.0	0.5325842696629214	2.0	6.127419961569694	14	237.0	0.26439999999999997	3	0.008438818565400843	444.99999999999994	237.0	444.99999999999994
179	1.0	0.5325842696629214	2.0	5.3972488184896426	14	237.0	0.27044999999999997	3	0.008438818565400843	444.99999999999994	237.0	444.99999999999994
180	1.0	0.5325842696629214	2.0	5.397248818490165	14	237.0	0.27275	3	0.008438818565400843	444.99999999999994	237.0	444.99999999999994
181	1.0	0.5303370786516854	0.0	2.3994034843760312	14	236.0	0.32089999999999996	3	0.0	444.99999999999994	236.0	444.99999999999994
182	0.9914893617021276	0.5271493212669683	0.0	0.1385536291031164	14	233.0	0.79335	3	0.0	442.0	235.0	442.0
183	0.051063829787234	0.5454545454545454	12.0	2.043042042201214	14	12.0	1.6052499999999998	3	1.0	22.0	235.0000000000002	22.0
184	1.0	0.5333333333333333	0.0	1.7016831030088158	22	152.0	0.38495	2	0.0	285.0	152.0	285.0
185	1.0	0.5333333333333333	0.0	0.1719588737514381	22	152.0	1.1428	2	0.0	285.0	152.0	285.0
186	0.0131578947368421	0.5	2.0	3.6022884702406053	22	2.0	1.75785	2	1.0	4.0	152.00000000000006	4.0
