	0.0000-0.2268	0.2323-0.4202	0.4202-0.4202	0.4202-0.4203	0.4203-0.4217	0.4217-0.4217	0.4217-0.4218	0.4218-0.4222	0.4222-0.4229	0.4229-0.4234	0.4234-0.4235	0.4235-0.4236	0.4242-1.1763	1.1763-2.5000	Source	Target
bc1011##L-Serine##Microbe	-0.032605643035831224	-0.032605643035831224	-0.057653480700807225	-0.057653480700807225	-0.057653480700807225	-0.057653480700807225	-0.057653480700807225	-0.057653480700807225	-0.057653480700807225	-0.057653480700807225	-0.057653480700807225	-0.057653480700807225	-0.057653480700807225	-0.057653480700807225	bc1011	L-Serine
bc1011##Spermidine##Microbe	-0.0004287406523442528	-0.0004287406523442528	-0.0007581016236492065	-0.0007581016236492065	-0.0007581016236492065	-0.0007581016236492065	-0.0007581016236492065	-0.0007581016236492065	-0.0007581016236492065	-0.0007581016236492065	-0.0007581016236492065	-0.0007581016236492065	-0.0007581016236492065	-0.0007581016236492065	bc1011	Spermidine
bc1002##ddca##Microbe	-0.011402568317268744	-0.011402568317268744	-0.011402568317268744	-0.011402568317268744	-0.020200218959069934	-0.020200218959069934	-0.020200218959069934	-0.020200218959069934	-0.020200218959069934	-0.020200218959069934	-0.020200218959069934	-0.020200218959069934	-0.020200218959069934	-0.020200218959069934	bc1002	ddca
bc1012##H+##Microbe	1.2308617334921086	1.6388006408215894	1.6388006408215894	1.6388006408215894	1.6388006408215894	1.6388006408215894	1.6388006408215894	1.6388006408215894	1.6388006408215894	-1.2537045608885302	-1.2537045608941306	-1.2537045608941306	1.6436906426355906	1.6436906426355906	bc1012	H+
bc1016##Acetate##Microbe	1.4964829358497262	1.4964829358497262	1.4964829358497262	1.4964829358497262	1.4964829358497262	1.4964829358497262	1.4964829358497262	1.4964829358497262	1.4964829358497262	1.4964829358497262	1.4964829358497262	1.4964829358497262	1.4964829358497262	1.4964829358497262	bc1016	Acetate
bc1003##Mg##Microbe	-0.0004292759309410873	-0.0004292759309410873	-0.0004292759309410873	-0.0004292759309410873	-0.0004292759309410873	-0.0004292759309410873	-0.0007817826192465901	-0.0007817826192465901	-0.0007817826192465901	-0.0007817826192465901	-0.0007817826192465901	-0.0007817826192465901	-0.0007817826192465901	-0.0007817826192465901	bc1003	Mg
bc1011##Glycerol##Microbe	-0.009517119129009722	-0.009517119129009722	-0.016828223367000274	-0.016828223367000274	-0.016828223367000274	-0.016828223367000274	-0.016828223367000274	-0.016828223367000274	-0.016828223367000274	-0.016828223367000274	-0.016828223367000274	-0.016828223367000274	-0.016828223367000274	-0.016828223367000274	bc1011	Glycerol
bc1009##meso-2,6-Diaminopimelate##Microbe	-0.003831492979961096	-0.003831492979961096	-0.003831492979961096	-0.003831492979961096	-0.003831492979961096	-0.003831492979961096	-0.003831492979961096	-0.0069810021410195156	-0.0069810021410195156	-0.0069810021410195156	-0.0069810021410195156	-0.0069810021410195156	-0.0069810021410195156	-0.0069810021410195156	bc1009	meso-2,6-Diaminopimelate
bc1009##L-Aspartate##Microbe	-0.03076623101138286	-0.03076623101138286	-0.03076623101138286	-0.03076623101138286	-0.03076623101138286	-0.03076623101138286	-0.03076623101138286	-0.0560562490091645	-0.0560562490091645	-0.0560562490091645	-0.0560562490091645	-0.0560562490091645	-0.0560562490091645	-0.0560562490091645	bc1009	L-Aspartate
bc1008##1,2-Diacyl-sn-glycerol dioctadecanoyl##Microbe	-0.00715760990625217	-0.00715760990625217	-0.00715760990625217	-0.00715760990625217	-0.00715760990625217	-0.00715760990625217	-0.00715760990625217	-0.00715760990625217	-0.00715760990625217	-0.00715760990625217	-0.00715760990625217	-0.00715760990625217	-0.00715760990625217	-0.00715760990625217	bc1008	1,2-Diacyl-sn-glycerol dioctadecanoyl
bc1012##Acetate##Microbe	1.3650172053154832	1.7635099228190492	1.7635099228190492	1.7635099228190492	1.7635099228190492	1.7635099228190492	1.7635099228190492	1.7635099228190492	1.7635099228190492	-0.13031619014924978	-0.1303161901489771	-0.1303161901489771	1.7667115810640814	1.7667115810640814	bc1012	Acetate
bc1015##Nicotinamide ribonucleotide##Microbe	-0.00043003978382527477	-0.00043003978382527477	-0.00043003978382527477	-0.00043003978382527477	-0.00043003978382527477	-0.0043158445915082045	-0.0043158445915082045	-0.0043158445915082045	-0.0007023880408796965	-0.0007023880408796965	-0.0007023880408796965	-0.0007023880408796965	-0.0007023880408796965	-0.0007023880408796965	bc1015	Nicotinamide ribonucleotide
bc1008##Co2+##Microbe	-0.0001612230707020921	-0.0001612230707020921	-0.0001612230707020921	-0.0001612230707020921	-0.0001612230707020921	-0.0001612230707020921	-0.0001612230707020921	-0.0001612230707020921	-0.0001612230707020921	-0.0001612230707020921	-0.0001612230707020921	-0.0001612230707020921	-0.0001612230707020921	-0.0001612230707020921	bc1008	Co2+
bc1016##Riboflavin##Microbe	-0.00048366920863032894	-0.00048366920863032894	-0.00048366920863032894	-0.00048366920863032894	-0.00048366920863032894	-0.00048366920863032894	-0.00048366920863032894	-0.00048366920863032894	-0.00048366920863032894	-0.00048366920863032894	-0.00048366920863032894	-0.00048366920863032894	-0.00048366920863032894	-0.00048366920863032894	bc1016	Riboflavin
bc1008##Chitobiose##Microbe	-0.0029544936879505514	-0.0029544936879505514	-0.0029544936879505514	-0.0029544936879505514	-0.0029544936879505514	-0.0029544936879505514	-0.0029544936879505514	-0.0029544936879505514	-0.0029544936879505514	-0.0029544936879505514	-0.0029544936879505514	-0.0029544936879505514	-0.0029544936879505514	-0.0029544936879505514	bc1008	Chitobiose
bc1012##Riboflavin##Microbe	-0.0015741845498993413	-0.0014633426596839896	-0.0014633426596839896	-0.0014633426596839896	-0.0014633426596839896	-0.0014633426596839896	-0.0014633426596839896	-0.0014633426596839896	-0.0014633426596839896	-0.013181874676703797	-0.013181874676502848	-0.013181874676502848	-0.0014435315828395937	-0.0014435315828395937	bc1012	Riboflavin
bc1009##fe3##Microbe	-0.0012896667938452676	-0.0012896667938452676	-0.0012896667938452676	-0.0012896667938452676	-0.0012896667938452676	-0.0012896667938452676	-0.0012896667938452676	-0.0023497802804605472	-0.0023497802804605472	-0.0023497802804605472	-0.0023497802804605472	-0.0023497802804605472	-0.0023497802804605472	-0.0023497802804605472	bc1009	fe3
