	Avg_bc1011	Var_bc1011	Avg_bc1010	Var_bc1010	Avg_InAmount	Var_InAmount	Avg_OutAmount	Var_OutAmount	Avg_AllAmount	Var_AllAmount	In	InAmount	Out	OutAmount	All	AllAmount
Fumarate	0.0	0.0	0.0	0.0	0.9985524114667937	2.092479121515068e-06	0.0	0.0	0.9985524114667937	2.092479121515068e-06	bc1010	1		1	bc1010	1
GTP	0.0	0.0	0.0	0.0	1.9971048229335875	8.369916486060271e-06	0.0	0.0	1.9971048229335875	8.369916486060271e-06	bc1010.bc1011	1		1	bc1010.bc1011	1
Glycerol	0.0	0.0	0.0	0.0	1.9971048229335875	8.369916486060271e-06	0.0	0.0	1.9971048229335875	8.369916486060271e-06	bc1010.bc1011	1		1	bc1010.bc1011	1
Glycine	0.0	0.0	0.0	0.0	1.9971048229335875	8.369916486060271e-06	0.0	0.0	1.9971048229335875	8.369916486060271e-06	bc1010.bc1011	1		1	bc1010.bc1011	1
H+	0.0	0.0	0.0	0.0	1.9971048229335875	8.369916486060271e-06	0.0	0.0	1.9971048229335875	8.369916486060271e-06	bc1010.bc1011	1		1	bc1010.bc1011	1
H2O	0.0	0.0	0.0	0.0	1.9971048229335875	8.369916486060271e-06	0.0	0.0	1.9971048229335875	8.369916486060271e-06	bc1010.bc1011	1		1	bc1010.bc1011	1
Heme	0.0	0.0	0.0	0.0	1.9971048229335875	8.369916486060271e-06	0.0	0.0	1.9971048229335875	8.369916486060271e-06	bc1010.bc1011	1		1	bc1010.bc1011	1
K+	0.0	0.0	0.0	0.0	1.9971048229335875	8.369916486060271e-06	0.0	0.0	1.9971048229335875	8.369916486060271e-06	bc1010.bc1011	1		1	bc1010.bc1011	1
L-Alanine	0.0	0.0	0.0	0.0	1.9971048229335875	8.369916486060271e-06	0.0	0.0	1.9971048229335875	8.369916486060271e-06	bc1010.bc1011	1		1	bc1010.bc1011	1
L-Arginine	0.0	0.0	0.0	0.0	1.9971048229335875	8.369916486060271e-06	0.0	0.0	1.9971048229335875	8.369916486060271e-06	bc1010.bc1011	1		1	bc1010.bc1011	1
L-Asparagine	0.0	0.0	0.0	0.0	1.9971048229335875	8.369916486060271e-06	0.0	0.0	1.9971048229335875	8.369916486060271e-06	bc1010.bc1011	1		1	bc1010.bc1011	1
L-Aspartate	0.0	0.0	0.0	0.0	1.9971048229335875	8.369916486060271e-06	0.0	0.0	1.9971048229335875	8.369916486060271e-06	bc1010.bc1011	1		1	bc1010.bc1011	1
L-Cysteine	0.0	0.0	0.0	0.0	1.9971048229335875	8.369916486060271e-06	0.0	0.0	1.9971048229335875	8.369916486060271e-06	bc1010.bc1011	1		1	bc1010.bc1011	1
L-Glutamate	0.0	0.0	0.0	0.0	1.9971048229335875	8.369916486060271e-06	0.0	0.0	1.9971048229335875	8.369916486060271e-06	bc1010.bc1011	1		1	bc1010.bc1011	1
L-Glutamine	0.0	0.0	0.0	0.0	1.9971048229335875	8.369916486060271e-06	0.0	0.0	1.9971048229335875	8.369916486060271e-06	bc1010.bc1011	1		1	bc1010.bc1011	1
L-Histidine	0.0	0.0	0.0	0.0	1.9971048229335875	8.369916486060271e-06	0.0	0.0	1.9971048229335875	8.369916486060271e-06	bc1010.bc1011	1		1	bc1010.bc1011	1
L-Inositol	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
L-Isoleucine	0.0	0.0	0.0	0.0	1.9971048229335875	8.369916486060271e-06	0.0	0.0	1.9971048229335875	8.369916486060271e-06	bc1010.bc1011	1		1	bc1010.bc1011	1
L-Leucine	0.0	0.0	0.0	0.0	1.9971048229335875	8.369916486060271e-06	0.0	0.0	1.9971048229335875	8.369916486060271e-06	bc1010.bc1011	1		1	bc1010.bc1011	1
L-Lysine	0.0	0.0	0.0	0.0	1.9971048229335875	8.369916486060271e-06	0.0	0.0	1.9971048229335875	8.369916486060271e-06	bc1010.bc1011	1		1	bc1010.bc1011	1
L-Malate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
L-Methionine	0.0	0.0	0.0	0.0	1.9971048229335875	8.369916486060271e-06	0.0	0.0	1.9971048229335875	8.369916486060271e-06	bc1010.bc1011	1		1	bc1010.bc1011	1
L-Phenylalanine	0.0	0.0	0.0	0.0	1.9971048229335875	8.369916486060271e-06	0.0	0.0	1.9971048229335875	8.369916486060271e-06	bc1010.bc1011	1		1	bc1010.bc1011	1
L-Proline	0.0	0.0	0.0	0.0	1.9971048229335875	8.369916486060271e-06	0.0	0.0	1.9971048229335875	8.369916486060271e-06	bc1010.bc1011	1		1	bc1010.bc1011	1
L-Serine	0.0	0.0	0.0	0.0	1.9971048229335875	8.369916486060271e-06	0.0	0.0	1.9971048229335875	8.369916486060271e-06	bc1010.bc1011	1		1	bc1010.bc1011	1
L-Threonine	0.0	0.0	0.0	0.0	1.9971048229335875	8.369916486060271e-06	0.0	0.0	1.9971048229335875	8.369916486060271e-06	bc1010.bc1011	1		1	bc1010.bc1011	1
L-Tryptophan	0.0	0.0	0.0	0.0	1.9971048229335875	8.369916486060271e-06	0.0	0.0	1.9971048229335875	8.369916486060271e-06	bc1010.bc1011	1		1	bc1010.bc1011	1
L-Tyrosine	0.0	0.0	0.0	0.0	1.9971048229335875	8.369916486060271e-06	0.0	0.0	1.9971048229335875	8.369916486060271e-06	bc1010.bc1011	1		1	bc1010.bc1011	1
L-Valine	0.0	0.0	0.0	0.0	1.9971048229335875	8.369916486060271e-06	0.0	0.0	1.9971048229335875	8.369916486060271e-06	bc1010.bc1011	1		1	bc1010.bc1011	1
Methanol	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Mg	0.0	0.0	0.0	0.0	1.9971048229335875	8.369916486060271e-06	0.0	0.0	1.9971048229335875	8.369916486060271e-06	bc1010.bc1011	1		1	bc1010.bc1011	1
Mn2+	0.0	0.0	0.0	0.0	1.9971048229335875	8.369916486060271e-06	0.0	0.0	1.9971048229335875	8.369916486060271e-06	bc1010.bc1011	1		1	bc1010.bc1011	1
Myristic acid	0.0	0.0	0.0	0.0	1.9971048229335875	8.369916486060271e-06	0.0	0.0	1.9971048229335875	8.369916486060271e-06	bc1010.bc1011	1		1	bc1010.bc1011	1
NADP	0.0	0.0	0.0	0.0	1.9971048229335875	8.369916486060271e-06	0.0	0.0	1.9971048229335875	8.369916486060271e-06	bc1010.bc1011	1		1	bc1010.bc1011	1
NH3	0.0	0.0	0.0	0.0	0.9985524114667937	2.092479121515068e-06	0.0	0.0	0.9985524114667937	2.092479121515068e-06	bc1010	1		1	bc1010	1
Na+	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Niacin	0.0	0.0	0.0	0.0	1.9971048229335875	8.369916486060271e-06	0.0	0.0	1.9971048229335875	8.369916486060271e-06	bc1010.bc1011	1		1	bc1010.bc1011	1
Nicotinamide ribonucleotide	0.0	0.0	0.0	0.0	1.9971048229335875	8.369916486060271e-06	0.0	0.0	1.9971048229335875	8.369916486060271e-06	bc1010.bc1011	1		1	bc1010.bc1011	1
Nitrate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Nitrite	0.0	0.0	0.0	0.0	1.9971048229335875	8.369916486060271e-06	0.0	0.0	1.9971048229335875	8.369916486060271e-06	bc1010.bc1011	1		1	bc1010.bc1011	1
O2	0.06885661091589367	0.005772200954945593	0.06874120630948448	0.005752865934087225	1.9971048229335875	8.369916486060271e-06	0.9013497222289287	0.9890919420040877	2.898454545162516	0.9891078670792346	bc1010.bc1011	1	bc1010.bc1011.bc1010.	3	bc1010.bc1011bc1010.bc1011.bc1010bc1010.bc1011.bc1010.bc1011	3
Oxidized glutathione	0.0	0.0	0.0	0.0	1.9971048229335875	8.369916486060271e-06	0.0	0.0	1.9971048229335875	8.369916486060271e-06	bc1010.bc1011	1		1	bc1010.bc1011	1
PAN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Putrescine	0.0	0.0	0.0	0.0	1.9971048229335875	8.369916486060271e-06	0.0	0.0	1.9971048229335875	8.369916486060271e-06	bc1010.bc1011	1		1	bc1010.bc1011	1
Pyridoxal	0.0	0.0	0.0	0.0	1.9971048229335875	8.369916486060271e-06	0.0	0.0	1.9971048229335875	8.369916486060271e-06	bc1010.bc1011	1		1	bc1010.bc1011	1
Riboflavin	0.0	0.0	0.0	0.0	1.9971048229335875	8.369916486060271e-06	0.0	0.0	1.9971048229335875	8.369916486060271e-06	bc1010.bc1011	1		1	bc1010.bc1011	1
S-Adenosyl-L-methionine	0.0	0.0	0.0	0.0	1.9971048229335875	8.369916486060271e-06	0.0	0.0	1.9971048229335875	8.369916486060271e-06	bc1010.bc1011	1		1	bc1010.bc1011	1
Spermidine	0.0	0.0	0.0	0.0	1.9971048229335875	8.369916486060271e-06	0.0	0.0	1.9971048229335875	8.369916486060271e-06	bc1010.bc1011	1		1	bc1010.bc1011	1
Succinate	0.0	0.0	0.0	0.0	0.9985524114667937	2.092479121515068e-06	0.0	0.0	0.9985524114667937	2.092479121515068e-06	bc1010	1		1	bc1010	1
Sulfate	0.0	0.0	0.0	0.0	1.9971048229335875	8.369916486060271e-06	0.0	0.0	1.9971048229335875	8.369916486060271e-06	bc1010.bc1011	1		1	bc1010.bc1011	1
TRHL	0.0	0.0	0.0	0.0	1.9971048229335875	8.369916486060271e-06	0.0	0.0	1.9971048229335875	8.369916486060271e-06	bc1010.bc1011	1		1	bc1010.bc1011	1
TTP	0.0	0.0	0.0	0.0	1.9971048229335875	8.369916486060271e-06	0.0	0.0	1.9971048229335875	8.369916486060271e-06	bc1010.bc1011	1		1	bc1010.bc1011	1
Thiamin	0.0	0.0	0.0	0.0	1.9971048229335875	8.369916486060271e-06	0.0	0.0	1.9971048229335875	8.369916486060271e-06	bc1010.bc1011	1		1	bc1010.bc1011	1
UMP	0.0	0.0	0.0	0.0	1.9971048229335875	8.369916486060271e-06	0.0	0.0	1.9971048229335875	8.369916486060271e-06	bc1010.bc1011	1		1	bc1010.bc1011	1
Zn2+	0.0	0.0	0.0	0.0	1.9971048229335875	8.369916486060271e-06	0.0	0.0	1.9971048229335875	8.369916486060271e-06	bc1010.bc1011	1		1	bc1010.bc1011	1
dATP	0.0	0.0	0.0	0.0	1.9971048229335875	8.369916486060271e-06	0.0	0.0	1.9971048229335875	8.369916486060271e-06	bc1010.bc1011	1		1	bc1010.bc1011	1
dGTP	0.0	0.0	0.0	0.0	1.9971048229335875	8.369916486060271e-06	0.0	0.0	1.9971048229335875	8.369916486060271e-06	bc1010.bc1011	1		1	bc1010.bc1011	1
ddca	0.0	0.0	0.0	0.0	1.9971048229335875	8.369916486060271e-06	0.0	0.0	1.9971048229335875	8.369916486060271e-06	bc1010.bc1011	1		1	bc1010.bc1011	1
fe3	0.0	0.0	0.0	0.0	1.9971048229335875	8.369916486060271e-06	0.0	0.0	1.9971048229335875	8.369916486060271e-06	bc1010.bc1011	1		1	bc1010.bc1011	1
gamma-butyrobetaine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
meso-2,6-Diaminopimelate	0.0	0.0	0.0	0.0	1.9971048229335875	8.369916486060271e-06	0.0	0.0	1.9971048229335875	8.369916486060271e-06	bc1010.bc1011	1		1	bc1010.bc1011	1
